부실확률_w,Porter5F_w,생애주기점수_w,산업충격민감도_w,기업충격민감도_w,부실확률변화_w,spearman_rho,p_value
0.3,0.05,0.45,0.05,0.05,0.1,0.48859005141582784,7.153393425852377e-209
0.35,0.05,0.4,0.05,0.05,0.1,0.48816177131355243,1.8662698874125775e-208
0.25,0.05,0.45,0.05,0.1,0.1,0.48704978126270876,2.236225684553424e-207
0.25,0.05,0.5,0.05,0.05,0.1,0.48687023853859007,3.3364454974756056e-207
0.25,0.05,0.45,0.05,0.05,0.15,0.4867025416544656,4.847233034280207e-207
0.2,0.05,0.5,0.05,0.1,0.1,0.48634836732208364,1.0660623001517368e-206
0.3,0.05,0.4,0.05,0.05,0.15,0.4860525196731442,2.05775239697077e-206
0.2,0.05,0.5,0.05,0.05,0.15,0.4855391366190057,6.431990768025707e-206
0.2,0.05,0.5,0.1,0.05,0.1,0.4853979777009415,8.796068558695422e-206
0.3,0.05,0.4,0.05,0.1,0.1,0.4849864482192673,2.189013141194712e-205
0.4,0.05,0.35,0.05,0.05,0.1,0.48469168269612967,4.20270529402063e-205
0.2,0.05,0.45,0.05,0.1,0.15,0.48466967155887347,4.412363822115063e-205
0.2,0.05,0.45,0.05,0.05,0.2,0.48465479185107774,4.559979160724797e-205
0.2,0.05,0.55,0.05,0.05,0.1,0.48419339316726623,1.2640744114060375e-204
0.25,0.05,0.4,0.05,0.1,0.15,0.484104235276333,1.5390765757358339e-204
0.25,0.05,0.4,0.05,0.05,0.2,0.4837194165226164,3.597052525579493e-204
0.35,0.05,0.35,0.05,0.05,0.15,0.4831665259578002,1.2157216307389047e-203
0.25,0.05,0.45,0.1,0.05,0.1,0.48310934532625716,1.3787225339786049e-203
0.2,0.05,0.45,0.05,0.15,0.1,0.48270673186092394,3.341387040144956e-203
0.3,0.05,0.45,0.05,0.1,0.05,0.48259130618825175,4.3057640668451614e-203
0.2,0.05,0.4,0.05,0.1,0.2,0.48214772858525706,1.1398780909750824e-202
0.25,0.05,0.45,0.05,0.15,0.05,0.48214746075403786,1.1405478461644634e-202
0.35,0.05,0.4,0.05,0.1,0.05,0.4819539842432075,1.7431531707026418e-202
0.2,0.05,0.5,0.1,0.1,0.05,0.4818539501146121,2.170392708339477e-202
0.35,0.05,0.35,0.05,0.1,0.1,0.48158286453591237,3.929815108473858e-202
0.35,0.05,0.45,0.05,0.05,0.05,0.4815827577589568,3.9307337661003553e-202
0.2,0.05,0.45,0.1,0.05,0.15,0.4813587849798563,6.416856729562729e-202
0.3,0.05,0.35,0.05,0.1,0.15,0.48100704769145847,1.3844270370285011e-201
0.2,0.05,0.45,0.1,0.1,0.1,0.480930956593123,1.634787810855998e-201
0.4,0.05,0.4,0.05,0.05,0.05,0.4807951755814012,2.1990649401888256e-201
0.2,0.05,0.5,0.05,0.15,0.05,0.48078974230211596,2.2253065435498186e-201
0.2,0.05,0.55,0.1,0.05,0.05,0.480673678648058,2.866937399076103e-201
0.25,0.05,0.4,0.05,0.15,0.1,0.4804421203447234,4.751258744017096e-201
0.2,0.05,0.4,0.05,0.15,0.15,0.48035378086531594,5.760519150351287e-201
0.3,0.05,0.4,0.1,0.05,0.1,0.4802661005740629,6.973744840593272e-201
0.25,0.05,0.5,0.05,0.1,0.05,0.47974280960750215,2.179454066911255e-200
0.45,0.05,0.3,0.05,0.05,0.1,0.4796376801336818,2.7394659157473346e-200
0.2,0.05,0.4,0.05,0.05,0.25,0.47962479837020733,2.8173007146213896e-200
0.3,0.05,0.4,0.05,0.15,0.05,0.4794914338428244,3.765046349963756e-200
0.25,0.05,0.5,0.1,0.05,0.05,0.4794584250077173,4.045127312357037e-200
0.3,0.05,0.5,0.05,0.05,0.05,0.47917313427292224,7.518260110004967e-200
0.2,0.05,0.55,0.05,0.1,0.05,0.47909940303803794,8.823577266160465e-200
0.25,0.05,0.4,0.1,0.05,0.15,0.4790839485524894,9.1246425111393e-200
0.4,0.05,0.35,0.05,0.1,0.05,0.47904114052675384,1.0013207796034645e-199
0.3,0.05,0.35,0.05,0.05,0.2,0.47902316245806786,1.0411669737966238e-199
0.25,0.05,0.45,0.1,0.1,0.05,0.4787814072449392,1.7591961325702699e-199
0.45,0.05,0.35,0.05,0.05,0.05,0.47858596233079953,2.687437765605741e-199
0.2,0.05,0.6,0.05,0.05,0.05,0.4785379947715278,2.9818426893207885e-199
0.25,0.05,0.4,0.1,0.1,0.1,0.47827484605944287,5.2726392783978005e-199
0.25,0.05,0.55,0.05,0.05,0.05,0.47817470184583255,6.54902386106146e-199
0.4,0.05,0.3,0.05,0.05,0.15,0.4781456904845449,6.973409143537336e-199
0.3,0.05,0.45,0.1,0.05,0.05,0.478090321303867,7.861055384292403e-199
0.2,0.05,0.4,0.1,0.1,0.15,0.477868972824298,1.2688417805728382e-198
0.35,0.05,0.35,0.1,0.05,0.1,0.4777296322883109,1.714827154593322e-198
0.2,0.05,0.45,0.05,0.2,0.05,0.4775975469912975,2.281214146482362e-198
0.25,0.05,0.35,0.05,0.15,0.15,0.4770960469038639,6.733894052337827e-198
0.25,0.05,0.35,0.05,0.1,0.2,0.476815062429262,1.2340002018643708e-197
0.3,0.05,0.35,0.05,0.15,0.1,0.47672776404565276,1.48933098970349e-197
0.2,0.05,0.45,0.1,0.15,0.05,0.47665566741113663,1.739508883919547e-197
0.2,0.05,0.4,0.1,0.15,0.1,0.47665066294529373,1.7583566439464097e-197
0.35,0.05,0.35,0.05,0.15,0.05,0.4764222689142062,2.8749117924517454e-197
0.4,0.05,0.3,0.05,0.1,0.1,0.4762549251936239,4.120646466183973e-197
0.2,0.1,0.45,0.05,0.05,0.15,0.4761029860307557,5.712669817042329e-197
0.2,0.05,0.4,0.05,0.2,0.1,0.47546764671146263,2.2351846690047603e-196
0.5,0.05,0.25,0.05,0.05,0.1,0.4750452382964363,5.527520339973532e-196
0.2,0.05,0.45,0.15,0.05,0.1,0.4747735740590696,9.888463640395626e-196
0.3,0.05,0.35,0.1,0.1,0.1,0.47461422298443806,1.3905615811311307e-195
0.3,0.05,0.4,0.1,0.1,0.05,0.47459995886157347,1.4336394420279426e-195
0.25,0.05,0.35,0.05,0.05,0.25,0.47453826554333073,1.6358317445852444e-195
0.35,0.05,0.3,0.05,0.1,0.15,0.47431451930148083,2.6390524210470473e-195
0.25,0.05,0.4,0.05,0.2,0.05,0.4741605066889453,3.667178629508627e-195
0.2,0.05,0.35,0.05,0.1,0.25,0.47406217595741407,4.5239664801410926e-195
0.2,0.1,0.4,0.05,0.05,0.2,0.47401005346134306,5.056421192717055e-195
0.2,0.05,0.5,0.15,0.05,0.05,0.4740091180375657,5.0665276539804735e-195
0.2,0.05,0.35,0.05,0.15,0.2,0.4739541140927115,5.697659454634392e-195
0.25,0.05,0.4,0.1,0.15,0.05,0.47370721597344606,9.648160721865691e-195
0.35,0.05,0.4,0.1,0.05,0.05,0.4735711042358448,1.2896445783835978e-194
0.2,0.1,0.5,0.05,0.05,0.1,0.4735497496000442,1.3496994160022639e-194
0.3,0.05,0.35,0.1,0.05,0.15,0.47353000779581805,1.4076993447021915e-194
0.5,0.05,0.3,0.05,0.05,0.05,0.47339281255753574,1.8856605789268692e-194
0.2,0.1,0.45,0.05,0.1,0.1,0.4730694051305958,3.7540440309148606e-194
0.45,0.05,0.3,0.05,0.1,0.05,0.47293345552127325,5.013118154947005e-194
0.25,0.1,0.45,0.05,0.05,0.1,0.47292959561113235,5.054444319101789e-194
0.2,0.05,0.45,0.15,0.1,0.05,0.472723023017363,7.841909918082596e-194
0.2,0.05,0.4,0.1,0.05,0.2,0.472655841913673,9.045413054210512e-194
0.4,0.05,0.35,0.1,0.05,0.05,0.47265232723706024,9.113222726325609e-194
0.25,0.05,0.4,0.15,0.05,0.1,0.472485674667595,1.2984543907919534e-193
0.2,0.1,0.4,0.1,0.05,0.15,0.4722839073547743,1.992803268841941e-193
0.2,0.05,0.4,0.15,0.1,0.1,0.47217939392624625,2.487602543789877e-193
0.25,0.05,0.35,0.1,0.15,0.1,0.4719319447234054,4.204259823997526e-193
0.25,0.05,0.35,0.1,0.1,0.15,0.47190147139581057,4.484804032097325e-193
0.35,0.05,0.3,0.05,0.15,0.1,0.4718562131461895,4.936319139558271e-193
0.35,0.05,0.35,0.1,0.1,0.05,0.47154998596301734,9.443162015658145e-193
0.35,0.05,0.3,0.05,0.05,0.2,0.47151720269673053,1.0121839636664534e-192
0.25,0.1,0.4,0.05,0.05,0.15,0.4715064816977438,1.0354186358373221e-192
0.25,0.05,0.35,0.05,0.2,0.1,0.4714501319012717,1.1665847595699603e-192
0.2,0.05,0.4,0.1,0.2,0.05,0.47141522120596213,1.256040258114391e-192
0.25,0.05,0.45,0.15,0.05,0.05,0.4712706368524393,1.7055122224334235e-192
0.2,0.05,0.4,0.15,0.15,0.05,0.4711870672014101,2.03523062440578e-192
0.3,0.05,0.3,0.05,0.15,0.15,0.47111251789218406,2.3826991825075274e-192
0.2,0.1,0.4,0.05,0.1,0.15,0.4710135614153617,2.93704550936211e-192
0.25,0.05,0.4,0.15,0.1,0.05,0.4709727279417263,3.2017457670160723e-192
0.2,0.05,0.4,0.05,0.25,0.05,0.47094074125629487,3.4256267763621124e-192
0.3,0.1,0.4,0.05,0.05,0.1,0.4706436475911424,6.415411821297336e-192
0.3,0.05,0.3,0.05,0.1,0.2,0.4705859065131807,7.246886912616063e-192
0.2,0.05,0.35,0.05,0.2,0.15,0.47055578514804797,7.722491848293021e-192
0.25,0.1,0.4,0.05,0.1,0.1,0.47054524199344155,7.896225018994566e-192
0.45,0.05,0.25,0.05,0.1,0.1,0.4702454270613953,1.4860618388984434e-191
0.3,0.05,0.35,0.1,0.15,0.05,0.4701779204048022,1.7132953503074902e-191
0.4,0.05,0.3,0.05,0.15,0.05,0.4700658054192045,2.169857538430417e-191
0.3,0.05,0.4,0.15,0.05,0.05,0.4700526136392262,2.231006333010063e-191
0.4,0.05,0.3,0.1,0.05,0.1,0.47004049441841494,2.288698574402488e-191
0.3,0.05,0.35,0.05,0.2,0.05,0.4697989219620436,3.806346927602332e-191
0.2,0.05,0.35,0.1,0.15,0.15,0.4695743180605847,6.105917926353417e-191
0.2,0.05,0.35,0.1,0.2,0.1,0.4692440871329916,1.222465967684053e-190
0.35,0.05,0.3,0.1,0.1,0.1,0.46893032827851255,2.3625306353783547e-190
0.2,0.05,0.35,0.05,0.25,0.1,0.4688653211248908,2.7078529083883514e-190
0.2,0.1,0.5,0.05,0.1,0.05,0.4688234519913431,2.9564999407606097e-190
0.2,0.1,0.45,0.1,0.05,0.1,0.46853044014531703,5.465539374242032e-190
0.4,0.05,0.3,0.1,0.1,0.05,0.4684434820607092,6.55810587661953e-190
0.55,0.05,0.25,0.05,0.05,0.05,0.4683209346695282,8.477674480679583e-190
0.25,0.05,0.35,0.15,0.1,0.1,0.46803749174095605,1.5345807330005708e-189
0.2,0.05,0.4,0.15,0.05,0.15,0.4678958801562505,2.06374129127411e-189
0.25,0.05,0.35,0.1,0.2,0.05,0.4676515304402941,3.4397272717045014e-189
0.2,0.05,0.45,0.2,0.05,0.05,0.4676132391793216,3.726284356741147e-189
0.45,0.05,0.25,0.05,0.05,0.15,0.4675532362855834,4.223999741734797e-189
0.5,0.05,0.25,0.05,0.1,0.05,0.4675456304639954,4.291654866020833e-189
0.25,0.1,0.45,0.05,0.1,0.05,0.46737724449892964,6.100420922722973e-189
0.3,0.05,0.35,0.15,0.05,0.1,0.467095201771204,1.0989950808603038e-188
