Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.1613,1.0,0.0877,0.9533,0.6574,0.7005
2017,0.1453,1.0,0.0783,0.9311,0.4527,0.6685
2018,0.1457,0.9706,0.0788,0.8934,0.2109,0.6059
2019,0.1441,1.0,0.0776,0.9456,0.4495,0.5521
2020,0.2086,1.0,0.1165,0.9358,0.3553,0.6167
2021,0.1804,1.0,0.0991,0.861,0.1335,0.6011
