회계년도,종업원,자산총계(요약)(백만원),부채비율,총부채비율,장기부채비율,장기부채의존도,차입금의존도,순차입금비율,금융부채비율,자기자본비율,유보율,자본잠식률,유동비율,당좌비율_추정,현금비율,순운전자본비율,순운전자본회전율,금융비용부담률,비유동비율,비유동장기적합률,유형자산비율,유형자산부채비율,ROA,ROE,ROIC,총자본영업이익률,매출총이익률,영업이익률,순이익률,EBITDA마진,영업현금흐름비율,현금ROA,현금ROE,매출원가율,판관비율,감가상각비율,총자산회전율,유동자산회전율,비유동자산회전율,유형자산회전율,자기자본회전율,투하자본회전율,매출채권회전율,매출채권회수기간,재고자산회전율,재고자산보유기간,매입채무회전율,매입채무지급기간,현금전환주기_CCC,영업CF_유동부채,영업CF_총부채,FCF,FCF_총자산,매출액증가율,영업이익증가율,순이익증가율,EBITDA증가율,총자산증가율,유형자산증가율,자기자본증가율,부채증가율,영업현금흐름증가율,FCF증가율,ROA변화,영업이익률변화,부채비율변화,유동비율변화,부실라벨_ICR3년,업력,빅4감사
2012,612.6,695178.3,86.37389267504724,41.42953765713099,26.78321502581617,13.486743885069563,23.213571591542745,44.45465310859819,51.25553851804394,58.570494733406065,608943.4759480814,-6322.681556835032,223.8883398854004,124.43380938187015,20.978765250947436,18.055386317815994,4.976835075205022,1.120267114280883,99.77314856790545,77.41031816140932,23.290316350090475,74.63272777392123,2.793392694684245,5.434807431221978,5.306911485793594,5.344182012586653,30.517762714650683,5.259965348533106,2.063004427728112,7.683463748957196,6.026379735836248,5.2625768437236875,8.554395519788134,69.48225573151787,25.543277876315663,2.42349840042409,1.044312465742636,2.208741306438761,2.3911256086951775,6.873866308504459,2.1267580176444616,1.39204335408408,11.541555389246803,38.837821348580896,9.1655417512116,183.76740805866643,9.245251162075071,59.78469338093979,162.82053602630754,31.10999421746181,20.419823129291025,13792.0,1.0175098013523076,3.72435759883182,-20.578868712267933,7.492931626880188,-13.03241270483347,8.070184267829642,12.225245902322019,5.128110811120197,13.953550034611629,-13.472779049174477,-9.16798859327233,-2.117377915979131,-2.62229813433044,6.534221108525534,5.916401586320798,0.0,45.3,0.6
2013,585.2,799142.9,90.60136300491966,40.730370409569915,23.713727941200773,10.337770096480162,21.52568413803259,43.32235325983011,53.277278386245555,59.26962193724178,969482.4371590201,-9606.942844725394,237.26773412775546,142.71242042170994,28.574018312545196,24.804344317454895,4.853759401236465,0.5299040376221388,85.61589719342999,66.43920357987703,19.873433161632924,68.38585553088632,8.326704024875232,12.95202820369273,9.95380933934741,9.851723857648945,36.82055203958218,10.6144393284513,9.395307659520693,12.668987187439154,9.154634273734096,7.8900981903746255,10.649148209027757,63.17948402413415,26.48385344210098,2.0545478589878536,1.1588531439201926,2.2313784307742206,3.0911219974738513,7.3336344492645935,2.5372018683818576,1.5589078877132736,11.627243537611793,42.1570831389647,16.726913803312225,186.35548267969796,10.317115607285974,46.790195901092645,181.72236991757,44.590266071855005,32.143605214371576,11227.5,1.601161407099719,12.990277895967457,67.0221544985105,20.6427050354751,27.8495159187242,23.324536467772738,27.28512414142433,22.490688741763684,42.38134391717526,118.03684315381186,-126.42995716724822,1.1153237396320166,-0.33035674345561994,-4.323327817253882,-73.05259886670324,0.0,35.4,0.6
2014,592.9,858726.5,92.78073071614884,41.71210535058743,24.218041898044227,11.461216172767763,24.46088827338449,47.47233650975073,57.75872497609883,58.2878709069984,1178053.732734162,-11804.928159095836,201.7421611667151,125.67812426720457,29.012210899753693,15.629456470115997,11.773233714840162,0.7858131095484302,102.90570909399003,80.43532686349181,20.033485928908885,64.91106942922798,6.169861682629753,10.530136970865415,8.399804722034467,8.4881332944497,31.474296403610992,8.007296459007303,5.893897951895758,10.316860690873575,6.352775619210765,6.756680850046168,12.784264357651882,68.5256822562814,23.67376998345137,2.3095642318662724,1.0849593661595276,2.7014730282145396,2.410479391063753,6.675048742113448,2.2945048582115937,1.4508899687522896,13.172043283825355,35.56021174808952,25.752983481329657,148.3067710426113,8.812470361240848,58.12305194243536,125.74393084826548,26.98042206882375,19.8630046631119,22526.9,2.8596789338182127,5.847599954245704,13.4187546310041,2.5333908958830134,15.048282667775812,10.912484171487495,13.571961030160981,10.822245633123092,11.582399514687335,37.774335525733676,10.828891612462233,-0.27208683227888536,0.047041269497233786,0.3402064233462047,0.5054720541629429,0.0,42.0,0.6
2015,608.5,957882.8,114.71505487057478,46.3874195866794,40.37341046956019,16.539806152047067,29.938579531912712,62.82512134824485,77.68926651077982,53.61254556173496,1187225.882474504,-11258.289692149974,207.96002649313715,119.2136445686818,22.404836131134154,17.18470365971878,21.771437234737423,178.6462006745791,111.0221359026242,78.33161130720919,16.944709091928356,56.687735392448715,2.3076206894579316,4.42443697156751,6.138200006547785,6.349796975675105,34.63793968285253,7.615929765726814,-718.476184985494,9.929841859628619,-158.26592027978748,2.5962401057932536,4.741432900161416,65.36206310860086,27.193930822115796,2.3139120939018047,0.9481495711824696,2.588798379406321,1.9664091172545028,5.907757685356055,2.141434156587669,1.2527292927765785,10.332104500181433,903.8554124669497,12.170538333714978,9081.793176323903,8.32835485189836,416.366252158862,9569.28233663199,11.093836358000221,7.865583767931516,31740.3,3.2973309617710678,0.02409790585977518,15.634433416617034,19.461575924461137,5.698513567441696,13.483363036564914,-9.602517749359654,2.9938494114055914,110.01553584086938,40.06559559408557,93.64335921510653,-2.7693387867024626,-0.5356352060184155,23.24674698845463,-73.07422401515507,0.0,39.5,0.7
2016,661.7,1057632.3,99.36004700996219,44.73933804953267,20.56544225888032,10.585863226599193,28.061632358548867,50.3636147174578,64.43486537060002,55.260633424078186,1415780.0839022375,-13627.044732993856,183.8893171916209,110.76839204337037,17.935789263710156,15.051259310217294,4.831778231704827,1.5303134977248374,97.63124647316822,78.31260743634988,14.97641318413675,51.35594478299832,3.7748586865184124,7.781133295785099,5.84735189197197,6.101042056293592,33.83527482828852,6.342375774958357,3.7524198399687556,8.590992736761592,6.562694809546834,5.08740310053871,10.037513723727892,66.16471875687422,27.64156468952306,2.248616961803236,1.0448770306665152,2.48381937795843,3.098233381644304,526.1984673026637,2.4118195913022022,1.4085717596931127,10.919342211789301,45.11635177607505,9.676556488643177,175.04896792915628,9.87214258256569,49.509292362394525,170.6560273428368,20.518749047682014,13.099377159335413,20701.4,2.242036903385131,2284.833070283242,1520.199308726991,164.14843777601317,1772.95244402477,10.168233177166103,16.898222673555082,14.33059433060728,9.457379872144095,79.0287940218949,-172.22182538475423,0.5018619451810842,-1.4899602296106123,-10.15921962614682,-25.415328778743607,0.0,35.2,0.8
2017,639.2,1055648.0,87.78859354657844,43.088001558139496,18.9392835829956,10.340003214150212,25.719583390925948,48.44903250033785,54.05120823307131,56.912006802659064,1593218.0293470272,-15096.433646501071,170.55671548521354,101.69814958175174,11.808358071546591,12.160214056895132,2.6316181426201437,1.6265593590175158,103.94790536708356,87.1450820744573,16.896395299602,50.760394475256604,2.438504744670582,3.537318162192432,4.514617933970008,4.646389448777137,33.64778228220472,5.263560947292373,0.8288610014969413,7.613089895266178,7.377922589183965,5.552901962487574,10.076990175172428,66.35226904665882,28.57709960853321,2.3495289479738064,0.9937027024981818,2.623268714880641,2.039787192753,7.802326951517972,1.9265879377399666,1.2816651796692375,9.589275209897322,49.426769204028275,15.110506212509254,156.43563672293698,8.439139459976012,50.967728964948535,154.8946769620167,21.99476516278404,15.37290825685317,33586.1,3.5020097567352644,9.228325996751547,-12.686326720667797,-81.82958967472486,-7.851851043746493,0.252911578721994,0.3258843669206822,0.7323743780497487,5.557808461021844,4721.819828988331,3.0764181173658534,-1.1710624798306237,-1.0353459276093535,-0.4240282853364441,-9.593453672690853,0.0,37.5,0.8
2018,630.0,1105201.5,98.3654087211728,44.92974881890168,18.257090882508926,9.619915636634548,26.57394758938557,51.3339019062273,60.3165952024908,55.07026460121868,1376966.8878323068,-13827.89232231534,167.1652436540457,97.62096393502777,22.604838986042296,12.341941879939544,7.357377896532843,0.9418056034124322,99.68795113378007,83.32875879712009,18.511562808008755,52.33950244618452,3.2149797214843394,5.213385886678955,6.279449243152709,6.205258223818241,26.99985045019691,5.51369826826255,2.9543897119382154,7.768419488692272,6.546195635458656,5.916960122783441,10.608858346694465,73.0001572467941,21.707683318373245,2.2547212204297216,1.3259105658013923,3.196722924361837,3.2552748678271817,67.26084813321009,2.8347066162651626,1.7378005467732631,12.72641018507137,32.584903296455295,49.596159007270884,102.94140478908525,9.033739043796228,49.071084100361546,86.45522398517902,24.399338710754396,17.39940501002772,33424.2,2.6958280092335705,8.793407083006969,20.960407035164458,17.14760400909675,21.136859134848116,7.241516960161713,18.43123069731073,10.545519788214582,2.9430981611582956,65.1962726038129,37.83192552016727,-1.7417816922365454,0.3834858479693978,-1.73497215705927,7.645115917884235,0.0,34.8,0.8
2019,630.0,1253158.2,103.91757984164838,46.07715614027473,17.315602301418146,8.95130748624554,26.041916837258093,52.8238549082389,61.47836900572035,53.922820331358686,1496569.092577631,-15200.494094079093,142.3359830493507,81.93533100251155,12.306025575134022,5.371456571462895,10.92752599198095,1.0910295871755005,109.30646982686953,93.83176411870281,17.315223614199795,45.435596152907756,4.6501806718877265,8.783410542120878,7.1720603776276475,7.573614917108545,27.885055538550915,6.357278450067733,4.690273807706943,9.380305834371423,7.003012293536668,8.237426688814585,16.620953507941316,72.11493652369379,21.527777088483184,3.023027384303692,1.2985877893777786,3.2479378367266802,2.707066687248717,51.974315392744906,2.818929431549411,1.7254119888014892,14.883837574092468,29.95669946059826,124.63549867923089,107.32121010810701,8.868148695121794,50.943026668844844,86.33488289986045,28.547834720172222,21.331876112419717,51481.6,4.3728018247712,7.361880646455359,54.99531699454267,48.745386763251624,51.785113965576656,12.373720361513824,0.0097870880961743,9.082394983589344,20.094581651841814,215.59214024250073,127.29716421080334,1.4352009504033871,0.8435801818051825,5.55217112047559,-24.829260604695012,0.0,34.8,0.8
2020,630.0,1295256.3,89.32116254646591,43.4703983694218,16.381634343084933,9.054166407756565,23.80976192560484,36.406930430616086,51.053269659698245,56.52959923484641,1594012.322365983,-16366.67472467091,158.40439305303934,103.66490148590658,22.028436798874935,10.45412616520076,6.659043116976029,0.8230851474979595,98.9205333009038,85.96085852194547,15.051487840410667,39.57297544703236,4.647331313507474,9.9701621800052,6.789621565750629,6.515692086871516,26.836554073378853,6.326107917554874,4.5205248004457825,9.633954983116777,9.820002037159764,8.393700920363926,16.95757007034813,73.16354000919286,20.510412546701023,3.3078470655619028,1.1196260576087809,2.725577648896008,2.2405156418147256,62.12028977139694,2.390335319172284,1.5276753379726706,20.52334222235047,31.835091460533324,205.98551224610156,110.3803388293964,7.622002292970653,65.56965482790146,76.64577546202825,29.703103328767803,21.508227765894368,93717.6,7.171618043879363,-7.097009777003974,-3.258352020772308,215.98197096109817,-0.9070065044356237,3.4823575234111113,-5.94506418327388,10.48570705251063,-1.369207811695637,34.168608991245954,100.26279049114176,-0.0028493583802527756,-0.031170532512857996,-14.596417295182466,16.068410003688662,0.0,34.8,0.8
2021,640.2,1493526.6,106.22679876267489,48.03655967977968,16.4432464791739,8.022429306882287,26.855738994806263,52.78246921539879,61.93953741741384,51.963441512396365,1621694.975833582,-13587.51650239318,151.48652788037114,88.16533944094574,14.905702481718038,9.066505986218605,78.1752300003964,0.41581550096019537,102.45706346200447,87.9100097646645,14.517875395047287,38.030144188341794,1.191889752974756,24.95012360046982,0.7430541367015494,4.136945930551116,30.546260222418027,8.775851722501109,6.350475793681185,11.196632664487195,4.520893289124158,-2.9165200577464305,7.849866038403006,69.45372511301974,21.77040849991692,2.420780941986087,1.0452286952389742,2.2961248815359268,2.142484304543224,66.99563747493923,2.211413083641431,1.412203330115255,32.279846079309095,60.573166556750905,1214.719318353932,179.0665461796655,40.539587773784646,91.94415091208616,149.96089174157572,27.958254251409073,21.85960535395485,5938.2,-0.49102966345830357,5.726020664193485,48.38225417302175,98.16603806755096,15.729513038185818,12.138233292024603,6.510655572845996,6.748204265717422,20.31467402988252,-4.566966857720264,-64.26904091346086,-0.10142492790936544,0.9043993054207847,10.965080929065275,-7.67602032075136,0.0,28.2,0.8
