column,n_distress,n_normal,mean_distress,mean_normal,median_distress,median_normal,cohens_d,cles,direction,mw_stat,p_value_raw,p_value_fdr,significant_fdr,keep,remove_reason
매출채권회전율_diff,97,1091,0.340664,0.409232,0.039696,0.04838,-0.1065,0.42,normal_high,44443.5,0.008852782386871936,0.013060193546223455,1.0,1,
매출채권회전율_ratio,97,1091,0.036312,0.043283,0.001501,0.002779,-0.096,0.4222,normal_high,44680.0,0.010940542815748484,0.015538741970193498,1.0,1,
매출채권회수기간_diff,97,1091,0.618133,0.645964,0.467726,0.41815,-0.0628,0.5846,distress_high,61867.0,0.005652636375906149,0.008522436382135424,1.0,1,
매출채권회수기간_ratio,97,1091,0.247804,0.3268,0.073424,0.018805,-0.1241,0.601,distress_high,63606.0,0.0009504903686867297,0.0015270173136278607,1.0,1,
재고자산회전율_diff,97,1091,0.688034,0.654328,1.225852,0.16209,0.0495,0.3745,normal_high,39630.5,3.8372134747816906e-05,6.715123580867958e-05,1.0,1,
재고자산회전율_ratio,97,1091,0.153028,0.14464,0.279187,0.026325,0.0512,0.3728,normal_high,39447.5,2.9820080576709404e-05,5.265527741473012e-05,1.0,1,
재고자산보유기간_diff,97,1091,0.919244,0.431312,1.173728,0.68434,1.4903,0.7814,distress_high,82695.0,2.1956022616106864e-20,1.8710349707638895e-19,1.0,1,
재고자산보유기간_ratio,97,1091,1.004904,0.382595,1.229361,0.66097,1.4625,0.7983,distress_high,84478.0,1.0575766705383964e-22,1.381900182836838e-21,1.0,1,
매입채무회전율_diff,97,1091,0.774177,0.579857,1.146211,0.570121,0.4635,0.6642,distress_high,70294.0,6.775676560144644e-08,1.4593764898773077e-07,1.0,1,
매입채무회전율_ratio,97,1091,0.06699,0.043329,0.080604,0.041804,0.4868,0.6152,distress_high,65109.5,0.00015169305637800806,0.0002541182824793981,1.0,1,
