column,coef,abs_coef,selected
자기자본회전율_diff,0.0,0.0,0
매출채권회전율_ratio,0.0,0.0,0
영업CF_유동부채_diff,-0.0,0.0,0
현금전환주기_CCC_ratio,-0.0,0.0,0
재고자산회전율_ratio,0.0,0.0,0
매입채무회전율_diff,-0.0,0.0,0
매출채권회전율_diff,-0.0,0.0,0
FCF_총자산_ratio,0.0,0.0,0
FCF_총자산_diff,0.0,0.0,0
영업CF_유동부채_ratio,0.0,0.0,0
총자산증가율_ratio,-0.0,0.0,0
총자산증가율_diff,-0.0,0.0,0
자기자본증가율_ratio,-0.0,0.0,0
자기자본증가율_diff,0.0,0.0,0
부채증가율_ratio,0.0,0.0,0
영업이익률변화_ratio,0.0,0.0,0
업력_diff,-0.0,0.0,0
업력_ratio,0.0,0.0,0
