Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.3433,0.8333,0.2162,0.9558,0.3419,0.9069
2017,0.2776,0.88,0.1648,0.9388,0.3499,0.8669
2018,0.1111,0.6471,0.0608,0.6302,0.0468,0.606
2019,0.4492,0.8488,0.3054,0.9506,0.4386,0.9016
2020,0.383,0.8036,0.2514,0.9449,0.3437,0.917
2021,0.3117,0.9091,0.1881,0.9369,0.3387,0.8571
