Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.2791,0.8571,0.1667,0.9143,0.2469,0.8929
2017,0.2857,0.75,0.1765,0.9059,0.3458,0.929
2018,0.3178,0.7391,0.2024,0.9203,0.3672,0.8945
2019,0.3885,0.931,0.2455,0.9464,0.3694,0.8847
2020,0.284,0.7667,0.1742,0.9058,0.3098,0.8474
2021,0.0966,0.92,0.051,0.762,0.1884,0.4819
