Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.1482,0.8429,0.0813,0.7743,0.1803,0.5363
2017,0.1648,0.9315,0.0904,0.8437,0.2843,0.5388
2018,0.1535,0.8831,0.0841,0.7958,0.2139,0.5043
2019,0.1154,0.8033,0.0622,0.7267,0.1731,0.5075
2020,0.1627,0.8831,0.0896,0.8014,0.2011,0.5238
2021,0.1362,0.9,0.0737,0.8292,0.192,0.5566
