Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.2132,1.0,0.1193,0.7689,0.2813,0.1193
2017,0.2108,1.0,0.1178,0.766,0.2433,0.1386
2018,0.2216,1.0,0.1246,0.7959,0.291,0.2101
2019,0.2885,1.0,0.1685,0.8246,0.4206,0.3373
2020,0.2064,1.0,0.1151,0.7248,0.1751,0.2092
2021,0.2097,1.0,0.1171,0.7688,0.1988,0.2975
