Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.3121,0.7586,0.1964,0.8791,0.4202,0.783
2017,0.4262,0.5,0.3714,0.9065,0.3231,0.9236
2018,0.0,0.0,0.0,0.8827,0.2912,0.9304
2019,0.4032,0.9615,0.2551,0.9201,0.2855,0.8505
2020,0.242,0.8636,0.1407,0.8889,0.4206,0.7457
2021,0.315,0.8333,0.1942,0.8897,0.2237,0.833
