Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.0726,1.0,0.0377,0.8217,0.1675,0.2638
2017,0.0596,0.9615,0.0308,0.8329,0.1927,0.1452
2018,0.0762,1.0,0.0396,0.8415,0.1573,0.1609
2019,0.0738,1.0,0.0383,0.8583,0.2146,0.0539
2020,0.1161,0.9655,0.0617,0.824,0.2292,0.257
2021,0.0907,1.0,0.0475,0.8481,0.1671,0.1199
