사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,생애주기점수,Porter5F,산업충격민감도,기업충격민감도,부실확률,부실확률변화,최종합산스코어,등급_5단계
1018194173,에코에너지,2015,성숙기,0,8.0,89.44,0.0,54.58,0.11,18.7,9.8,매우 안정
1018194173,에코에너지,2016,조정기,0,25.4,67.33,54.88,46.01,0.16,23.91,17.5,매우 안정
1018194173,에코에너지,2017,조정기,0,32.0,69.01,53.96,60.66,0.89,26.59,20.1,매우 안정
1018194173,에코에너지,2018,조정기,0,28.3,45.71,59.52,59.2,0.62,21.07,18.3,매우 안정
1018194173,에코에너지,2019,조정기,1,34.0,70.0,64.49,64.73,82.6,84.98,69.7,매우 위험
1018608726,디에이치리사이클링주식회사,2015,도입기,0,30.9,89.44,0.0,49.85,6.26,24.14,17.8,매우 안정
1018608726,디에이치리사이클링주식회사,2016,도입기,1,27.2,67.33,54.88,45.74,98.09,97.18,75.4,매우 위험
1018646259,씨지앤대산전력주식회사,2015,성숙기,0,8.0,89.44,0.0,28.51,0.11,18.76,8.5,매우 안정
1018646259,씨지앤대산전력주식회사,2016,조정기,0,25.4,67.33,54.88,42.34,0.13,23.89,17.3,매우 안정
1018646259,씨지앤대산전력주식회사,2017,조정기,0,32.0,69.01,53.96,58.37,0.12,26.02,19.5,매우 안정
1018646259,씨지앤대산전력주식회사,2018,조정기,0,28.3,45.71,59.52,59.35,0.07,21.24,18.0,매우 안정
1018646259,씨지앤대산전력주식회사,2019,성장기,0,16.9,70.0,64.49,65.23,0.65,12.53,17.6,매우 안정
1018646259,씨지앤대산전력주식회사,2020,성장기,0,11.2,100.0,87.2,82.33,1.05,11.48,21.2,매우 안정
1018646259,씨지앤대산전력주식회사,2021,성장기,0,22.2,60.1,93.3,37.32,2.05,15.46,20.5,매우 안정
1018646259,씨지앤대산전력주식회사,2022,성숙기,0,0.0,0.0,97.61,93.33,0.21,22.56,15.7,매우 안정
1018646259,씨지앤대산전력주식회사,2023,성숙기,0,0.0,55.11,98.86,69.94,0.06,56.64,19.0,매우 안정
1018646259,씨지앤대산전력주식회사,2024,성숙기,0,0.0,68.67,100.0,86.33,0.43,38.67,19.9,매우 안정
1018659676,푸른안성환경주식회사,2015,도입기,0,30.9,89.44,0.0,49.85,4.77,17.07,16.6,매우 안정
1018659676,푸른안성환경주식회사,2016,성숙기,0,3.7,67.33,54.88,47.44,13.82,31.18,21.1,매우 안정
1018659676,푸른안성환경주식회사,2017,성숙기,0,9.9,69.01,53.96,61.55,2.41,17.19,16.1,매우 안정
1018659676,푸른안성환경주식회사,2018,성숙기,1,3.3,45.71,59.52,61.31,95.08,95.92,69.1,매우 위험
1018664320,파주에너지서비스주식회사,2015,도입기,0,30.9,89.44,0.0,49.85,2.95,21.26,15.8,매우 안정
