Combined_Rank,Feature,Category,Feature_Type,SHAP_Rank,mean_abs_SHAP,Perm_Rank,Perm_Mean,Perm_Std,Rank_Diff,Consistency,Combined_Score,Category_Order
1,금융비용부담률,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),1,1.2681937,1,0.21686282204314458,0.006698366611203293,0,일치,0.0,2
2,총자본영업이익률,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),2,1.1474888,5,0.06098790907940206,0.004849068120238092,3,일치,0.0625,2
2,총부채비율,안정성 (Solvency),★ 핵심피처 (SHAP+Perm 모두 높음),5,0.22767185,2,0.1447892876816487,0.005432965953074393,3,일치,0.0625,1
4,영업CF_총부채,현금흐름 (Cash Flow),★ 핵심피처 (SHAP+Perm 모두 높음),3,0.34444726,8,0.053133036922450236,0.004140900109136032,5,소폭 불일치,0.11249999999999999,5
4,유보율_ratio,안정성 (Solvency),★ 핵심피처 (SHAP+Perm 모두 높음),4,0.32618082,7,0.05315575993598663,0.0040618769656429925,3,일치,0.11249999999999999,1
6,부채비율_ratio,안정성 (Solvency),★ 핵심피처 (SHAP+Perm 모두 높음),11,0.1434539,3,0.13331856070407747,0.003160678985785603,8,소폭 불일치,0.15,1
7,영업CF_유동부채_diff,현금흐름 (Cash Flow),★ 핵심피처 (SHAP+Perm 모두 높음),6,0.22572583,9,0.04095389042527429,0.004668921838502024,3,일치,0.1625,5
8,총자산회전율,활동성 (Activity),★ 핵심피처 (SHAP+Perm 모두 높음),10,0.15438497,6,0.05658858235201347,0.003247987317835159,4,소폭 불일치,0.175,4
9,현금ROA_diff,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),9,0.18200064,10,0.022541227918695707,0.0028593302867324323,1,일치,0.21250000000000002,2
10,EBITDA마진_ratio,수익성 (Profitability),"△ 대체가능 (SHAP 높음, Perm 낮음)",8,0.19956729,15,0.018230236235689565,0.0021117958292547552,7,소폭 불일치,0.26249999999999996,2
11,부채비율변화,안정성 (Solvency),"▲ 상호작용 (Perm 높음, SHAP 낮음)",14,0.103082016,11,0.020979062325849594,0.002009304373052372,3,일치,0.2875,1
12,감가상각비율,현금흐름 (Cash Flow),"△ 대체가능 (SHAP 높음, Perm 낮음)",7,0.21815033,19,0.011091931264016301,0.0035910422776807478,12,대폭 불일치,0.3,5
13,ROIC_diff,수익성 (Profitability),- 일반피처,13,0.10346291,14,0.019110704506125054,0.0028024280902950336,1,일치,0.3125,2
14,장기부채비율,안정성 (Solvency),"▲ 상호작용 (Perm 높음, SHAP 낮음)",19,0.06064459,12,0.020780918421333717,0.0020574300231144056,7,소폭 불일치,0.36250000000000004,1
15,판관비율_ratio,수익성 (Profitability),- 일반피처,16,0.081354536,16,0.015767949259327427,0.0031681824507856005,0,일치,0.375,2
16,차입금의존도,안정성 (Solvency),- 일반피처,15,0.08484476,18,0.012814277344278232,0.002163624623788028,3,일치,0.38749999999999996,1
17,매입채무지급기간,활동성 (Activity),"▲ 상호작용 (Perm 높음, SHAP 낮음)",31,0.039728347,4,0.0860146630191973,0.0018041661920152722,27,대폭 불일치,0.4125,4
18,순이익률_diff,수익성 (Profitability),"△ 대체가능 (SHAP 높음, Perm 낮음)",12,0.1071993,23,0.006651935297230297,0.00215928097019558,11,대폭 불일치,0.41250000000000003,2
19,업력_diff,기타 (Other),- 일반피처,17,0.06232796,21,0.006773418940849418,0.00149395076657514,4,소폭 불일치,0.45,6
20,FCF_총자산_diff,현금흐름 (Cash Flow),- 일반피처,21,0.059207246,20,0.010504613671583781,0.002015209629718652,1,일치,0.4875,5
21,부채증가율,성장성 (Growth),- 일반피처,22,0.057402004,24,0.005651302319211992,0.0018743535294168704,2,일치,0.55,3
21,순운전자본회전율_ratio,활동성 (Activity),- 일반피처,20,0.059542574,26,0.004118652752371347,0.0015622986395692504,6,소폭 불일치,0.55,4
23,현금전환주기_CCC_diff,활동성 (Activity),- 일반피처,36,0.03030365,13,0.02008487379888941,0.0013421862278927236,23,대폭 불일치,0.5875,4
