column,n_distress,n_normal,mean_distress,mean_normal,median_distress,median_normal,cohens_d,cles,direction,mw_stat,p_value_raw,p_value_fdr,significant_fdr,keep,remove_reason
종업원,41,1913,102.073171,147.270256,47.0,42.0,-0.0518,0.514,ambiguous,40312.0,0.759341754890646,0.814744372200264,0.0,0,FDR 비유의
부채비율,41,1913,0.690361,0.057613,0.043475,0.019957,1.1349,0.7153,distress_high,56105.0,2.3080230026089455e-06,5.828340915679155e-06,1.0,1,
총부채비율,41,1913,0.393346,0.27279,0.386789,0.287099,0.8637,0.715,distress_high,56083.0,2.378950602629637e-06,5.8884915906674186e-06,1.0,1,
장기부채비율,41,1913,0.489168,0.042989,0.017458,0.007436,1.0198,0.6727,distress_high,52765.5,0.00015030176873978926,0.00026461579003484023,1.0,1,
장기부채의존도,41,1913,0.238509,0.166316,0.162107,0.104461,0.383,0.5961,distress_high,46756.0,0.034919790488620636,0.05105232527576116,0.0,0,FDR 비유의
차입금의존도,41,1913,0.482483,0.305365,0.475467,0.323018,0.8665,0.7266,distress_high,56989.0,6.54907903547677e-07,1.9261997163166973e-06,1.0,1,
순차입금비율,41,1913,0.703817,0.066915,0.064663,0.027932,1.0561,0.728,distress_high,57099.0,5.660205708608533e-07,1.7048812375326905e-06,1.0,1,
금융부채비율,41,1913,0.778613,0.061946,0.054805,0.019781,1.0448,0.7322,distress_high,57428.0,3.4494299007821106e-07,1.1813116098568872e-06,1.0,1,
자기자본비율,41,1913,0.606657,0.727216,0.613216,0.712907,-0.8638,0.2849,normal_high,22349.0,2.3756821845693037e-06,5.8884915906674186e-06,1.0,1,
유보율,41,1913,0.110607,0.235148,0.090081,0.133942,-0.3142,0.2516,normal_high,19733.0,5.027338080053773e-08,2.3713860913920574e-07,1.0,1,
자본잠식률,41,1913,0.881128,0.776723,0.9024,0.865787,0.2977,0.7132,distress_high,55935.0,2.913349155926002e-06,7.1405616566813776e-06,1.0,1,
유동비율,41,1913,0.083177,0.1842,0.04367,0.091631,-0.1899,0.2466,normal_high,19338.0,2.6847697371019432e-08,1.398317571407262e-07,1.0,1,
당좌비율_추정,41,1913,0.057793,0.139663,0.023495,0.058526,-0.1589,0.2609,normal_high,20466.0,1.5604081973712629e-07,5.848981451311466e-07,1.0,1,
현금비율,41,1913,0.07795,0.085049,0.011521,0.026897,-0.0283,0.3604,normal_high,28268.0,0.002193592071709253,0.003655986786182088,1.0,1,
순운전자본비율,41,1913,0.451011,0.700581,0.472567,0.700447,-1.2101,0.2085,normal_high,16354.0,1.5990649515820762e-10,1.2114128421076335e-09,1.0,1,
순운전자본회전율,41,1913,0.126437,0.151225,-0.001777,0.024602,-0.011,0.216,normal_high,16943.5,2.8068496960508874e-10,1.949201177813116e-09,1.0,1,
