사업자등록번호,회사명,테스트_연도,훈련_끝,beta_i,beta_i_raw,beta_sign,beta_quality,beta_src,S2,r2,n_obs,granger_p
1018122999,주식회사튤립코리아,2015,2014,-10.514702455391927,-18.642108954325824,-1.0,low,ols_shrunk,0.5539452495974235,0.1453338255140716,3.0,
1018130543,최신물산주식회사,2015,2014,-5.254672235038401,-9.875391920403281,-1.0,low,ols_shrunk,0.42351046698872785,0.0517727828077289,3.0,
1018158522,(주)가인물산,2015,2014,1.6764072930089176,,1.0,,global_median,0.1932367149758454,,,
1018189665,(주)인다인,2015,2014,1.6764072930089176,,1.0,,global_median,0.1932367149758454,,,
1018625818,(주)대한패브릭,2015,2014,-11.463504860622555,-20.22344629637687,-1.0,low,ols_shrunk,0.5764895330112721,0.8437003209645209,3.0,
1018669795,(주)고텍스타일,2015,2014,1.6764072930089176,,1.0,,global_median,0.1932367149758454,,,
1018677257,주식회사풍신,2015,2014,1.6764072930089176,,1.0,,global_median,0.1932367149758454,,,
1018683690,(주)헬리녹스,2015,2014,1.6764072930089176,,1.0,,global_median,0.1932367149758454,,,
1018689393,주식회사풍신상사,2015,2014,1.6764072930089176,,1.0,,global_median,0.1932367149758454,,,
1028113611,주식회사돌담,2015,2014,19.28903722693514,31.030790516219284,1.0,low,ols_shrunk,0.7133655394524959,0.8726963804079967,3.0,
1028119333,일정실업(주),2015,2014,-34.29404503199079,-58.274346581990606,-1.0,low,ols_shrunk,0.8743961352657005,0.5959084685860289,3.0,
1028122750,(주)박홍근홈패션,2015,2014,-6.995209677924714,-12.776287658547135,-1.0,low,ols_shrunk,0.47020933977455714,0.5407045139874544,3.0,
1028139834,주식회사한림상사,2015,2014,-75.13890900516493,-126.34911987061417,-1.0,low,ols_shrunk,0.964573268921095,0.9704053596964647,3.0,
1048117699,(주)대천나염,2015,2014,-13.363428890139986,-23.389986345572588,-1.0,low,ols_shrunk,0.6135265700483091,0.3960711888643166,3.0,
1048178774,(주)에이치더블유아이,2015,2014,1.6764072930089176,,1.0,,global_median,0.1932367149758454,,,
1058111908,(주)신원,2015,2014,-6.171962361169336,-11.404208797288172,-1.0,low,ols_shrunk,0.45893719806763283,0.9995789912478643,3.0,
1058129655,주식회사두백,2015,2014,-16.16523884476167,-28.0596696032754,-1.0,low,ols_shrunk,0.6586151368760065,0.6519645586978959,3.0,
1058158242,(주)좋은사람들,2015,2014,-5.557878345272984,-10.380735437460919,-1.0,low,ols_shrunk,0.43478260869565216,0.1025245853414245,3.0,
1058163987,바이네르주식회사,2015,2014,15.725063978852788,25.090835102748702,1.0,low,ols_shrunk,0.6553945249597424,0.596586112701259,3.0,
1058164268,호전실업(주),2015,2014,5.594302859161232,8.206233236596109,1.0,low,ols_shrunk,0.43800322061191627,0.592484993729367,3.0,
1058191770,발렌시아(주),2015,2014,4.796938756255153,6.8772930650859765,1.0,low,ols_shrunk,0.41223832528180354,0.1353461158636191,3.0,
1058198905,주식회사캠프라인,2015,2014,21.400457367215594,34.54982408335338,1.0,low,ols_shrunk,0.750402576489533,0.2831598095976494,3.0,
1058664152,(주)두리콜렉션,2015,2014,24.781144838074002,40.184303201450724,1.0,low,ols_shrunk,0.785829307568438,0.5491777111506204,3.0,
1058670936,(주)구주글로벌,2015,2014,1.6764072930089176,,1.0,,global_median,0.1932367149758454,,,
1058693297,대윤지오텍(주),2015,2014,1.6764072930089176,,1.0,,global_median,0.1932367149758454,,,
1058724443,(주)임오파트너스,2015,2014,3.6831631622319754,5.02100040838068,1.0,low,ols_shrunk,0.38486312399355876,0.005992109956716951,3.0,
1058745002,(주)씨앤엠무역,2015,2014,1.6764072930089176,,1.0,,global_median,0.1932367149758454,,,
1058752430,(주)밀레,2015,2014,-6.416993844812684,-11.812594603360418,-1.0,low,ols_shrunk,0.4605475040257649,0.01904915108421501,3.0,
1068112268,동국화공,2015,2014,-19.04007922649606,-32.851070239499386,-1.0,low,ols_shrunk,0.7101449275362319,0.8519996697874274,3.0,
1068140328,예진에프앤지(주),2015,2014,12.77561938613807,20.17509411489084,1.0,low,ols_shrunk,0.6038647342995169,0.31774994911561993,3.0,
1068630733,(주)케이마켓,2015,2014,11.782522094643147,18.5199319623993,1.0,low,ols_shrunk,0.5845410628019324,0.2120178392891663,3.0,
1068683360,주식회사지지,2015,2014,110.05628372098649,182.30953467297152,1.0,low,ols_shrunk,0.9774557165861514,0.464078796581328,3.0,
