Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.2191,0.5909,0.1345,0.8908,0.2068,0.8485
2017,0.1601,0.7656,0.0894,0.8574,0.2481,0.7426
2018,0.2362,0.9733,0.1344,0.9433,0.3558,0.7739
2019,0.196,0.8706,0.1104,0.8712,0.2293,0.7209
2020,0.2801,0.8839,0.1664,0.9073,0.329,0.7597
2021,0.3171,0.7143,0.2038,0.8889,0.2973,0.8738
