변수그룹,변수,비교,평균(A),평균(B),평균차(A-B),F(Scheffe),p값,유의성
기본 재무비율,부채비율,도입기 vs 성장기,22350.9526,11220.1774,11130.7752,24.2892,0.0,***
기본 재무비율,부채비율,도입기 vs 성숙기,22350.9526,5634.0304,16716.9221,85.7829,0.0,***
기본 재무비율,부채비율,도입기 vs 쇠퇴기,22350.9526,16254.4463,6096.5063,6.8531,0.0774,n.s.
기본 재무비율,부채비율,성장기 vs 성숙기,11220.1774,5634.0304,5586.147,6.5261,0.0893,n.s.
기본 재무비율,부채비율,성장기 vs 쇠퇴기,11220.1774,16254.4463,-5034.2689,3.648,0.3027,n.s.
기본 재무비율,부채비율,성숙기 vs 쇠퇴기,5634.0304,16254.4463,-10620.4159,22.098,0.0001,***
기본 재무비율,총부채비율,도입기 vs 성장기,104.1411,82.8187,21.3224,21.3467,0.0001,***
기본 재무비율,총부채비율,도입기 vs 성숙기,104.1411,67.3677,36.7734,99.4146,0.0,***
기본 재무비율,총부채비율,도입기 vs 쇠퇴기,104.1411,98.2513,5.8898,1.5319,0.675,n.s.
기본 재무비율,총부채비율,성장기 vs 성숙기,82.8187,67.3677,15.451,11.9573,0.0078,**
기본 재무비율,총부채비율,성장기 vs 쇠퇴기,82.8187,98.2513,-15.4326,8.2103,0.0424,*
기본 재무비율,총부채비율,성숙기 vs 쇠퇴기,67.3677,98.2513,-30.8836,44.7529,0.0,***
기본 재무비율,장기부채비율,도입기 vs 성장기,6485.8209,3648.1285,2837.6924,19.7908,0.0002,***
기본 재무비율,장기부채비율,도입기 vs 성숙기,6485.8209,2094.8578,4390.9631,74.1957,0.0,***
기본 재무비율,장기부채비율,도입기 vs 쇠퇴기,6485.8209,5058.2548,1427.5661,4.7107,0.195,n.s.
기본 재무비율,장기부채비율,성장기 vs 성숙기,3648.1285,2094.8578,1553.2707,6.3255,0.0975,n.s.
기본 재무비율,장기부채비율,성장기 vs 쇠퇴기,3648.1285,5058.2548,-1410.1263,3.5881,0.3101,n.s.
기본 재무비율,장기부채비율,성숙기 vs 쇠퇴기,2094.8578,5058.2548,-2963.397,21.5685,0.0001,***
기본 재무비율,차입금의존도,도입기 vs 성장기,73.6944,48.0404,25.654,48.5774,0.0,***
기본 재무비율,차입금의존도,도입기 vs 성숙기,73.6944,32.2257,41.4688,198.7429,0.0,***
기본 재무비율,차입금의존도,도입기 vs 쇠퇴기,73.6944,46.8156,26.8788,50.1542,0.0,***
기본 재무비율,차입금의존도,성장기 vs 성숙기,48.0404,32.2257,15.8147,19.693,0.0002,***
기본 재무비율,차입금의존도,성장기 vs 쇠퇴기,48.0404,46.8156,1.2248,0.0813,0.994,n.s.
기본 재무비율,차입금의존도,성숙기 vs 쇠퇴기,32.2257,46.8156,-14.59,15.7015,0.0014,**
기본 재무비율,순차입금비율,도입기 vs 성장기,13402.7078,5986.8552,7415.8527,28.8292,0.0,***
기본 재무비율,순차입금비율,도입기 vs 성숙기,13402.7078,3271.5314,10131.1764,84.2472,0.0,***
기본 재무비율,순차입금비율,도입기 vs 쇠퇴기,13402.7078,9584.2808,3818.427,7.1886,0.0668,n.s.
기본 재무비율,순차입금비율,성장기 vs 성숙기,5986.8552,3271.5314,2715.3237,4.123,0.2491,n.s.
기본 재무비율,순차입금비율,성장기 vs 쇠퇴기,5986.8552,9584.2808,-3597.4257,4.981,0.1739,n.s.
기본 재무비율,순차입금비율,성숙기 vs 쇠퇴기,3271.5314,9584.2808,-6312.7494,20.8764,0.0001,***
기본 재무비율,금융부채비율,도입기 vs 성장기,13571.9702,6138.4145,7433.5557,28.5058,0.0,***
기본 재무비율,금융부채비율,도입기 vs 성숙기,13571.9702,3373.9839,10197.9863,84.0029,0.0,***
기본 재무비율,금융부채비율,도입기 vs 쇠퇴기,13571.9702,9836.6542,3735.316,6.7695,0.0803,n.s.
기본 재무비율,금융부채비율,성장기 vs 성숙기,6138.4145,3373.9839,2764.4306,4.2055,0.2408,n.s.
기본 재무비율,금융부채비율,성장기 vs 쇠퇴기,6138.4145,9836.6542,-3698.2397,5.1802,0.1598,n.s.
기본 재무비율,금융부채비율,성숙기 vs 쇠퇴기,3373.9839,9836.6542,-6462.6703,21.5314,0.0001,***
기본 재무비율,자기자본비율,도입기 vs 성장기,-7.445,16.9538,-24.3988,20.6388,0.0001,***
기본 재무비율,자기자본비율,도입기 vs 성숙기,-7.445,31.6874,-39.1324,83.1276,0.0,***
기본 재무비율,자기자본비율,도입기 vs 쇠퇴기,-7.445,-0.8449,-6.6001,1.4204,0.7008,n.s.
기본 재무비율,자기자본비율,성장기 vs 성숙기,16.9538,31.6874,-14.7335,8.0283,0.046,*
기본 재무비율,자기자본비율,성장기 vs 쇠퇴기,16.9538,-0.8449,17.7987,8.0639,0.0453,*
기본 재무비율,자기자본비율,성숙기 vs 쇠퇴기,31.6874,-0.8449,32.5322,36.6676,0.0,***
기본 재무비율,유보율,도입기 vs 성장기,-1456.9491,874.8604,-2331.8095,14.0986,0.0029,**
기본 재무비율,유보율,도입기 vs 성숙기,-1456.9491,2148.2621,-3605.2112,52.7687,0.0,***
기본 재무비율,유보율,도입기 vs 쇠퇴기,-1456.9491,-1076.4866,-380.4625,0.353,0.9497,n.s.
기본 재무비율,유보율,성장기 vs 성숙기,874.8604,2148.2621,-1273.4017,4.4852,0.2143,n.s.
기본 재무비율,유보율,성장기 vs 쇠퇴기,874.8604,-1076.4866,1951.347,7.249,0.065,n.s.
기본 재무비율,유보율,성숙기 vs 쇠퇴기,2148.2621,-1076.4866,3224.7487,26.9456,0.0,***
기본 재무비율,자본잠식률,도입기 vs 성장기,-22.9419,-2045.5783,2022.6364,4.9419,0.1768,n.s.
기본 재무비율,자본잠식률,도입기 vs 성숙기,-22.9419,-3805.3204,3782.3785,27.0592,0.0,***
기본 재무비율,자본잠식률,도입기 vs 쇠퇴기,-22.9419,256.2849,-279.2268,0.0886,0.9932,n.s.
기본 재무비율,자본잠식률,성장기 vs 성숙기,-2045.5783,-3805.3204,1759.7421,3.9905,0.2631,n.s.
기본 재무비율,자본잠식률,성장기 vs 쇠퇴기,-2045.5783,256.2849,-2301.8632,4.6994,0.1959,n.s.
기본 재무비율,자본잠식률,성숙기 vs 쇠퇴기,-3805.3204,256.2849,-4061.6053,19.9142,0.0002,***
기본 재무비율,유동비율,도입기 vs 성장기,94.3266,160.6477,-66.3212,1.1586,0.763,n.s.
기본 재무비율,유동비율,도입기 vs 성숙기,94.3266,410.0304,-315.7038,41.1058,0.0,***
기본 재무비율,유동비율,도입기 vs 쇠퇴기,94.3266,288.5341,-194.2075,9.3436,0.0255,*
기본 재무비율,유동비율,성장기 vs 성숙기,160.6477,410.0304,-249.3826,17.4749,0.0006,***
기본 재무비율,유동비율,성장기 vs 쇠퇴기,160.6477,288.5341,-127.8864,3.1629,0.3677,n.s.
기본 재무비율,유동비율,성숙기 vs 쇠퇴기,410.0304,288.5341,121.4962,3.8855,0.2747,n.s.
기본 재무비율,당좌비율_추정,도입기 vs 성장기,84.2092,153.002,-68.7928,1.2589,0.7389,n.s.
기본 재무비율,당좌비율_추정,도입기 vs 성숙기,84.2092,400.8701,-316.6609,41.7673,0.0,***
기본 재무비율,당좌비율_추정,도입기 vs 쇠퇴기,84.2092,271.939,-187.7297,8.8176,0.0323,*
기본 재무비율,당좌비율_추정,성장기 vs 성숙기,153.002,400.8701,-247.8681,17.4352,0.0006,***
기본 재무비율,당좌비율_추정,성장기 vs 쇠퇴기,153.002,271.939,-118.9369,2.763,0.43,n.s.
기본 재무비율,당좌비율_추정,성숙기 vs 쇠퇴기,400.8701,271.939,128.9312,4.4192,0.2203,n.s.
기본 재무비율,현금비율,도입기 vs 성장기,19.1216,26.6344,-7.5129,0.3273,0.9548,n.s.
기본 재무비율,현금비율,도입기 vs 성숙기,19.1216,82.6468,-63.5252,36.6352,0.0,***
기본 재무비율,현금비율,도입기 vs 쇠퇴기,19.1216,59.2478,-40.1262,8.7801,0.0329,*
기본 재무비율,현금비율,성장기 vs 성숙기,26.6344,82.6468,-56.0123,19.405,0.0002,***
기본 재무비율,현금비율,성장기 vs 쇠퇴기,26.6344,59.2478,-32.6134,4.5279,0.2105,n.s.
기본 재무비율,현금비율,성숙기 vs 쇠퇴기,82.6468,59.2478,23.399,3.1724,0.3663,n.s.
기본 재무비율,순운전자본비율,도입기 vs 성장기,-52.7523,-20.9795,-31.7727,36.1866,0.0,***
기본 재무비율,순운전자본비율,도입기 vs 성숙기,-52.7523,-9.9214,-42.8309,102.9623,0.0,***
기본 재무비율,순운전자본비율,도입기 vs 쇠퇴기,-52.7523,-26.0507,-26.7016,24.0368,0.0,***
기본 재무비율,순운전자본비율,성장기 vs 성숙기,-20.9795,-9.9214,-11.0581,4.6759,0.1978,n.s.
기본 재무비율,순운전자본비율,성장기 vs 쇠퇴기,-20.9795,-26.0507,5.0712,0.6768,0.8786,n.s.
기본 재무비율,순운전자본비율,성숙기 vs 쇠퇴기,-9.9214,-26.0507,16.1293,9.3192,0.0258,*
기본 재무비율,순운전자본회전율,도입기 vs 성장기,0.3971,0.8456,-0.4485,1.7834,0.6187,n.s.
기본 재무비율,순운전자본회전율,도입기 vs 성숙기,0.3971,2.2773,-1.8803,49.0786,0.0,***
기본 재무비율,순운전자본회전율,도입기 vs 쇠퇴기,0.3971,1.0195,-0.6224,3.2303,0.358,n.s.
기본 재무비율,순운전자본회전율,성장기 vs 성숙기,0.8456,2.2773,-1.4318,19.388,0.0002,***
기본 재무비율,순운전자본회전율,성장기 vs 쇠퇴기,0.8456,1.0195,-0.1739,0.1969,0.9781,n.s.
기본 재무비율,순운전자본회전율,성숙기 vs 쇠퇴기,2.2773,1.0195,1.2579,14.0183,0.003,**
기본 재무비율,금융비용부담률,도입기 vs 성장기,2393.7104,18.2566,2375.4537,40.8304,0.0,***
기본 재무비율,금융비용부담률,도입기 vs 성숙기,2393.7104,54.5025,2339.2079,61.9946,0.0,***
기본 재무비율,금융비용부담률,도입기 vs 쇠퇴기,2393.7104,1234.1274,1159.583,9.1508,0.0278,*
기본 재무비율,금융비용부담률,성장기 vs 성숙기,18.2566,54.5025,-36.2458,0.0101,0.9997,n.s.
기본 재무비율,금융비용부담률,성장기 vs 쇠퇴기,18.2566,1234.1274,-1215.8707,7.8539,0.0497,*
기본 재무비율,금융비용부담률,성숙기 vs 쇠퇴기,54.5025,1234.1274,-1179.6249,10.062,0.0184,*
기본 재무비율,비유동비율,도입기 vs 성장기,19841.3459,10018.688,9822.6579,23.3233,0.0,***
기본 재무비율,비유동비율,도입기 vs 성숙기,19841.3459,4851.6985,14989.6474,85.0433,0.0,***
기본 재무비율,비유동비율,도입기 vs 쇠퇴기,19841.3459,13644.8029,6196.543,8.7296,0.0336,*
기본 재무비율,비유동비율,성장기 vs 성숙기,10018.688,4851.6985,5166.9895,6.8845,0.0763,n.s.
기본 재무비율,비유동비율,성장기 vs 쇠퇴기,10018.688,13644.8029,-3626.1149,2.3336,0.5064,n.s.
기본 재무비율,비유동비율,성숙기 vs 쇠퇴기,4851.6985,13644.8029,-8793.1044,18.6777,0.0003,***
기본 재무비율,비유동장기적합률,도입기 vs 성장기,2808.6381,566.973,2241.6651,38.4779,0.0,***
기본 재무비율,비유동장기적합률,도입기 vs 성숙기,2808.6381,514.1996,2294.4386,63.1173,0.0,***
기본 재무비율,비유동장기적합률,도입기 vs 쇠퇴기,2808.6381,1820.2742,988.364,7.0351,0.0714,n.s.
기본 재무비율,비유동장기적합률,성장기 vs 성숙기,566.973,514.1996,52.7734,0.0227,0.9991,n.s.
기본 재무비율,비유동장기적합률,성장기 vs 쇠퇴기,566.973,1820.2742,-1253.3012,8.8308,0.0321,*
기본 재무비율,비유동장기적합률,성숙기 vs 쇠퇴기,514.1996,1820.2742,-1306.0746,13.0531,0.0047,**
기본 재무비율,유형자산비율,도입기 vs 성장기,71.1327,64.149,6.9837,3.9604,0.2664,n.s.
기본 재무비율,유형자산비율,도입기 vs 성숙기,71.1327,57.6304,13.5023,23.1793,0.0,***
기본 재무비율,유형자산비율,도입기 vs 쇠퇴기,71.1327,37.7515,33.3812,85.0993,0.0,***
기본 재무비율,유형자산비율,성장기 vs 성숙기,64.149,57.6304,6.5186,3.6807,0.2987,n.s.
기본 재무비율,유형자산비율,성장기 vs 쇠퇴기,64.149,37.7515,26.3975,41.5435,0.0,***
기본 재무비율,유형자산비율,성숙기 vs 쇠퇴기,57.6304,37.7515,19.8789,32.0664,0.0,***
기본 재무비율,유형자산부채비율,도입기 vs 성장기,88.0489,95.8443,-7.7954,0.4925,0.9205,n.s.
기본 재무비율,유형자산부채비율,도입기 vs 성숙기,88.0489,142.1935,-54.1447,37.2031,0.0,***
기본 재무비율,유형자산부채비율,도입기 vs 쇠퇴기,88.0489,57.6758,30.373,7.032,0.0715,n.s.
기본 재무비율,유형자산부채비율,성장기 vs 성숙기,95.8443,142.1935,-46.3493,18.5734,0.0004,***
기본 재무비율,유형자산부채비율,성장기 vs 쇠퇴기,95.8443,57.6758,38.1684,8.669,0.0345,*
기본 재무비율,유형자산부채비율,성숙기 vs 쇠퇴기,142.1935,57.6758,84.5177,57.8555,0.0,***
기본 재무비율,ROA,도입기 vs 성장기,-8.5445,-1.4293,-7.1152,30.9471,0.0,***
기본 재무비율,ROA,도입기 vs 성숙기,-8.5445,2.5569,-11.1014,117.9578,0.0,***
기본 재무비율,ROA,도입기 vs 쇠퇴기,-8.5445,-5.0144,-3.5301,7.1644,0.0675,n.s.
기본 재무비율,ROA,성장기 vs 성숙기,-1.4293,2.5569,-3.9862,10.3616,0.0161,*
기본 재무비율,ROA,성장기 vs 쇠퇴기,-1.4293,-5.0144,3.5851,5.7686,0.1242,n.s.
기본 재무비율,ROA,성숙기 vs 쇠퇴기,2.5569,-5.0144,7.5713,35.0183,0.0,***
기본 재무비율,ROE,도입기 vs 성장기,480.1873,328.3818,151.8056,3.6809,0.2986,n.s.
기본 재무비율,ROE,도입기 vs 성숙기,480.1873,133.1931,346.9942,30.1123,0.0,***
기본 재무비율,ROE,도입기 vs 쇠퇴기,480.1873,408.08,72.1073,0.7811,0.854,n.s.
기본 재무비율,ROE,성장기 vs 성숙기,328.3818,133.1931,195.1886,6.4915,0.0907,n.s.
기본 재무비율,ROE,성장기 vs 쇠퇴기,328.3818,408.08,-79.6983,0.7449,0.8626,n.s.
기본 재무비율,ROE,성숙기 vs 쇠퇴기,133.1931,408.08,-274.8869,12.0612,0.0074,**
기본 재무비율,ROIC,도입기 vs 성장기,-19.686,-19.1933,-0.4926,0.007,0.9998,n.s.
기본 재무비율,ROIC,도입기 vs 성숙기,-19.686,-11.3567,-8.3293,3.132,0.3722,n.s.
기본 재무비율,ROIC,도입기 vs 쇠퇴기,-19.686,-31.7306,12.0446,3.9339,0.2693,n.s.
기본 재무비율,ROIC,성장기 vs 성숙기,-19.1933,-11.3567,-7.8367,1.8889,0.596,n.s.
기본 재무비율,ROIC,성장기 vs 쇠퇴기,-19.1933,-31.7306,12.5372,3.3273,0.3444,n.s.
기본 재무비율,ROIC,성숙기 vs 쇠퇴기,-11.3567,-31.7306,20.3739,11.9599,0.0077,**
기본 재무비율,총자본영업이익률,도입기 vs 성장기,-4.4027,0.8811,-5.2838,31.5501,0.0,***
기본 재무비율,총자본영업이익률,도입기 vs 성숙기,-4.4027,3.5781,-7.9808,112.7,0.0,***
기본 재무비율,총자본영업이익률,도입기 vs 쇠퇴기,-4.4027,-5.1017,0.6989,0.5192,0.9146,n.s.
기본 재무비율,총자본영업이익률,성장기 vs 성숙기,0.8811,3.5781,-2.697,8.7685,0.033,*
기본 재무비율,총자본영업이익률,성장기 vs 쇠퇴기,0.8811,-5.1017,5.9827,29.698,0.0,***
기본 재무비율,총자본영업이익률,성숙기 vs 쇠퇴기,3.5781,-5.1017,8.6797,85.0795,0.0,***
기본 재무비율,매출총이익률,도입기 vs 성장기,24.9766,66.6289,-41.6523,52.6075,0.0,***
기본 재무비율,매출총이익률,도입기 vs 성숙기,24.9766,65.5882,-40.6116,78.3061,0.0,***
기본 재무비율,매출총이익률,도입기 vs 쇠퇴기,24.9766,36.0693,-11.0927,3.5092,0.3201,n.s.
기본 재무비율,매출총이익률,성장기 vs 성숙기,66.6289,65.5882,1.0407,0.035,0.9983,n.s.
기본 재무비율,매출총이익률,성장기 vs 쇠퇴기,66.6289,36.0693,30.5596,20.7916,0.0001,***
기본 재무비율,매출총이익률,성숙기 vs 쇠퇴기,65.5882,36.0693,29.5189,26.4045,0.0,***
기본 재무비율,영업이익률,도입기 vs 성장기,-1163.1323,-2.4861,-1160.6462,47.2742,0.0,***
기본 재무비율,영업이익률,도입기 vs 성숙기,-1163.1323,-19.2399,-1143.8925,71.8987,0.0,***
기본 재무비율,영업이익률,도입기 vs 쇠퇴기,-1163.1323,-794.2194,-368.9129,4.492,0.2137,n.s.
기본 재무비율,영업이익률,성장기 vs 성숙기,-2.4861,-19.2399,16.7538,0.0105,0.9997,n.s.
기본 재무비율,영업이익률,성장기 vs 쇠퇴기,-2.4861,-794.2194,791.7333,16.1511,0.0011,**
기본 재무비율,영업이익률,성숙기 vs 쇠퇴기,-19.2399,-794.2194,774.9796,21.0627,0.0001,***
기본 재무비율,순이익률,도입기 vs 성장기,-4423.4725,-16.5361,-4406.9364,37.1156,0.0,***
