Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.1368,0.8889,0.0741,0.7835,0.0688,0.6902
2017,0.2297,1.0,0.1297,0.9059,0.2228,0.7534
2018,0.2439,0.9259,0.1404,0.9196,0.2562,0.7626
2019,0.3657,0.9697,0.2254,0.9504,0.4578,0.8295
2020,0.2139,0.9091,0.1212,0.8928,0.1999,0.7562
2021,0.128,1.0,0.0684,0.8819,0.1273,0.6615
