기준연도,사업자등록번호,회계년도,생애주기_최종,생애주기_점수,부실라벨_ICR3년
2015,0008120015,2015,조정기,22.7,0
2015,0008120019,2015,도입기,48.2,0
2015,1018110436,2015,성장기,3.2,0
2015,1018118476,2015,조정기,22.7,0
2015,1018121307,2015,성숙기,0.0,0
2015,1018124186,2014,쇠퇴기,100.0,1
2015,1018192272,2015,조정기,22.7,0
2015,1018194737,2015,도입기,48.2,0
2015,1018195610,2015,성숙기,0.0,0
2015,1018602611,2013,도입기,48.2,1
2015,1018660116,2015,성장기,3.2,0
2015,1018660644,2015,성숙기,0.0,0
2015,1018666823,2015,성숙기,0.0,0
2015,1018672475,2015,조정기,22.7,0
2015,1018693655,2015,성숙기,0.0,0
2015,1028119589,2015,도입기,48.2,0
2015,1028120368,2012,쇠퇴기,100.0,1
2015,1028130395,2014,쇠퇴기,100.0,1
2015,1028131147,2015,성숙기,0.0,0
2015,1028131282,2015,성숙기,0.0,0
2015,1028132239,2015,성숙기,0.0,0
2015,1028134256,2015,성숙기,0.0,0
2015,1028134955,2015,성장기,3.2,0
2015,1028139417,2014,조정기,22.7,1
2015,1048103934,2013,조정기,22.7,1
2015,1048106794,2015,성숙기,0.0,0
2015,1048107677,2015,성장기,3.2,0
2015,1048124846,2015,쇠퇴기,100.0,0
2015,1048125904,2015,조정기,22.7,0
2015,1048128099,2015,성숙기,0.0,0
2015,1048128347,2015,도입기,48.2,1
2015,1048131916,2015,성숙기,0.0,0
2015,1048134515,2015,성장기,3.2,0
2015,1048136755,2015,성숙기,0.0,0
2015,1048149115,2015,성숙기,0.0,0
2015,1048152769,2015,성장기,3.2,0
2015,1048156367,2015,성숙기,0.0,0
2015,1048158517,2015,쇠퇴기,100.0,1
2015,1048160935,2012,성장기,3.2,1
2015,1048167850,2015,성숙기,0.0,0
2015,1048655679,2015,성장기,3.2,0
2015,1058100769,2015,성숙기,0.0,0
2015,1058103956,2015,성숙기,0.0,0
2015,1058127512,2015,조정기,22.7,0
2015,1058133052,2014,성장기,3.2,1
2015,1058137077,2015,성숙기,0.0,0
2015,1058146163,2012,조정기,22.7,0
2015,1058159649,2015,성숙기,0.0,0
2015,1058162917,2013,성장기,3.2,1
2015,1058173485,2015,성숙기,0.0,0
2015,1058184395,2015,성장기,3.2,0
2015,1058192202,2012,쇠퇴기,100.0,1
2015,1058193671,2013,조정기,22.7,0
2015,1058195679,2015,성숙기,0.0,0
2015,1058608219,2013,조정기,22.7,0
2015,1058614410,2015,성숙기,0.0,0
2015,1058638896,2015,성숙기,0.0,0
2015,1058650172,2015,도입기,48.2,1
2015,1058661077,2015,조정기,22.7,0
2015,1058690704,2015,성장기,3.2,0
2015,1058762694,2015,성숙기,0.0,0
2015,1068100011,2015,성숙기,0.0,0
2015,1068100516,2015,조정기,22.7,0
2015,1068100710,2015,성숙기,0.0,0
2015,1068108804,2015,조정기,22.7,0
2015,1068117147,2012,성숙기,0.0,1
2015,1068118826,2015,성숙기,0.0,0
2015,1068121414,2015,성숙기,0.0,0
2015,1068156683,2015,조정기,22.7,0
2015,1068157886,2015,성숙기,0.0,0
2015,1068173509,2014,쇠퇴기,100.0,1
2015,1068185742,2015,성숙기,0.0,0
2015,1068622664,2013,조정기,22.7,0
2015,1068643373,2015,성숙기,0.0,0
2015,1068653041,2012,쇠퇴기,100.0,1
2015,1068676646,2015,조정기,22.7,0
2015,1078114046,2015,성숙기,0.0,1
2015,1078132423,2015,성장기,3.2,0
2015,1078134737,2015,성장기,3.2,0
2015,1078135890,2015,성숙기,0.0,0
2015,1078156099,2015,성장기,3.2,0
2015,1078158461,2015,쇠퇴기,100.0,1
2015,1078163213,2015,도입기,48.2,0
2015,1078176528,2015,성장기,3.2,0
2015,1078180508,2015,성숙기,0.0,0
2015,1078187457,2015,성숙기,0.0,0
2015,1078195530,2015,성숙기,0.0,0
2015,1078198139,2015,성숙기,0.0,0
2015,1078198143,2015,성장기,3.2,0
2015,1078623555,2012,성숙기,0.0,0
2015,1078624063,2012,쇠퇴기,100.0,1
2015,1078646956,2015,성숙기,0.0,0
2015,1078701960,2014,쇠퇴기,100.0,1
2015,1078718122,2015,성장기,3.2,0
2015,1078734817,2015,도입기,48.2,0
2015,1078740449,2015,성숙기,0.0,0
2015,1078760028,2015,도입기,48.2,0
2015,1088116256,2013,조정기,22.7,1
2015,1088600365,2015,성장기,3.2,0
2015,1098100849,2012,쇠퇴기,100.0,1
2015,1098104258,2015,성숙기,0.0,0
2015,1098128100,2015,성숙기,0.0,0
2015,1098133530,2015,성장기,3.2,0
2015,1098145088,2012,성숙기,0.0,1
2015,1098153725,2013,쇠퇴기,100.0,1
2015,1098161657,2015,성숙기,0.0,0
2015,1098180936,2015,성장기,3.2,0
2015,1098605868,2014,도입기,48.2,1
2015,1098609243,2015,조정기,22.7,0
2015,1098618820,2015,도입기,48.2,0
2015,1098642941,2015,도입기,48.2,0
2015,1108100102,2015,성숙기,0.0,0
2015,1108123008,2015,성숙기,0.0,0
2015,1108133923,2015,성숙기,0.0,0
2015,1108147859,2015,도입기,48.2,0
2015,1108149202,2015,성숙기,0.0,0
2015,1108150558,2012,도입기,48.2,1
2015,1108153652,2015,성숙기,0.0,0
2015,1108175321,2015,성장기,3.2,0
2015,1108175919,2015,성숙기,0.0,0
2015,1108608069,2015,성숙기,0.0,0
2015,1118132887,2015,조정기,22.7,0
2015,1128122382,2015,성숙기,0.0,0
2015,1128124639,2015,도입기,48.2,0
2015,1128130484,2015,성숙기,0.0,0
2015,1128132084,2014,성숙기,0.0,0
2015,1128143179,2015,조정기,22.7,0
2015,1138101094,2015,조정기,22.7,0
2015,1138103336,2015,성숙기,0.0,0
2015,1138106556,2015,성숙기,0.0,1
2015,1138106667,2015,성장기,3.2,0
2015,1138108840,2015,성숙기,0.0,0
2015,1138108888,2015,성숙기,0.0,0
2015,1138111573,2015,성숙기,0.0,0
2015,1138115303,2015,조정기,22.7,0
2015,1138117562,2015,성숙기,0.0,0
2015,1138120806,2015,성장기,3.2,0
2015,1138136157,2015,조정기,22.7,0
2015,1138137651,2015,성장기,3.2,0
2015,1138144792,2015,성장기,3.2,0
2015,1138150858,2015,성장기,3.2,0
2015,1138152458,2015,성장기,3.2,0
2015,1138153122,2013,성숙기,0.0,1
2015,1138168697,2015,성숙기,0.0,0
2015,1138193920,2012,성장기,3.2,0
2015,1138609261,2015,도입기,48.2,0
2015,1138640428,2015,도입기,48.2,1
2015,1138663305,2015,성숙기,0.0,0
2015,1148100050,2015,성숙기,0.0,0
2015,1148116848,2013,쇠퇴기,100.0,1
2015,1148148239,2012,조정기,22.7,0
2015,1148154648,2015,성숙기,0.0,1
2015,1148165048,2015,성숙기,0.0,0
2015,1148176190,2015,성숙기,0.0,0
2015,1148182315,2015,성숙기,0.0,0
2015,1148193374,2012,조정기,22.7,1
2015,1148199306,2015,도입기,48.2,0
2015,1148615164,2015,도입기,48.2,0
2015,1148641435,2015,성숙기,0.0,0
2015,1148643336,2015,성장기,3.2,0
2015,1148653270,2015,도입기,48.2,0
2015,1168105478,2015,조정기,22.7,0
2015,1168114884,2015,성숙기,0.0,0
2015,1168135007,2015,성장기,3.2,0
2015,1168140266,2012,쇠퇴기,100.0,1
2015,1168154983,2015,쇠퇴기,100.0,0
2015,1168163236,2015,도입기,48.2,0
2015,1168169278,2013,성장기,3.2,1
2015,1178114460,2015,도입기,48.2,0
2015,1178117171,2015,성장기,3.2,0
2015,1178137309,2015,조정기,22.7,0
2015,1188100450,2015,조정기,22.7,0
2015,1188100601,2015,성장기,3.2,0
2015,1188101162,2015,성장기,3.2,0
2015,1188101288,2015,성장기,3.2,0
2015,1188102477,2015,도입기,48.2,0
2015,1188104136,2015,성숙기,0.0,0
2015,1188104188,2015,성장기,3.2,0
2015,1188115012,2015,성장기,3.2,0
2015,1198104497,2015,성장기,3.2,0
2015,1198108208,2015,성숙기,0.0,0
2015,1198108362,2014,성숙기,0.0,0
2015,1198109075,2015,성숙기,0.0,0
2015,1198109833,2015,도입기,48.2,1
2015,1198120648,2014,도입기,48.2,1
2015,1198121287,2012,쇠퇴기,100.0,1
2015,1198133672,2015,성장기,3.2,0
2015,1198134685,2015,성숙기,0.0,0
2015,1198139434,2015,성장기,3.2,0
2015,1198143923,2014,쇠퇴기,100.0,0
2015,1198144543,2015,도입기,48.2,1
2015,1198151442,2015,쇠퇴기,100.0,0
2015,1198160183,2015,성숙기,0.0,0
2015,1198187974,2015,성장기,3.2,0
2015,1198188177,2015,조정기,22.7,0
2015,1198188916,2014,성장기,3.2,0
2015,1198193059,2015,성장기,3.2,0
2015,1198617376,2015,성장기,3.2,0
2015,1198634832,2015,도입기,48.2,1
2015,1198635850,2015,도입기,48.2,0
2015,1198647318,2015,성장기,3.2,0
2015,1198653620,2015,도입기,48.2,0
2015,1198662167,2015,성장기,3.2,0
2015,1208100467,2015,조정기,22.7,0
2015,1208102086,2015,조정기,22.7,0
2015,1208107761,2015,도입기,48.2,0
2015,1208109454,2015,성장기,3.2,0
2015,1208111440,2015,성숙기,0.0,0
2015,1208114898,2012,도입기,48.2,1
2015,1208117537,2015,조정기,22.7,0
2015,1208117541,2015,성장기,3.2,0
2015,1208117731,2015,성숙기,0.0,0
2015,1208122608,2015,성숙기,0.0,0
2015,1208124912,2015,성숙기,0.0,0
2015,1208131581,2015,조정기,22.7,0
2015,1208131733,2012,쇠퇴기,100.0,1
2015,1208142943,2015,도입기,48.2,1
2015,1208152892,2013,성숙기,0.0,0
2015,1208153998,2015,성숙기,0.0,0
2015,1208155486,2015,성장기,3.2,0
2015,1208158519,2015,성숙기,0.0,0
2015,1208165228,2015,성숙기,0.0,0
