사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,최종합산스코어,등급_5단계,신용등급
1018121379,(주)영진종합전자,2022,쇠퇴기,0,88.19,100.0,94.01,29.83,0.01,51.3,37.9,안정,
1018121379,(주)영진종합전자,2023,성숙기,0,62.46,0.0,94.68,44.98,0.1,47.83,17.3,매우 안정,
1018121379,(주)영진종합전자,2024,조정기,0,77.47,31.7,100.0,51.43,1.03,49.3,25.8,매우 안정,
1018121627,주식회사코스모스악기,2022,성숙기,0,88.19,0.0,94.01,28.83,0.03,51.28,17.8,매우 안정,
1018121627,주식회사코스모스악기,2023,성숙기,0,62.46,0.0,94.68,44.14,0.05,47.79,17.2,매우 안정,
1018121627,주식회사코스모스악기,2024,조정기,0,77.47,31.7,100.0,51.06,0.08,48.82,25.3,매우 안정,
1018122854,석영브라이스톤,2022,도입기,0,88.19,76.6,94.01,32.53,0.03,51.3,33.3,안정,
1018122854,석영브라이스톤,2023,도입기,0,62.46,100.0,94.68,47.82,0.92,48.27,37.9,안정,
1018122854,석영브라이스톤,2024,도입기,0,77.47,100.0,100.0,53.32,2.78,49.8,40.6,중립,
1018124696,태원과학주식회사,2022,조정기,0,88.19,34.7,94.01,25.34,0.01,51.29,24.6,매우 안정,
1018124696,태원과학주식회사,2023,조정기,0,62.46,33.5,94.68,40.54,0.02,47.78,23.7,매우 안정,
1018124696,태원과학주식회사,2024,쇠퇴기,0,77.47,82.9,100.0,48.86,0.07,48.83,35.4,안정,
1018124906,국제갤러리홀딩(주),2022,성숙기,0,88.19,0.0,94.01,34.52,0.49,51.49,18.4,매우 안정,
1018124906,국제갤러리홀딩(주),2023,쇠퇴기,0,62.46,96.6,94.68,49.13,69.45,85.94,76.9,매우 위험,
1018124906,국제갤러리홀딩(주),2024,쇠퇴기,0,77.47,82.9,100.0,54.79,96.31,62.88,89.3,매우 위험,
1018125905,(주)대한과학,2022,성숙기,0,88.19,0.0,94.01,26.62,0.01,51.29,17.7,매우 안정,
1018125905,(주)대한과학,2023,성숙기,0,62.46,0.0,94.68,41.96,0.02,47.78,17.1,매우 안정,
1018125905,(주)대한과학,2024,성숙기,0,77.47,0.0,100.0,49.54,0.02,48.8,18.8,매우 안정,
1018135719,(주)앳플리,2022,도입기,0,88.19,76.6,94.01,28.58,0.49,51.3,33.4,안정,
1018135719,(주)앳플리,2023,도입기,0,62.46,100.0,94.68,43.91,5.5,50.55,40.3,중립,
1018135719,(주)앳플리,2024,도입기,1,77.47,100.0,100.0,50.6,92.11,95.02,91.8,매우 위험,
1018135742,에이치엠디바이스코리아(주),2022,도입기,0,88.19,76.6,94.01,28.18,0.01,51.3,33.1,안정,
1018135742,에이치엠디바이스코리아(주),2023,쇠퇴기,0,62.46,96.6,94.68,43.66,0.03,47.79,36.5,안정,
1018135742,에이치엠디바이스코리아(주),2024,조정기,0,77.47,31.7,100.0,50.69,0.02,48.8,25.2,매우 안정,
1018136659,성준전기(주),2022,성숙기,0,88.19,0.0,94.01,28.58,0.0,51.3,17.8,매우 안정,
1018136659,성준전기(주),2023,성숙기,0,62.46,0.0,94.68,43.49,0.01,47.78,17.2,매우 안정,
1018136659,성준전기(주),2024,성숙기,0,77.47,0.0,100.0,50.8,0.01,48.8,18.9,매우 안정,
1018138303,(주)비엘에스,2022,성숙기,0,88.19,0.0,94.01,27.12,0.02,51.29,17.7,매우 안정,
1018138303,(주)비엘에스,2023,조정기,0,62.46,33.5,94.68,42.2,0.05,47.79,23.8,매우 안정,
1018138303,(주)비엘에스,2024,성숙기,0,77.47,0.0,100.0,49.74,0.03,48.79,18.8,매우 안정,
1018142296,주식회사광도케이블,2022,조정기,0,88.19,34.7,94.01,28.58,0.02,51.26,24.8,매우 안정,
1018142296,주식회사광도케이블,2023,조정기,0,62.46,33.5,94.68,43.91,7.65,52.0,28.3,매우 안정,
1018142296,주식회사광도케이블,2024,조정기,0,77.47,31.7,100.0,51.88,48.37,70.52,52.9,위험,
1018145255,(주)일월세미컴,2022,성숙기,0,88.19,0.0,94.01,29.83,0.02,51.29,17.9,매우 안정,
1018145255,(주)일월세미컴,2023,성숙기,0,62.46,0.0,94.68,45.16,0.01,47.77,17.2,매우 안정,
1018145255,(주)일월세미컴,2024,성숙기,0,77.47,0.0,100.0,51.89,6.8,52.43,22.8,매우 안정,
1018146818,(주)서울옥션,2022,도입기,0,88.19,76.6,94.01,49.32,0.11,51.06,34.2,안정,
1018146818,(주)서울옥션,2023,성장기,0,62.46,11.1,94.68,63.43,60.64,81.27,55.4,위험,
1018146818,(주)서울옥션,2024,성장기,0,77.47,22.2,100.0,62.69,67.02,51.98,60.9,매우 위험,
1018147059,우형전자(주),2022,성장기,0,88.19,1.7,94.01,28.58,0.02,51.3,18.2,매우 안정,
1018147059,우형전자(주),2023,성숙기,0,62.46,0.0,94.68,43.91,0.04,47.79,17.2,매우 안정,
1018147059,우형전자(주),2024,성숙기,0,77.47,0.0,100.0,50.85,0.05,48.81,18.9,매우 안정,
1018151140,(주)사운드솔루션,2022,성숙기,0,88.19,0.0,94.01,29.95,0.03,51.3,17.9,매우 안정,
1018151140,(주)사운드솔루션,2023,성숙기,0,62.46,0.0,94.68,45.3,0.03,47.78,17.3,매우 안정,
1018151140,(주)사운드솔루션,2024,도입기,0,77.47,100.0,100.0,51.59,0.03,48.8,38.9,안정,
1018155791,비멕스트레이딩(주),2022,조정기,0,88.19,34.7,94.01,30.9,0.05,51.19,24.9,매우 안정,
1018155791,비멕스트레이딩(주),2023,쇠퇴기,0,62.46,96.6,94.68,46.16,0.1,47.8,36.7,안정,
1018155791,비멕스트레이딩(주),2024,성숙기,0,77.47,0.0,100.0,53.06,22.09,60.54,31.7,안정,
1018156562,(주)투아이소프트,2022,성숙기,0,88.19,0.0,94.01,2.72,0.05,51.3,16.5,매우 안정,
1018156562,(주)투아이소프트,2023,성숙기,0,62.46,0.0,94.68,18.52,0.26,47.89,16.1,매우 안정,
1018156562,(주)투아이소프트,2024,성숙기,0,77.47,0.0,100.0,36.16,0.24,48.79,18.3,매우 안정,
1018157125,단암엔지니어링(주),2022,성장기,0,88.19,1.7,94.01,28.58,0.29,51.37,18.3,매우 안정,
1018157125,단암엔지니어링(주),2023,성장기,0,62.46,11.1,94.68,43.91,9.36,52.79,24.8,매우 안정,
1018157125,단암엔지니어링(주),2024,성장기,0,77.47,22.2,100.0,54.29,48.1,69.45,51.0,위험,
1018162216,(주)이지메디컴,2022,쇠퇴기,0,88.19,100.0,94.01,29.6,0.02,51.27,37.9,안정,
1018162216,(주)이지메디컴,2023,성숙기,0,62.46,0.0,94.68,44.61,0.03,47.78,17.2,매우 안정,
1018162216,(주)이지메디컴,2024,성숙기,0,77.47,0.0,100.0,51.3,0.04,48.81,18.9,매우 안정,
1018197791,주식회사루첸리,2022,도입기,0,88.19,76.6,94.01,30.6,0.76,51.5,33.7,안정,
1018197791,주식회사루첸리,2023,도입기,0,62.46,100.0,94.68,45.78,0.5,47.64,37.5,안정,
1018197791,주식회사루첸리,2024,성숙기,0,77.47,0.0,100.0,51.91,0.85,48.99,19.4,매우 안정,
1018602042,관문스틸주식회사,2022,도입기,0,88.19,76.6,94.01,33.31,0.04,51.31,33.4,안정,
1018602042,관문스틸주식회사,2023,성숙기,0,62.46,0.0,94.68,48.32,0.9,48.25,17.9,매우 안정,
1018602042,관문스틸주식회사,2024,성숙기,0,77.47,0.0,100.0,53.69,59.02,79.83,53.0,위험,
1018605258,아쿠쉬네트코리아,2022,성숙기,0,88.19,0.0,94.01,29.26,0.01,51.3,17.8,매우 안정,
1018605258,아쿠쉬네트코리아,2023,성숙기,0,62.46,0.0,94.68,44.47,0.01,47.78,17.2,매우 안정,
1018605258,아쿠쉬네트코리아,2024,성숙기,0,77.47,0.0,100.0,51.14,0.01,48.8,18.9,매우 안정,
1018607218,주식회사삼성금거래소,2022,도입기,0,88.19,76.6,94.01,25.54,11.74,57.6,39.7,안정,
1018607218,주식회사삼성금거래소,2023,도입기,0,62.46,100.0,94.68,40.85,1.93,42.37,37.8,안정,
1018607218,주식회사삼성금거래소,2024,도입기,0,77.47,100.0,100.0,48.88,0.14,47.84,38.8,안정,
1018607256,본아이에프주식회사,2022,성숙기,0,88.19,0.0,94.01,30.79,0.03,51.24,17.9,매우 안정,
1018607256,본아이에프주식회사,2023,성숙기,0,62.46,0.0,94.68,46.04,0.04,47.78,17.3,매우 안정,
1018607256,본아이에프주식회사,2024,성숙기,0,77.47,0.0,100.0,52.01,0.05,48.81,18.9,매우 안정,
1018608274,서한글로비즈주식회사,2022,쇠퇴기,0,88.19,100.0,94.01,30.0,0.01,48.02,37.7,안정,
1018608274,서한글로비즈주식회사,2023,성숙기,0,62.46,0.0,94.68,45.48,0.04,47.79,17.3,매우 안정,
1018608274,서한글로비즈주식회사,2024,성숙기,0,77.47,0.0,100.0,51.8,0.8,49.21,19.4,매우 안정,
1018614757,최메디칼주식회사,2022,쇠퇴기,0,88.19,100.0,94.01,27.07,0.03,51.28,37.7,안정,
1018614757,최메디칼주식회사,2023,조정기,0,62.46,33.5,94.68,42.35,0.03,47.78,23.8,매우 안정,
1018614757,최메디칼주식회사,2024,쇠퇴기,0,77.47,82.9,100.0,49.56,0.04,48.81,35.4,안정,
1018614946,내트럭(주),2022,성숙기,0,88.19,0.0,94.01,30.85,0.14,51.3,18.0,매우 안정,
1018614946,내트럭(주),2023,성숙기,0,62.46,0.0,94.68,46.05,0.29,47.86,17.4,매우 안정,
1018614946,내트럭(주),2024,성숙기,0,77.47,0.0,100.0,52.32,0.4,48.86,19.2,매우 안정,
1018616997,(주)에이씨아이케미칼아시아,2022,성숙기,0,88.19,0.0,94.01,28.58,0.01,51.3,17.8,매우 안정,
1018616997,(주)에이씨아이케미칼아시아,2023,도입기,0,62.46,100.0,94.68,43.91,0.53,48.07,37.5,안정,
1018616997,(주)에이씨아이케미칼아시아,2024,도입기,0,77.47,100.0,100.0,17.01,73.99,88.02,79.8,매우 위험,
1018617910,(주)케이옥션,2022,성숙기,0,88.19,0.0,94.01,34.12,0.37,51.28,18.3,매우 안정,
1018617910,(주)케이옥션,2023,쇠퇴기,0,62.46,96.6,94.68,48.88,78.25,90.87,81.9,매우 위험,
1018617910,(주)케이옥션,2024,성숙기,0,77.47,0.0,100.0,54.5,89.44,54.48,68.5,매우 위험,
1018619015,주식회사엠디에스,2022,도입기,0,88.19,76.6,94.01,28.58,0.12,51.3,33.2,안정,
1018619015,주식회사엠디에스,2023,도입기,0,62.46,100.0,94.68,43.91,3.59,49.7,39.2,안정,
1018619015,주식회사엠디에스,2024,도입기,0,77.47,100.0,100.0,50.6,1.09,47.45,39.4,안정,
1018624901,(주)토즈코리아,2022,성숙기,0,88.19,0.0,94.01,32.99,2.55,34.66,18.6,매우 안정,
1018624901,(주)토즈코리아,2023,조정기,0,62.46,33.5,94.68,48.2,38.83,67.85,46.4,중립,
1018624901,(주)토즈코리아,2024,성숙기,0,77.47,0.0,100.0,53.36,27.54,42.63,33.8,안정,
1018626796,(주)미래아스팔트,2022,쇠퇴기,0,88.19,100.0,94.01,28.58,1.58,52.05,38.7,안정,
1018626796,(주)미래아스팔트,2023,조정기,0,62.46,33.5,94.68,43.91,0.98,47.45,24.4,매우 안정,
1018626796,(주)미래아스팔트,2024,조정기,0,77.47,31.7,100.0,50.88,0.19,48.38,25.3,매우 안정,
1018628038,니프로메디칼코리아주식회사,2022,성숙기,0,88.19,0.0,94.01,27.11,0.01,51.29,17.7,매우 안정,
1018628038,니프로메디칼코리아주식회사,2023,성숙기,0,62.46,0.0,94.68,42.59,0.02,47.78,17.1,매우 안정,
1018628038,니프로메디칼코리아주식회사,2024,성숙기,0,77.47,0.0,100.0,50.03,0.01,48.8,18.8,매우 안정,
1018635733,(주)엘케이피앤피,2022,성숙기,0,88.19,0.0,94.01,28.46,0.01,51.3,17.8,매우 안정,
1018635733,(주)엘케이피앤피,2023,성숙기,0,62.46,0.0,94.68,43.66,0.01,47.78,17.2,매우 안정,
1018635733,(주)엘케이피앤피,2024,성장기,0,77.47,22.2,100.0,50.8,0.03,48.81,23.3,매우 안정,
1018637857,주식회사기타네트,2022,성숙기,0,88.19,0.0,94.01,32.27,0.01,51.24,18.0,매우 안정,
1018637857,주식회사기타네트,2023,성숙기,0,62.46,0.0,94.68,46.91,0.02,47.78,17.3,매우 안정,
1018637857,주식회사기타네트,2024,성숙기,0,77.47,0.0,100.0,52.5,0.01,48.8,18.9,매우 안정,
1018647471,주식회사리본즈,2022,도입기,0,88.19,76.6,94.01,28.58,0.43,51.3,33.4,안정,
1018647471,주식회사리본즈,2023,도입기,0,62.46,100.0,94.68,43.91,8.05,52.0,41.8,중립,
1018647471,주식회사리본즈,2024,도입기,1,77.47,100.0,100.0,50.6,79.47,86.9,84.5,매우 위험,
1018647923,주식회사아른,2022,성장기,0,88.19,1.7,94.01,27.19,0.01,51.21,18.1,매우 안정,
1018647923,주식회사아른,2023,성장기,0,62.46,11.1,94.68,42.35,0.02,47.78,19.3,매우 안정,
1018647923,주식회사아른,2024,성장기,0,77.47,22.2,100.0,48.81,0.04,48.81,23.2,매우 안정,
1018652746,주식회사신한메탈,2022,성장기,0,88.19,1.7,94.01,28.58,0.68,51.58,18.5,매우 안정,
1018652746,주식회사신한메탈,2023,도입기,0,62.46,100.0,94.68,43.91,52.47,76.43,67.5,매우 위험,
1018652746,주식회사신한메탈,2024,조정기,0,77.47,31.7,100.0,51.13,0.05,20.62,23.8,매우 안정,
1018653217,(주)불리온뱅크,2022,도입기,0,88.19,76.6,94.01,28.58,1.68,52.15,34.1,안정,
1018653217,(주)불리온뱅크,2023,조정기,0,62.46,33.5,94.68,43.91,5.74,50.03,27.1,매우 안정,
1018653217,(주)불리온뱅크,2024,도입기,0,77.47,100.0,100.0,49.85,0.22,45.84,38.8,안정,
1018653430,주식회사골드뱅크코리아,2022,도입기,0,88.19,76.6,94.01,28.58,0.38,51.38,33.3,안정,
1018653430,주식회사골드뱅크코리아,2023,쇠퇴기,0,62.46,96.6,94.68,61.45,11.19,53.75,43.8,중립,
1018653430,주식회사골드뱅크코리아,2024,조정기,0,77.47,31.7,100.0,62.35,0.26,42.93,25.6,매우 안정,
1018657004,(주)앤드스타일,2022,성장기,0,88.19,1.7,94.01,28.58,36.61,71.0,39.3,안정,
1018657004,(주)앤드스타일,2023,도입기,0,62.46,100.0,94.68,39.64,11.91,34.18,42.8,중립,
1018657004,(주)앤드스타일,2024,조정기,0,77.47,31.7,100.0,47.43,9.8,47.63,30.4,안정,
1018658094,대성히트에너시스(주),2022,성숙기,0,88.19,0.0,94.01,28.01,0.01,51.3,17.8,매우 안정,
1018658094,대성히트에너시스(주),2023,성숙기,0,62.46,0.0,94.68,46.35,11.84,54.32,24.1,매우 안정,
1018658094,대성히트에너시스(주),2024,조정기,0,77.47,31.7,100.0,51.63,0.13,42.51,25.0,매우 안정,
1018666390,주식회사안이포인터내셔널,2022,성숙기,0,88.19,0.0,94.01,26.74,0.01,51.3,17.7,매우 안정,
1018666390,주식회사안이포인터내셔널,2023,성숙기,0,62.46,0.0,94.68,42.1,0.03,47.79,17.1,매우 안정,
1018666390,주식회사안이포인터내셔널,2024,성숙기,0,77.47,0.0,100.0,48.97,0.01,48.79,18.8,매우 안정,
1018676845,(주)에스비,2022,조정기,0,88.19,34.7,94.01,28.58,0.04,51.3,24.8,매우 안정,
1018676845,(주)에스비,2023,성숙기,0,62.46,0.0,94.68,43.93,0.02,47.76,17.2,매우 안정,
1018676845,(주)에스비,2024,성장기,0,77.47,22.2,100.0,50.97,0.04,48.81,23.3,매우 안정,
1018677387,(주)한국금은,2022,성숙기,0,88.19,0.0,94.01,28.58,1.29,51.87,18.5,매우 안정,
1018677387,(주)한국금은,2023,조정기,0,62.46,33.5,94.68,43.91,18.75,57.44,34.7,안정,
1018677387,(주)한국금은,2024,성숙기,0,77.47,0.0,100.0,36.85,0.27,38.87,17.8,매우 안정,
1018680937,에스케이트레이딩인터내셔널주식회사,2022,성숙기,0,88.19,0.0,94.01,33.89,0.02,51.26,18.1,매우 안정,
1018680937,에스케이트레이딩인터내셔널주식회사,2023,조정기,0,62.46,33.5,94.68,49.39,0.06,47.8,24.2,매우 안정,
1018689582,에스앤와이글로벌(주),2022,조정기,0,88.19,34.7,94.01,34.68,0.14,51.07,25.1,매우 안정,
1018689582,에스앤와이글로벌(주),2023,성숙기,0,62.46,0.0,94.68,49.71,0.05,47.73,17.5,매우 안정,
1018689582,에스앤와이글로벌(주),2024,도입기,0,77.47,100.0,100.0,55.76,0.01,48.78,39.1,안정,
1018691375,한국교육시스템주식회사,2022,성숙기,0,88.19,0.0,94.01,28.58,0.08,51.31,17.8,매우 안정,
1018691375,한국교육시스템주식회사,2023,성장기,0,62.46,11.1,94.68,43.91,0.4,47.95,19.6,매우 안정,
1018691375,한국교육시스템주식회사,2024,성장기,0,77.47,22.2,100.0,49.61,0.54,48.87,23.5,매우 안정,
1018801464,퀀텀리커주식회사,2022,성장기,0,88.19,1.7,94.01,28.58,2.55,52.32,19.6,매우 안정,
1018801464,퀀텀리커주식회사,2023,성장기,0,62.46,11.1,94.68,47.63,3.79,48.47,21.7,매우 안정,
1018801464,퀀텀리커주식회사,2024,성숙기,0,77.47,0.0,100.0,53.26,5.12,49.5,21.8,매우 안정,
1028100663,에스앤에스아이앤씨(주),2022,조정기,0,88.19,34.7,94.01,31.0,1.14,1.68,23.0,매우 안정,
1028100663,에스앤에스아이앤씨(주),2023,조정기,0,62.46,33.5,94.68,46.33,0.3,47.31,24.1,매우 안정,
1028100663,에스앤에스아이앤씨(주),2024,성장기,0,77.47,22.2,100.0,52.13,0.14,48.72,23.4,매우 안정,
1028102263,고려농상(주),2022,조정기,0,88.19,34.7,94.01,26.83,2.87,50.79,26.2,매우 안정,
1028102263,고려농상(주),2023,조정기,0,62.46,33.5,94.68,42.13,9.85,51.64,29.4,매우 안정,
1028102263,고려농상(주),2024,조정기,0,77.47,31.7,100.0,49.47,6.31,46.88,28.5,매우 안정,
1028126377,부루벨코리아(주),2022,성숙기,0,88.19,0.0,94.01,29.23,0.01,51.3,17.8,매우 안정,
1028126377,부루벨코리아(주),2023,성숙기,0,62.46,0.0,94.68,44.55,10.66,53.67,23.4,매우 안정,
1028126377,부루벨코리아(주),2024,조정기,0,77.47,31.7,100.0,51.22,13.15,50.09,32.5,안정,
1028132767,(주)케이피비오상사,2022,쇠퇴기,0,88.19,100.0,94.01,31.36,0.01,51.3,37.9,안정,
1028132767,(주)케이피비오상사,2023,성숙기,0,62.46,0.0,94.68,46.4,0.02,47.78,17.3,매우 안정,
1028132767,(주)케이피비오상사,2024,성숙기,0,77.47,0.0,100.0,52.74,0.04,48.81,19.0,매우 안정,
1028137840,솔베이스페셜티폴리머스코리아주식회사,2022,성숙기,0,88.19,0.0,94.01,30.63,0.02,51.3,17.9,매우 안정,
1028137840,솔베이스페셜티폴리머스코리아주식회사,2023,성숙기,0,62.46,0.0,94.68,45.95,0.02,47.78,17.3,매우 안정,
1028137840,솔베이스페셜티폴리머스코리아주식회사,2024,성숙기,0,77.47,0.0,100.0,52.21,0.03,48.81,18.9,매우 안정,
1028142213,비피코리아(주),2022,조정기,0,88.19,34.7,94.01,28.44,0.01,51.3,24.7,매우 안정,
1028142213,비피코리아(주),2023,성숙기,0,62.46,0.0,94.68,43.75,0.01,47.78,17.2,매우 안정,
1028142213,비피코리아(주),2024,성숙기,0,77.47,0.0,100.0,50.48,0.01,48.8,18.8,매우 안정,
1048102314,풍림무약(주),2022,조정기,0,88.19,34.7,94.01,26.64,0.02,51.3,24.7,매우 안정,
1048102314,풍림무약(주),2023,성숙기,0,62.46,0.0,94.68,42.12,0.02,47.78,17.1,매우 안정,
1048102314,풍림무약(주),2024,성장기,0,77.47,22.2,100.0,49.62,0.02,48.8,23.2,매우 안정,
1048106547,창화철강(주),2022,성장기,0,88.19,1.7,94.01,32.86,0.11,51.32,18.4,매우 안정,
1048106547,창화철강(주),2023,도입기,0,62.46,100.0,94.68,47.97,0.17,47.81,37.5,안정,
1048106547,창화철강(주),2024,조정기,0,77.47,31.7,100.0,53.15,24.89,62.0,39.7,안정,
1048115537,주식회사길우,2022,성장기,0,88.19,1.7,94.01,28.58,0.09,51.3,18.2,매우 안정,
1048115537,주식회사길우,2023,성장기,0,62.46,11.1,94.68,43.91,0.01,47.73,19.4,매우 안정,
1048115537,주식회사길우,2024,성장기,0,77.47,22.2,100.0,50.6,0.03,48.81,23.3,매우 안정,
1048115876,주식회사오쎄,2022,조정기,0,88.19,34.7,94.01,26.53,0.2,51.22,24.7,매우 안정,
1048115876,주식회사오쎄,2023,성숙기,0,62.46,0.0,94.68,41.86,0.02,47.68,17.1,매우 안정,
1048115876,주식회사오쎄,2024,성숙기,0,77.47,0.0,100.0,49.53,0.03,48.81,18.8,매우 안정,
1048116860,롯데하이마트(주),2022,성장기,0,88.19,1.7,94.01,27.33,70.78,89.49,58.9,위험,AA-
1048116860,롯데하이마트(주),2023,성숙기,0,62.46,0.0,94.68,42.57,88.87,57.91,66.5,매우 위험,AA-
1048116860,롯데하이마트(주),2024,조정기,1,77.47,31.7,100.0,50.06,75.16,41.15,66.1,매우 위험,AA-
1048118780,한화커넥트(주),2022,성숙기,0,88.19,0.0,94.01,27.84,7.49,41.92,21.4,매우 안정,
1048118780,한화커넥트(주),2023,성숙기,0,62.46,0.0,94.68,43.08,0.49,43.92,17.2,매우 안정,
1048118780,한화커넥트(주),2024,성숙기,0,77.47,0.0,100.0,50.31,0.56,48.84,19.1,매우 안정,
1048120501,한국신에츠실리콘(주),2022,성숙기,0,88.19,0.0,94.01,32.05,0.01,51.3,18.0,매우 안정,
1048120501,한국신에츠실리콘(주),2023,성숙기,0,62.46,0.0,94.68,47.44,0.01,47.78,17.4,매우 안정,
1048120501,한국신에츠실리콘(주),2024,성숙기,0,77.47,0.0,100.0,53.35,0.01,48.8,19.0,매우 안정,
1048121908,주식회사대원총업,2022,성장기,0,88.19,1.7,94.01,31.52,1.38,48.68,18.9,매우 안정,
1048121908,주식회사대원총업,2023,성장기,0,62.46,11.1,94.68,46.67,0.37,47.22,19.7,매우 안정,
1048121908,주식회사대원총업,2024,성장기,0,77.47,22.2,100.0,52.15,0.68,48.97,23.7,매우 안정,
1048124225,청우통상(주),2022,성장기,0,88.19,1.7,94.01,28.58,6.73,54.63,22.0,매우 안정,
1048124225,청우통상(주),2023,성숙기,0,62.46,0.0,94.68,44.34,1.93,45.13,18.1,매우 안정,
1048124225,청우통상(주),2024,성숙기,0,77.47,0.0,100.0,50.6,34.11,65.98,38.5,안정,
1048128177,(주)우신켐텍,2022,성숙기,0,88.19,0.0,94.01,28.09,0.0,51.29,17.8,매우 안정,
1048128177,(주)우신켐텍,2023,조정기,0,62.46,33.5,94.68,43.39,0.01,47.78,23.9,매우 안정,
1048128177,(주)우신켐텍,2024,성숙기,0,77.47,0.0,100.0,50.62,0.01,48.8,18.8,매우 안정,
1048128385,대원케미칼(주),2022,성장기,0,88.19,1.7,94.01,31.4,0.26,51.38,18.4,매우 안정,
1048128385,대원케미칼(주),2023,도입기,0,62.46,100.0,94.68,46.51,1.17,48.28,38.0,안정,
1048128385,대원케미칼(주),2024,성숙기,0,77.47,0.0,100.0,52.23,34.75,66.72,38.9,안정,
1048129104,(주)유니드글로벌상사,2022,성숙기,0,88.19,0.0,94.01,34.17,0.89,51.58,18.6,매우 안정,
1048129104,(주)유니드글로벌상사,2023,도입기,0,62.46,100.0,94.68,49.34,4.77,49.92,40.2,중립,
1048129104,(주)유니드글로벌상사,2024,성숙기,0,77.47,0.0,100.0,54.25,5.06,48.94,21.8,매우 안정,
1048129161,한국이토추(주),2022,조정기,0,88.19,34.7,94.01,25.73,0.02,51.3,24.6,매우 안정,
1048129161,한국이토추(주),2023,조정기,0,62.46,33.5,94.68,41.08,0.01,47.77,23.7,매우 안정,
1048129161,한국이토추(주),2024,조정기,0,77.47,31.7,100.0,48.9,0.01,48.8,25.1,매우 안정,
1048134801,한석인터내셔날(주),2022,조정기,0,88.19,34.7,94.01,28.58,0.0,51.3,24.7,매우 안정,
1048134801,한석인터내셔날(주),2023,조정기,0,62.46,33.5,94.68,45.64,0.0,47.78,24.0,매우 안정,
1048134801,한석인터내셔날(주),2024,조정기,0,77.47,31.7,100.0,51.95,0.01,48.81,25.3,매우 안정,
1048142655,에르메네질도제냐코리아주식회사,2022,도입기,0,88.19,76.6,94.01,28.56,2.19,6.26,32.1,안정,
1048142655,에르메네질도제냐코리아주식회사,2023,조정기,0,62.46,33.5,94.68,43.95,57.6,78.44,57.1,위험,
1048142655,에르메네질도제냐코리아주식회사,2024,도입기,0,77.47,100.0,100.0,50.63,80.72,60.93,83.8,매우 위험,
1048144861,무원상사(주),2022,성숙기,0,88.19,0.0,94.01,72.56,0.1,51.12,20.0,매우 안정,
1048144861,무원상사(주),2023,쇠퇴기,0,62.46,96.6,94.68,85.49,0.16,47.81,38.7,안정,
1048144861,무원상사(주),2024,성숙기,0,77.47,0.0,100.0,76.6,0.31,48.89,20.3,매우 안정,
1048156237,이제너두(주),2022,성숙기,0,88.19,0.0,94.01,26.3,0.02,51.3,17.7,매우 안정,
1048156237,이제너두(주),2023,성숙기,0,62.46,0.0,94.68,41.88,0.13,47.84,17.1,매우 안정,
