Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.1742,1.0,0.0954,0.8773,0.3454,0.4614
2017,0.1722,1.0,0.0942,0.9174,0.4527,0.4369
2018,0.1315,1.0,0.0704,0.8915,0.2756,0.4471
2019,0.2146,0.9615,0.1208,0.8929,0.2881,0.6004
2020,0.2343,1.0,0.1327,0.8651,0.2629,0.5504
2021,0.1377,1.0,0.074,0.9166,0.3561,0.3027
