회사명,회계년도,Rank,Feature,Value,SHAP_Value,Direction,abs_SHAP,base_value,pred_prob,pred_label,true_label,threshold,Method,SMOTE_Ratio
현대코퍼레이션(주),2024,1,총자본영업이익률_diff,1.0362469846341265,-2.2420816,정상기여(-),2.2420816,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,2,영업이익률_ratio,0.7882597194811791,-1.5590543,정상기여(-),1.5590543,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,3,금융비용부담률,0.012884014715358333,-0.87129205,정상기여(-),0.87129205,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,4,매출액순이익률_diff_industry,0.644065303994582,-0.558494,정상기여(-),0.558494,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,5,ROIC_diff,1.0175196722738094,-0.45892045,정상기여(-),0.45892045,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,6,금융비용대매출액_ratio_industry,0.008031413510550763,-0.45711637,정상기여(-),0.45711637,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,7,ROA_ratio,0.6370311492458305,-0.33908167,정상기여(-),0.33908167,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,8,자본잠식률,0.9488807314699441,-0.28362536,정상기여(-),0.28362536,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,9,ROA변화,0.5660680325719171,0.26496425,부실기여(+),0.26496425,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,10,순이익률_ratio,0.7361732891848154,-0.21396288,정상기여(-),0.21396288,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,11,비유동자산회전율_ratio,0.048401557220226474,-0.17186779,정상기여(-),0.17186779,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,12,매출채권회전율_diff,0.010107728635266468,-0.10908947,정상기여(-),0.10908947,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,13,순차입금비율,0.020541460906011267,-0.102427065,정상기여(-),0.102427065,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,14,유형자산증가율_ratio_industry,0.15351803362098176,-0.100738615,정상기여(-),0.100738615,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,15,자기자본증가율,0.24417080193327667,-0.09674075,정상기여(-),0.09674075,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,16,업력,48.0,0.08668209,부실기여(+),0.08668209,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,17,유형자산회전율_diff,0.027981894960555156,0.08086057,부실기여(+),0.08086057,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,18,순운전자본회전율_diff,0.10472229261872804,-0.07784996,정상기여(-),0.07784996,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,19,유형자산비율_ratio,0.023564997873255045,0.075347595,부실기여(+),0.075347595,0.309697,0.000678,0,0,0.34,ClassWeight,-
현대코퍼레이션(주),2024,20,유동자산회전율,0.21968842721449688,-0.07530641,정상기여(-),0.07530641,0.309697,0.000678,0,0,0.34,ClassWeight,-
