사업자등록번호,회사명,prob_2014,prob_2015,prob_2016,prob_2017,prob_2018,prob_2019,prob_2020,prob_2021,prob_2022,prob_2023,prob_2024,diff_2014_2015,diff_2015_2016,diff_2016_2017,diff_2017_2018,diff_2018_2019,diff_2019_2020,diff_2020_2021,diff_2021_2022,diff_2022_2023,diff_2023_2024,risk_score,risk_signal
6088609342,(주)신라이노텍,,,0.0015,0.0018,0.0017,0.0007,0.0035,0.0058,0.0309,0.1391,0.7727,0.0,0.0,0.0003,-0.0001,-0.001,0.0028,0.0023,0.0251,0.1082,0.6336,98.28,위험 (가속+임계초과)
3018159951,퍼멘텍(주),,,,0.0012,0.0085,0.0035,0.0011,0.0001,0.042,0.3215,0.5196,0.0,0.0,0.0,0.0073,-0.005,-0.0024,-0.001,0.0419,0.2795,0.1981,97.64,위험 (3년연속상승+임계초과)
3128637234,주식회사영광와이케이엠씨,0.0887,0.0334,0.0025,0.0014,0.0011,0.017,0.0298,0.003,0.0275,0.1303,0.5179,-0.0553,-0.0309,-0.0011,-0.0003,0.0159,0.0128,-0.0268,0.0245,0.1028,0.3876,97.3,위험 (가속+임계초과)
1268621048,(주)차본,0.0012,0.0003,0.0004,0.0007,0.0388,0.1921,0.0284,0.1124,0.1811,0.1895,0.7197,-0.0009,0.0001,0.0003,0.0381,0.1533,-0.1637,0.084,0.0687,0.0084,0.5302,96.92,위험 (3년연속상승+임계초과)
1318619414,(주)시스템산업,,,,,,,0.0008,0.0295,0.065,0.1083,0.4484,0.0,0.0,0.0,0.0,0.0,0.0,0.0287,0.0355,0.0433,0.3401,96.59,위험 (가속+임계초과)
6618601415,주식회사드림스틸,,,,,,,,0.0006,0.0025,0.129,0.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.1265,0.335,96.4,위험 (가속+임계초과)
5148182723,(주)영풍열처리,0.0003,0.0005,0.0004,0.0005,0.0005,0.0003,0.0515,0.0014,0.0278,0.2166,0.3719,0.0002,-0.0001,0.0001,0.0,-0.0002,0.0512,-0.0501,0.0264,0.1888,0.1553,96.34,주의 (3년연속상승+임계근접)
3088108021,(주)청암,0.0008,0.0003,0.0035,0.0006,0.0151,0.1202,0.0089,0.0007,0.002,0.4966,0.6231,-0.0005,0.0032,-0.0029,0.0145,0.1051,-0.1113,-0.0082,0.0013,0.4946,0.1265,96.21,위험 (3년연속상승+임계초과)
6158182860,동창단조(주),,,,,,,,0.0007,0.001,0.2411,0.6367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.2401,0.3956,96.11,위험 (가속+임계초과)
5048159448,주식회사백광테크,0.0012,0.0001,0.0273,0.0048,0.0012,0.0007,0.0047,0.0003,0.0005,0.0651,0.7087,-0.0011,0.0272,-0.0225,-0.0036,-0.0005,0.004,-0.0044,0.0002,0.0646,0.6436,95.35,위험 (가속+임계초과)
1348658323,주식회사제일티스틸,,,,0.0006,0.0004,0.0651,0.0035,0.004,0.0529,0.0639,0.3409,0.0,0.0,0.0,-0.0002,0.0647,-0.0616,0.0005,0.0489,0.011,0.277,95.22,주의 (3년연속상승+임계근접)
6078145068,(주)에이치씨컴퍼니,0.0001,0.0002,0.0006,0.0001,0.0003,0.0006,0.0139,0.0031,0.0298,0.097,0.2707,0.0001,0.0004,-0.0005,0.0002,0.0003,0.0133,-0.0108,0.0267,0.0672,0.1737,94.57,관찰 (가속)
6138180075,주식회사금강에스티피,,,,,,,,0.0004,0.0009,0.0246,0.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0237,0.4134,94.45,주의 (가속+임계근접)
1378180722,(주)아이에이치코리아,,,0.0014,0.0001,0.0003,0.004,0.0124,0.0007,0.0015,0.1468,0.2959,0.0,0.0,-0.0013,0.0002,0.0037,0.0084,-0.0117,0.0008,0.1453,0.1491,93.9,관찰 (가속)
3038150354,(주)유원,0.0027,0.0466,0.0032,0.0015,0.0015,0.0002,0.0036,0.002,0.0058,0.2094,0.2707,0.0439,-0.0434,-0.0017,0.0,-0.0013,0.0034,-0.0016,0.0038,0.2036,0.0613,93.64,관찰 (3년연속상승)
1098800120,(주)창보,,,0.0032,0.0025,0.0109,0.0117,0.0111,0.0078,0.0182,0.0875,0.2306,0.0,0.0,-0.0007,0.0084,0.0008,-0.0006,-0.0033,0.0104,0.0693,0.1431,93.48,관찰 (가속)
4108107591,(주)현성오토텍,0.002,0.001,0.0015,0.002,0.0022,0.0027,0.0232,0.0046,0.0087,0.0471,0.2434,-0.001,0.0005,0.0005,0.0002,0.0005,0.0205,-0.0186,0.0041,0.0384,0.1963,93.38,관찰 (가속)
1408143494,(주)한성스틸레이져,,,,,,,,,0.0022,0.1212,0.7438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.6226,93.27,위험 (최근가속+임계초과)
2458602342,주식회사동광산업,,,,,,,,,0.0097,0.6615,0.8241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6518,0.1626,93.19,위험 (최근2년상승+임계초과)
1338136826,제이씨아이,,,,,,,,,0.0034,0.1234,0.6801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.5567,93.0,위험 (최근가속+임계초과)
5148128767,주식회사금성스틸,0.0044,0.0276,0.0074,0.0013,0.0015,0.0022,0.0079,0.0009,0.027,0.135,0.2038,0.0232,-0.0202,-0.0061,0.0002,0.0007,0.0057,-0.007,0.0261,0.108,0.0688,92.97,관찰 (3년연속상승)
2908802424,주식회사사강,,,,,,,,,0.0072,0.1216,0.6333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1144,0.5117,92.82,위험 (최근가속+임계초과)
1058806971,하이리움산업(주),,,,,,,,,0.0056,0.1437,0.5268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1381,0.3831,92.65,위험 (최근가속+임계초과)
1408184291,(주)위드지스,,,,,0.0004,0.0003,0.0018,0.0011,0.0018,0.0545,0.2345,0.0,0.0,0.0,0.0,-0.0001,0.0015,-0.0007,0.0007,0.0527,0.18,92.44,관찰 (가속)
1378611818,(주)제이케이텍,,0.0018,0.0084,0.0284,0.0025,0.0142,0.0154,0.0033,0.0037,0.1017,0.2318,0.0,0.0066,0.02,-0.0259,0.0117,0.0012,-0.0121,0.0004,0.098,0.1301,92.03,관찰 (가속)
