column,n_distress,n_normal,mean_distress,mean_normal,median_distress,median_normal,cohens_d,cles,direction,mw_stat,p_value_raw,p_value_fdr,significant_fdr,keep,remove_reason
종업원,103,2809,58.970874,76.655037,44.0,45.0,-0.0897,0.4755,ambiguous,137572.0,0.3974504415171435,0.4664911285412482,0.0,0,FDR 비유의
부채비율,103,2809,0.197899,0.018457,0.013761,0.007803,1.5556,0.6744,distress_high,195136.0,1.7173932466429952e-09,4.666829474573356e-09,1.0,1,
총부채비율,103,2809,0.428073,0.317748,0.422313,0.339148,0.5737,0.6734,distress_high,194829.0,2.1524653855318045e-09,5.741455336308899e-09,1.0,1,
장기부채비율,103,2809,0.166144,0.019089,0.009823,0.005076,1.0666,0.6362,distress_high,184074.0,2.564744727106255e-06,4.646276679540318e-06,1.0,1,
장기부채의존도,103,2809,0.261472,0.206864,0.189236,0.141061,0.2486,0.5672,distress_high,164116.0,0.020272699013978854,0.028960998591398363,1.0,1,
차입금의존도,103,2809,0.472421,0.335748,0.492985,0.353248,0.5804,0.6619,distress_high,191500.0,2.2631403837795287e-08,4.654488469545901e-08,1.0,1,
순차입금비율,103,2809,0.412643,0.03622,0.032117,0.017758,1.6872,0.6824,distress_high,197444.0,3.016995486145677e-10,9.669857327389991e-10,1.0,1,
금융부채비율,103,2809,0.411642,0.033037,0.02663,0.013509,1.6527,0.6817,distress_high,197224.0,3.523789615347507e-10,1.101184254796096e-09,1.0,1,
자기자본비율,103,2809,0.571898,0.68222,0.577659,0.660821,-0.5737,0.3266,normal_high,94502.0,2.158787206452146e-09,5.741455336308899e-09,1.0,1,
유보율,103,2809,0.122476,0.25551,0.070217,0.110343,-0.2593,0.3279,normal_high,94872.0,2.828823178061165e-09,7.219013525490853e-09,1.0,1,
자본잠식률,103,2809,0.863006,0.747963,0.925806,0.889741,0.2337,0.6358,distress_high,183964.5,2.7391050177221486e-06,4.926447873600987e-06,1.0,1,
유동비율,103,2809,0.11293,0.229839,0.057128,0.111611,-0.1738,0.3041,normal_high,87988.0,1.3548275671870663e-11,5.7407947762163825e-11,1.0,1,
당좌비율_추정,103,2809,0.098329,0.210546,0.047461,0.08869,-0.156,0.3121,normal_high,90287.0,8.679107318806283e-11,3.0135789616686896e-10,1.0,1,
현금비율,103,2809,0.172109,0.543383,0.059365,0.146624,-0.1402,0.3488,normal_high,100922.5,1.7963110495821315e-07,3.4544443261194836e-07,1.0,1,
순운전자본비율,103,2809,0.497721,0.656507,0.49665,0.651127,-0.7319,0.3013,normal_high,87181.0,6.9367497339971895e-12,3.334975833652495e-11,1.0,1,
순운전자본회전율,103,2809,0.054397,0.10181,-0.001246,0.009638,-0.0361,0.2497,normal_high,72252.5,3.760593390536759e-19,4.273401580155408e-18,1.0,1,
금융비용부담률,103,2809,1.659607,0.235558,0.133107,0.058358,0.2836,0.7174,distress_high,207565.0,6.047190845531177e-14,4.581205186008467e-13,1.0,1,
비유동비율,103,2809,0.310708,0.023449,0.020634,0.010911,1.7279,0.7064,distress_high,204382.0,1.035001400712031e-12,5.880689776772903e-12,1.0,1,
비유동장기적합률,103,2809,0.398059,0.13389,0.168606,0.107686,1.0688,0.6951,distress_high,201105.5,1.6415929436897815e-11,6.619326385845893e-11,1.0,1,
유형자산비율,103,2809,0.596092,0.483586,0.61717,0.480426,0.4718,0.6295,distress_high,182133.5,7.785796481929665e-06,1.2805586318963265e-05,1.0,1,
유형자산부채비율,103,2809,0.190643,0.21846,0.160493,0.172716,-0.0885,0.4638,ambiguous,134180.5,0.21100440784442764,0.2637555098055346,0.0,0,FDR 비유의
ROA,103,2809,0.616057,0.692287,0.627603,0.696267,-0.5301,0.1954,normal_high,56522.0,7.180489216082254e-26,9.021183408281217e-25,1.0,1,
ROE,103,2809,0.605634,0.752607,0.7266,0.754864,-0.2627,0.2658,normal_high,76891.0,6.11187923077655e-16,5.093232692313792e-15,1.0,1,
ROIC,103,2809,0.751421,0.968226,0.841633,0.96133,-0.7449,0.1465,normal_high,42389.5,2.965455955522928e-34,1.8534099722018299e-32,1.0,1,
총자본영업이익률,103,2809,0.543999,0.741528,0.599125,0.739256,-0.8146,0.1439,normal_high,41626.0,9.64796838281215e-35,1.721831454202228e-32,1.0,1,
매출총이익률,103,2809,0.511224,0.580748,0.502433,0.567128,-0.3445,0.3383,normal_high,97890.0,2.3897852606057483e-08,4.818115444769654e-08,1.0,1,
영업이익률,103,2809,0.350961,0.883712,0.843951,0.899209,-0.6153,0.1497,normal_high,43325.0,1.1641409374937755e-33,2.7119201887597334e-32,1.0,1,
순이익률,103,2809,0.787007,0.865927,0.852978,0.877704,-0.1318,0.1774,normal_high,51322.0,8.214810152395305e-29,1.4425486023470898e-27,1.0,1,
EBITDA마진,103,2809,0.291255,0.736678,0.69076,0.745713,-0.5206,0.2428,normal_high,70249.0,6.725989231065075e-19,6.2277678065417364e-18,1.0,1,
영업현금흐름비율,103,2809,-0.358854,0.623974,0.663098,0.69972,-0.2457,0.303,normal_high,87660.0,1.033221323774735e-11,4.531672472696206e-11,1.0,1,
현금ROA,103,2809,0.428035,0.526582,0.448307,0.521351,-0.5019,0.3244,normal_high,93857.5,1.3413016718221762e-09,3.767701325343191e-09,1.0,1,
현금ROE,103,2809,0.510213,0.522077,0.47846,0.503025,-0.0397,0.3829,normal_high,110796.5,5.317690327381625e-05,8.361148313493121e-05,1.0,1,
매출원가율,103,2809,0.488771,0.419259,0.497571,0.432877,0.3445,0.6617,distress_high,191440.0,2.384870951829467e-08,4.818115444769654e-08,1.0,1,
판관비율,103,2809,1.284649,0.214307,0.21012,0.143335,0.5585,0.6594,distress_high,190791.0,3.711978150629955e-08,7.307043603602273e-08,1.0,1,
감가상각비율,103,2809,0.889816,0.133483,0.151157,0.085201,0.7539,0.6786,distress_high,196350.0,6.944218616635919e-10,2.091632113444554e-09,1.0,1,
총자산회전율,103,2809,0.249871,0.335827,0.202571,0.28641,-0.2894,0.3676,normal_high,106360.5,4.8668173595771925e-06,8.333591369139028e-06,1.0,1,
유동자산회전율,103,2809,0.286402,0.268511,0.22076,0.229245,0.0866,0.5016,ambiguous,145124.5,0.9561789401707788,0.9723474100564992,0.0,0,FDR 비유의
비유동자산회전율,103,2809,0.127516,0.281574,0.075651,0.143226,-0.0611,0.3374,normal_high,97607.0,1.966012836114747e-08,4.165281432446497e-08,1.0,1,
유형자산회전율,103,2809,0.045119,0.411177,0.018476,0.036712,-0.0449,0.3414,normal_high,98787.0,4.3958030965706265e-08,8.585552922989505e-08,1.0,1,
자기자본회전율,103,2809,0.185315,0.167477,0.066268,0.074006,0.0104,0.459,ambiguous,132807.0,0.15714256197368728,0.2004369412929685,0.0,0,FDR 비유의
투하자본회전율,103,2809,0.15058,0.210691,0.095361,0.150301,-0.19,0.3665,normal_high,106038.5,4.048347707560259e-06,7.1273727245779216e-06,1.0,1,
매출채권회전율,103,2809,0.239589,0.252959,0.113592,0.110839,-0.0115,0.5096,ambiguous,147443.0,0.7401874154055343,0.7583887452925557,0.0,0,FDR 비유의
매출채권회수기간,103,2809,0.252414,0.258716,0.178912,0.189821,-0.0088,0.4783,ambiguous,138390.0,0.45414128620884975,0.5184261258091892,0.0,0,FDR 비유의
재고자산회전율,103,2809,0.212087,0.245141,0.010713,0.01134,-0.0103,0.4704,ambiguous,136101.0,0.3068681656407981,0.3760639284813702,0.0,0,FDR 비유의
재고자산보유기간,103,2809,0.223175,0.257761,0.141991,0.128711,-0.0248,0.5124,ambiguous,148250.0,0.6686755203259507,0.701027459934357,0.0,0,FDR 비유의
매입채무회전율,103,2809,0.224043,0.197475,0.032729,0.034794,0.0127,0.478,ambiguous,138299.0,0.4476078265888378,0.5133117277394929,0.0,0,FDR 비유의
매입채무지급기간,103,2809,0.341559,0.245904,0.199764,0.176342,0.3039,0.5246,ambiguous,151785.0,0.39546800942547244,0.46635378469984956,0.0,0,FDR 비유의
현금전환주기_CCC,103,2809,0.369726,0.390123,0.317878,0.315825,-0.0538,0.4804,ambiguous,138996.0,0.49881073509627927,0.5517817866109284,0.0,0,FDR 비유의
영업CF_유동부채,103,2809,0.255517,0.388158,0.26888,0.314375,-0.4997,0.2897,normal_high,83808.5,3.829123795331137e-13,2.334831582518986e-12,1.0,1,
영업CF_총부채,103,2809,0.200876,0.365234,0.212839,0.265887,-0.442,0.2859,normal_high,82725.5,1.4606136146243277e-13,1.0385787203294092e-12,1.0,1,
FCF_총자산,103,2809,0.409769,0.448157,0.426881,0.45104,-0.2201,0.3707,normal_high,107259.0,8.075392261842374e-06,1.3195085395167276e-05,1.0,1,
매출액증가율,103,2809,0.217394,0.240501,0.217856,0.221696,-0.1199,0.4316,normal_high,124870.0,0.018186116589326055,0.026129477858227092,1.0,1,
영업이익증가율,103,2809,0.103227,0.199805,0.147952,0.147952,-0.0999,0.4721,ambiguous,136579.0,0.3331762373956918,0.40066896112157085,0.0,0,FDR 비유의
순이익증가율,103,2809,0.23984,0.3661,0.302163,0.302163,-0.1641,0.5172,ambiguous,149633.0,0.55119361172038,0.596529882814264,0.0,0,FDR 비유의
EBITDA증가율,103,2809,0.084171,0.177598,0.091367,0.091367,-0.0492,0.5101,ambiguous,147584.5,0.7271944807896951,0.748142469948246,0.0,0,FDR 비유의
총자산증가율,103,2809,0.342781,0.347927,0.303366,0.322983,-0.0326,0.4199,normal_high,121474.0,0.005656950092019025,0.008468488161705128,1.0,1,
유형자산증가율,103,2809,0.374778,0.391861,0.320298,0.32573,-0.021,0.433,normal_high,125290.5,0.020797920563971225,0.02954250080109549,1.0,1,
자기자본증가율,103,2809,0.296668,0.181295,0.138765,0.152382,0.2457,0.3047,normal_high,88151.0,1.5462875049688035e-11,6.337243872822966e-11,1.0,1,
부채증가율,103,2809,0.47426,0.428696,0.406444,0.386567,0.1464,0.5411,ambiguous,156550.0,0.15610326148018128,0.20013238651305293,0.0,0,FDR 비유의
