사업자등록번호,연도,생애주기,부실라벨_ICR3년,V1_PD값,V2_PD차이,V3_생애주기점수,V4_포터5F,V5_산업민감도,V6_기업민감도,V1_PD값_s,V2_PD차이_s,V3_생애주기점수_s,V4_포터5F_s,V5_산업민감도_s,V6_기업민감도_s,가중합_raw,최종스코어
2028145975,2024,성숙기,0,0.0006,0.0001,0.0,-0.8701861742565196,2.416632,6.018997178991772,-0.5754455543682098,-0.28777208906413654,-1.1872287136225754,0.7747343580030008,1.0,0.6128256980691784,-0.03213999225028005,2.35
2028146784,2015,성숙기,0,0.0004,0.0002,6.1,-0.2381067415597067,-2.659061,24.707254763008734,-0.4473234130095165,-0.10487830269086751,-0.705821625396439,1.0,0.0,0.6225877335174667,-0.0410183053836663,1.02
2028146784,2016,성숙기,0,0.0003,-0.0001,0.0,-1.46537003802111,-0.499253,1.652620220262299,-0.41936633951089214,-0.1410417803646669,-0.7699833253903918,0.5626178608641106,0.42551982556864654,0.28919931348685424,-0.03228015231807929,2.32
2028146784,2017,성숙기,0,0.0003,0.0,0.0,-2.06638349452693,-0.250013,4.038296960419452,-0.41952435567961815,-0.21262352368193912,-0.7817915957911425,0.34842376574701805,0.47462445029673783,0.32806631151265897,-0.030800690879142972,2.54
2028146784,2018,성숙기,0,0.0002,-0.0001,0.0,-2.327327148612646,0.941866,4.552916438572604,-0.42572202159685124,-0.2189111905480469,-0.8513420993597428,0.25542653039660407,0.7094453900186636,0.34739383490527553,-0.027627829128220448,3.02
2028146784,2019,성숙기,0,0.0005,0.0003,0.0,-1.4532576851219212,0.585123,7.420752200193693,-0.4416641866569898,-0.28676471694012173,-0.7719475748253838,0.5669345603338096,0.6391608003084506,0.521371136475345,-0.025222965818671044,3.37
2028146784,2020,성숙기,0,0.0002,-0.0003,0.0,-3.044035897437074,0.743401,-0.6550166083019274,-0.39256102082313493,-0.13271082701770948,-0.7564582441067854,0.0,0.6703443253955668,-0.3204342560608513,-0.030501439000312127,2.59
2028146784,2021,성숙기,0,0.0003,0.0001,5.0,-0.8731170387990218,0.914785,-0.4160896248957675,-0.3933819434987655,-0.25683552014297223,-0.6983886938609404,0.7736898325072794,0.7041099609452345,-0.3629811549596436,-0.0168479897989609,4.62
2028146784,2022,조정기,0,0.0002,-0.0001,48.5,-0.5694733102506749,2.112482,3.905781271093802,-0.3897766084301468,-0.13945450469583145,0.38230414297958654,0.8819048699084652,0.9400771480859855,0.48488457054126377,-0.01825996736257781,4.41
2028146784,2023,성숙기,0,0.0003,0.0001,0.0,-1.2913906244043545,2.14683,3.8203156993101697,-0.49224058435926443,-0.32793045207567934,-1.060078522428141,0.6246220683660477,0.9468443028370708,0.341875491071669,-0.02277469639412527,3.74
2028146784,2024,성숙기,0,0.0005,0.0002,0.0,-0.8701861742565196,2.416632,3.38536800743749,-0.5757938633235741,-0.2873420388600534,-1.1872287136225754,0.7747343580030008,1.0,0.22326670381421188,-0.03219107071020369,2.34
2028147537,2015,도입기,0,0.0004,0.0001,84.3,-0.2381067415597067,-2.659061,-0.371348494057246,-0.4473234130095165,-0.10532483777296528,1.3576116337967221,1.0,0.0,-0.007709961925747304,-0.04660106918222705,0.19
2028147537,2016,성숙기,0,0.0014,0.001,0.0,-1.46537003802111,-0.499253,-1.5361443950423417,-0.4144583176116487,-0.13589507879172077,-0.7699833253903918,0.5626178608641106,0.42551982556864654,-0.02477795536469311,-0.03183996944446059,2.39
2028147537,2017,성숙기,0,0.098,0.0966,0.0,-2.06638349452693,-0.250013,-3.0845084198191834,0.022524264116293775,0.30878362142955057,-0.7817915957911425,0.34842376574701805,0.47462445029673783,-0.19126859707400817,0.0057726691422100825,7.99
2028147537,2018,쇠퇴기,0,0.0003,-0.0977,100.0,-2.327327148612646,0.941866,-6.308638853742765,-0.4252847787988908,-0.7034951610074391,1.6501713412586898,0.25542653039660407,0.7094453900186636,-0.3491215500988594,-0.015192356075129485,4.87
2028147537,2019,성숙기,0,0.0034,0.0031,0.0,-1.4532576851219212,0.585123,1.870282017855672,-0.42968257228393886,-0.2733582766113418,-0.7719475748253838,0.5669345603338096,0.6391608003084506,0.07358278192754396,-0.024190687493880612,3.53
2028147537,2020,조정기,0,0.0023,-0.0011,42.3,-3.044035897437074,0.743401,3.773035912435626,-0.3831250336336868,-0.13664743513130123,0.2866669836199345,0.0,0.6703443253955668,0.4061833084686441,-0.03198569403960435,2.37
2028147537,2021,도입기,0,0.0004,-0.0019,88.9,-0.8731170387990218,0.914785,3.517764876318911,-0.3929679548217243,-0.26620192283129185,1.4862433075758505,0.7736898325072794,0.7041099609452345,0.392023199959308,-0.02239341356827031,3.8
2028147537,2022,조정기,0,0.0013,0.0009,48.5,-0.5694733102506749,2.112482,1.818301511725503,-0.38418463102813966,-0.13405393387164763,0.38230414297958654,0.8819048699084652,0.9400771480859855,0.030182934274020804,-0.017737376319457474,4.49
2028147537,2023,쇠퇴기,0,0.0013,0.0,97.9,-1.2913906244043545,2.14683,1.645785946598573,-0.4882473404035514,-0.3284004587426835,1.3716196849014166,0.6246220683660477,0.9468443028370708,-0.05010987321580344,-0.02884936419591754,2.83
2028147537,2024,쇠퇴기,0,0.0092,0.0079,88.9,-0.8701861742565196,2.416632,1.9696148085174852,-0.5454909842068771,-0.2542281731456507,1.1824057941555033,0.7747343580030008,1.0,0.01385248626169298,-0.03602694221806205,1.77
2028149568,2015,성숙기,0,0.0018,,6.1,-0.2381067415597067,-2.659061,-0.371348494057246,-0.44153337230667666,,-0.705821625396439,1.0,0.0,-0.007709961925747304,,
2028149568,2016,성장기,0,0.0942,0.0924,0.9,-1.46537003802111,-0.499253,-1.2450505353543724,-0.000399742839112108,0.2917490337239854,-0.746608735038641,0.5626178608641106,0.42551982556864654,0.003884196305461595,0.004742633116727911,7.83
2028149568,2022,도입기,0,0.7916,,84.4,-0.5694733102506749,2.112482,1.2891359408116894,3.633396951523006,,1.298735338512676,0.8819048699084652,0.9400771480859855,-0.08508163290128613,,
2028149568,2023,도입기,1,0.5761,-0.2155,100.0,-1.2913906244043545,2.14683,-9.121297001002135,1.8070692853402839,-1.3412648261364797,1.4237807291852986,0.6246220683660477,0.9468443028370708,-1.9910071758467585,0.3080665339639948,52.98
2028151007,2015,성장기,0,0.3895,0.3808,0.0,-0.2381067415597067,-2.659061,260.3517907496296,1.1618943280440468,1.594634219773274,-0.8667799742593326,1.0,0.0,6.545015169116572,0.10019641702969549,22.04
2028151007,2016,조정기,0,0.4578,0.0683,38.7,-1.46537003802111,-0.499253,-48.140350913303614,1.621924586765352,0.17898948108034737,0.23512405973489633,0.5626178608641106,0.42551982556864654,-4.613596273708712,0.21653296440893058,39.36
2028151007,2017,도입기,0,0.5129,0.0551,89.7,-2.06638349452693,-0.250013,-79.04989298830627,1.8997604192168451,0.0847836574323785,1.540831479375573,0.34842376574701805,0.47462445029673783,-5.730023897068532,0.2513154930845726,44.53
2028151007,2018,성장기,0,0.5338,0.0209,7.8,-2.327327148612646,0.941866,-77.66140688433805,1.9074055483200731,-0.11464619690412027,-0.656224050991505,0.25542653039660407,0.7094453900186636,-4.924737045156251,0.26969036683781333,47.27
2028151007,2019,조정기,0,0.4387,-0.0951,43.2,-1.4532576851219212,0.585123,-34.80240024693501,1.3687990610226417,-0.7435412909992676,0.31861566082226384,0.5669345603338096,0.6391608003084506,-2.885013428616855,0.2241848829028269,40.5
2028151007,2020,성장기,0,0.0915,-0.3472,0.1,-3.044035897437074,0.743401,-6.474538924241172,0.017679755556206603,-1.839722520273934,-0.753992227019961,0.0,0.6703443253955668,-1.275383889591507,0.09011943196285122,20.54
2028151007,2021,쇠퇴기,0,0.7324,0.6409,100.0,-0.8731170387990218,0.914785,0.780701057409322,2.6374291611195617,2.744159901194625,1.7752709025215998,0.7736898325072794,0.7041099609452345,-0.13328730716030027,0.24977166412552582,44.3
2028151007,2022,쇠퇴기,0,0.4832,-0.2492,100.0,-0.5694733102506749,2.112482,-0.8600901955661591,2.0656098326329984,-1.4847366970000204,1.6969617076022636,0.8819048699084652,0.9400771480859855,-0.5532330660031162,0.3490509721289889,59.08
2028151007,2023,쇠퇴기,1,0.8775,0.3943,97.9,-1.2913906244043545,2.14683,-0.9486551335559223,3.010633013592184,1.5248358292544109,1.3716196849014166,0.6246220683660477,0.9468443028370708,-0.517789347667043,0.35048259701605217,59.29
2028155570,2015,조정기,0,0.2349,-0.3126,47.6,-0.2381067415597067,-2.659061,-10.660511878092246,0.5225084047161597,-1.5016400394927159,0.38922287916259163,1.0,0.0,-0.26630633998235714,0.13674390675558762,27.48
2028155570,2016,성장기,0,0.3329,0.098,0.9,-1.46537003802111,-0.499253,-6.969562043564445,1.0646410092967118,0.31795042354989306,-0.746608735038641,0.5626178608641106,0.42551982556864654,-0.559771860410201,0.14150117328933903,28.19
2028155570,2017,도입기,0,0.4948,0.1619,89.7,-2.06638349452693,-0.250013,-7.993272669047606,1.8178660485074694,0.6612462153817272,1.540831479375573,0.34842376574701805,0.47462445029673783,-0.549174295258497,0.21777001906652288,39.54
2028155570,2018,성숙기,0,0.1189,-0.3759,0.0,-2.327327148612646,0.941866,-5.98983104764127,0.09328517958219469,-2.0847580768046003,-0.8513420993597428,0.25542653039660407,0.7094453900186636,-0.32867746673943377,0.11334602859294503,24.0
2028155570,2019,조정기,1,0.7251,0.6062,43.2,-1.4532576851219212,0.585123,-0.5282730310504177,2.552086770140502,2.6142932099197984,0.31861566082226384,0.5669345603338096,0.6391608003084506,-0.1199224497660996,0.2443463535300511,43.5
