연도,컬럼,fallback,q_lo_final,q_hi_final
2015,영업이익률,연도×라벨,-119.3982,19.9752
2015,순이익률,연도×라벨,-124.8985,68.6854
2015,EBITDA마진,연도×라벨,-99.5069,22.0782
2015,영업현금흐름비율,연도×라벨,-100.0773,67.3766
2015,현금ROA,연도×라벨,-28.9357,19.5051
2015,현금ROE,연도×라벨,-169.6714,213.0578
2015,매출원가율,연도×라벨,0.0,99.3744
2015,판관비율,연도×라벨,3.569,162.8307
2015,감가상각비율,연도×라벨,0.0528,24.2484
2015,총자산회전율,연도×라벨,0.0027,7.5972
2015,유동자산회전율,연도×라벨,0.0227,18.2173
2015,비유동자산회전율,연도×라벨,0.0066,39.0922
2015,유형자산회전율,연도×라벨,0.0349,438.6648
2015,자기자본회전율,연도×라벨,0.0063,86.671
2015,투하자본회전율,연도×라벨,0.0036,11.2006
2015,매출채권회전율,연도×라벨,1.025,444.7384
2015,매출채권회수기간,연도×라벨,0.8496,374.6789
2015,재고자산회전율,연도×라벨,0.4885,235.0655
2015,재고자산보유기간,연도×라벨,1.735,483.31
2015,매입채무회전율,연도×라벨,0.0159,1210.158
2015,매입채무지급기간,연도×라벨,0.9677,549.6675
2015,현금전환주기_CCC,연도×라벨,-129.121,436.9546
2015,영업CF_유동부채,연도×라벨,-103.9705,31.7821
2015,영업CF_총부채,연도×라벨,-60.8622,24.8535
2015,FCF_총자산,연도×라벨,-42.5555,49.4744
2015,매출액증가율,연도×라벨,-61.7197,137.8044
2015,영업이익증가율,연도×라벨,-148.5218,132.078
2015,순이익증가율,연도×라벨,-322.9924,675.6444
2015,EBITDA증가율,연도×라벨,-98.7654,481.5581
2015,총자산증가율,연도×라벨,-51.2813,97.2245
2015,유형자산증가율,연도×라벨,-86.6204,245.1139
2015,자기자본증가율,연도×라벨,-76.4591,332.9409
2015,부채증가율,연도×라벨,-69.8206,82.8468
2015,영업현금흐름증가율,연도×라벨,-492.6626,1371.8849
2015,FCF증가율,연도×라벨,-993.3532,247.2647
2015,ROA변화,연도×라벨,-27.7144,25.9936
2015,영업이익률변화,연도×라벨,-30.1995,32.0213
2015,부채비율변화,연도×라벨,-1680.4629,1006.2891
2015,유동비율변화,연도×라벨,-286.3949,830.3212
2015,부채비율_diff,연도×라벨,-165.8244,6954.9479
2015,부채비율_ratio,연도×라벨,0.0594,40.4521
2015,총부채비율_diff,연도×라벨,-50.492,65.5254
2015,총부채비율_ratio,연도×라벨,0.1525,2.0998
2015,장기부채비율_diff,연도×라벨,-61.6247,1368.1095
2015,장기부채비율_ratio,연도×라벨,0.0,23.2007
2015,장기부채의존도_diff,연도×라벨,-23.6459,49.8178
2015,장기부채의존도_ratio,연도×라벨,0.0,3.1068
2015,차입금의존도_diff,연도×라벨,-31.792,63.6865
2015,차입금의존도_ratio,연도×라벨,0.0,3.0032
2015,순차입금비율_diff,연도×라벨,-105.691,4301.0163
2015,순차입금비율_ratio,연도×라벨,-0.3311,55.1698
2015,금융부채비율_diff,연도×라벨,-92.1089,4433.8166
2015,금융부채비율_ratio,연도×라벨,0.0,49.1367
2015,자기자본비율_diff,연도×라벨,-65.5254,50.492
2015,자기자본비율_ratio,연도×라벨,-0.621,2.2491
2015,유보율_diff,연도×라벨,-13171.7378,8662.1663
2015,유보율_ratio,연도×라벨,-0.1929,1.7845
2015,자본잠식률_diff,연도×라벨,-3236.2123,15914.1191
2015,자본잠식률_ratio,연도×라벨,-0.1161,1.227
2015,유동비율_diff,연도×라벨,-95.0746,3438.3703
2015,유동비율_ratio,연도×라벨,0.0396,35.7346
2015,당좌비율_추정_diff,연도×라벨,-78.4915,3407.798
2015,당좌비율_추정_ratio,연도×라벨,0.0308,43.0793
2015,현금비율_diff,연도×라벨,-10.6234,178.6503
2015,현금비율_ratio,연도×라벨,0.0011,17.7982
2015,순운전자본비율_diff,연도×라벨,-85.0288,76.9463
2015,순운전자본비율_ratio,연도×라벨,-72.0774,67.131
2015,순운전자본회전율_diff,연도×라벨,-4.8294,83.0801
2015,순운전자본회전율_ratio,연도×라벨,0.0086,18.0552
2015,금융비용부담률_diff,연도×라벨,-1.2381,17.4618
2015,금융비용부담률_ratio,연도×라벨,0.0263,14.7335
2015,비유동비율_diff,연도×라벨,-157.8595,3260.4061
2015,비유동비율_ratio,연도×라벨,0.0544,20.5311
2015,비유동장기적합률_diff,연도×라벨,-93.5071,505.0561
2015,비유동장기적합률_ratio,연도×라벨,0.0852,5.9412
2015,유형자산비율_diff,연도×라벨,-37.9314,55.1908
2015,유형자산비율_ratio,연도×라벨,0.0007,2.4541
2015,유형자산부채비율_diff,연도×라벨,-74.2711,196.8716
2015,유형자산부채비율_ratio,연도×라벨,0.0001,3.6503
2015,ROA_diff,연도×라벨,-30.6498,23.5372
2015,ROA_ratio,연도×라벨,-11.6423,10.7085
2015,ROE_diff,연도×라벨,-119.329,93.9302
2015,ROE_ratio,연도×라벨,-17.7063,15.7247
2015,ROIC_diff,연도×라벨,-50.9311,2.5578
2015,ROIC_ratio,연도×라벨,-13.6482,1.7356
2015,총자본영업이익률_diff,연도×라벨,-22.3532,2.0259
2015,총자본영업이익률_ratio,연도×라벨,-6.9257,1.7183
2015,매출총이익률_diff,연도×라벨,-35.4639,63.9105
2015,매출총이익률_ratio,연도×라벨,0.0173,2.7709
2015,영업이익률_diff,연도×라벨,-125.6063,13.7671
2015,영업이익률_ratio,연도×라벨,-19.2327,3.2176
2015,순이익률_diff,연도×라벨,-131.1119,62.472
2015,순이익률_ratio,연도×라벨,-20.1013,11.0543
2015,EBITDA마진_diff,연도×라벨,-109.288,12.2971
2015,EBITDA마진_ratio,연도×라벨,-10.1734,2.2572
2015,영업현금흐름비율_diff,연도×라벨,-104.0857,63.3682
2015,영업현금흐름비율_ratio,연도×라벨,-24.9667,16.8088
2015,현금ROA_diff,연도×라벨,-32.1141,16.3267
2015,현금ROA_ratio,연도×라벨,-9.1039,6.1368
2015,현금ROE_diff,연도×라벨,-177.8859,204.8433
2015,현금ROE_ratio,연도×라벨,-20.6552,25.9369
2015,매출원가율_diff,연도×라벨,-63.9105,35.4639
2015,매출원가율_ratio,연도×라벨,0.0,1.5549
2015,판관비율_diff,연도×라벨,-26.3124,132.9493
2015,판관비율_ratio,연도×라벨,0.1194,5.4492
2015,감가상각비율_diff,연도×라벨,-3.5202,20.6755
2015,감가상각비율_ratio,연도×라벨,0.0148,6.7867
2015,총자산회전율_diff,연도×라벨,-0.8594,6.735
2015,총자산회전율_ratio,연도×라벨,0.0032,8.8119
2015,유동자산회전율_diff,연도×라벨,-4.0811,14.1135
2015,유동자산회전율_ratio,연도×라벨,0.0055,4.4392
2015,비유동자산회전율_diff,연도×라벨,-1.611,37.4746
2015,비유동자산회전율_ratio,연도×라벨,0.0041,24.1669
2015,유형자산회전율_diff,연도×라벨,-4.9731,433.6569
2015,유형자산회전율_ratio,연도×라벨,0.007,87.5943
2015,자기자본회전율_diff,연도×라벨,-2.6137,84.0509
2015,자기자본회전율_ratio,연도×라벨,0.0024,33.0799
2015,투하자본회전율_diff,연도×라벨,-1.3826,9.8144
2015,투하자본회전율_ratio,연도×라벨,0.0026,8.0804
2015,매출채권회전율_diff,연도×라벨,-20.9587,422.7548
2015,매출채권회전율_ratio,연도×라벨,0.0466,20.2304
2015,매출채권회수기간_diff,연도×라벨,-98.3095,275.5197
2015,매출채권회수기간_ratio,연도×라벨,0.0086,3.7786
2015,재고자산회전율_diff,연도×라벨,-12.0979,222.4791
2015,재고자산회전율_ratio,연도×라벨,0.0388,18.6761
2015,재고자산보유기간_diff,연도×라벨,-52.4979,429.0771
2015,재고자산보유기간_ratio,연도×라벨,0.032,8.9117
2015,매입채무회전율_diff,연도×라벨,-4.4773,1205.6648
2015,매입채무회전율_ratio,연도×라벨,0.0035,269.3294
2015,매입채무지급기간_diff,연도×라벨,-222.7151,325.9848
2015,매입채무지급기간_ratio,연도×라벨,0.0043,2.4574
2015,현금전환주기_CCC_diff,연도×라벨,-58.8303,507.2453
2015,현금전환주기_CCC_ratio,연도×라벨,-6.2164,1.837
2015,영업CF_유동부채_diff,연도×라벨,-114.0909,21.6616
2015,영업CF_유동부채_ratio,연도×라벨,-10.2733,3.1404
2015,영업CF_총부채_diff,연도×라벨,-66.9429,18.7728
2015,영업CF_총부채_ratio,연도×라벨,-10.0091,4.0873
2015,FCF_총자산_diff,연도×라벨,-40.5939,51.436
2015,FCF_총자산_ratio,연도×라벨,-25.2217,21.6945
2015,매출액증가율_diff,연도×라벨,-79.4206,120.1035
2015,매출액증가율_ratio,연도×라벨,-3.4868,7.7852
2015,영업이익증가율_diff,연도×라벨,-61.6678,218.932
2015,영업이익증가율_ratio,연도×라벨,-1.5207,1.71
2015,순이익증가율_diff,연도×라벨,-374.0535,624.5833
2015,순이익증가율_ratio,연도×라벨,-6.3256,13.2321
2015,EBITDA증가율_diff,연도×라벨,-102.7647,477.5588
2015,EBITDA증가율_ratio,연도×라벨,-24.6956,120.4102
2015,총자산증가율_diff,연도×라벨,-126.347,22.1588
2015,총자산증가율_ratio,연도×라벨,-0.6832,1.2952
2015,유형자산증가율_diff,연도×라벨,-106.1864,225.5479
2015,유형자산증가율_ratio,연도×라벨,-4.4271,12.5275
2015,자기자본증가율_diff,연도×라벨,-128.3241,281.0759
2015,자기자본증가율_ratio,연도×라벨,-1.4742,6.4194
2015,부채증가율_diff,연도×라벨,-192.6225,-39.9551
2015,부채증가율_ratio,연도×라벨,-0.5686,0.6746
2015,영업현금흐름증가율_diff,연도×라벨,-465.1017,1399.4458
2015,영업현금흐름증가율_ratio,연도×라벨,-49.7764,17.8754
2015,FCF증가율_diff,연도×라벨,9237.7336,10478.3514
2015,FCF증가율_ratio,연도×라벨,-0.0242,0.0971
2015,ROA변화_diff,연도×라벨,-28.2117,25.4964
2015,ROA변화_ratio,연도×라벨,-55.7349,52.2743
2015,영업이익률변화_diff,연도×라벨,-29.1795,33.0413
2015,영업이익률변화_ratio,연도×라벨,-31.3918,29.6059
2015,부채비율변화_diff,연도×라벨,-1684.2653,1002.4866
2015,부채비율변화_ratio,연도×라벨,-441.9455,264.6443
2015,유동비율변화_diff,연도×라벨,-282.3803,834.3359
2015,유동비율변화_ratio,연도×라벨,-206.8247,71.3381
2015,업력_diff,연도×라벨,-30.81,7.81
2015,업력_ratio,연도×라벨,0.2576,1.1882
2015,매출액영업이익률_diff_industry,연도×라벨,-122.0382,17.3352
2015,매출액영업이익률_ratio_industry,연도×라벨,-45.2266,7.5663
2015,EBIT대매출액_diff_industry,연도×라벨,-122.3182,17.0552
2015,EBIT대매출액_ratio_industry,연도×라벨,-40.8898,6.8408
2015,EBITDA대매출액_diff_industry,연도×라벨,-103.3569,18.2282
2015,EBITDA대매출액_ratio_industry,연도×라벨,-25.846,5.7346
2015,매출원가대매출액_diff_industry,연도×라벨,-80.88,18.4944
2015,매출원가대매출액_ratio_industry,연도×라벨,0.0,1.2287
2015,매출액순이익률_diff_industry,연도×라벨,-126.5785,67.0054
2015,매출액순이익률_ratio_industry,연도×라벨,-74.3443,40.8842
2015,사내유보율_diff_industry,연도×라벨,-2226.1867,19607.7175
2015,사내유보율_ratio_industry,연도×라벨,-22.1701,205.077
2015,금융비용대매출액_diff_industry,연도×라벨,-0.5266,18.1733
2015,금융비용대매출액_ratio_industry,연도×라벨,0.0596,33.4524
2015,자기자본비율_diff_industry,연도×라벨,-64.5135,51.5039
2015,자기자본비율_ratio_industry,연도×라벨,-0.637,2.3069
2015,부채비율_diff_industry,연도×라벨,-143.286,6977.4863
2015,부채비율_ratio_industry,연도×라벨,0.0681,46.382
2015,유동비율_diff_industry,연도×라벨,-124.7249,3408.72
2015,유동비율_ratio_industry,연도×라벨,0.0304,27.4981
2015,당좌비율_diff_industry,연도×라벨,-93.2663,3393.0232
2015,당좌비율_ratio_industry,연도×라벨,0.026,36.4326
2015,현금비율_diff_industry,연도×라벨,-19.0683,170.2054
2015,현금비율_ratio_industry,연도×라벨,0.0006,9.9206
2015,순운전자본대총자본_diff_industry,연도×라벨,-95.6852,66.2898
2015,순운전자본대총자본_ratio_industry,연도×라벨,-7.0952,6.6083
2015,비유동비율_diff_industry,연도×라벨,-109.9458,3308.3198
2015,비유동비율_ratio_industry,연도×라벨,0.0762,28.7963
2015,비유동장기적합률_diff_industry,연도×라벨,-71.1629,527.4003
2015,비유동장기적합률_ratio_industry,연도×라벨,0.109,7.6032
2015,차입금의존도_diff_industry,연도×라벨,-31.08,64.3984
2015,차입금의존도_ratio_industry,연도×라벨,0.0,3.072
2015,총자산회전율_diff_industry,연도×라벨,-1.7073,5.8872
2015,총자산회전율_ratio_industry,연도×라벨,0.0016,4.4428
2015,자기자본회전율_diff_industry,연도×라벨,-4.3937,82.271
2015,자기자본회전율_ratio_industry,연도×라벨,0.0014,19.6979
2015,비유동자산회전율_diff_industry,연도×라벨,-3.6534,35.4322
2015,비유동자산회전율_ratio_industry,연도×라벨,0.0018,10.6809
2015,유형자산회전율_diff_industry,연도×라벨,-6.7851,431.8448
2015,유형자산회전율_ratio_industry,연도×라벨,0.0051,64.3204
2015,재고자산회전율_diff_industry,연도×라벨,-12.1715,222.4055
2015,재고자산회전율_ratio_industry,연도×라벨,0.0386,18.5676
2015,매출채권회전율_diff_industry,연도×라벨,-7.565,436.1484
2015,매출채권회전율_ratio_industry,연도×라벨,0.1193,51.774
2015,매입채무회전율_diff_industry,연도×라벨,-10.9541,1199.188
2015,매입채무회전율_ratio_industry,연도×라벨,0.0015,110.3152
2015,총자산증가율_diff_industry,연도×라벨,-58.1613,90.3445
2015,총자산증가율_ratio_industry,연도×라벨,-7.4537,14.1315
2015,유형자산증가율_diff_industry,연도×라벨,-93.7104,238.0239
2015,유형자산증가율_ratio_industry,연도×라벨,-12.2173,34.5718
2015,자기자본증가율_diff_industry,연도×라벨,-86.6891,322.7109
2015,자기자본증가율_ratio_industry,연도×라벨,-7.474,32.5455
2015,매출액증가율_diff_industry,연도×라벨,-64.2897,135.2344
2015,매출액증가율_ratio_industry,연도×라벨,-24.0154,53.6204
2016,부채비율,연도×라벨,12.8586,6464.9365
2016,총부채비율,연도×라벨,11.2,127.5529
2016,장기부채비율,연도×라벨,0.0258,1763.1297
2016,장기부채의존도,연도×라벨,0.0248,76.8796
2016,차입금의존도,연도×라벨,0.0,94.7085
2016,순차입금비율,연도×라벨,-36.602,4136.0558
2016,금융부채비율,연도×라벨,0.0,4274.9606
2016,자기자본비율,연도×라벨,-27.5529,88.8028
2016,유보율,연도×라벨,-1274.005,12863.5677
2016,자본잠식률,연도×라벨,-14178.75,1117.66
2016,유동비율,연도×라벨,4.8102,3650.4358
2016,당좌비율_추정,연도×라벨,3.1434,210.0093
2016,현금비율,연도×라벨,0.0265,84.7722
2016,순운전자본비율,연도×라벨,-78.4709,58.4194
2016,순운전자본회전율,연도×라벨,0.3278,52.2376
2016,금융비용부담률,연도×라벨,0.0244,26.1422
2016,비유동비율,연도×라벨,24.5613,3554.6292
2016,비유동장기적합률,연도×라벨,7.2396,744.4617
2016,유형자산비율,연도×라벨,0.0,96.4276
2016,유형자산부채비율,연도×라벨,0.0,362.0747
2016,ROA,연도×라벨,-31.1196,9.7377
2016,ROE,연도×라벨,-120.8801,116.4566
2016,ROIC,연도×라벨,-46.5619,3.8634
2016,총자본영업이익률,연도×라벨,-21.3977,2.7093
2016,매출총이익률,연도×라벨,0.0921,100.0
2016,영업이익률,연도×라벨,-87.3425,42.6833
2016,순이익률,연도×라벨,-91.0867,70.5756
2016,EBITDA마진,연도×라벨,-63.6325,49.9258
2016,영업현금흐름비율,연도×라벨,-96.2376,89.9023
2016,현금ROA,연도×라벨,-35.205,44.8435
2016,현금ROE,연도×라벨,-185.449,206.6173
2016,매출원가율,연도×라벨,0.0,99.9079
2016,판관비율,연도×라벨,1.8683,161.155
2016,감가상각비율,연도×라벨,0.0,32.3457
2016,총자산회전율,연도×라벨,0.0093,4.966
2016,유동자산회전율,연도×라벨,0.0442,18.344
2016,비유동자산회전율,연도×라벨,0.0157,181.6554
2016,유형자산회전율,연도×라벨,0.0343,3627.72
2016,자기자본회전율,연도×라벨,0.0204,77.6457
2016,투하자본회전율,연도×라벨,0.0099,45.3149
2016,매출채권회전율,연도×라벨,0.8355,309.063
2016,매출채권회수기간,연도×라벨,1.2811,480.4654
2016,재고자산회전율,연도×라벨,0.1634,142.8504
2016,재고자산보유기간,연도×라벨,2.596,572.7216
2016,매입채무회전율,연도×라벨,0.0035,1490.3992
2016,매입채무지급기간,연도×라벨,0.9933,599.279
2016,현금전환주기_CCC,연도×라벨,-132.9163,568.2827
2016,영업CF_유동부채,연도×라벨,-122.6327,363.5774
2016,영업CF_총부채,연도×라벨,-89.772,56.5865
2016,FCF_총자산,연도×라벨,-49.6437,51.1187
2016,매출액증가율,연도×라벨,-80.9611,254.7296
2016,영업이익증가율,연도×라벨,-219.2391,476.3317
2016,순이익증가율,연도×라벨,-252.5419,119.3068
2016,EBITDA증가율,연도×라벨,-99.6837,622.5049
2016,총자산증가율,연도×라벨,-45.9644,115.8173
2016,유형자산증가율,연도×라벨,-91.3569,1239.4101
2016,자기자본증가율,연도×라벨,-75.9353,296.644
2016,부채증가율,연도×라벨,-66.7163,251.5594
2016,영업현금흐름증가율,연도×라벨,-273.335,537.2136
2016,FCF증가율,연도×라벨,-1843.295,1193.6598
2016,ROA변화,연도×라벨,-29.908,27.5252
2016,영업이익률변화,연도×라벨,-40.9438,28.8043
2016,부채비율변화,연도×라벨,-1845.3015,1057.865
2016,유동비율변화,연도×라벨,-640.9404,94.6065
2016,부채비율_diff,연도×라벨,-180.375,6271.7029
2016,부채비율_ratio,연도×라벨,0.0665,33.4566
2016,총부채비율_diff,연도×라벨,-49.0914,67.2615
2016,총부채비율_ratio,연도×라벨,0.1858,2.1156
2016,장기부채비율_diff,연도×라벨,-59.9629,1703.1409
2016,장기부채비율_ratio,연도×라벨,0.0004,29.391
2016,장기부채의존도_diff,연도×라벨,-22.6264,54.2284
2016,장기부채의존도_ratio,연도×라벨,0.0011,3.3941
2016,차입금의존도_diff,연도×라벨,-31.4807,63.2278
2016,차입금의존도_ratio,연도×라벨,0.0,3.0085
2016,순차입금비율_diff,연도×라벨,-123.219,4049.4388
2016,순차입금비율_ratio,연도×라벨,-0.4226,47.7511
2016,금융부채비율_diff,연도×라벨,-96.7691,4178.1915
2016,금융부채비율_ratio,연도×라벨,0.0,44.1769
2016,자기자본비율_diff,연도×라벨,-67.2615,49.0942
2016,자기자본비율_ratio,연도×라벨,-0.6939,2.2364
2016,유보율_diff,연도×라벨,-12645.8578,1491.7149
2016,유보율_ratio,연도×라벨,-0.112,1.1312
2016,자본잠식률_diff,연도×라벨,1722.7415,17019.1515
2016,자본잠식률_ratio,연도×라벨,-0.0703,0.8917
2016,유동비율_diff,연도×라벨,-84.7016,3560.924
2016,유동비율_ratio,연도×라벨,0.0537,40.7816
2016,당좌비율_추정_diff,연도×라벨,-71.5034,135.3625
2016,당좌비율_추정_ratio,연도×라벨,0.0421,2.8134
2016,현금비율_diff,연도×라벨,-9.352,75.3937
2016,현금비율_ratio,연도×라벨,0.0028,9.039
2016,순운전자본비율_diff,연도×라벨,-77.552,59.3383
2016,순운전자본비율_ratio,연도×라벨,-63.5753,85.3965
2016,순운전자본회전율_diff,연도×라벨,-4.9699,46.9399
2016,순운전자본회전율_ratio,연도×라벨,0.0619,9.8604
2016,금융비용부담률_diff,연도×라벨,-2.0429,24.0748
2016,금융비용부담률_ratio,연도×라벨,0.0118,12.6451
2016,비유동비율_diff,연도×라벨,-147.9768,3382.0911
2016,비유동비율_ratio,연도×라벨,0.1424,20.602
2016,비유동장기적합률_diff,연도×라벨,-99.1581,638.0641
2016,비유동장기적합률_ratio,연도×라벨,0.068,6.997
2016,유형자산비율_diff,연도×라벨,-37.7213,58.7063
2016,유형자산비율_ratio,연도×라벨,0.0,2.5563
2016,유형자산부채비율_diff,연도×라벨,-72.7715,289.3032
2016,유형자산부채비율_ratio,연도×라벨,0.0,4.9755
2016,ROA_diff,연도×라벨,-32.4612,8.3961
2016,ROA_ratio,연도×라벨,-23.1962,7.2584
2016,ROE_diff,연도×라벨,-124.0509,113.2859
2016,ROE_ratio,연도×라벨,-38.1233,36.7282
2016,ROIC_diff,연도×라벨,-49.1275,1.2978
2016,ROIC_ratio,연도×라벨,-18.1485,1.5058
2016,총자본영업이익률_diff,연도×라벨,-24.2379,-0.1309
2016,총자본영업이익률_ratio,연도×라벨,-7.534,0.9539
2016,매출총이익률_diff,연도×라벨,-35.091,64.8169
2016,매출총이익률_ratio,연도×라벨,0.0026,2.8423
2016,영업이익률_diff,연도×라벨,-93.2772,36.7486
2016,영업이익률_ratio,연도×라벨,-14.7173,7.1922
2016,순이익률_diff,연도×라벨,-93.0092,68.6531
2016,순이익률_ratio,연도×라벨,-47.3783,36.7096
2016,EBITDA마진_diff,연도×라벨,-73.1455,40.4128
2016,EBITDA마진_ratio,연도×라벨,-6.689,5.2482
2016,영업현금흐름비율_diff,연도×라벨,-96.0378,90.1021
2016,영업현금흐름비율_ratio,연도×라벨,-450.0032,481.7145
2016,현금ROA_diff,연도×라벨,-38.5835,41.465
2016,현금ROA_ratio,연도×라벨,-10.4203,13.2732
2016,현금ROE_diff,연도×라벨,-193.477,198.5892
2016,현금ROE_ratio,연도×라벨,-23.1001,25.7369
2016,매출원가율_diff,연도×라벨,-64.8169,35.091
2016,매출원가율_ratio,연도×라벨,0.0,1.5414
2016,판관비율_diff,연도×라벨,-27.3802,131.9066
2016,판관비율_ratio,연도×라벨,0.0639,5.5099
2016,감가상각비율_diff,연도×라벨,-3.5783,28.7674
2016,감가상각비율_ratio,연도×라벨,0.0,9.0394
2016,총자산회전율_diff,연도×라벨,-0.8054,4.1513
2016,총자산회전율_ratio,연도×라벨,0.0114,6.0959
2016,유동자산회전율_diff,연도×라벨,-3.11,15.1898
2016,유동자산회전율_ratio,연도×라벨,0.014,5.8158
2016,비유동자산회전율_diff,연도×라벨,-1.4413,180.1983
2016,비유동자산회전율_ratio,연도×라벨,0.0108,124.6731
2016,유형자산회전율_diff,연도×라벨,-4.6375,3623.0481
2016,유형자산회전율_ratio,연도×라벨,0.0073,776.5046
2016,자기자본회전율_diff,연도×라벨,-2.4244,75.2009
2016,자기자본회전율_ratio,연도×라벨,0.0083,31.7601
2016,투하자본회전율_diff,연도×라벨,-1.2841,44.0209
2016,투하자본회전율_ratio,연도×라벨,0.0077,35.0182
2016,매출채권회전율_diff,연도×라벨,-12.7349,295.4926
2016,매출채권회전율_ratio,연도×라벨,0.0616,22.7748
2016,매출채권회수기간_diff,연도×라벨,-103.3906,375.7938
2016,매출채권회수기간_ratio,연도×라벨,0.0122,4.5902
2016,재고자산회전율_diff,연도×라벨,-15.5067,127.1803
2016,재고자산회전율_ratio,연도×라벨,0.0104,9.1161
2016,재고자산보유기간_diff,연도×라벨,-58.5224,511.6032
2016,재고자산보유기간_ratio,연도×라벨,0.0425,9.3707
2016,매입채무회전율_diff,연도×라벨,-3.7092,1486.6865
2016,매입채무회전율_ratio,연도×라벨,0.001,401.4334
2016,매입채무지급기간_diff,연도×라벨,-227.3845,370.9012
2016,매입채무지급기간_ratio,연도×라벨,0.0043,2.6241
2016,현금전환주기_CCC_diff,연도×라벨,-70.3285,630.8706
2016,현금전환주기_CCC_ratio,연도×라벨,-9.0798,2.1237
2016,영업CF_유동부채_diff,연도×라벨,-131.8437,354.3664
2016,영업CF_유동부채_ratio,연도×라벨,-13.3137,39.4719
2016,영업CF_총부채_diff,연도×라벨,-96.3064,50.0521
2016,영업CF_총부채_ratio,연도×라벨,-13.7383,8.6597
2016,FCF_총자산_diff,연도×라벨,-48.9186,51.8438
2016,FCF_총자산_ratio,연도×라벨,-70.4959,68.4618
2016,매출액증가율_diff,연도×라벨,-86.574,249.1167
2016,매출액증가율_ratio,연도×라벨,-14.4241,45.3829
2016,영업이익증가율_diff,연도×라벨,-255.005,440.5658
2016,영업이익증가율_ratio,연도×라벨,-6.1298,13.3181
2016,순이익증가율_diff,연도×라벨,-245.2983,126.5504
2016,순이익증가율_ratio,연도×라벨,-16.4707,34.8642
2016,EBITDA증가율_diff,연도×라벨,-120.3685,601.8201
2016,EBITDA증가율_ratio,연도×라벨,-4.8192,30.0948
2016,총자산증가율_diff,연도×라벨,-55.302,106.4797
2016,총자산증가율_ratio,연도×라벨,-4.9225,12.4033
2016,유형자산증가율_diff,연도×라벨,-96.033,1234.734
2016,유형자산증가율_ratio,연도×라벨,-19.5368,265.0492
2016,자기자본증가율_diff,연도×라벨,-81.1196,291.4598
2016,자기자본증가율_ratio,연도×라벨,-14.6473,57.2203
2016,부채증가율_diff,연도×라벨,-77.4459,240.8298
2016,부채증가율_ratio,연도×라벨,-6.218,23.4453
2016,영업현금흐름증가율_diff,연도×라벨,-333.7641,476.7845
2016,영업현금흐름증가율_ratio,연도×라벨,-4.5232,8.89
2016,FCF증가율_diff,연도×라벨,-1643.457,1393.4978
2016,FCF증가율_ratio,연도×라벨,-5.9731,9.2239
2016,ROA변화_diff,연도×라벨,-28.8252,28.608
2016,ROA변화_ratio,연도×라벨,-25.4203,27.6209
2016,영업이익률변화_diff,연도×라벨,-40.6704,29.0777
2016,영업이익률변화_ratio,연도×라벨,-105.3571,149.7593
2016,부채비율변화_diff,연도×라벨,-1862.2466,1040.9198
2016,부채비율변화_ratio,연도×라벨,-108.8984,62.4287
2016,유동비율변화_diff,연도×라벨,-631.4625,104.0844
2016,유동비율변화_ratio,연도×라벨,-9.9818,67.6246
2016,업력_diff,연도×라벨,-31.5,19.5
2016,업력_ratio,연도×라벨,0.241,1.4699
2016,매출액영업이익률_diff_industry,연도×라벨,-90.1025,39.9233
2016,매출액영업이익률_ratio_industry,연도×라벨,-31.6458,15.465
2016,EBIT대매출액_diff_industry,연도×라벨,-90.4825,39.5433
2016,EBIT대매출액_ratio_industry,연도×라벨,-27.8161,13.5934
2016,EBITDA대매출액_diff_industry,연도×라벨,-67.7025,45.8558
2016,EBITDA대매출액_ratio_industry,연도×라벨,-15.6345,12.2668
2016,매출원가대매출액_diff_industry,연도×라벨,-80.47,19.4379
2016,매출원가대매출액_ratio_industry,연도×라벨,0.0,1.2416
2016,매출액순이익률_diff_industry,연도×라벨,-93.0067,68.6556
2016,매출액순이익률_ratio_industry,연도×라벨,-47.441,36.7581
2016,사내유보율_diff_industry,연도×라벨,-1370.175,12767.3977
2016,사내유보율_ratio_industry,연도×라벨,-13.2474,133.7586
2016,금융비용대매출액_diff_industry,연도×라벨,-0.4756,25.6422
2016,금융비용대매출액_ratio_industry,연도×라벨,0.0489,52.2845
2016,자기자본비율_diff_industry,연도×라벨,-68.2329,48.1228
2016,자기자본비율_ratio_industry,연도×라벨,-0.6773,2.183
2016,부채비율_diff_industry,연도×라벨,-132.9314,6319.1465
2016,부채비율_ratio_industry,연도×라벨,0.0882,44.3442
2016,유동비율_diff_industry,연도×라벨,-124.2198,3521.4058
2016,유동비율_ratio_industry,연도×라벨,0.0373,28.2914
2016,당좌비율_diff_industry,연도×라벨,-93.8066,113.0593
2016,당좌비율_ratio_industry,연도×라벨,0.0324,2.1662
2016,현금비율_diff_industry,연도×라벨,-19.0735,65.6722
2016,현금비율_ratio_industry,연도×라벨,0.0014,4.4383
2016,순운전자본대총자본_diff_industry,연도×라벨,-90.4409,46.4494
2016,순운전자본대총자본_ratio_industry,연도×라벨,-6.5556,4.8805
2016,비유동비율_diff_industry,연도×라벨,-90.4587,3439.6092
2016,비유동비율_ratio_industry,연도×라벨,0.2135,30.9044
2016,비유동장기적합률_diff_industry,연도×라벨,-72.3904,664.8317
2016,비유동장기적합률_ratio_industry,연도×라벨,0.0909,9.349
