Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.1333,0.9,0.072,0.9295,0.2528,0.7323
2017,0.3113,0.9756,0.1852,0.955,0.5239,0.8107
2018,0.1812,1.0,0.0996,0.9485,0.3624,0.7376
2019,0.3064,1.0,0.1809,0.9508,0.4226,0.8313
2020,0.1923,0.8621,0.1082,0.8805,0.1836,0.7674
2021,0.2126,0.9643,0.1195,0.944,0.4759,0.7899
