사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,최종합산스코어,등급_5단계,신용등급
1208818520,선행기업(주),2020,성숙기,0,0.0,0.0,67.03,52.01,0.06,50.53,11.9,매우 안정,
1208819456,이노비스코리아주식회사,2017,성숙기,0,34.84,0.0,47.46,39.77,0.44,48.91,11.2,매우 안정,
1208819456,이노비스코리아주식회사,2018,성숙기,0,25.54,0.0,70.94,50.75,8.68,53.32,18.3,매우 안정,
1208819456,이노비스코리아주식회사,2019,성숙기,1,56.69,0.0,63.92,48.47,95.64,94.86,69.0,매우 위험,
1208820268,베네카코리아주식회사,2022,도입기,0,88.19,76.6,94.01,28.58,0.3,51.3,33.3,안정,
1208820268,베네카코리아주식회사,2023,도입기,0,62.46,100.0,94.68,43.91,3.87,49.75,39.4,안정,
1208820268,베네카코리아주식회사,2024,도입기,1,77.47,100.0,100.0,50.6,96.55,98.26,94.4,매우 위험,
1208825680,(주)씨에이치엘코리아,2018,성장기,0,25.54,4.0,70.94,50.75,0.04,48.93,14.2,매우 안정,
1208825680,(주)씨에이치엘코리아,2019,성숙기,0,56.69,0.0,63.92,48.47,0.43,47.63,14.3,매우 안정,
1208825680,(주)씨에이치엘코리아,2020,성숙기,0,0.0,0.0,67.03,56.82,0.05,50.31,12.1,매우 안정,
1208825735,주식회사신화홀딩스,2015,성장기,0,100.0,0.0,0.0,49.96,3.64,49.94,12.0,매우 안정,
1208825735,주식회사신화홀딩스,2016,쇠퇴기,0,56.26,100.0,42.55,49.61,6.89,52.56,36.0,안정,
1208825735,주식회사신화홀딩스,2017,도입기,1,34.84,83.9,47.46,39.77,97.91,97.03,84.0,매우 위험,
1218100456,동양산업주식회사,2015,성숙기,0,100.0,3.2,0.0,49.78,0.17,42.68,10.4,매우 안정,
1218100456,동양산업주식회사,2016,성숙기,0,56.26,0.0,42.55,47.62,0.81,51.15,12.5,매우 안정,
1218100456,동양산업주식회사,2017,성숙기,0,34.84,0.0,47.46,37.52,0.38,48.68,11.0,매우 안정,
1218100456,동양산업주식회사,2018,성숙기,0,25.54,0.0,70.94,53.89,5.46,51.64,16.7,매우 안정,
1218100456,동양산업주식회사,2019,도입기,0,56.69,89.9,63.92,44.39,0.94,44.95,32.2,안정,
1218100456,동양산업주식회사,2020,성숙기,0,0.0,0.0,67.03,58.28,1.75,50.94,13.1,매우 안정,
1218100456,동양산업주식회사,2021,조정기,0,77.37,31.7,70.41,64.09,26.66,62.2,38.2,안정,
1218100456,동양산업주식회사,2022,도입기,0,88.19,76.6,94.01,32.92,2.52,38.19,34.1,안정,
1218100456,동양산업주식회사,2023,쇠퇴기,0,62.46,96.6,94.68,48.26,37.12,66.93,58.1,위험,
1218100456,동양산업주식회사,2024,조정기,0,77.47,31.7,100.0,53.72,79.29,71.18,70.1,매우 위험,
1218112710,동인천역사(주),2016,조정기,0,56.26,25.3,42.55,49.61,12.94,50.81,24.3,매우 안정,
1218112710,동인천역사(주),2017,조정기,0,34.84,21.8,47.46,39.77,17.14,51.08,24.8,매우 안정,
1218113586,신영약업(주),2015,쇠퇴기,0,100.0,100.0,0.0,54.68,0.1,49.73,30.3,안정,
1218113586,신영약업(주),2016,성숙기,0,56.26,0.0,42.55,51.64,0.18,50.85,12.3,매우 안정,
1218113586,신영약업(주),2017,쇠퇴기,0,34.84,100.0,47.46,41.27,0.7,49.19,31.4,안정,
1218113586,신영약업(주),2018,조정기,0,25.54,30.2,70.94,51.59,0.2,48.67,19.5,매우 안정,
1218113586,신영약업(주),2019,성장기,0,56.69,0.2,63.92,46.6,0.21,47.43,14.1,매우 안정,
1218113586,신영약업(주),2020,성숙기,0,0.0,0.0,67.03,52.28,28.1,65.43,28.0,매우 안정,
1218113586,신영약업(주),2021,쇠퇴기,0,77.37,100.0,70.41,55.83,1.44,35.76,36.3,안정,
1218113586,신영약업(주),2022,성숙기,0,88.19,0.0,94.01,25.28,0.22,50.64,17.7,매우 안정,
1218113586,신영약업(주),2023,성장기,0,62.46,11.1,94.68,40.66,0.8,48.09,19.7,매우 안정,
1218117767,서원상협주식회사,2015,성장기,0,100.0,0.0,0.0,49.96,0.19,49.99,10.1,매우 안정,
1218117767,서원상협주식회사,2016,조정기,0,56.26,25.3,42.55,48.02,0.09,50.76,17.1,매우 안정,
1218117767,서원상협주식회사,2017,쇠퇴기,0,34.84,100.0,47.46,38.78,0.05,48.89,30.9,안정,
1218117767,서원상협주식회사,2018,성숙기,0,25.54,0.0,70.94,50.12,0.02,48.92,13.3,매우 안정,
1218117767,서원상협주식회사,2019,성숙기,0,56.69,0.0,63.92,46.21,0.06,47.44,13.9,매우 안정,
1218117767,서원상협주식회사,2020,성숙기,0,0.0,0.0,67.03,58.38,26.97,64.91,27.7,매우 안정,
1218117767,서원상협주식회사,2021,쇠퇴기,0,77.37,100.0,70.41,67.33,0.1,35.65,36.1,안정,
1218117767,서원상협주식회사,2022,조정기,0,88.19,34.7,94.01,33.76,0.01,51.25,25.0,매우 안정,
1218117767,서원상협주식회사,2023,성장기,0,62.46,11.1,94.68,49.03,0.03,47.79,19.7,매우 안정,
1218117767,서원상협주식회사,2024,성숙기,0,77.47,0.0,100.0,53.69,0.05,48.81,19.0,매우 안정,
1218120433,선우철강(주),2015,쇠퇴기,0,100.0,100.0,0.0,52.45,0.59,45.98,30.2,안정,
1218120433,선우철강(주),2016,쇠퇴기,0,56.26,100.0,42.55,50.49,0.25,50.63,32.3,안정,
1218120433,선우철강(주),2017,쇠퇴기,0,34.84,100.0,47.46,43.4,0.18,48.87,31.2,안정,
1218120433,선우철강(주),2018,쇠퇴기,0,25.54,100.0,70.94,55.54,0.13,48.91,33.7,안정,
1218120433,선우철강(주),2019,쇠퇴기,0,56.69,100.0,63.92,57.2,0.17,47.44,34.6,안정,
1218120433,선우철강(주),2020,쇠퇴기,0,0.0,96.8,67.03,60.59,0.12,50.48,31.7,안정,
1218120433,선우철강(주),2021,성장기,0,77.37,0.0,70.41,65.93,0.09,49.41,16.7,매우 안정,
1218120433,선우철강(주),2022,성장기,0,88.19,1.7,94.01,44.51,0.02,51.26,19.0,매우 안정,
1218120433,선우철강(주),2023,성장기,0,62.46,11.1,94.68,58.99,0.03,47.78,20.2,매우 안정,
1218120433,선우철강(주),2024,성장기,0,77.47,22.2,100.0,60.22,0.06,48.82,23.8,매우 안정,
1218121316,주식회사화인통상,2015,성숙기,0,100.0,3.2,0.0,50.78,0.1,49.95,10.7,매우 안정,
1218121316,주식회사화인통상,2016,성숙기,0,56.26,0.0,42.55,50.05,0.06,50.79,12.1,매우 안정,
1218121316,주식회사화인통상,2017,성숙기,0,34.84,0.0,47.46,39.79,0.03,48.9,10.9,매우 안정,
1218121316,주식회사화인통상,2018,성숙기,0,25.54,0.0,70.94,51.78,0.1,48.97,13.5,매우 안정,
1218121316,주식회사화인통상,2019,성숙기,0,56.69,0.0,63.92,48.51,0.03,47.38,14.0,매우 안정,
1218121316,주식회사화인통상,2020,성숙기,0,0.0,0.0,67.03,56.57,0.02,50.5,12.1,매우 안정,
1218121316,주식회사화인통상,2021,성숙기,0,77.37,2.6,70.41,60.32,0.02,49.42,16.9,매우 안정,
1218121316,주식회사화인통상,2022,조정기,0,88.19,34.7,94.01,26.31,0.01,51.3,24.6,매우 안정,
1218121316,주식회사화인통상,2023,조정기,0,62.46,33.5,94.68,41.6,0.01,47.78,23.8,매우 안정,
1218121316,주식회사화인통상,2024,조정기,0,77.47,31.7,100.0,49.41,0.01,48.8,25.1,매우 안정,
1218122426,주식회사머스터,2018,성장기,0,25.54,4.0,70.94,50.75,0.35,48.93,14.3,매우 안정,
1218122426,주식회사머스터,2019,성숙기,0,56.69,0.0,63.92,48.47,0.06,47.26,14.0,매우 안정,
1218122426,주식회사머스터,2020,성숙기,0,0.0,0.0,67.03,56.82,0.08,50.52,12.1,매우 안정,
1218122426,주식회사머스터,2021,성숙기,0,77.37,2.6,70.41,56.48,0.06,49.41,16.8,매우 안정,
1218122426,주식회사머스터,2022,성숙기,0,88.19,0.0,94.01,25.88,7.65,55.42,22.1,매우 안정,
1218122426,주식회사머스터,2023,쇠퇴기,0,62.46,96.6,94.68,38.83,87.64,92.05,86.7,매우 위험,
1218122426,주식회사머스터,2024,쇠퇴기,0,77.47,82.9,100.0,47.41,1.73,2.6,33.9,안정,
1218125272,(주)제일텔레콤,2021,도입기,0,77.37,82.6,70.41,59.96,0.26,49.42,33.0,안정,
1218125272,(주)제일텔레콤,2022,성숙기,0,88.19,0.0,94.01,28.58,0.05,51.19,17.8,매우 안정,
1218125272,(주)제일텔레콤,2023,성장기,0,62.46,11.1,94.68,43.91,68.79,85.81,59.1,위험,
1218125272,(주)제일텔레콤,2024,도입기,0,77.47,100.0,100.0,50.02,48.93,37.94,65.2,매우 위험,
1218126363,주식회사성지스텐,2022,성숙기,0,88.19,0.0,94.01,28.58,0.22,51.3,17.9,매우 안정,
1218126363,주식회사성지스텐,2023,쇠퇴기,0,62.46,96.6,94.68,43.91,4.08,49.91,38.8,안정,
1218126363,주식회사성지스텐,2024,성장기,1,77.47,22.2,100.0,50.6,89.91,94.61,75.0,매우 위험,
1218128487,(주)계명,2016,쇠퇴기,0,56.26,100.0,42.55,49.61,0.08,50.81,32.1,안정,
1218128487,(주)계명,2017,조정기,0,34.84,21.8,47.46,39.77,0.17,48.96,15.4,매우 안정,
1218128487,(주)계명,2018,조정기,0,25.54,30.2,70.94,50.75,33.49,66.68,38.7,안정,
1218128487,(주)계명,2019,조정기,0,56.69,30.1,63.92,50.05,75.59,70.36,62.8,매우 위험,
1218130853,(주)삼원이앤지,2022,성장기,0,88.19,1.7,94.01,28.58,0.38,51.3,18.4,매우 안정,
1218130853,(주)삼원이앤지,2023,쇠퇴기,0,62.46,96.6,94.68,43.91,7.79,51.87,41.0,중립,
1218130853,(주)삼원이앤지,2024,성숙기,0,77.47,0.0,100.0,50.6,93.66,94.62,72.6,매우 위험,
1218131532,주식회사송림정보통신,2021,도입기,0,77.37,82.6,70.41,59.96,0.04,49.42,32.9,안정,
1218131532,주식회사송림정보통신,2022,성장기,0,88.19,1.7,94.01,28.58,0.01,51.29,18.1,매우 안정,
1218131532,주식회사송림정보통신,2023,성숙기,0,62.46,0.0,94.68,43.91,0.03,47.79,17.2,매우 안정,
1218131532,주식회사송림정보통신,2024,조정기,0,77.47,31.7,100.0,50.66,0.05,48.81,25.2,매우 안정,
1218131866,(주)한국물류,2017,성장기,0,34.84,1.1,47.46,39.77,0.11,48.91,11.2,매우 안정,
1218131866,(주)한국물류,2018,성숙기,0,25.54,0.0,70.94,50.75,0.76,49.28,13.8,매우 안정,
1218131866,(주)한국물류,2019,조정기,0,56.69,30.1,63.92,48.47,30.43,63.61,37.6,안정,
1218131866,(주)한국물류,2020,성숙기,0,0.0,0.0,67.03,53.99,0.07,34.3,11.2,매우 안정,
1218131866,(주)한국물류,2021,조정기,0,77.37,31.7,70.41,61.55,9.25,54.13,28.1,매우 안정,
1218131866,(주)한국물류,2022,성숙기,0,88.19,0.0,94.01,29.02,0.57,46.59,17.9,매우 안정,
1218131866,(주)한국물류,2023,성숙기,0,62.46,0.0,94.68,44.5,6.1,50.84,20.7,매우 안정,
1218131866,(주)한국물류,2024,성숙기,0,77.47,0.0,100.0,51.25,4.99,48.19,21.6,매우 안정,
1218138743,만복철강(주),2015,조정기,0,100.0,32.8,0.0,49.66,1.83,50.8,17.6,매우 안정,
1218138743,만복철강(주),2016,조정기,0,56.26,25.3,42.55,50.26,63.99,84.01,54.0,위험,
1218138743,만복철강(주),2017,조정기,0,34.84,21.8,47.46,39.52,22.47,26.66,26.5,매우 안정,
1218138743,만복철강(주),2018,조정기,0,25.54,30.2,70.94,50.93,0.09,37.06,18.9,매우 안정,
1218138743,만복철강(주),2019,성숙기,0,56.69,0.0,63.92,50.95,55.08,77.42,45.9,중립,
1218138743,만복철강(주),2020,조정기,0,0.0,29.0,67.03,59.83,86.86,67.58,66.6,매우 위험,
1218138743,만복철강(주),2021,성숙기,0,77.37,2.6,70.41,63.83,0.38,5.1,15.1,매우 안정,
1218138743,만복철강(주),2022,쇠퇴기,0,88.19,100.0,94.01,32.64,74.89,91.68,81.2,매우 위험,
1218138743,만복철강(주),2023,조정기,0,62.46,33.5,94.68,47.69,68.0,44.1,61.3,매우 위험,
1218138743,만복철강(주),2024,쇠퇴기,1,77.47,82.9,100.0,52.68,95.59,63.27,88.8,매우 위험,
1218139058,세명강업(주),2015,성숙기,0,100.0,3.2,0.0,49.96,0.09,49.95,10.7,매우 안정,
1218139058,세명강업(주),2016,성숙기,0,56.26,0.0,42.55,48.18,0.11,50.82,12.1,매우 안정,
1218139058,세명강업(주),2017,조정기,0,34.84,21.8,47.46,38.58,0.08,48.9,15.3,매우 안정,
1218139058,세명강업(주),2018,조정기,0,25.54,30.2,70.94,49.95,0.04,48.91,19.4,매우 안정,
1218139058,세명강업(주),2019,조정기,0,56.69,30.1,63.92,48.9,0.05,47.43,20.1,매우 안정,
1218139058,세명강업(주),2020,조정기,0,0.0,29.0,67.03,56.69,0.05,50.51,17.9,매우 안정,
1218139058,세명강업(주),2021,조정기,0,77.37,31.7,70.41,61.04,0.05,49.42,22.8,매우 안정,
1218139058,세명강업(주),2022,조정기,0,88.19,34.7,94.01,31.49,0.01,51.28,24.9,매우 안정,
1218139058,세명강업(주),2023,성장기,0,62.46,11.1,94.68,46.63,0.01,47.78,19.5,매우 안정,
1218139058,세명강업(주),2024,성장기,0,77.47,22.2,100.0,52.61,0.83,49.24,23.9,매우 안정,
1218139534,주원철강(주),2016,성장기,0,56.26,0.3,42.55,49.61,0.05,50.81,12.2,매우 안정,
1218139534,주원철강(주),2017,도입기,0,34.84,83.9,47.46,39.77,0.08,48.93,27.7,매우 안정,
1218139534,주원철강(주),2018,쇠퇴기,0,25.54,100.0,70.94,50.75,61.88,81.84,69.0,매우 위험,
1218139534,주원철강(주),2019,쇠퇴기,0,56.69,100.0,63.92,55.78,93.42,64.58,86.6,매우 위험,
1218139534,주원철강(주),2020,쇠퇴기,1,0.0,96.8,67.03,59.82,98.18,53.16,85.7,매우 위험,
1218140026,(주)한국도매물류,2015,성장기,0,100.0,0.0,0.0,49.96,0.13,49.94,10.1,매우 안정,
1218140026,(주)한국도매물류,2016,성장기,0,56.26,0.3,42.55,49.61,1.89,51.75,13.2,매우 안정,
1218140026,(주)한국도매물류,2017,성장기,0,34.84,1.1,47.46,39.77,8.4,52.34,15.9,매우 안정,
1218140026,(주)한국도매물류,2022,쇠퇴기,0,88.19,100.0,94.01,31.01,0.62,51.3,38.3,안정,
1218140026,(주)한국도매물류,2023,성장기,0,62.46,11.1,94.68,37.29,0.56,47.75,19.4,매우 안정,
1218140026,(주)한국도매물류,2024,성숙기,0,77.47,0.0,100.0,39.88,0.54,48.79,18.6,매우 안정,
1218140841,주식회사현대철강,2021,성장기,0,77.37,0.0,70.41,59.96,0.15,49.42,16.5,매우 안정,
1218140841,주식회사현대철강,2022,도입기,0,88.19,76.6,94.01,28.58,0.01,51.23,33.1,안정,
1218140841,주식회사현대철강,2023,쇠퇴기,0,62.46,96.6,94.68,43.91,1.11,48.38,37.1,안정,
1218140841,주식회사현대철강,2024,조정기,0,77.47,31.7,100.0,53.35,42.43,70.86,49.8,중립,
1218142418,(주)대민목재,2015,도입기,0,100.0,75.7,0.0,49.96,0.07,49.94,25.2,매우 안정,
1218142418,(주)대민목재,2016,도입기,0,56.26,80.6,42.55,49.61,0.6,51.1,28.6,매우 안정,
1218142418,(주)대민목재,2017,도입기,0,34.84,83.9,47.46,39.77,28.89,63.87,44.3,중립,
1218142418,(주)대민목재,2018,성장기,0,25.54,4.0,70.94,52.12,47.27,58.78,40.7,중립,
1218142418,(주)대민목재,2019,쇠퇴기,0,56.69,100.0,63.92,49.64,92.73,72.18,86.3,매우 위험,
1218142418,(주)대민목재,2020,쇠퇴기,1,0.0,96.8,67.03,60.32,97.78,53.32,85.5,매우 위험,
1218144283,(주)명원목재,2020,성장기,0,0.0,0.0,67.03,56.82,0.02,50.51,12.1,매우 안정,
1218144283,(주)명원목재,2021,성장기,0,77.37,0.0,70.41,59.96,0.16,49.5,16.5,매우 안정,
1218144283,(주)명원목재,2022,성장기,0,88.19,1.7,94.01,28.58,0.17,51.31,18.2,매우 안정,
1218144283,(주)명원목재,2023,쇠퇴기,0,62.46,96.6,94.68,44.55,50.99,75.9,66.0,매우 위험,
1218144283,(주)명원목재,2024,도입기,0,77.47,100.0,100.0,51.29,53.98,50.2,68.6,매우 위험,
1218144395,기경산업(주),2015,쇠퇴기,0,100.0,100.0,0.0,49.67,1.67,50.58,30.9,안정,
1218144395,기경산업(주),2016,쇠퇴기,0,56.26,100.0,42.55,47.06,0.56,50.23,32.2,안정,
1218144395,기경산업(주),2017,쇠퇴기,0,34.84,100.0,47.46,37.76,0.67,48.97,31.2,안정,
1218144395,기경산업(주),2018,성숙기,0,25.54,0.0,70.94,48.81,0.97,49.1,13.8,매우 안정,
1218144395,기경산업(주),2019,쇠퇴기,0,56.69,100.0,63.92,46.27,0.99,47.43,34.5,안정,
1218144395,기경산업(주),2020,성숙기,0,0.0,0.0,67.03,57.07,0.95,50.49,12.6,매우 안정,
1218144395,기경산업(주),2021,쇠퇴기,0,77.37,100.0,70.41,60.27,0.26,49.07,36.5,안정,
1218144395,기경산업(주),2022,쇠퇴기,0,88.19,100.0,94.01,32.37,0.16,51.25,38.1,안정,
1218144395,기경산업(주),2023,쇠퇴기,0,62.46,96.6,94.68,47.57,0.42,47.92,36.9,안정,
1218144395,기경산업(주),2024,쇠퇴기,0,77.47,82.9,100.0,53.49,0.78,48.99,36.0,안정,
1218145486,성주철강(주),2015,조정기,0,100.0,32.8,0.0,49.96,0.2,49.92,16.7,매우 안정,
1218146239,태현철강(주),2015,성숙기,0,100.0,3.2,0.0,54.7,8.45,48.46,15.4,매우 안정,
1218146239,태현철강(주),2016,성숙기,0,56.26,0.0,42.55,49.37,0.65,46.69,12.2,매우 안정,
1218146239,태현철강(주),2017,성숙기,0,34.84,0.0,47.46,39.55,66.7,83.85,49.3,중립,
1218148111,(주)용봉,2015,쇠퇴기,1,100.0,100.0,0.0,47.93,93.25,63.31,81.8,매우 위험,
1218151450,주식회사케이원,2015,성숙기,0,100.0,3.2,0.0,49.61,0.13,49.99,10.7,매우 안정,
1218151450,주식회사케이원,2016,도입기,0,56.26,80.6,42.55,49.4,0.05,50.77,28.2,매우 안정,
1218151450,주식회사케이원,2017,성숙기,0,34.84,0.0,47.46,39.54,0.07,48.92,10.9,매우 안정,
1218151450,주식회사케이원,2018,도입기,0,25.54,97.2,70.94,49.37,0.02,48.91,32.7,안정,
1218151450,주식회사케이원,2019,성장기,0,56.69,0.2,63.92,48.17,0.05,47.44,14.1,매우 안정,
1218151450,주식회사케이원,2020,성장기,0,0.0,0.0,67.03,59.77,0.03,50.5,12.2,매우 안정,
1218151450,주식회사케이원,2021,성장기,0,77.37,0.0,70.41,60.34,0.04,49.43,16.4,매우 안정,
1218151450,주식회사케이원,2022,도입기,0,88.19,76.6,94.01,30.39,0.03,51.3,33.2,안정,
1218151450,주식회사케이원,2023,조정기,0,62.46,33.5,94.68,45.7,0.3,47.93,24.1,매우 안정,
1218151450,주식회사케이원,2024,도입기,0,77.47,100.0,100.0,51.83,0.71,49.02,39.3,안정,
1218154665,(주)인터우드,2015,도입기,0,100.0,75.7,0.0,49.96,0.14,49.94,25.2,매우 안정,
1218154665,(주)인터우드,2016,조정기,0,56.26,25.3,42.55,49.61,0.1,50.79,17.2,매우 안정,
1218154665,(주)인터우드,2017,쇠퇴기,0,34.84,100.0,47.46,39.77,10.34,54.33,36.9,안정,
1218154665,(주)인터우드,2018,쇠퇴기,0,25.54,100.0,70.94,44.71,0.16,43.54,32.9,안정,
1218154665,(주)인터우드,2019,쇠퇴기,0,56.69,100.0,63.92,50.43,0.71,47.72,34.5,안정,
1218154665,(주)인터우드,2020,쇠퇴기,0,0.0,96.8,67.03,58.46,0.2,50.24,31.6,안정,
1218154665,(주)인터우드,2021,도입기,0,77.37,82.6,70.41,61.76,0.24,49.45,33.1,안정,
1218154665,(주)인터우드,2022,쇠퇴기,0,88.19,100.0,94.01,28.41,16.59,60.16,47.4,중립,
1218154665,(주)인터우드,2023,쇠퇴기,0,62.46,96.6,94.68,43.65,4.25,40.98,38.5,안정,
1218154665,(주)인터우드,2024,쇠퇴기,0,77.47,82.9,100.0,50.75,75.77,86.97,79.0,매우 위험,
1218156800,우리에스티(주),2021,조정기,0,77.37,31.7,70.41,59.96,0.12,49.42,22.8,매우 안정,
1218156800,우리에스티(주),2022,도입기,0,88.19,76.6,94.01,28.58,0.28,51.39,33.3,안정,
1218156800,우리에스티(주),2023,쇠퇴기,0,62.46,96.6,94.68,43.91,0.64,47.97,36.9,안정,
1218156800,우리에스티(주),2024,도입기,0,77.47,100.0,100.0,53.27,54.07,77.33,70.1,매우 위험,
1218158114,한미합판주식회사,2015,성숙기,0,100.0,3.2,0.0,49.96,2.33,51.1,12.0,매우 안정,
1218158114,한미합판주식회사,2016,도입기,0,56.26,80.6,42.55,49.03,4.64,52.06,30.8,안정,
1218158114,한미합판주식회사,2017,조정기,0,34.84,21.8,47.46,39.4,0.91,46.92,15.7,매우 안정,
1218158114,한미합판주식회사,2018,쇠퇴기,0,25.54,100.0,70.94,50.75,0.28,48.6,33.5,안정,
1218158114,한미합판주식회사,2019,조정기,0,56.69,30.1,63.92,49.82,1.97,48.34,21.2,매우 안정,
1218158114,한미합판주식회사,2020,조정기,0,0.0,29.0,67.03,59.11,0.12,49.52,18.0,매우 안정,
1218158114,한미합판주식회사,2021,조정기,0,77.37,31.7,70.41,60.99,1.9,50.34,23.9,매우 안정,
1218158114,한미합판주식회사,2022,도입기,0,88.19,76.6,94.01,29.38,2.34,51.54,34.5,안정,
1218158114,한미합판주식회사,2023,도입기,0,62.46,100.0,94.68,44.61,3.92,48.66,39.4,안정,
1218158114,한미합판주식회사,2024,성숙기,0,77.47,0.0,100.0,51.33,2.19,47.87,20.0,매우 안정,
1218158512,주식회사태평석유,2015,도입기,0,100.0,75.7,0.0,49.96,0.05,49.85,25.2,매우 안정,
1218158512,주식회사태평석유,2016,쇠퇴기,0,56.26,100.0,42.55,49.61,46.67,75.71,59.0,위험,
1218158512,주식회사태평석유,2017,조정기,0,34.84,21.8,47.46,35.85,10.12,29.37,19.7,매우 안정,
1218158512,주식회사태평석유,2018,성숙기,0,25.54,0.0,70.94,46.97,30.98,60.06,30.8,안정,
1218158512,주식회사태평석유,2019,쇠퇴기,0,56.69,100.0,63.92,48.37,2.34,31.77,34.5,안정,
1218158512,주식회사태평석유,2020,조정기,0,0.0,29.0,67.03,61.76,1.0,49.79,18.6,매우 안정,
1218158512,주식회사태평석유,2021,성장기,0,77.37,0.0,70.41,61.97,1.09,49.47,17.1,매우 안정,
1218158512,주식회사태평석유,2022,성장기,0,88.19,1.7,94.01,34.1,4.58,53.19,21.0,매우 안정,
1218158512,주식회사태평석유,2023,성장기,0,62.46,11.1,94.68,49.66,0.88,45.73,20.1,매우 안정,
1218158512,주식회사태평석유,2024,쇠퇴기,0,77.47,82.9,100.0,54.03,82.59,92.42,83.2,매우 위험,
1218161211,(주)경인오토,2018,성장기,0,25.54,4.0,70.94,50.75,0.02,48.93,14.2,매우 안정,
1218161211,(주)경인오토,2019,성숙기,0,56.69,0.0,63.92,48.47,0.02,47.42,14.0,매우 안정,
1218161211,(주)경인오토,2020,조정기,0,0.0,29.0,67.03,56.82,0.03,50.51,17.9,매우 안정,
1218161211,(주)경인오토,2021,성숙기,0,77.37,2.6,70.41,58.26,0.04,49.43,16.8,매우 안정,
1218161211,(주)경인오토,2022,조정기,0,88.19,34.7,94.01,27.99,0.03,51.3,24.7,매우 안정,
1218161211,(주)경인오토,2023,조정기,0,62.46,33.5,94.68,43.09,0.02,47.77,23.8,매우 안정,
1218161211,(주)경인오토,2024,조정기,0,77.47,31.7,100.0,50.04,0.02,48.8,25.2,매우 안정,
1218164237,청하코리아(주),2016,성장기,0,56.26,0.3,42.55,49.61,0.38,50.81,12.4,매우 안정,
1218164237,청하코리아(주),2017,조정기,0,34.84,21.8,47.46,39.77,4.28,50.97,17.7,매우 안정,
1218164237,청하코리아(주),2018,쇠퇴기,1,25.54,100.0,70.94,50.75,94.44,96.96,87.7,매우 위험,
1218166327,주식회사비티스,2021,성숙기,0,77.37,2.6,70.41,59.96,0.05,49.42,16.9,매우 안정,
1218166327,주식회사비티스,2022,성숙기,0,88.19,0.0,94.01,28.58,0.01,51.28,17.8,매우 안정,
1218166327,주식회사비티스,2023,성숙기,0,62.46,0.0,94.68,43.91,0.02,47.78,17.2,매우 안정,
1218166327,주식회사비티스,2024,쇠퇴기,0,77.47,82.9,100.0,51.51,0.17,48.89,35.6,안정,
1218169756,(주)유원,2015,도입기,0,100.0,75.7,0.0,45.63,0.47,50.06,25.2,매우 안정,
1218169756,(주)유원,2016,도입기,0,56.26,80.6,42.55,49.67,1.27,51.24,28.9,매우 안정,
1218169756,(주)유원,2017,조정기,0,34.84,21.8,47.46,38.84,9.84,53.44,20.9,매우 안정,
1218169756,(주)유원,2018,조정기,0,25.54,30.2,70.94,49.34,0.4,43.93,19.3,매우 안정,
1218169756,(주)유원,2019,성숙기,0,56.69,0.0,63.92,48.29,70.19,85.5,54.5,위험,
1218169756,(주)유원,2020,조정기,0,0.0,29.0,67.03,58.37,49.69,39.62,44.7,중립,
1218169756,(주)유원,2021,도입기,0,77.37,82.6,70.41,60.93,0.05,23.98,31.7,안정,
1218169756,(주)유원,2022,도입기,0,88.19,76.6,94.01,30.23,15.9,59.89,42.4,중립,
1218169756,(주)유원,2023,도입기,0,62.46,100.0,94.68,45.47,0.16,39.1,36.9,안정,
1218169756,(주)유원,2024,성장기,0,77.47,22.2,100.0,51.66,2.69,50.15,24.9,매우 안정,
1218171096,(주)미래네트웍스,2015,성숙기,0,100.0,3.2,0.0,43.2,1.05,49.61,10.9,매우 안정,
1218171096,(주)미래네트웍스,2016,조정기,0,56.26,25.3,42.55,44.4,44.81,74.19,42.7,중립,
1218171096,(주)미래네트웍스,2017,쇠퇴기,0,34.84,100.0,47.46,31.84,83.59,69.22,77.5,매우 위험,
1218172343,하이코주식회사,2022,쇠퇴기,0,88.19,100.0,94.01,28.58,0.02,51.3,37.8,안정,
1218172343,하이코주식회사,2023,성숙기,0,62.46,0.0,94.68,43.91,0.01,47.77,17.2,매우 안정,
1218172343,하이코주식회사,2024,조정기,0,77.47,31.7,100.0,50.6,0.02,48.81,25.2,매우 안정,
1218174297,한신기연(주),2015,도입기,0,100.0,75.7,0.0,54.68,0.17,49.97,25.5,매우 안정,
1218174297,한신기연(주),2016,성숙기,0,56.26,0.0,42.55,49.69,0.39,50.93,12.3,매우 안정,
1218174297,한신기연(주),2017,성장기,0,34.84,1.1,47.46,39.89,0.21,48.82,11.3,매우 안정,
1218174297,한신기연(주),2018,쇠퇴기,0,25.54,100.0,70.94,49.65,40.58,70.43,56.7,위험,
1218174434,주식회사태안모터스,2015,성장기,0,100.0,0.0,0.0,50.32,1.22,50.38,10.7,매우 안정,
1218174434,주식회사태안모터스,2016,성장기,0,56.26,0.3,42.55,46.9,3.65,52.11,14.1,매우 안정,
1218174434,주식회사태안모터스,2017,성장기,0,34.84,1.1,47.46,32.99,26.36,60.91,25.9,매우 안정,
1218174434,주식회사태안모터스,2018,성장기,0,25.54,4.0,70.94,38.56,6.36,38.34,16.5,매우 안정,
1218174434,주식회사태안모터스,2019,조정기,0,56.69,30.1,63.92,15.52,65.46,79.66,56.0,위험,
