사업자등록번호,회사명,연도,종합점수_0.4,종합점수_0.5,종합점수_0.6,종합점수_0.7,종합점수_0.8,평가사명 및 등급,신용등급,평가사구분
4108127563,(주)광주신세계,2016,24.05,20.06,16.08,12.09,8.1,NICE신용평가(A1~D),A1,10.0
4108127563,(주)광주신세계,2016,24.05,20.06,16.08,12.09,8.1,NICE신용평가(AAA~D),AA-,10.0
4108127563,(주)광주신세계,2017,20.63,17.19,13.76,10.33,6.9,NICE신용평가(A1~D),A1,10.0
4108127563,(주)광주신세계,2018,23.65,19.71,15.77,11.83,7.9,NICE신용평가(A1~D),A1,10.0
4108127563,(주)광주신세계,2019,26.61,22.18,17.75,13.32,8.89,NICE신용평가(A1~D),A1,10.0
4108127563,(주)광주신세계,2020,20.7,17.25,13.8,10.36,6.91,NICE신용평가(A1~D),A1,10.0
4108127563,(주)광주신세계,2021,30.96,25.8,20.65,15.49,10.34,NICE신용평가(A1~D),A1,10.0
4108127563,(주)광주신세계,2022,31.51,26.26,21.01,15.76,10.51,NICE신용평가(A1~D),A1,10.0
4108127563,(주)광주신세계,2023,29.92,24.93,19.95,14.97,9.99,NICE신용평가(A1~D),A1,10.0
4108127563,(주)광주신세계,2024,33.33,27.8,22.27,16.74,11.21,NICE신용평가(A1~D),A1,10.0
4108127563,(주)광주신세계,2024,33.33,27.8,22.27,16.74,11.21,NICE신용평가(AAA~B),AA-,10.0
6038111270,씨제이프레시웨이(주),2015,32.74,27.36,21.97,16.59,11.2,NICE신용평가(AAA~D),A,10.0
6038111270,씨제이프레시웨이(주),2015,32.74,27.36,21.97,16.59,11.2,NICE신용평가(A1~D),A2,10.0
6038111270,씨제이프레시웨이(주),2015,32.74,27.36,21.97,16.59,11.2,NICE신용평가(A1~D),A,10.0
6038111270,씨제이프레시웨이(주),2016,34.14,28.58,23.02,17.46,11.9,NICE신용평가(A1~D),A2,10.0
6038111270,씨제이프레시웨이(주),2016,34.14,28.58,23.02,17.46,11.9,NICE신용평가(A1~D),A,10.0
6038111270,씨제이프레시웨이(주),2016,34.14,28.58,23.02,17.46,11.9,NICE신용평가(AAA~D),A,10.0
6038111270,씨제이프레시웨이(주),2017,31.07,25.99,20.91,15.83,10.74,NICE신용평가(A1~D),A2,10.0
6038111270,씨제이프레시웨이(주),2017,31.07,25.99,20.91,15.83,10.74,NICE신용평가(AAA~D),A,10.0
6038111270,씨제이프레시웨이(주),2017,31.07,25.99,20.91,15.83,10.74,NICE신용평가(A1~D),A,10.0
6038111270,씨제이프레시웨이(주),2019,26.12,21.81,17.51,13.2,8.9,NICE신용평가(AAA~D),A,10.0
6038111270,씨제이프레시웨이(주),2020,34.35,33.46,32.57,31.68,30.79,NICE신용평가(AAA~D),A,10.0
6038111270,씨제이프레시웨이(주),2021,29.92,25.01,20.1,15.19,10.28,NICE신용평가(AAA~D),A,10.0
6038111270,씨제이프레시웨이(주),2021,29.92,25.01,20.1,15.19,10.28,NICE신용평가(AAA~D),A2,10.0
6038111270,씨제이프레시웨이(주),2022,31.38,26.15,20.93,15.7,10.47,NICE신용평가(A1~D),A2,10.0
6038111270,씨제이프레시웨이(주),2023,29.83,24.86,19.9,14.93,9.96,NICE신용평가(A1~D),A2,10.0
6038111270,씨제이프레시웨이(주),2024,35.89,29.93,23.96,17.99,12.02,NICE신용평가(A1~D),A2,10.0
6038111270,씨제이프레시웨이(주),2024,35.89,29.93,23.96,17.99,12.02,NICE신용평가(AAA-D),A,10.0
