Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.3731,0.8621,0.2381,0.9338,0.3889,0.87
2017,0.2874,0.8065,0.1748,0.8677,0.2215,0.8059
2018,0.1988,0.7273,0.1151,0.8667,0.1611,0.7965
2019,0.3571,0.8333,0.2273,0.8863,0.2382,0.8356
2020,0.1857,0.4815,0.115,0.8134,0.1458,0.8213
2021,0.359,0.5676,0.2625,0.9046,0.2571,0.8864
