column,n_distress,n_normal,mean_distress,mean_normal,median_distress,median_normal,cohens_d,cles,direction,mw_stat,p_value_raw,p_value_fdr,significant_fdr,keep,remove_reason
종업원,267,5259,114.640449,163.350827,53.0,59.0,-0.1005,0.4339,normal_high,609293.5,0.0002637416484920927,0.000362282484192435,1.0,1,
부채비율,267,5259,0.633233,0.073476,0.067597,0.02512,1.0816,0.7383,distress_high,1036690.0,1.535662347317413e-39,4.041216703466876e-39,1.0,1,
총부채비율,267,5259,0.639034,0.351726,0.541429,0.35071,1.0011,0.7373,distress_high,1035334.0,3.1060909093409423e-39,7.927808915189588e-39,1.0,1,
장기부채비율,267,5259,0.800988,0.071699,0.048356,0.015405,1.4768,0.7035,distress_high,987760.5,2.76092129821538e-29,5.84940953011733e-29,1.0,1,
장기부채의존도,267,5259,0.261315,0.178512,0.182746,0.10957,0.3976,0.6164,distress_high,865473.0,1.3139087987476526e-10,2.0029097541884948e-10,1.0,1,
차입금의존도,267,5259,0.58307,0.295985,0.504455,0.278842,0.9458,0.7333,distress_high,1029681.0,4.414006799545672e-38,1.069375238285578e-37,1.0,1,
순차입금비율,267,5259,0.698522,0.095405,0.09525,0.049644,1.1115,0.7427,distress_high,1042798.0,6.216189451930679e-41,1.807031817421709e-40,1.0,1,
금융부채비율,267,5259,0.67063,0.070374,0.067398,0.022348,1.1053,0.7483,distress_high,1050703.0,6.805645482728682e-43,2.1005078650397168e-42,1.0,1,
자기자본비율,267,5259,0.360968,0.648275,0.458581,0.64929,-1.0011,0.2627,normal_high,368820.0,3.107701094754319e-39,7.927808915189588e-39,1.0,1,
유보율,267,5259,0.035744,0.148019,0.016649,0.047723,-0.2011,0.244,normal_high,342652.0,2.3654573141232314e-45,8.378063272853744e-45,1.0,1,
자본잠식률,267,5259,0.958939,0.842211,0.980448,0.948907,0.2009,0.7361,distress_high,1033563.0,7.758559745060577e-39,1.959232258853681e-38,1.0,1,
유동비율,267,5259,0.046848,0.159798,0.022148,0.053244,-0.0431,0.2411,normal_high,338545.0,2.355546325192239e-46,9.201352832782184e-46,1.0,1,
당좌비율_추정,267,5259,0.042071,0.153506,0.015317,0.043784,-0.0387,0.2444,normal_high,343245.0,3.293326625273858e-45,1.1435161893312006e-44,1.0,1,
현금비율,267,5259,0.032889,0.227501,0.008659,0.030335,-0.0236,0.3031,normal_high,425652.0,1.6086661203885698e-27,3.243278468525343e-27,1.0,1,
순운전자본비율,267,5259,0.296915,0.574723,0.375884,0.570651,-1.1363,0.2305,normal_high,323694.0,4.522570738566311e-50,2.7576650844916526e-49,1.0,1,
순운전자본회전율,267,5259,0.028649,0.122087,-0.000135,0.012709,-0.0325,0.1973,normal_high,277057.5,2.4979715796882565e-64,2.3129366478594968e-63,1.0,1,
금융비용부담률,267,5259,1.214682,0.178818,0.106047,0.028601,0.1673,0.799,distress_high,1121910.0,2.8223713089180783e-61,2.2761058942887726e-60,1.0,1,
비유동비율,267,5259,0.628348,0.086725,0.097362,0.04035,1.0452,0.7634,distress_high,1071900.0,6.535742373223944e-48,2.9707919878290654e-47,1.0,1,
비유동장기적합률,267,5259,0.516504,0.125109,0.183606,0.105691,1.3564,0.7692,distress_high,1080045.0,5.767491960306772e-50,3.3531930001783556e-49,1.0,1,
유형자산비율,267,5259,0.610431,0.456418,0.634815,0.45263,0.6321,0.672,distress_high,943658.0,2.1086769195665026e-21,3.610748149942641e-21,1.0,1,
유형자산부채비율,267,5259,0.154968,0.213102,0.13584,0.154924,-0.2479,0.4177,normal_high,586527.0,5.528833582812417e-06,7.898333689732024e-06,1.0,1,
ROA,267,5259,0.43865,0.630414,0.511855,0.631355,-1.103,0.1489,normal_high,209026.0,9.715569820784543e-84,1.2783644501032293e-82,1.0,1,
ROE,267,5259,0.489735,0.748119,0.677754,0.743741,-0.6458,0.2328,normal_high,326844.0,2.834493282304502e-49,1.4461700419920927e-48,1.0,1,
ROIC,267,5259,0.537083,0.925291,0.735335,0.8925,-0.3883,0.1413,normal_high,198337.0,2.504079420674306e-87,3.9126240948036035e-86,1.0,1,
총자본영업이익률,267,5259,0.629994,1.020638,0.765471,1.000914,-1.065,0.129,normal_high,181078.0,2.8030855773421013e-93,8.759642429194067e-92,1.0,1,
매출총이익률,267,5259,0.256532,0.468292,0.344222,0.432953,-0.8654,0.2921,normal_high,410146.5,1.6756587556446195e-30,3.7403097224210256e-30,1.0,1,
영업이익률,267,5259,0.411197,0.814344,0.851387,0.880912,-0.1433,0.1243,normal_high,174556.0,1.4095113080243969e-95,5.387431640188106e-94,1.0,1,
순이익률,267,5259,0.479848,0.887397,0.871775,0.904499,-0.1462,0.137,normal_high,192315.0,2.2334108318242247e-89,4.295020830431201e-88,1.0,1,
EBITDA마진,267,5259,0.383237,0.780082,0.819015,0.847714,-0.1254,0.1754,normal_high,246235.0,7.56477878117749e-72,7.273825751132203e-71,1.0,1,
영업현금흐름비율,267,5259,0.479023,1.101756,0.867392,0.89295,-0.0331,0.2389,normal_high,335502.0,4.193109537578533e-47,1.7471289739910556e-46,1.0,1,
현금ROA,267,5259,0.358433,0.515665,0.395421,0.515119,-0.7801,0.2401,normal_high,337140.0,1.0601160081157456e-46,4.2746613230473615e-46,1.0,1,
현금ROE,267,5259,0.472719,0.484241,0.420191,0.461701,-0.0321,0.3446,normal_high,483885.0,9.479924633755463e-18,1.4905541876973998e-17,1.0,1,
매출원가율,267,5259,0.743446,0.531716,0.655738,0.567053,0.8653,0.7079,distress_high,993977.5,1.6979031144017587e-30,3.756422819472917e-30,1.0,1,
판관비율,267,5259,0.600188,0.144675,0.054056,0.039447,0.1239,0.6159,distress_high,864771.0,1.5794258879471116e-10,2.3786534457034814e-10,1.0,1,
감가상각비율,267,5259,0.587039,0.157955,0.135392,0.070996,0.177,0.6927,distress_high,972654.5,1.9470332336342387e-26,3.7733202202213927e-26,1.0,1,
총자산회전율,267,5259,0.244191,0.319883,0.182039,0.286344,-0.3332,0.3302,normal_high,463630.5,6.82835289594862e-21,1.1534379891805102e-20,1.0,1,
유동자산회전율,267,5259,0.288196,0.268815,0.243356,0.239274,0.1027,0.4998,ambiguous,701819.5,0.9919524136402382,0.9919524136402382,0.0,0,FDR 비유의
비유동자산회전율,267,5259,0.433598,0.223711,0.034458,0.065815,0.0832,0.2977,normal_high,418076.0,5.867563658367806e-29,1.2326814408335726e-28,1.0,1,
유형자산회전율,267,5259,1.00649,1.57732,0.009071,0.018202,-0.0118,0.2985,normal_high,419123.0,9.31340855555526e-29,1.9402934490740124e-28,1.0,1,
자기자본회전율,267,5259,0.20983,0.097801,0.048708,0.0571,0.192,0.4577,ambiguous,642668.5,0.019484649961737172,0.0255034685363052,1.0,0,방향 불명확 (CLES 0.45~0.55)
투하자본회전율,267,5259,0.103664,0.176153,0.072516,0.118548,-0.0612,0.342,normal_high,480251.0,2.711559152161353e-18,4.290441696457837e-18,1.0,1,
매출채권회전율,267,5259,0.200908,0.185674,0.116254,0.108966,0.0358,0.4978,ambiguous,699051.0,0.9053127178290437,0.9237884875806568,0.0,0,FDR 비유의
매출채권회수기간,267,5259,0.745096,0.223063,0.150105,0.160325,0.2665,0.4922,ambiguous,691082.0,0.6655086146464146,0.7066115183985734,0.0,0,FDR 비유의
재고자산회전율,267,5259,0.120844,0.301897,0.052433,0.056491,-0.0818,0.4721,ambiguous,662874.5,0.12317465646785751,0.1487616624007941,0.0,0,FDR 비유의
재고자산보유기간,267,5259,0.336311,0.233975,0.145667,0.146749,0.3231,0.514,ambiguous,721798.0,0.4380278123505631,0.4866975692784034,0.0,0,FDR 비유의
매입채무회전율,267,5259,0.149578,0.142096,0.040769,0.04547,0.0076,0.4631,ambiguous,650198.0,0.041343362600571386,0.052733880868075754,0.0,0,FDR 비유의
매입채무지급기간,267,5259,0.386016,0.23242,0.184941,0.159725,0.4415,0.544,ambiguous,763899.0,0.015051672524024895,0.01980483226845381,1.0,0,방향 불명확 (CLES 0.45~0.55)
현금전환주기_CCC,267,5259,0.692978,0.331739,0.248472,0.258713,0.3198,0.4901,ambiguous,688205.0,0.585413240860184,0.6308332336855431,0.0,0,FDR 비유의
영업CF_유동부채,267,5259,0.266286,0.406981,0.279426,0.334373,-0.161,0.209,normal_high,293502.0,4.3943916164178886e-58,2.8910471160644005e-57,1.0,1,
영업CF_총부채,267,5259,0.237842,0.37094,0.248254,0.298429,-0.3528,0.2027,normal_high,284594.0,1.4548401336636388e-60,1.1365938544247178e-59,1.0,1,
FCF_총자산,267,5259,0.395377,0.456983,0.405241,0.468961,-0.2775,0.3281,normal_high,460684.0,2.2646196942685706e-21,3.851394037871719e-21,1.0,1,
매출액증가율,267,5259,0.352975,0.559735,0.237564,0.244753,-0.0171,0.4674,ambiguous,656252.0,0.07155377559181919,0.08855665296017226,0.0,0,FDR 비유의
영업이익증가율,267,5259,0.190789,0.235217,0.189667,0.189667,-0.0641,0.4822,ambiguous,677130.0,0.3253177205212401,0.3647059647099104,0.0,0,FDR 비유의
순이익증가율,267,5259,0.287141,0.381267,0.328152,0.328152,-0.1181,0.4466,normal_high,627042.0,0.0030411649857600117,0.004044102374680866,1.0,1,
EBITDA증가율,267,5259,0.212871,0.227373,0.184824,0.184824,-0.0201,0.478,ambiguous,671152.5,0.22349578056102037,0.2574836181578576,0.0,0,FDR 비유의
총자산증가율,267,5259,0.18884,0.251366,0.185618,0.219859,-0.3123,0.316,normal_high,443742.0,3.0389114732729014e-24,5.586234325869304e-24,1.0,1,
유형자산증가율,267,5259,0.179987,0.263872,0.158804,0.164117,-0.0378,0.4056,normal_high,569522.0,1.8636945006724196e-07,2.6932001454803755e-07,1.0,1,
자기자본증가율,267,5259,0.324352,0.263185,0.207893,0.234117,0.081,0.2684,normal_high,376844.0,1.8755031321144238e-37,4.423356443666094e-37,1.0,1,
부채증가율,267,5259,0.216356,0.225076,0.19332,0.191301,-0.0248,0.5034,ambiguous,706882.0,0.8501346695903055,0.8710396204818704,0.0,0,FDR 비유의
