부실확률_w,Porter5F_w,생애주기점수_w,산업충격민감도_w,기업충격민감도_w,부실확률변화_w,spearman_rho,p_value
0.2,0.15,0.25,0.3,0.05,0.05,-0.418443143433974,1.3234215500484875e-06
0.2,0.05,0.25,0.3,0.05,0.15,-0.418443143433974,1.3234215500484875e-06
0.2,0.1,0.3,0.3,0.05,0.05,-0.418443143433974,1.3234215500484875e-06
0.2,0.05,0.3,0.25,0.05,0.15,-0.418443143433974,1.3234215500484875e-06
0.2,0.05,0.3,0.3,0.05,0.1,-0.418443143433974,1.3234215500484875e-06
0.2,0.05,0.05,0.2,0.1,0.4,-0.41832973396335316,1.333073739779879e-06
0.3,0.05,0.05,0.2,0.1,0.3,-0.41832973396335316,1.333073739779879e-06
0.25,0.05,0.05,0.2,0.1,0.35,-0.41832973396335316,1.333073739779879e-06
0.3,0.1,0.2,0.25,0.05,0.1,-0.4172460434663098,1.4287400783644381e-06
0.25,0.1,0.2,0.25,0.05,0.15,-0.4172460434663098,1.4287400783644381e-06
0.3,0.15,0.2,0.25,0.05,0.05,-0.4172460434663098,1.4287400783644381e-06
0.45,0.1,0.25,0.1,0.05,0.05,-0.4171494353987439,1.4375778898427348e-06
0.4,0.05,0.35,0.1,0.05,0.05,-0.4171494353987439,1.4375778898427348e-06
0.4,0.1,0.25,0.1,0.05,0.1,-0.4171494353987439,1.4375778898427348e-06
0.35,0.1,0.35,0.1,0.05,0.05,-0.4171494353987439,1.4375778898427348e-06
0.4,0.1,0.3,0.1,0.05,0.05,-0.4171494353987439,1.4375778898427348e-06
0.2,0.15,0.05,0.2,0.05,0.35,-0.41706122803270546,1.4456925114706452e-06
0.2,0.2,0.05,0.2,0.05,0.3,-0.41706122803270546,1.4456925114706452e-06
0.2,0.1,0.05,0.2,0.1,0.35,-0.41706122803270546,1.4456925114706452e-06
0.25,0.15,0.05,0.2,0.05,0.3,-0.41706122803270546,1.4456925114706452e-06
0.3,0.1,0.05,0.2,0.05,0.3,-0.41706122803270546,1.4456925114706452e-06
0.45,0.05,0.05,0.1,0.05,0.3,-0.4168386094422275,1.4663661168951268e-06
0.35,0.1,0.05,0.1,0.05,0.35,-0.4168386094422275,1.4663661168951268e-06
0.4,0.05,0.05,0.1,0.05,0.35,-0.4168386094422275,1.4663661168951268e-06
0.4,0.1,0.05,0.1,0.05,0.3,-0.4168386094422275,1.4663661168951268e-06
0.35,0.05,0.05,0.1,0.05,0.4,-0.4168386094422275,1.4663661168951268e-06
0.25,0.05,0.2,0.2,0.05,0.25,-0.41573391719136543,1.573174373600517e-06
0.2,0.05,0.2,0.2,0.05,0.3,-0.41573391719136543,1.573174373600517e-06
0.25,0.1,0.2,0.2,0.05,0.2,-0.41573391719136543,1.573174373600517e-06
0.25,0.15,0.2,0.2,0.05,0.15,-0.41573391719136543,1.573174373600517e-06
0.2,0.1,0.35,0.25,0.05,0.05,-0.41566251122838194,1.5803265580897477e-06
0.2,0.1,0.3,0.25,0.1,0.05,-0.41566251122838194,1.5803265580897477e-06
0.3,0.15,0.25,0.15,0.05,0.1,-0.4154902968470688,1.5977031545337207e-06
0.25,0.15,0.25,0.15,0.05,0.15,-0.4154902968470688,1.5977031545337207e-06
0.2,0.15,0.25,0.15,0.05,0.2,-0.4154902968470688,1.5977031545337207e-06
0.3,0.15,0.2,0.15,0.05,0.15,-0.4154902968470688,1.5977031545337207e-06
0.35,0.15,0.2,0.15,0.05,0.1,-0.4154902968470688,1.5977031545337207e-06
0.3,0.1,0.2,0.15,0.05,0.2,-0.4154902968470688,1.5977031545337207e-06
0.2,0.1,0.25,0.15,0.05,0.25,-0.4154902968470688,1.5977031545337207e-06
0.3,0.05,0.25,0.2,0.05,0.15,-0.4154902968470688,1.5977031545337207e-06
0.35,0.05,0.05,0.15,0.05,0.35,-0.4152844796596458,1.6187082373809386e-06
0.25,0.05,0.05,0.15,0.1,0.4,-0.4152844796596458,1.6187082373809386e-06
0.25,0.1,0.05,0.15,0.1,0.35,-0.4152844796596458,1.6187082373809386e-06
0.2,0.1,0.05,0.15,0.1,0.4,-0.4152844796596458,1.6187082373809386e-06
0.35,0.1,0.05,0.15,0.05,0.3,-0.41527187860735465,1.6200027419421199e-06
0.3,0.15,0.05,0.15,0.05,0.3,-0.41527187860735465,1.6200027419421199e-06
0.2,0.15,0.1,0.15,0.05,0.35,-0.4151794708905525,1.6295258459751224e-06
0.2,0.05,0.05,0.45,0.1,0.15,-0.4147804375679977,1.6712618751959294e-06
0.2,0.05,0.1,0.45,0.05,0.15,-0.4147804375679977,1.6712618751959294e-06
0.2,0.2,0.3,0.2,0.05,0.05,-0.4141629860057288,1.737848236138046e-06
0.2,0.1,0.3,0.2,0.05,0.15,-0.4141629860057288,1.737848236138046e-06
0.25,0.15,0.25,0.2,0.05,0.1,-0.4141629860057288,1.737848236138046e-06
0.2,0.05,0.3,0.2,0.05,0.2,-0.4141629860057288,1.737848236138046e-06
0.2,0.15,0.25,0.2,0.05,0.15,-0.4141629860057288,1.737848236138046e-06
0.2,0.15,0.3,0.2,0.05,0.1,-0.4141629860057288,1.737848236138046e-06
0.2,0.05,0.1,0.2,0.05,0.4,-0.41392776636295964,1.7638706105844064e-06
0.2,0.1,0.4,0.2,0.05,0.05,-0.413906764609141,1.7662119326118837e-06
0.25,0.05,0.2,0.35,0.05,0.1,-0.4127474677983503,1.900126907159717e-06
0.25,0.1,0.2,0.35,0.05,0.05,-0.4127474677983503,1.900126907159717e-06
0.3,0.05,0.2,0.35,0.05,0.05,-0.4127474677983503,1.900126907159717e-06
0.2,0.15,0.05,0.4,0.15,0.05,-0.4127474677983503,1.900126907159717e-06
0.2,0.15,0.05,0.4,0.1,0.1,-0.4127474677983503,1.900126907159717e-06
0.3,0.05,0.15,0.4,0.05,0.05,-0.4127474677983503,1.900126907159717e-06
0.25,0.05,0.15,0.4,0.05,0.1,-0.4127474677983503,1.900126907159717e-06
0.3,0.1,0.15,0.35,0.05,0.05,-0.4127474677983503,1.900126907159717e-06
0.3,0.1,0.2,0.3,0.05,0.05,-0.4127474677983503,1.900126907159717e-06
0.2,0.2,0.05,0.35,0.15,0.05,-0.4127474677983503,1.900126907159717e-06
0.25,0.1,0.15,0.4,0.05,0.05,-0.4127474677983503,1.900126907159717e-06
0.25,0.1,0.05,0.45,0.1,0.05,-0.4127474677983503,1.900126907159717e-06
0.3,0.05,0.25,0.3,0.05,0.05,-0.4127474677983503,1.900126907159717e-06
0.25,0.1,0.25,0.3,0.05,0.05,-0.41273486674605914,1.9016340914430072e-06
0.25,0.05,0.15,0.45,0.05,0.05,-0.41273486674605914,1.9016340914430072e-06
0.2,0.1,0.25,0.3,0.1,0.05,-0.41273486674605914,1.9016340914430072e-06
0.2,0.1,0.25,0.35,0.05,0.05,-0.41273486674605914,1.9016340914430072e-06
0.2,0.1,0.2,0.35,0.05,0.1,-0.41273486674605914,1.9016340914430072e-06
0.2,0.05,0.2,0.4,0.05,0.1,-0.41273486674605914,1.9016340914430072e-06
0.2,0.05,0.2,0.35,0.05,0.15,-0.41273486674605914,1.9016340914430072e-06
0.2,0.05,0.25,0.35,0.05,0.1,-0.41273486674605914,1.9016340914430072e-06
0.2,0.05,0.3,0.35,0.05,0.05,-0.41273486674605914,1.9016340914430072e-06
0.25,0.05,0.25,0.3,0.05,0.1,-0.41273486674605914,1.9016340914430072e-06
0.25,0.05,0.25,0.3,0.1,0.05,-0.41273486674605914,1.9016340914430072e-06
0.2,0.05,0.35,0.3,0.05,0.05,-0.41273486674605914,1.9016340914430072e-06
0.2,0.05,0.25,0.35,0.1,0.05,-0.41273486674605914,1.9016340914430072e-06
0.2,0.05,0.25,0.3,0.1,0.1,-0.41273486674605914,1.9016340914430072e-06
0.2,0.05,0.25,0.4,0.05,0.05,-0.41273486674605914,1.9016340914430072e-06
0.25,0.05,0.25,0.35,0.05,0.05,-0.41273486674605914,1.9016340914430072e-06
0.2,0.05,0.3,0.3,0.1,0.05,-0.41273486674605914,1.9016340914430072e-06
0.2,0.1,0.2,0.4,0.05,0.05,-0.41273486674605914,1.9016340914430072e-06
0.25,0.05,0.2,0.4,0.05,0.05,-0.41273486674605914,1.9016340914430072e-06
0.25,0.05,0.3,0.3,0.05,0.05,-0.41273486674605914,1.9016340914430072e-06
0.35,0.05,0.25,0.25,0.05,0.05,-0.4115377667783949,2.050105361531246e-06
0.4,0.05,0.2,0.25,0.05,0.05,-0.4115377667783949,2.050105361531246e-06
0.4,0.1,0.15,0.25,0.05,0.05,-0.4115377667783949,2.050105361531246e-06
0.45,0.05,0.15,0.25,0.05,0.05,-0.4115377667783949,2.050105361531246e-06
0.3,0.05,0.25,0.25,0.05,0.1,-0.4115377667783949,2.050105361531246e-06
0.35,0.1,0.2,0.25,0.05,0.05,-0.4115377667783949,2.050105361531246e-06
0.5,0.05,0.25,0.1,0.05,0.05,-0.411441158710829,2.0625550078334215e-06
0.45,0.05,0.3,0.1,0.05,0.05,-0.411441158710829,2.0625550078334215e-06
0.2,0.15,0.2,0.2,0.05,0.2,-0.41114713415736753,2.10088798044051e-06
0.4,0.1,0.25,0.15,0.05,0.05,-0.4110505260898017,2.1136299020061675e-06
0.45,0.1,0.2,0.1,0.05,0.1,-0.4110505260898017,2.1136299020061675e-06
0.4,0.15,0.2,0.15,0.05,0.05,-0.4110505260898017,2.1136299020061675e-06
0.35,0.15,0.25,0.15,0.05,0.05,-0.4110505260898017,2.1136299020061675e-06
0.4,0.2,0.05,0.2,0.05,0.1,-0.4105926878565546,2.1750187526042278e-06
0.3,0.2,0.05,0.2,0.05,0.2,-0.4105926878565546,2.1750187526042278e-06
0.25,0.25,0.05,0.25,0.05,0.15,-0.4105926878565546,2.1750187526042278e-06
0.35,0.2,0.05,0.25,0.05,0.1,-0.4105926878565546,2.1750187526042278e-06
0.35,0.1,0.05,0.2,0.05,0.25,-0.4105926878565546,2.1750187526042278e-06
0.35,0.2,0.05,0.2,0.05,0.15,-0.4105926878565546,2.1750187526042278e-06
0.4,0.15,0.05,0.2,0.05,0.15,-0.4105926878565546,2.1750187526042278e-06
0.2,0.25,0.05,0.25,0.05,0.2,-0.4105926878565546,2.1750187526042278e-06
0.4,0.1,0.05,0.2,0.05,0.2,-0.4105926878565546,2.1750187526042278e-06
0.2,0.3,0.05,0.25,0.05,0.15,-0.4105926878565546,2.1750187526042278e-06
0.3,0.2,0.05,0.25,0.05,0.15,-0.4105926878565546,2.1750187526042278e-06
0.35,0.15,0.05,0.25,0.05,0.15,-0.4105926878565546,2.1750187526042278e-06
0.35,0.15,0.05,0.2,0.05,0.2,-0.4105926878565546,2.1750187526042278e-06
0.3,0.25,0.05,0.25,0.05,0.1,-0.4105926878565546,2.1750187526042278e-06
0.25,0.2,0.05,0.25,0.05,0.2,-0.4105926878565546,2.1750187526042278e-06
0.25,0.2,0.05,0.2,0.05,0.25,-0.4105926878565546,2.1750187526042278e-06
0.3,0.15,0.05,0.2,0.05,0.25,-0.4105926878565546,2.1750187526042278e-06
0.45,0.1,0.05,0.1,0.05,0.25,-0.4103700692660767,2.2054757806256034e-06
0.3,0.1,0.3,0.1,0.05,0.15,-0.4101726527801812,2.2328228073809843e-06
0.25,0.05,0.35,0.1,0.05,0.2,-0.4101726527801812,2.2328228073809843e-06
0.25,0.05,0.3,0.1,0.05,0.25,-0.4101726527801812,2.2328228073809843e-06
0.2,0.1,0.3,0.1,0.05,0.25,-0.4101726527801812,2.2328228073809843e-06
0.45,0.05,0.25,0.1,0.05,0.1,-0.4101726527801812,2.2328228073809843e-06
0.3,0.05,0.3,0.1,0.05,0.2,-0.4101726527801812,2.2328228073809843e-06
0.35,0.05,0.35,0.1,0.05,0.1,-0.4101726527801812,2.2328228073809843e-06
0.25,0.05,0.35,0.1,0.1,0.15,-0.4101726527801812,2.2328228073809843e-06
0.3,0.1,0.35,0.1,0.05,0.1,-0.4101726527801812,2.2328228073809843e-06
0.25,0.1,0.3,0.1,0.05,0.2,-0.4101726527801812,2.2328228073809843e-06
0.25,0.1,0.35,0.1,0.05,0.15,-0.4101726527801812,2.2328228073809843e-06
0.35,0.05,0.3,0.1,0.05,0.15,-0.4101726527801812,2.2328228073809843e-06
0.4,0.05,0.3,0.1,0.05,0.1,-0.4101726527801812,2.2328228073809843e-06
0.3,0.05,0.35,0.1,0.05,0.15,-0.4101726527801812,2.2328228073809843e-06
0.2,0.05,0.35,0.1,0.1,0.2,-0.4101726527801812,2.2328228073809843e-06
0.35,0.1,0.3,0.1,0.05,0.1,-0.4101726527801812,2.2328228073809843e-06
0.3,0.05,0.35,0.1,0.1,0.1,-0.4101726527801812,2.2328228073809843e-06
0.2,0.05,0.3,0.1,0.05,0.3,-0.4101726527801812,2.2328228073809843e-06
0.3,0.05,0.35,0.1,0.15,0.05,-0.4101726527801812,2.2328228073809843e-06
0.2,0.05,0.35,0.1,0.05,0.25,-0.4101726527801812,2.2328228073809843e-06
0.35,0.05,0.35,0.15,0.05,0.05,-0.4101726527801812,2.2328228073809843e-06
0.35,0.05,0.35,0.1,0.1,0.05,-0.4101726527801812,2.2328228073809843e-06
0.2,0.05,0.35,0.25,0.1,0.05,-0.40995423454046703,2.2634536908382144e-06
0.25,0.05,0.35,0.25,0.05,0.05,-0.40995423454046703,2.2634536908382144e-06
0.3,0.05,0.2,0.2,0.05,0.2,-0.40963500788242324,2.308939507830006e-06
0.3,0.1,0.2,0.2,0.05,0.15,-0.40963500788242324,2.308939507830006e-06
0.35,0.15,0.2,0.2,0.05,0.05,-0.40963500788242324,2.308939507830006e-06
0.35,0.1,0.2,0.2,0.05,0.1,-0.40963500788242324,2.308939507830006e-06
0.3,0.15,0.2,0.2,0.05,0.1,-0.40963500788242324,2.308939507830006e-06
0.35,0.05,0.2,0.2,0.05,0.15,-0.40963500788242324,2.308939507830006e-06
0.2,0.15,0.2,0.25,0.05,0.15,-0.409576202971731,2.317412454115455e-06
0.25,0.1,0.25,0.25,0.05,0.1,-0.409576202971731,2.317412454115455e-06
0.2,0.2,0.25,0.25,0.05,0.05,-0.409576202971731,2.317412454115455e-06
0.2,0.15,0.25,0.25,0.1,0.05,-0.409576202971731,2.317412454115455e-06
0.25,0.15,0.25,0.25,0.05,0.05,-0.409576202971731,2.317412454115455e-06
0.25,0.2,0.2,0.25,0.05,0.05,-0.409576202971731,2.317412454115455e-06
0.2,0.25,0.2,0.25,0.05,0.05,-0.409576202971731,2.317412454115455e-06
0.2,0.2,0.2,0.25,0.05,0.1,-0.409576202971731,2.317412454115455e-06
0.2,0.1,0.25,0.25,0.05,0.15,-0.409576202971731,2.317412454115455e-06
0.2,0.1,0.25,0.25,0.1,0.1,-0.409576202971731,2.317412454115455e-06
