사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,생애주기점수,Porter5F,산업충격민감도,기업충격민감도,부실확률,부실확률변화,최종합산스코어,등급_5단계
1098623094,에스아이엔플러스(주),2018,도입기,1,100.0,26.79,10.71,60.36,89.43,49.74,77.1,매우 위험
1098645157,공항건설주식회사,2021,쇠퇴기,0,30.7,30.53,100.0,79.77,3.17,46.43,25.7,매우 안정
1098645157,공항건설주식회사,2022,성숙기,0,0.0,6.24,90.96,47.52,1.07,46.95,14.7,매우 안정
1098645157,공항건설주식회사,2023,쇠퇴기,0,56.5,0.0,93.02,64.83,89.8,93.95,77.9,매우 위험
1098645351,주식회사오리지널팬케이크하우스코리아,2022,성장기,0,18.5,6.24,90.96,47.52,0.54,48.16,18.2,매우 안정
1098645351,주식회사오리지널팬케이크하우스코리아,2023,성숙기,0,0.0,0.0,93.02,64.83,1.01,41.85,15.2,매우 안정
1098645351,주식회사오리지널팬케이크하우스코리아,2024,성장기,0,36.7,11.1,88.96,55.84,0.86,36.02,21.9,매우 안정
1118106851,(주)거촌,2015,조정기,0,76.2,23.98,0.0,48.25,1.19,33.14,21.2,매우 안정
1118106851,(주)거촌,2016,성숙기,0,0.0,14.93,23.03,48.68,33.34,64.52,27.0,매우 안정
1118106851,(주)거촌,2017,도입기,0,100.0,33.0,21.26,51.88,33.54,45.35,47.1,중립
1118106851,(주)거촌,2018,성숙기,0,0.0,26.79,10.71,59.97,16.11,37.52,16.1,매우 안정
1118106851,(주)거촌,2019,도입기,0,100.0,25.63,35.62,55.96,20.87,53.81,41.8,중립
1118106851,(주)거촌,2020,도입기,0,100.0,100.0,47.19,67.65,58.51,64.14,68.5,매우 위험
1118106851,(주)거촌,2021,도입기,0,100.0,30.53,100.0,79.77,52.56,40.35,66.4,매우 위험
1118106851,(주)거촌,2022,성숙기,1,0.0,6.24,90.96,49.39,6.89,22.62,16.8,매우 안정
1128148140,(주)골드마인홀딩스,2015,성숙기,0,0.0,23.98,0.0,46.57,25.18,33.21,19.0,매우 안정
1128148140,(주)골드마인홀딩스,2016,성숙기,0,0.0,14.93,23.03,47.87,13.08,38.6,14.6,매우 안정
