금융비용부담률,총자본영업이익률_diff,영업CF_총부채_diff,ROA변화,ROA_ratio,현금ROA,ROE_diff,매출총이익률_diff,매입채무지급기간_diff,비유동장기적합률_ratio,매출원가율,순운전자본대총자본_ratio_industry,자본잠식률,유보율_diff,매출채권회전율_ratio_industry,부채비율,순이익률_ratio,총자산증가율_diff_industry,순이익증가율_diff,현금ROE_ratio,총자산회전율_ratio,자기자본비율_diff_industry,장기부채비율,유형자산비율,매출액순이익률_diff_industry,영업현금흐름비율,유동비율변화_diff,유동자산회전율,ROIC_diff,순운전자본비율_ratio,FCF_총자산_ratio,장기부채의존도,순운전자본회전율_diff,자기자본증가율,유동비율_ratio,매출액증가율,유형자산회전율_diff,재고자산보유기간_ratio,유형자산증가율_ratio_industry,부채비율변화,영업CF_유동부채_diff,차입금의존도_diff_industry,비유동자산회전율_ratio,감가상각비율,업력
-0.96957695,-3.3750901,-0.041938014,-0.84942806,-0.3537645,0.04838568,0.06871403,-0.021044936,0.008585742,-0.09205811,-0.01842733,-0.15219551,-0.42465377,0.0036525805,-0.23061569,-0.04189928,-0.30061278,-0.0064808736,0.014670114,-0.0077983555,-0.041042205,-0.035958573,-0.04941886,0.025237333,-0.64824224,-0.013422308,-0.037504684,-0.14580446,-0.7902652,-0.032822993,0.006580951,-0.026759328,-0.003001681,-0.019713974,0.04716032,-0.14540318,0.0928933,-0.04563538,0.03883838,0.011730114,0.040849816,-0.055245493,-0.26702085,0.024278376,0.16009352
-0.8826438,-3.627024,-0.1902796,0.76516473,-0.3277001,0.11249685,0.026702313,-0.06432908,0.05726745,-0.10851229,-0.030058501,-0.24398412,-0.34217575,-0.024140427,-0.2342949,-0.056758616,-0.26457536,0.08525805,-0.26916078,-0.11988774,-0.0075783557,-0.1392082,0.044468246,-0.015853414,-0.70334965,-0.08831905,0.024234049,-0.07326907,-0.89838827,0.12634395,-0.06756959,-0.014618928,-0.006888861,-0.022194924,0.055852003,-0.06332274,0.11119815,-0.005561177,0.04204091,0.042231835,-0.29732046,-0.08823496,-0.17550915,0.0030144232,0.18544996
-0.028375734,-3.5533006,-0.10959868,-0.74813884,-0.34324935,0.047159653,0.052434057,-0.07086554,-0.054885503,-0.09644818,-0.033033945,-0.05058803,-0.4538305,0.000988808,0.031046873,-0.05039962,-0.31850982,-0.17105664,0.050233506,-0.030453993,0.00073377864,-0.16714507,0.09749785,-0.08739298,-0.7358976,-0.031131404,-0.046823412,0.010263485,-0.81175405,0.0058743227,-0.05384282,-0.07582048,-0.24410227,-0.026469564,-0.0804599,-0.054865576,-0.12104576,-0.01729908,-0.16600743,0.02091574,0.02219731,-0.09289208,-0.011320622,-0.07227251,0.113040395
0.3686386,-3.2291818,0.0641569,-0.63557434,-0.24087313,0.009935719,0.066132136,-0.059723374,-0.06391094,-0.034024134,-0.040246904,-0.023877759,-0.4292822,-0.014103254,0.052249618,-0.06473355,-0.2934051,-0.1739427,0.011800944,-0.044259578,-0.0011872059,-0.06987668,-0.029655304,-0.106987074,-0.74775475,-0.04732488,-0.08530176,0.016882854,-0.077384345,-0.039886825,-0.018256845,-0.037539013,-0.014120697,-0.067035586,-0.081926376,-0.21028477,-0.12360407,-0.30891535,-0.14160423,-0.10127037,0.07028855,-0.07097625,0.02859865,-0.030481657,0.09749888
0.699874,-1.02524,-0.17053194,-0.45456383,0.31774092,-0.010622136,-0.056961298,-0.03833075,-0.099500485,-0.050203774,-0.015703373,-0.050486077,-0.35752746,-0.005943056,0.030809434,-0.085920714,0.30961567,0.06388086,0.034441162,-0.06484881,0.0035003817,-0.04817907,-0.023626545,-0.05208706,0.26922882,-0.12135979,-0.08934274,0.011347236,-0.32693115,0.08578997,0.013871718,-0.0021349739,0.009212494,-0.037540052,-0.04333693,-0.04300797,-0.11778435,0.006746191,-0.08031446,0.0066946032,-0.0005142217,-0.059627812,0.07153251,0.01803275,0.11935895
0.87714815,-1.2125342,0.066560864,-0.56639,-0.2308898,-0.021235459,0.05405582,-0.0381235,-0.13836938,-0.028717749,-0.039687794,-0.030531753,-0.2304041,-0.054858,-0.005893421,-0.026101992,-0.22095387,0.0025511961,0.035183042,-0.04032245,0.022810772,-0.07832738,-0.033541743,-0.04621703,-0.9243501,-0.025467925,-0.112865515,0.015990347,-0.11362665,0.033783328,-0.033884536,-0.06475781,-0.2839011,-0.046822906,-0.041192904,-0.21409899,-0.11458946,-0.41193318,-0.16387491,-0.10737705,0.118374445,-0.118842185,0.077646375,-0.017377513,-0.0051925136
0.65600485,0.87070173,0.07504881,-0.07571331,0.0722335,-0.027457083,-0.045594227,-0.037570648,-0.13897322,-0.009499525,-0.020706821,-0.050936695,-0.2286037,-0.034395758,0.047943596,-0.05637966,0.15207428,-0.040157374,-0.008813304,-0.035568547,0.031349823,-0.09662235,-0.03982394,-0.038581107,0.04411464,0.025020182,-0.023252264,0.007295208,0.12651822,-0.017535413,-0.013474225,-0.04950805,-0.02656351,-0.032271713,-0.07277451,-0.16822846,-0.03522821,-0.49673474,-0.020905755,-0.07154945,0.160184,-0.009409886,0.09988857,0.005056298,0.045905773
0.5326732,0.9225674,0.09526691,-0.13503341,0.1577719,0.0066948123,-0.02738741,0.034789417,-0.06390281,-0.0033949278,0.013793765,-0.048207667,-0.22121847,-0.109582834,-0.053624157,-0.04638245,0.20250022,-0.19008519,0.13706319,-0.033706065,0.025860403,-0.033531725,-0.022944823,-0.027604695,0.21134295,-0.033805426,-0.11770238,-0.050695285,0.16203895,-0.07941949,-0.029272256,-0.039456762,0.003715149,0.0539776,0.00031269295,0.31227428,-0.105498426,-0.49131867,-0.05667945,-0.13122557,0.16819464,0.0007880833,0.056446437,-0.036322836,0.012517086
-2.0292978,-3.250152,-0.32676,0.0128272325,-0.3171886,-0.07836529,-0.0142183425,-0.03951625,-0.030229988,-0.1966592,0.007669089,-0.10320218,-0.4223996,-0.053981077,-0.016926639,-0.08523574,-0.27613845,0.0009825362,0.028710095,-0.049966406,-0.0026926543,-0.13619421,-0.077227026,0.06729883,-0.6546523,0.034876794,0.21162377,0.015565587,-0.81101686,0.06845477,-0.036709063,0.012739775,-0.18047453,-0.027236082,0.051468518,-0.004116598,0.09841475,0.022724295,-0.10999527,0.0046824636,-0.0807507,-0.3173612,0.030668842,-0.07797865,0.0041305423
-2.190941,-1.1999607,-0.2079165,-0.11071887,-0.25575677,0.1559485,0.053976852,-0.0080561545,0.0039990824,-0.077887215,0.0009298694,-0.19121774,-0.29829234,-0.04920103,0.026922898,-0.06300743,-0.1582214,-0.11142666,0.09617659,-0.0054547116,0.044298004,-0.13490428,-0.047511797,0.06288042,-0.7846895,-0.009974253,-0.062241048,-0.010065194,-0.18746807,-0.0096295215,-0.10729068,0.117928416,-0.079755515,-0.04874366,-0.037290037,-0.023485051,0.15873452,0.0071009593,0.06899799,-0.010836945,-0.37346318,-0.37900424,0.0026200889,-0.03642087,0.023993196
-0.8466547,-0.2663691,-0.25960225,-0.03976741,-0.22855675,0.27209705,0.041297164,-0.0322018,0.026011948,-0.08928571,-0.0045431647,-0.12851627,-0.34446254,-0.085645564,0.046996146,-0.05831446,-0.23658966,-0.020371094,0.09017614,-0.05956712,0.21011224,-0.04332211,-0.12603214,0.10362027,-0.80895746,-0.008796358,-0.083460316,-0.053399235,-0.025513388,0.100555204,-0.025805566,0.05369764,0.021528013,-0.020964997,0.041326564,-0.07277881,0.13492464,-0.0022727353,-0.13693082,0.016275097,-0.32827446,-0.089276984,0.03453747,0.01534746,0.19201578
-0.8867905,-3.6959121,-0.04255487,0.39594716,-0.37377566,0.043932904,0.010112314,-0.06801192,-0.010769306,-0.058875345,-0.015875097,-0.11358291,-0.40545633,-0.03747477,0.034631766,-0.080884755,-0.28298527,-0.12539749,-0.23069428,-0.0027356262,-0.08956682,-0.1241018,-0.013843835,-0.05422726,-0.80423313,-0.019965548,-0.016470142,0.004932626,-0.9881036,0.049593564,-0.012934324,-0.04695523,-0.21228604,-0.07839646,0.1685742,0.16071369,-0.13721634,-0.021242758,0.0489601,0.012681042,0.1006835,-0.17318681,0.037701055,-0.061746318,0.15832397
0.008449989,-3.463185,-0.011700745,-0.62095845,-0.42248943,-0.1191073,0.034558825,-0.0720697,-0.021867692,-0.061419502,-0.025855785,-0.09813586,-0.42477682,-0.006345022,0.006679185,-0.0956415,-0.3027087,-0.12138495,0.08300231,-0.055967618,-0.019489925,-0.14133753,0.068785444,-0.054329176,-0.78294903,-0.029389635,-0.073875785,0.012596511,-0.73480684,-0.05718096,-0.030951977,-0.048490673,-0.017177854,-0.037197858,-0.016468564,-0.0948566,-0.10115123,-0.0301081,0.02290652,-0.0077376645,0.06094573,-0.06220565,0.0074902144,-0.06677999,0.15168308
0.042989142,-3.4467413,-0.24044771,0.49068588,-0.44238785,0.09577021,0.026481107,-0.078832276,-0.017910419,-0.06842811,-0.007466933,-0.12078604,-0.39189744,-0.01798087,0.022105113,-0.11474909,-0.29610732,0.05026355,-0.077742286,-0.07391945,0.024387717,-0.13990298,-0.1522216,-0.06174313,-0.85548574,-0.11338556,0.047141224,0.03551357,-0.8041623,0.06000354,-0.01691832,-0.069962345,-0.0002144727,-0.02437909,0.064880855,0.0016324219,-0.13910697,-0.034439232,-0.05185846,0.024804363,-0.31855455,-0.12525038,0.037545238,0.021675304,0.18880701
-1.2916186,-3.687321,-0.18971074,0.652337,-0.40954125,-0.09895237,-0.0053333677,0.031558212,-0.030873083,-0.1048625,-0.011022477,-0.17937909,-0.37383208,-0.017181803,-0.051277846,-0.077181205,-0.30560988,-0.14269449,-0.37681916,-0.04846012,-0.00776536,-0.15182903,-0.13283764,0.09111079,-0.60709184,-0.023168,-0.08235505,-0.09570187,-0.9860911,0.06331506,-0.00792898,-0.037894726,-0.21725325,-0.06186952,0.123802096,0.12546869,0.08519552,-0.0004947962,-0.035269957,0.03690387,0.0589146,-0.14205122,-0.021761734,0.04239515,0.030800112
-0.9677043,0.32860774,0.010016383,-0.9121963,-0.31649268,-0.18137768,0.053330038,0.04999113,-0.036141474,-0.07385736,-0.013612634,-0.12997973,-0.32772946,0.00014070314,-0.03409665,-0.0116092935,-0.2494009,-0.1578758,-0.02860636,-0.01712144,-0.008428446,0.00040055608,0.055981494,0.11166548,-0.8078743,-0.10999876,-0.050855454,-0.030369984,0.26427448,-0.028738657,-0.009878581,-0.018294578,-0.018770294,-0.027564714,0.058555637,-0.21816751,0.08131391,0.053296212,0.07299442,-0.028325358,0.1045618,-0.037755657,-0.038708925,0.024362762,0.1471455
-0.57838017,0.194331,-0.24286214,0.305573,-0.2843633,0.27818888,0.05072113,0.034036275,0.040597834,-0.060559332,-0.0027514962,-0.13340713,-0.26081714,-0.005192354,0.018492838,-0.088397756,-0.15111282,0.050250407,0.07683808,-0.051424347,0.1974881,-0.030161569,-0.07133353,0.10845625,-0.8501015,-0.11608693,-0.025723394,0.041686837,0.08655115,0.11627773,-0.03700983,-0.05551349,-0.0013105778,-0.012417678,0.1159681,-0.07343594,0.15567043,0.050730713,0.0499074,0.042226695,-0.3943769,-0.13591522,0.051944803,0.013036688,0.20495434
-0.9329585,-3.4092102,-0.1581647,-0.7055774,-0.39612213,0.03259276,0.0082269795,0.007825728,-0.012975245,-0.10227718,-0.0059163286,-0.0956219,-0.3829152,0.00041652258,-0.030577904,-0.09661252,-0.2999098,0.035815876,0.0764821,-0.022865966,0.04202563,-0.10550622,-0.03725031,-0.15422551,-0.6889155,-0.020474596,0.10948189,-0.16080895,-0.91088235,0.024495762,-0.03479245,0.075726636,-0.24671789,-0.051237777,0.07802289,-0.0068532703,-0.05464829,0.0181063,-0.11543142,0.009820581,-0.29030514,-0.1491947,-0.09019996,0.0059761535,0.1080044
-0.9073347,-3.4153836,-0.17165944,-0.11075588,-0.31812677,0.05266794,0.01755989,0.003919211,-0.006949135,-0.0654005,0.010221261,-0.117696255,-0.32205734,-0.0042355848,0.026105694,-0.087807626,-0.28817242,-0.027133496,0.11334846,1.2168835e-05,0.058152482,-0.11779981,-0.07831243,-0.123016715,-0.7283196,-0.011450724,0.12444928,-0.053737633,-0.9022393,-0.0101105925,-0.009161241,0.10526655,0.011367023,-0.054638006,0.11181996,-0.013105284,-0.037307404,0.023804761,0.042587865,-0.011571055,-0.28879535,-0.16044636,-0.057365596,0.0013098456,0.13301282
-1.0920904,-3.6289876,-0.30002332,-0.16178313,-0.3046381,-0.0078793755,0.042946704,0.038180962,-0.02736839,-0.093220584,0.0109435525,-0.100882754,-0.36265236,-0.038607974,0.023707043,-0.028412387,-0.31537855,-0.0056611407,0.09285471,0.002722596,0.007952608,-0.10550281,-0.055165805,-0.06608417,-0.6991552,-0.024336524,-0.046407074,-0.06586921,-0.80373883,0.06480271,-0.024941003,0.0868507,-0.0011538588,-0.041868284,-0.00096366275,0.17875533,-0.009439839,0.0047219787,-0.05671835,-0.014011972,0.06788612,-0.1235784,-0.060400855,-0.041208763,0.07237477
0.35263523,-1.0402734,-0.028520785,-0.7813571,-0.20758456,-0.07263305,0.08282442,-0.046805,-0.096503854,-0.06574952,-0.054146223,-0.1102352,-0.37030548,0.0052077784,0.029339418,-0.044460054,-0.26309574,0.0077469703,0.032094497,-0.07803698,0.014141199,-0.088446565,-0.054454267,-0.15754433,-0.86606497,0.035417248,0.23982185,0.0011201382,-0.0050887465,0.11326645,-0.052915223,-0.044699527,-0.22313978,-0.037841298,0.037644107,-0.9112024,-0.15888205,0.0066341157,0.06667264,-0.024459207,0.09255913,-0.09164549,0.10624942,-0.110643834,0.09611323
0.99269897,0.93493867,0.063426435,-0.45891348,0.18953373,-0.0073097656,-0.08059473,-0.05204264,-0.10282264,-0.019190624,-0.030132284,-0.124146655,-0.32449898,-0.029689254,0.0006035217,-0.030282974,0.28251207,-0.02226379,-0.012910414,-0.03239618,0.0134534,-0.004776505,-0.027749535,-0.108451426,0.22251122,0.024748422,-0.06346406,0.031228844,0.12465949,-0.039153658,-0.008684245,-0.05852458,-0.06286474,-0.018214237,-0.023525344,-1.0688924,-0.037813075,-0.33713925,-0.003849355,-0.00032023608,0.16688146,-0.0046971655,0.14120334,0.019409692,0.08085451
0.7127947,0.93118316,0.045970324,1.2832592,-0.015221619,0.028210219,0.03134316,-0.032477483,-0.028038202,-0.014292964,0.000754772,-0.13518707,-0.27131724,-0.11386224,0.012124678,-0.08459076,-0.08579613,0.03169134,0.06952488,-0.003493495,0.017462304,0.0007121496,-0.020840349,-0.032006845,-0.4494881,-0.0081846835,0.05481839,-0.0030056054,0.2871194,-0.033792693,-0.0097616855,-0.021042876,0.025190333,-0.014425053,0.061215293,0.32391366,-0.08303767,-0.35687333,-0.03489701,0.010938633,0.17472334,-0.015204383,0.087425224,-0.023406543,0.042246267
-1.0229532,-3.5445318,-0.15503013,0.37040165,-0.42663577,0.028257001,0.046844766,-0.060621377,-0.051462125,-0.056929134,-0.005834927,-0.10682036,-0.2935563,0.051073033,0.010611519,-0.06099167,-0.322317,-0.123816304,-0.13055234,-0.06607059,0.0016074663,-0.08917096,-0.049003392,-0.096162096,-0.8223428,-0.0121340165,-0.04512727,-0.039893907,-0.9289224,0.11657406,-0.015073855,-0.041288327,-0.24244614,-0.0468828,0.0951007,-0.09204516,-0.061404247,-0.008788687,-0.13635913,0.028714016,-0.28369674,-0.17651884,-0.03399091,-0.04811092,-0.002402889
-0.9463905,-3.4461038,-0.15076406,-0.16264005,-0.37310705,0.10942298,0.034183204,-0.06544587,-0.01739196,-0.057288848,-0.009876586,-0.060640324,-0.27919355,0.0308469,0.01870096,-0.07040911,-0.3109431,-0.115421176,0.086095326,0.02770938,0.014972909,-0.08214599,-0.017777475,-0.045074888,-0.8521438,-0.015882256,-0.064708635,-0.016868599,-0.860406,0.018564329,-0.033942204,-0.035072576,-0.036731046,-0.055958588,0.049588595,0.04150806,-0.08475411,0.021551955,0.046253327,-0.0108683305,-0.27779245,-0.1379189,-0.017610695,-0.02455291,-0.009179169
-1.0301107,-3.648587,-0.17363253,-0.20193577,-0.36937216,0.036779784,0.018478666,-0.05978238,-0.014576642,-0.08618793,-0.004016102,-0.11110659,-0.29790547,-0.0017039501,-0.012794869,-0.071890205,-0.30891714,-0.1268373,0.09959411,-0.11390767,0.03289152,-0.09691085,-0.009170432,-0.05513632,-0.84032315,-0.015048118,-0.005793623,0.021770792,-0.8166708,0.063922204,-0.022355469,-0.07328947,-0.005287188,-0.048837822,0.052712582,0.011998944,-0.1656517,-0.0072392114,-0.11503688,0.005000555,-0.006501908,-0.112180136,-0.004750178,-0.032276567,-0.00048184567
0.108653896,0.14316158,-0.4740946,-3.3352695,0.09930112,-0.29488796,-0.031414405,-0.07514359,-0.11332391,0.05639655,5.8046542e-05,0.1605916,0.16558488,0.0021539761,-0.09879364,0.040257484,0.11621924,-0.038818475,-0.007646589,-0.038135733,-0.18658406,0.07271335,-0.05992811,-0.10373362,0.14427641,0.022652075,-0.080908075,-0.254241,-0.019390509,-0.27359256,0.011278096,-0.06889111,-0.26198754,-0.0061442424,0.0016934406,0.015302273,-0.22735852,-0.31353712,-0.06048688,0.016913872,-1.5004792,0.0631957,0.0033128015,-0.021232625,-0.026544778
0.1996919,0.88973516,0.01764345,-3.1214185,0.10460424,0.015816947,-0.06714479,-0.08425937,-0.07896042,0.051187396,-0.018134326,0.076633304,-0.34560323,-0.022537012,-0.024437055,-0.041661397,0.17941919,-0.26172522,-0.31892037,-0.009046805,-0.03960648,-0.060137812,-0.050669484,-0.21746169,0.13150434,-0.03494034,-0.05951787,-0.048048947,0.10825409,0.019803388,-0.05543183,-0.0043529696,0.014651401,-0.0045529497,0.002412972,0.10230261,-0.046551563,0.013880237,-0.119487524,0.029650308,0.12928087,-0.010208621,0.046874315,-0.01815958,-0.038125463
0.365717,0.9647334,0.002498634,0.8619677,0.12354919,-0.06410041,-0.00728384,-0.06697411,-0.06774836,0.06967025,-0.007903928,0.06169974,-0.47713727,0.014330419,-0.009084104,-0.041918345,0.18365689,-0.043363657,-0.0058886753,-0.021608312,0.017494794,-0.05493672,-0.26595286,-0.18047288,0.19419527,0.012475615,-0.037150253,-0.034603205,0.11909288,-0.16349053,-0.019172482,0.030822758,0.029234003,0.0375801,-0.019408183,0.04342087,-0.10194059,0.009995294,-0.05014455,-0.048072625,0.17092279,0.0064554214,0.09291034,-0.027361464,-0.022304948
-1.1425313,-3.3659332,-0.08199274,-0.6375746,-0.31483105,-0.14490989,0.009633213,0.02983993,-0.071543396,-0.18435834,-0.024539221,-0.1242508,-0.4601289,-0.005018163,-0.12229963,-0.055001594,-0.29106832,-0.17567676,0.002620364,-0.078049526,-0.025132433,-0.11499971,-0.018477697,0.10075723,-0.63062936,-0.03062506,-0.06025683,-0.086644605,-0.92469496,0.046934932,-0.020423153,-0.007960712,-0.1866868,-0.011775684,0.056521937,0.17837974,0.064601384,0.01074533,0.017616877,-0.1462836,0.045626048,-0.09735434,-0.31003848,0.0890687,0.007670154
-1.267011,-3.8442872,-8.352357e-05,0.75440747,-0.33252966,0.03255265,-0.0015941127,0.025187436,-0.0028226585,-0.24088168,0.0027236445,-0.23387498,-0.37852892,0.010799967,-0.06265493,-0.06118316,-0.33524498,-0.011042146,-0.24468707,-0.03251385,0.0058605885,-0.112394586,0.020531412,0.096255615,-0.68121916,-0.031911414,0.11933586,-0.0286684,-0.96055365,-0.09434693,-0.015018027,-0.02003206,-0.028230311,-0.052650776,0.036391445,0.018725557,0.089568794,0.031134995,-0.032313786,0.009352267,0.041570958,-0.11051693,-0.22108895,0.022086568,-0.022942666
-0.9854711,-3.5376496,-0.22849876,0.8283977,-0.29987833,0.09575894,0.0011214458,-0.016666008,0.04126785,-0.20183346,-0.0010454827,-0.25117475,-0.37027982,-0.20813121,-0.11234784,-0.06501251,-0.33165783,-0.09969687,-0.25308335,-0.1218689,0.045365334,-0.126825,-0.049109686,0.086078055,-0.7025537,-0.067372866,0.18367094,-0.020214556,-0.96025294,0.15613735,-0.045979336,-0.016911924,-0.030369556,-0.06986607,0.062299628,0.00444334,0.12143451,0.042743117,-0.09421474,0.036863677,-0.268237,-0.11627277,-0.18004659,-0.03537244,-0.0072290697
-1.628251,-3.0007112,-0.10412148,-0.8555584,-0.36247227,0.062358424,0.029495478,-0.10807083,0.0034263297,-0.066616915,-0.021735476,-0.09990758,-0.45757675,-0.0864657,-0.016082458,-0.052991897,-0.259571,-0.20037751,0.017820867,-0.06452735,-0.004228442,-0.09942575,0.02538403,-0.086500175,-0.7354762,-0.04325158,-0.09412278,-0.06287951,-0.8864598,0.04182214,-0.039000407,-0.011411536,-0.22060394,-0.034136284,0.06511719,-0.042943273,-0.052163035,-0.007614319,-0.17837542,-0.019172553,-0.29988366,-0.14442012,-0.087566845,-0.010394124,-0.0017051996
