Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.2125,0.9714,0.1193,0.8886,0.1971,0.6644
2017,0.0914,1.0,0.0479,0.8917,0.2052,0.201
2018,0.1762,1.0,0.0966,0.9384,0.4139,0.5964
2019,0.3111,0.9655,0.1854,0.8917,0.2995,0.7422
2020,0.1803,1.0,0.0991,0.8926,0.2107,0.5595
2021,0.1574,1.0,0.0854,0.8176,0.227,0.2806
