column,n_distress,n_normal,mean_distress,mean_normal,median_distress,median_normal,cohens_d,cles,direction,mw_stat,p_value_raw,p_value_fdr,significant_fdr,keep,remove_reason
종업원,154,3014,214.363636,276.886861,49.0,72.0,-0.0243,0.4015,normal_high,186368.0,3.6477842693102415e-05,5.493651007997351e-05,1.0,1,
부채비율,154,3014,0.837323,0.064477,0.039997,0.024056,1.0505,0.6693,distress_high,310678.0,1.253452074174296e-12,2.6556188012167286e-12,1.0,1,
총부채비율,154,3014,0.664726,0.378118,0.479942,0.402202,0.8309,0.6681,distress_high,310100.0,1.8265564418569006e-12,3.7478039310442755e-12,1.0,1,
장기부채비율,154,3014,0.828385,0.05002,0.024195,0.014057,1.5731,0.6264,distress_high,290743.0,1.1653086052885732e-07,1.8917347488450864e-07,1.0,1,
장기부채의존도,154,3014,0.255409,0.20292,0.157455,0.146373,0.222,0.5348,ambiguous,248243.0,0.14427549204151296,0.17680820103126588,0.0,0,FDR 비유의
차입금의존도,154,3014,0.649278,0.349464,0.510353,0.365548,0.7482,0.6658,distress_high,309035.0,3.534399257292597e-12,6.693937987296585e-12,1.0,1,
순차입금비율,154,3014,0.910684,0.081787,0.064506,0.036871,1.0114,0.703,distress_high,326310.0,1.720231728282228e-17,4.674542739897359e-17,1.0,1,
금융부채비율,154,3014,0.847461,0.070446,0.047938,0.024749,0.9775,0.692,distress_high,321177.0,8.163536652412504e-16,2.0825348603093122e-15,1.0,1,
자기자본비율,154,3014,0.335273,0.621881,0.520058,0.597798,-0.8309,0.3319,normal_high,154058.0,1.8289283183496066e-12,3.7478039310442755e-12,1.0,1,
유보율,154,3014,0.071719,0.222637,0.067668,0.106062,-0.1728,0.2777,normal_high,128915.5,1.186841707915954e-20,5.205446432346448e-20,1.0,1,
자본잠식률,154,3014,0.779751,0.772328,0.936988,0.894072,0.009,0.6806,distress_high,315886.5,3.738699304292565e-14,8.420493928586857e-14,1.0,1,
유동비율,154,3014,0.062751,0.162956,0.044593,0.080928,-0.0896,0.2787,normal_high,129361.0,1.7326636811332163e-20,6.875649528306414e-20,1.0,1,
당좌비율_추정,154,3014,0.04921,0.139115,0.029772,0.059335,-0.0797,0.2858,normal_high,132649.0,2.69139662942302e-19,9.217111744599385e-19,1.0,1,
현금비율,154,3014,0.043713,0.154155,0.008441,0.037092,-0.0593,0.295,normal_high,136934.0,8.42641625844517e-18,2.3406711829014363e-17,1.0,1,
순운전자본비율,154,3014,0.26951,0.581967,0.413447,0.576614,-1.0026,0.2691,normal_high,124912.0,3.685467829973164e-22,1.96035522870913e-21,1.0,1,
순운전자본회전율,154,3014,0.071482,0.092938,-7.3e-05,0.008322,-0.0368,0.3705,normal_high,171976.0,7.959323978830512e-09,1.3722972377293984e-08,1.0,1,
금융비용부담률,154,3014,0.461284,0.067047,0.095094,0.034976,1.3892,0.7342,distress_high,340789.0,9.169803191025853e-23,5.673500559857761e-22,1.0,1,
비유동비율,154,3014,0.823137,0.059511,0.051538,0.025869,1.2819,0.7164,distress_high,332533.0,1.1540125131314535e-19,4.146477654829382e-19,1.0,1,
비유동장기적합률,154,3014,0.395801,0.083946,0.113947,0.068698,0.8826,0.7301,distress_high,338860.0,5.170748348892763e-22,2.5853741744463814e-21,1.0,1,
유형자산비율,154,3014,0.580069,0.46977,0.595884,0.47332,0.4432,0.6191,distress_high,287359.0,5.942040102043847e-07,9.342830349125546e-07,1.0,1,
유형자산부채비율,154,3014,0.193568,0.219048,0.189575,0.188326,-0.0861,0.483,ambiguous,224182.0,0.4757566913695238,0.5126688484585386,0.0,0,FDR 비유의
ROA,154,3014,0.447127,0.643431,0.55528,0.646328,-0.8464,0.1876,normal_high,87073.0,3.412654807284338e-39,5.687758012140563e-38,1.0,1,
ROE,154,3014,0.527999,0.710817,0.674686,0.705575,-0.7566,0.2736,normal_high,126988.0,2.261232200380474e-21,1.0666189624436196e-20,1.0,1,
ROIC,154,3014,0.680194,0.953074,0.875895,0.964886,-0.2942,0.1513,normal_high,70234.0,2.1412839314650112e-48,1.338302457165632e-46,1.0,1,
