column,n_distress,n_normal,mean_distress,mean_normal,median_distress,median_normal,cohens_d,cles,direction,mw_stat,p_value_raw,p_value_fdr,significant_fdr,keep,remove_reason
종업원,241,4310,192.788382,345.894896,47.0,66.0,-0.0414,0.4029,normal_high,418529.5,3.784013614230553e-07,5.031932997647012e-07,1.0,1,
부채비율,241,4310,0.659015,0.0723,0.049289,0.021748,0.86,0.7012,distress_high,728372.0,6.28914601714925e-26,1.5722865042873126e-25,1.0,1,
총부채비율,241,4310,0.386407,0.224441,0.315458,0.22516,0.8924,0.6994,distress_high,726499.0,1.7069589607834171e-25,3.9882218709892926e-25,1.0,1,
장기부채비율,241,4310,0.465065,0.070021,0.038617,0.01288,0.6506,0.6745,distress_high,700624.0,6.652075184413388e-20,1.213882332922151e-19,1.0,1,
장기부채의존도,241,4310,0.295912,0.173161,0.175638,0.102704,0.5434,0.613,distress_high,636706.0,3.365944629017344e-09,4.920971679849918e-09,1.0,1,
차입금의존도,241,4310,0.353513,0.212892,0.356863,0.193035,0.7392,0.6874,distress_high,714019.5,9.008272227967972e-23,1.8767233808266608e-22,1.0,1,
순차입금비율,241,4310,0.643768,0.065871,0.064137,0.031304,1.2855,0.7263,distress_high,754432.0,2.3455982284833658e-32,8.752232195833455e-32,1.0,1,
금융부채비율,241,4310,0.644009,0.057256,0.048752,0.015516,1.2323,0.7145,distress_high,742193.5,2.4852758205374304e-29,7.864796900434907e-29,1.0,1,
자기자본비율,241,4310,0.613589,0.775558,0.684541,0.774839,-0.8924,0.3006,normal_high,312211.0,1.7069589607834171e-25,3.9882218709892926e-25,1.0,1,
유보율,241,4310,0.086066,0.273164,0.055318,0.102291,-0.1186,0.2779,normal_high,288643.5,3.156318004181888e-31,1.0521060013939628e-30,1.0,1,
자본잠식률,241,4310,0.910523,0.755745,0.950064,0.905897,0.1102,0.6979,distress_high,724919.5,3.93316275705114e-25,9.10454341909986e-25,1.0,1,
유동비율,241,4310,0.065217,0.174966,0.022224,0.049294,-0.0416,0.277,normal_high,287700.0,1.8072404296668111e-31,6.454430105952897e-31,1.0,1,
당좌비율_추정,241,4310,0.063832,0.18129,0.017376,0.040834,-0.0382,0.2867,normal_high,297796.0,6.277201036392329e-29,1.890723203732629e-28,1.0,1,
현금비율,241,4310,0.057081,0.16902,0.008278,0.035028,-0.0387,0.3039,normal_high,315714.0,1.0777882446646182e-24,2.4495187378741325e-24,1.0,1,
순운전자본비율,241,4310,0.50538,0.68497,0.556447,0.687189,-0.9592,0.2661,normal_high,276442.0,1.9601050867638584e-34,1.0208880660228429e-33,1.0,1,
순운전자본회전율,241,4310,0.016162,0.076048,-0.000144,0.012859,-0.1089,0.1915,normal_high,198873.0,7.546459593818612e-60,8.57552226570297e-59,1.0,1,
금융비용부담률,241,4310,1.138785,0.09733,0.143382,0.031579,0.6471,0.8083,distress_high,839633.0,1.2783781710382027e-58,1.389541490258916e-57,1.0,1,
비유동비율,241,4310,0.552022,0.071729,0.064889,0.028612,0.9134,0.7376,distress_high,766152.0,1.7256259170497483e-35,1.0432247494582755e-34,1.0,1,
비유동장기적합률,241,4310,0.773897,0.183086,0.225889,0.138239,0.9855,0.7329,distress_high,761232.0,3.7227310961260015e-34,1.8613655480630007e-33,1.0,1,
유형자산비율,241,4310,0.503638,0.393729,0.525235,0.368031,0.434,0.6069,distress_high,630388.0,2.2239153856689573e-08,3.158970718279769e-08,1.0,1,
유형자산부채비율,241,4310,0.121758,0.190108,0.102774,0.113527,-0.0441,0.4461,normal_high,463354.0,0.0047843998690752934,0.005511981415985361,1.0,1,
ROA,241,4310,0.521935,0.679905,0.595134,0.694148,-0.9847,0.1776,normal_high,184445.0,7.193388409583243e-64,9.464984749451635e-63,1.0,1,
ROE,241,4310,-0.409508,0.695629,0.661869,0.702015,-0.4121,0.2963,normal_high,307747.0,1.5515598394138745e-26,4.1708597833706303e-26,1.0,1,
ROIC,241,4310,0.446816,1.006563,0.859417,0.983687,-0.3813,0.1555,normal_high,161470.0,1.132952662131671e-72,2.574892413935616e-71,1.0,1,
총자본영업이익률,241,4310,0.680156,0.946493,0.792973,0.956643,-1.1037,0.1505,normal_high,156282.0,9.73929658581746e-75,3.043530183067956e-73,1.0,1,
매출총이익률,241,4310,0.404207,0.541617,0.49474,0.533409,-0.3943,0.3573,normal_high,371181.5,8.349851043936032e-14,1.3381171544769281e-13,1.0,1,
영업이익률,241,4310,0.48678,0.940416,0.957647,0.978339,-0.2958,0.1365,normal_high,141741.0,1.090128681588985e-80,7.005856463247656e-79,1.0,1,
순이익률,241,4310,0.046621,0.847383,0.872483,0.905134,-0.3173,0.1732,normal_high,179929.0,1.4933986471553967e-65,2.4155223583778988e-64,1.0,1,
EBITDA마진,241,4310,0.217364,0.847144,0.87289,0.902029,-0.2747,0.1965,normal_high,204092.0,8.397764180933949e-57,7.7757075749388405e-56,1.0,1,
영업현금흐름비율,241,4310,0.20635,0.803826,0.855116,0.877726,-0.2147,0.2703,normal_high,280750.0,2.7743277203898068e-33,1.1755625933855113e-32,1.0,1,
현금ROA,241,4310,0.389039,0.530271,0.453899,0.531971,-0.8383,0.2729,normal_high,283473.0,1.443675833804646e-32,5.639358725799399e-32,1.0,1,
현금ROE,241,4310,-0.003856,0.382621,0.336755,0.370952,-0.3112,0.3951,normal_high,410428.0,4.0707351822420226e-08,5.6225624064116334e-08,1.0,1,
매출원가율,241,4310,0.5959,0.458426,0.505309,0.466632,0.3944,0.6427,distress_high,667552.5,8.2735277021976e-14,1.3344399519673548e-13,1.0,1,
판관비율,241,4310,0.486147,0.055774,0.030659,0.01496,0.2857,0.7145,distress_high,742193.0,3.034328351584381e-29,9.482276098701191e-29,1.0,1,
감가상각비율,241,4310,0.892245,0.102241,0.085298,0.036687,0.4016,0.71,distress_high,737475.5,4.3414653970625425e-28,1.2475475278915351e-27,1.0,1,
총자산회전율,241,4310,0.183201,0.296773,0.136484,0.244024,-0.4808,0.3195,normal_high,331908.0,3.611825508900993e-21,7.109892734057074e-21,1.0,1,
유동자산회전율,241,4310,0.210965,0.242437,0.154413,0.204352,-0.1589,0.4003,normal_high,415787.0,1.812603348027407e-07,2.4362948226174826e-07,1.0,1,
비유동자산회전율,241,4310,0.05983,0.138588,0.029357,0.064906,-0.226,0.3138,normal_high,325974.0,1.9907573232948478e-22,4.0794207444566553e-22,1.0,1,
유형자산회전율,241,4310,0.022733,0.119867,0.005517,0.01189,-0.0583,0.3424,normal_high,355633.0,1.6094395123039798e-16,2.755889575862979e-16,1.0,1,
자기자본회전율,241,4310,0.496354,0.119346,0.034416,0.058834,0.2851,0.3658,normal_high,379956.5,2.1727845033172634e-12,3.394975786433224e-12,1.0,1,
투하자본회전율,241,4310,0.085044,0.196204,0.04643,0.099241,-0.0914,0.322,normal_high,334442.0,1.2106594613689053e-20,2.3104188194063078e-20,1.0,1,
매출채권회전율,241,4310,0.592061,0.138457,0.059938,0.067571,0.2688,0.4444,normal_high,461558.5,0.003594450792325163,0.004218838958128125,1.0,1,
매출채권회수기간,241,4310,0.410604,0.174963,0.127646,0.118185,0.4476,0.5335,ambiguous,554188.0,0.07928731918996954,0.08580878700213153,0.0,0,FDR 비유의
재고자산회전율,241,4310,0.068118,0.197634,0.012852,0.019267,-0.0604,0.3986,normal_high,414009.0,1.108881882338623e-07,1.5066329923079118e-07,1.0,1,
재고자산보유기간,241,4310,0.483955,0.193149,0.159593,0.11538,0.6761,0.5889,distress_high,611659.0,3.305896388339978e-06,4.238328702999971e-06,1.0,1,
매입채무회전율,241,4310,0.180218,0.144524,0.025595,0.031365,0.0399,0.4416,normal_high,458730.0,0.002254690288251424,0.002709964288763731,1.0,1,
매입채무지급기간,241,4310,2.608315,0.266913,0.198974,0.160274,0.2981,0.5536,distress_high,575049.0,0.005015194930883436,0.005751370333581922,1.0,1,
