사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,연도_신용등급,최종합산스코어,등급_5단계,신용등급,base_value,threshold,pred_prob,pred_label,Top1_Feature,Top1_Value,Top1_SHAP_Value,Top2_Feature,Top2_Value,Top2_SHAP_Value,Top3_Feature,Top3_Value,Top3_SHAP_Value,Top4_Feature,Top4_Value,Top4_SHAP_Value,Top5_Feature,Top5_Value,Top5_SHAP_Value,Top6_Feature,Top6_Value,Top6_SHAP_Value,Top7_Feature,Top7_Value,Top7_SHAP_Value,Top8_Feature,Top8_Value,Top8_SHAP_Value,Top9_Feature,Top9_Value,Top9_SHAP_Value,Top10_Feature,Top10_Value,Top10_SHAP_Value
0008120019,잉글우드랩(주),2022,성숙기,0,22.52,0.0,88.05,44.24,0.02,34.0,2023,31.5,안정,,-4.191096629198447,0.08,0.0003035550990758425,0,총자본영업이익률,1.0856103991774917,-1.0754671915969805,금융비용부담률,0.01780083500902106,-0.5984850826081065,종업원,153.0,-0.5347444444838271,비유동장기적합률_ratio_industry,0.05003657097278652,-0.25844418899742905,영업CF_유동부채_diff,0.43920535536000155,-0.21663610021749885,투하자본회전율_diff,0.19249467268326953,-0.19752551345721445,ROE,0.743348771211417,-0.1941129246497194,영업이익률변화,0.531685894406908,-0.1806583733754762,ROIC,0.9497370790032362,0.14976963949806457,현금비율_diff,0.046999510480395426,-0.13614838289453757
0008120019,잉글우드랩(주),2023,성숙기,0,38.19,0.0,89.05,53.66,0.01,48.49,2024,33.7,중립,,-4.191096629198447,0.08,0.00026238258606899506,0,총자본영업이익률,1.4189481350259618,-1.2175056345606874,금융비용부담률,0.009228871944431467,-0.9499593495415924,종업원,153.0,-0.5078508658783156,영업이익률변화,0.6276892082961016,0.39680365225300623,EBITDA마진,0.8703280225847939,-0.3773380664360586,비유동장기적합률_ratio_industry,0.039532859482759766,-0.23887748068079345,영업CF_유동부채_diff,0.4404965326850739,-0.23559528852008288,ROE,0.7875676315314557,-0.23540611132554343,영업이익률_ratio,0.81579643053091,0.1635691096450046,영업현금흐름비율_diff,0.8388791683039203,-0.15557829387857558
0008120019,잉글우드랩(주),2024,성숙기,0,36.0,0.0,100.0,44.18,0.01,42.25,2025,36.1,중립,,-4.191096629198447,0.08,0.0002570690914773203,0,총자본영업이익률,1.1622263985592034,-1.1205781509339547,금융비용부담률,0.013691145458209403,-0.8985970484278001,종업원,153.0,-0.5008332135077936,EBITDA마진,0.8608378569492091,-0.3653800605189498,비유동장기적합률_ratio_industry,0.03834249669323134,-0.23861462935253094,영업CF_유동부채_diff,0.4024809984090901,-0.2161333745079711,ROE,0.7693362353634801,-0.1984972275031109,영업이익률_ratio,0.8138286288764467,0.19111716848396912,현금비율_diff,0.09957689531773214,-0.15623022063095113,영업이익률변화,0.534864603373487,-0.1423581086197241
1018110436,디아이지에어가스주식회사,2022,성숙기,0,22.52,0.0,88.05,44.28,0.06,33.82,2023,31.5,안정,,-4.191096629198447,0.08,0.0014923463249773338,0,총자본영업이익률,1.293388890974454,-1.2058122191526466,종업원,562.0,-0.5551572236355619,금융비용부담률,0.059295248069656796,0.4455961484427928,EBITDA마진,0.9125377074427914,-0.3882794002906033,ROE,0.8056402310590466,-0.220272138010978,영업CF_유동부채_diff,0.5265890080535227,-0.1722758780750774,ROIC,1.055326541117205,0.15312367471139854,영업이익률_ratio,0.8431211972918307,0.15274188229519062,현금비율_diff,0.04529988032738133,-0.13374132587429083,ROA_diff,0.7484378777940837,0.13021158671236754
1018110436,디아이지에어가스주식회사,2023,성숙기,0,38.19,0.0,89.05,53.81,0.04,48.48,2024,33.8,중립,,-4.191096629198447,0.08,0.0011982620527046899,0,총자본영업이익률,1.2040829060052685,-1.138594645594544,종업원,562.0,-0.5576227646007161,EBITDA마진,0.9036725483606767,-0.3770278085488061,금융비용부담률,0.05155410052897025,0.3430472811159181,영업CF_유동부채_diff,0.46940129671548053,-0.23749132866464143,ROE,0.7954139496548402,-0.2132492657609848,영업이익률_ratio,0.8234625684996897,0.1776571957897874,영업이익률변화,0.5396253264285132,-0.15373974284706057,ROIC,1.0598208579567099,0.15187561340182296,현금비율_diff,0.0655839549213889,-0.13114947024810136
1018110436,디아이지에어가스주식회사,2024,성숙기,0,36.0,0.0,100.0,45.07,0.06,42.26,2025,36.2,중립,,-4.191096629198447,0.08,0.0018028330436650425,0,총자본영업이익률,1.1939793699088177,-1.2087565667058078,종업원,562.0,-0.5369577673597518,EBITDA마진,0.9086070850102937,-0.38617430076748915,금융비용부담률,0.04507979074826182,0.2204828809648955,순운전자본회전율,0.00023232937658311767,0.21913070590754138,ROE,0.7780385508170189,-0.19093790674776914,영업이익률변화,0.5677240700669143,0.17323910695019676,현금비율_diff,0.04714764971452143,-0.16570264784002098,영업CF_유동부채_diff,0.5023176642771361,-0.1594280713008285,영업이익률_ratio,0.8320464659733203,0.15469620790693211
1018118476,대정화금(주),2022,조정기,0,22.52,24.8,88.05,43.76,0.02,34.0,2023,32.7,중립,,-4.191096629198447,0.08,0.0003666786805328404,0,총자본영업이익률,1.06727658214152,-1.312055652253906,금융비용부담률,0.005655323331503628,-1.0093496846573375,종업원,201.0,-0.5037435533130958,EBITDA마진,0.864405873641639,-0.3632084368827749,영업이익률변화,0.5915105710083337,0.2922482422180005,ROE,0.7487052987446642,-0.21381827561583222,비유동장기적합률_ratio_industry,0.09197027405478193,-0.20346091831811045,현금비율_diff,0.1666705462771394,-0.15679136528218823,영업이익률_ratio,0.8203086537883766,0.14969304973085146,ROIC,0.9419999040802051,0.14211861245889687
1018118476,대정화금(주),2023,성숙기,0,38.19,0.0,89.05,53.52,0.02,48.49,2024,33.7,중립,,-4.191096629198447,0.08,0.0003153640743091717,0,총자본영업이익률,1.0391671319648228,-1.1275161720557672,금융비용부담률,0.008050971472556474,-0.9841771042786778,종업원,201.0,-0.5108741614304844,EBITDA마진,0.8658965245051246,-0.3736354480943654,비유동장기적합률_ratio_industry,0.08316138239555203,-0.20587741707929264,ROE,0.7430519213425777,-0.20110338283013676,영업CF_유동부채_diff,0.4751585013425371,-0.15733388259333564,영업이익률_ratio,0.8119485859070497,0.149478796776171,현금비율_diff,0.07164488834326711,-0.14611396469827115,총자산증가율_ratio,0.6523336909322365,-0.1453994244174275
1018118476,대정화금(주),2024,성숙기,0,36.0,0.0,100.0,44.78,0.04,42.26,2025,36.2,중립,,-4.191096629198447,0.08,0.00021997792897005417,0,총자본영업이익률,0.9888950346416021,-1.9444387705808173,금융비용부담률,0.007866232511200789,-0.8262143088995609,종업원,201.0,-0.5252924205597524,FCF증가율_diff,1.0215186005363786,0.39325177450053983,EBITDA마진,0.8601557636424548,-0.3637664932326589,영업CF_유동부채_diff,0.4706748090218381,-0.22133540325227458,비유동장기적합률_ratio_industry,0.0851052572224301,-0.22091488500289444,영업이익률_ratio,0.8113346191843814,0.1769672214510484,현금비율_diff,0.13935098560072473,-0.15053045974399443,ROE,0.7332401213516418,-0.14408922174866456
1018121307,다무라케미컬코리아(주),2022,성숙기,0,22.52,0.0,88.05,44.39,0.01,34.0,2023,31.5,안정,,-4.191096629198447,0.08,0.00019757467373611375,0,총자본영업이익률,1.4348373268476013,-1.119300768396302,ROE,0.7855996015751586,-0.691772829006457,종업원,44.0,-0.5407900609199879,EBITDA마진,0.8655496126221695,-0.36415793352796516,금융비용부담률,-0.00021538473900170873,-0.3148925131170749,비유동장기적합률_ratio_industry,0.024140981607448788,-0.2999236520480446,영업이익률변화,0.5279981939462567,-0.23765797801935162,영업CF_유동부채_diff,0.4529730390947642,-0.23604603207557412,영업이익률_ratio,0.8244131724646979,0.21968439128137213,현금비율_diff,0.1039100706261908,-0.17039888545597293
