업종,Combined_Rank,Feature,Category,Feature_Type
M23_부동산_임대_사업서비스업,1,금융비용부담률,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음)
M23_부동산_임대_사업서비스업,2,총자본영업이익률,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음)
M23_부동산_임대_사업서비스업,2,총부채비율,안정성 (Solvency),★ 핵심피처 (SHAP+Perm 모두 높음)
M23_부동산_임대_사업서비스업,4,영업CF_총부채,현금흐름 (Cash Flow),★ 핵심피처 (SHAP+Perm 모두 높음)
M23_부동산_임대_사업서비스업,4,유보율_ratio,안정성 (Solvency),★ 핵심피처 (SHAP+Perm 모두 높음)
M23_부동산_임대_사업서비스업,6,부채비율_ratio,안정성 (Solvency),★ 핵심피처 (SHAP+Perm 모두 높음)
M23_부동산_임대_사업서비스업,7,영업CF_유동부채_diff,현금흐름 (Cash Flow),★ 핵심피처 (SHAP+Perm 모두 높음)
M23_부동산_임대_사업서비스업,8,총자산회전율,활동성 (Activity),★ 핵심피처 (SHAP+Perm 모두 높음)
M23_부동산_임대_사업서비스업,9,현금ROA_diff,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음)
