사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,연도_신용등급,최종합산스코어,등급_5단계,신용등급,base_value,threshold,pred_prob,pred_label,Top1_Feature,Top1_Value,Top1_SHAP_Value,Top2_Feature,Top2_Value,Top2_SHAP_Value,Top3_Feature,Top3_Value,Top3_SHAP_Value,Top4_Feature,Top4_Value,Top4_SHAP_Value,Top5_Feature,Top5_Value,Top5_SHAP_Value,Top6_Feature,Top6_Value,Top6_SHAP_Value,Top7_Feature,Top7_Value,Top7_SHAP_Value,Top8_Feature,Top8_Value,Top8_SHAP_Value,Top9_Feature,Top9_Value,Top9_SHAP_Value,Top10_Feature,Top10_Value,Top10_SHAP_Value
1018666838,(주)삼양사,2022,성장기,0,6.9,16.5,99.12,54.2,0.06,26.38,2023,14.3,안정,AA-,-5.781609800403711,0.04,0.0006219240815221929,0,총자본영업이익률_diff,0.8702200787152595,-1.2065377812778761,영업CF_총부채,0.6619178749918829,0.31909948965865575,매입채무회전율_ratio_industry,0.024591760017838526,-0.24055232720048553,현금ROA_diff,0.5331671186263569,0.2358583941736875,사내유보율_ratio_industry,0.13417872148837476,-0.17234388115043295,순운전자본대총자본_ratio_industry,0.7586980239811674,-0.16578230855623616,ROA,0.6658627888523668,-0.16015949312686298,ROA변화_ratio,0.550754536491777,0.14639684261829394,순이익률_diff,0.8940297343901491,-0.14459801095679312,영업이익률변화_ratio,0.4342280250682347,0.1381789301712121
1018666838,(주)삼양사,2023,성숙기,0,1.12,0.0,99.45,44.14,0.05,47.66,2024,9.6,매우 안정,,-5.781609800403711,0.04,0.000480393654759838,0,총자본영업이익률_diff,0.9017865434124159,-1.2981942907947681,영업CF_총부채,0.8088594240760091,-0.4127757038441222,ROA변화_ratio,0.5500136774334103,0.2971091885165166,순이익률_diff,0.9033177343155445,-0.2554714128455783,현금ROA_diff,0.546077872898493,0.2286167519974812,순운전자본대총자본_ratio_industry,0.7207531741134627,-0.20705123559169522,영업이익증가율_diff,0.44212468442830577,0.18490334536107886,종업원,1257.0,0.16742778734117364,사내유보율_ratio_industry,0.14069306773825863,-0.16632619548384028,영업이익률변화_ratio,0.43732816315776,0.16350310319732278
1018666838,(주)삼양사,2024,성숙기,0,12.77,0.0,100.0,51.33,0.02,45.34,2025,10.5,매우 안정,,-5.781609800403711,0.04,0.00021831405429123757,0,총자본영업이익률_diff,0.9218216446218123,-1.5104318963659824,ROA변화_ratio,0.5486011090760948,0.4514325901096917,영업CF_총부채,0.8043920227367438,-0.4376547573989534,현금ROA_diff,0.5544352847588635,0.20419825431870106,순이익률_diff,0.9077305918206868,-0.1881260266248133,순운전자본대총자본_ratio_industry,0.7345232128636461,-0.1817760035853467,영업이익률변화_ratio,0.4412573474611052,-0.17211449305181378,매입채무회전율_ratio_industry,0.021682910689844005,-0.17177156213203726,종업원,1257.0,0.1675687088307778,사내유보율_ratio_industry,0.14711564615118553,-0.16406560589084745
1018700153,순수본주식회사,2022,성숙기,0,6.9,0.0,99.12,0.0,0.15,23.74,2023,6.6,매우 안정,,-5.781609800403711,0.04,0.0013949213993602948,0,총자본영업이익률_diff,0.8952105999840396,-1.1865684574452962,사내유보율_ratio_industry,0.04839818469038988,0.6680335081309663,장기부채의존도_ratio,-1.0371747260776338e-05,-0.33424501274719964,ROA변화_ratio,0.5507912349473236,0.24726235839960056,영업CF_총부채,0.7021351001368524,0.20318497976620725,매출액증가율_diff,0.17512130563207953,-0.16739755582313628,감가상각비율_ratio,0.058523732085216496,-0.16037030381278633,매입채무회전율_ratio_industry,0.0261417092265344,-0.15716169918072134,유형자산비율_ratio,0.6284558287961917,0.15711408347117226,총자산회전율_diff_industry,0.4649968058003415,0.15393389514700354
1018700153,순수본주식회사,2023,도입기,0,1.12,90.0,99.45,0.0,23.9,60.44,2024,47.0,매우 위험,,-5.781609800403711,0.04,0.2294920567649654,1,총자본영업이익률_diff,0.815459321599415,1.9359171342833779,사내유보율_ratio_industry,0.04825180224328623,0.7362237672445244,영업CF_총부채,0.5278890819128136,0.6109554767788449,ROA변화_ratio,0.552122283295226,0.49263434320083055,ROA,0.5870890437259391,0.43322313578873767,영업CF_유동부채,0.2152419714575075,0.2816915257194397,유형자산증가율_ratio,0.25852918529966257,0.23337618480948608,총자산회전율_diff_industry,0.49569279563431545,0.1849111643429367,판관비율_ratio,0.2673857386362038,0.152832738517608,매입채무회전율_ratio_industry,0.02451933938452998,-0.13759282359078479
1018700153,순수본주식회사,2024,성숙기,0,12.77,0.0,100.0,12.9,0.26,30.54,2025,7.9,매우 안정,,-5.781609800403711,0.04,0.002444902552848218,0,총자본영업이익률_diff,1.0795676626919544,-1.5231176770368806,영업이익증가율_diff,3.2149711788821462,1.160937024623763,사내유보율_ratio_industry,0.048658156180621845,0.7349380269032976,영업CF_총부채,0.7424715669913047,-0.39053356054720717,순이익률_diff,0.8988613079726424,-0.3629065786910203,매출액증가율_diff,0.24933320715836382,0.26030310665854395,금융비용부담률,0.030784248357852123,0.23437916141106824,EBITDA증가율_ratio,0.6037343402439782,0.18346142148394734,영업이익률변화_ratio,0.4536330785758793,-0.16204713185083927,판관비율_ratio,0.2751454292738363,0.16054149709040338
1028105450,삼양식품(주),2022,성장기,0,6.9,16.5,99.12,49.17,0.04,26.87,2023,14.1,매우 안정,,-5.781609800403711,0.04,0.00041384934959055614,0,총자본영업이익률_diff,1.0757263882089223,-1.6090576893585913,업력_ratio,0.9206349206349206,0.5009870864233802,매출액증가율_diff,0.22824706198394198,0.47979581766081525,영업CF_총부채,0.728862981106075,-0.3825547912401987,종업원,3025.0,0.3587492077110927,순이익률_diff,0.9154655899591283,-0.2734607076426623,금융비용부담률,0.01745086864490091,-0.2490261850703075,순운전자본대총자본_ratio_industry,0.7271761719182631,-0.20191034436750188,사내유보율_ratio_industry,0.09049724959699593,-0.18479867860197252,ROA,0.7631662935533912,-0.1804169697450083
1028105450,삼양식품(주),2023,성장기,0,1.12,20.6,99.45,41.71,0.12,47.71,2024,15.7,안정,A/Postive,-5.781609800403711,0.04,0.0012251002454514892,0,총자본영업이익률_diff,1.1717082550696483,-1.5914870399528263,매출액증가율_diff,0.23492244725180744,0.5458613895581853,업력_ratio,0.9206349206349206,0.502802221087358,ROA변화_ratio,0.5494702403617722,0.4680465923091563,영업CF_총부채,0.9743250329255859,-0.35275761981150733,총자산증가율_ratio_industry,0.9028498989670597,-0.33300481133776944,종업원,3025.0,0.2974640467239202,순이익률_diff,0.9258056999332893,-0.25700681500633094,영업이익률변화_ratio,0.43604354668842044,0.1850433383013553,ROA,0.7996696647308205,-0.17973033460215657
1028105450,삼양식품(주),2024,성숙기,0,12.77,0.0,100.0,48.59,0.04,45.31,2025,10.4,매우 안정,,-5.781609800403711,0.04,0.000420396021503655,0,총자본영업이익률_diff,1.462322567428375,-1.6401970237571188,매출액증가율_diff,0.26610973446546676,0.5668402566090123,업력_ratio,0.8947951273532668,0.5002412993177956,영업CF_총부채,1.2315023189156191,-0.34081026724318064,영업이익증가율_diff,0.5290967719856888,0.30893152564278215,종업원,3025.0,0.2808233868156515,순이익률_diff,0.9473542133510635,-0.2699502817783579,판관비율_ratio,0.17100028617519225,0.23250754180815011,총자산증가율_ratio_industry,0.6280285817339675,-0.21117640144312894,유형자산회전율_ratio_industry,0.09319748285164742,-0.20461053613813976
1028141121,코카콜라음료주식회사,2022,성숙기,0,6.9,0.0,99.12,52.15,0.01,26.84,2023,9.3,매우 안정,,-5.781609800403711,0.04,9.31283702014195e-05,0,총자본영업이익률_diff,1.2642254929494332,-1.361170789580106,금융비용부담률,-0.0006818636679946279,-0.5660481784746533,영업CF_총부채,1.490819284746452,-0.4098317951548853,유형자산부채비율_ratio,0.44296085970209825,0.26407320623149455,순이익률_diff,0.9230399743504444,-0.22524270446759764,영업CF_유동부채,0.52813372554142,-0.22501445716750446,ROA변화_ratio,0.550227142894997,0.1943289491959712,사내유보율_ratio_industry,0.194428723712393,-0.16929864548698792,ROA,0.839206319958212,-0.15551113056511465,종업원,2165.0,0.15388968259184058
1028141121,코카콜라음료주식회사,2023,성숙기,0,1.12,0.0,99.45,43.14,0.02,47.67,2024,9.6,매우 안정,,-5.781609800403711,0.04,0.0001982045852506257,0,총자본영업이익률_diff,1.2583161446305808,-1.3792397630968647,금융비용부담률,-0.0002842866222408471,-0.4438708882001858,영업CF_총부채,1.7100670808746603,-0.3688631873216933,총자산증가율_ratio_industry,0.14191659347422014,0.29664211140556185,유형자산부채비율_ratio,0.3886612524804854,0.22152955085542517,순이익률_diff,0.9240436293912601,-0.20265121504647648,순운전자본대총자본_ratio_industry,0.7773625620939959,-0.18419966855521183,영업CF_유동부채,0.6028437180341464,-0.18324948131512175,사내유보율_ratio_industry,0.1740839599378462,-0.18057391365393946,유형자산증가율_ratio,0.2565995600029757,0.15883661663667364
1028141121,코카콜라음료주식회사,2024,성숙기,0,12.77,0.0,100.0,50.18,0.01,45.36,2025,10.4,매우 안정,,-5.781609800403711,0.04,0.0001428475725220959,0,총자본영업이익률_diff,1.1815100461123687,-1.4352655175028324,금융비용부담률,-0.00027034240216747035,-0.5536520289551533,영업CF_총부채,1.5757046901693552,-0.4123999344815831,ROA변화_ratio,0.5726942012985248,0.40211794826606917,영업CF_유동부채,0.561907755720145,-0.2279535351965061,순이익률_diff,0.9190383230481117,-0.22479215959207904,사내유보율_ratio_industry,0.19081914717314827,-0.210107500216269,종업원,2165.0,0.19109596142784505,판관비율_ratio,0.20985719230867897,0.17865276553605045,순운전자본대총자본_ratio_industry,0.8317101169549163,-0.17703534773252533
