업종,Combined_Rank,Feature,Category,Feature_Type
M21_운수_창고업,1,총자본영업이익률,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음)
M21_운수_창고업,2,영업CF_총부채,현금흐름 (Cash Flow),★ 핵심피처 (SHAP+Perm 모두 높음)
M21_운수_창고업,3,유보율_ratio,안정성 (Solvency),★ 핵심피처 (SHAP+Perm 모두 높음)
M21_운수_창고업,4,재고자산회전율,활동성 (Activity),★ 핵심피처 (SHAP+Perm 모두 높음)
M21_운수_창고업,5,ROE,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음)
M21_운수_창고업,6,비유동비율,안정성 (Solvency),★ 핵심피처 (SHAP+Perm 모두 높음)
M21_운수_창고업,7,매출액순이익률_diff_industry,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음)
