업종,Combined_Rank,Feature,Category,Feature_Type
M08_화학_의약품_고무_플라스틱_제조업,1,총자본영업이익률,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음)
M08_화학_의약품_고무_플라스틱_제조업,2,금융비용부담률,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음)
M08_화학_의약품_고무_플라스틱_제조업,2,EBITDA마진,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음)
M08_화학_의약품_고무_플라스틱_제조업,4,영업이익률변화,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음)
M08_화학_의약품_고무_플라스틱_제조업,5,영업CF_유동부채_diff,현금흐름 (Cash Flow),★ 핵심피처 (SHAP+Perm 모두 높음)
M08_화학_의약품_고무_플라스틱_제조업,7,ROE,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음)
M08_화학_의약품_고무_플라스틱_제조업,8,감가상각비율,현금흐름 (Cash Flow),★ 핵심피처 (SHAP+Perm 모두 높음)
M08_화학_의약품_고무_플라스틱_제조업,8,ROIC,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음)
