Combined_Rank,Feature,Category,Feature_Type,SHAP_Rank,mean_abs_SHAP,Perm_Rank,Perm_Mean,Perm_Std,Rank_Diff,Consistency,Combined_Score,Category_Order
1,총자본영업이익률,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),1,1.8132652,1,0.1542145242728442,0.01446494510855472,0,일치,0.0,2
2,EBIT대매출액_ratio_industry,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),2,1.2088226,3,0.06320780470733947,0.017643685408208463,1,일치,0.039473684210526314,2
3,영업이익률변화,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),4,0.661977,2,0.14711331297184524,0.012527940178823213,2,일치,0.05263157894736842,2
4,금융비용부담률_diff,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),3,0.6807669,4,0.06031115928715716,0.015372288803873093,1,일치,0.06578947368421052,2
5,순운전자본회전율,활동성 (Activity),★ 핵심피처 (SHAP+Perm 모두 높음),5,0.50072485,7,0.010532155285144344,0.01599997621015863,2,일치,0.13157894736842105,4
5,영업CF_총부채_diff,현금흐름 (Cash Flow),★ 핵심피처 (SHAP+Perm 모두 높음),6,0.28882745,6,0.011857150889433055,0.016913957044125228,0,일치,0.13157894736842105,5
5,ROA변화_ratio,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),7,0.23012492,5,0.03166591140841533,0.008771470209288418,2,일치,0.13157894736842105,2
8,순운전자본대총자본_ratio_industry,안정성 (Solvency),"△ 대체가능 (SHAP 높음, Perm 낮음)",10,0.16476847,12,0.0009634883804427175,0.006543298556294767,2,일치,0.2631578947368421,1
9,유동비율_diff,안정성 (Solvency),"▲ 상호작용 (Perm 높음, SHAP 낮음)",15,0.11643909,8,0.009320816193047362,0.005475925511879861,7,소폭 불일치,0.2763157894736842,1
9,유보율_diff,안정성 (Solvency),"▲ 상호작용 (Perm 높음, SHAP 낮음)",13,0.1604037,10,0.004340628188283502,0.00649157486324541,3,일치,0.2763157894736842,1
11,총부채비율,안정성 (Solvency),"△ 대체가능 (SHAP 높음, Perm 낮음)",8,0.18885699,18,-0.0007319783040589371,0.007631089755813045,10,대폭 불일치,0.3157894736842105,1
12,비유동장기적합률_diff_industry,안정성 (Solvency),"△ 대체가능 (SHAP 높음, Perm 낮음)",11,0.16414125,19,-0.0007391244820493063,0.0054620574358247844,8,소폭 불일치,0.3684210526315789,1
12,EBITDA마진_ratio,수익성 (Profitability),- 일반피처,17,0.09297272,13,0.0007873196046984776,0.0035441102087067178,4,소폭 불일치,0.3684210526315789,2
14,차입금의존도,안정성 (Solvency),- 일반피처,14,0.11649158,20,-0.0007777835008483095,0.004404194550987586,6,소폭 불일치,0.42105263157894735,1
15,총자산증가율_ratio_industry,성장성 (Growth),"▲ 상호작용 (Perm 높음, SHAP 낮음)",28,0.05127207,11,0.002668944520361423,0.00396664545820518,17,대폭 불일치,0.48684210526315785,3
16,비유동비율_ratio,안정성 (Solvency),"▲ 상호작용 (Perm 높음, SHAP 낮음)",30,0.0428453,9,0.007556815311534567,0.0023448848616887856,21,대폭 불일치,0.4868421052631579,1
17,장기부채비율_ratio,안정성 (Solvency),- 일반피처,25,0.05955152,16,-0.0004922866334313454,0.0030863198413238926,9,대폭 불일치,0.513157894736842,1
18,총자산회전율_diff,활동성 (Activity),- 일반피처,26,0.05556146,15,0.00017103380082526357,0.004177270938756527,11,대폭 불일치,0.5131578947368421,4
19,영업이익률_diff,수익성 (Profitability),"△ 대체가능 (SHAP 높음, Perm 낮음)",9,0.17487466,33,-0.006377292509352554,0.0056521075984166105,24,대폭 불일치,0.5263157894736842,2
20,현금ROA_diff,수익성 (Profitability),- 일반피처,16,0.09593399,30,-0.005415610684479916,0.004510317642746692,14,대폭 불일치,0.5789473684210527,2
21,FCF_총자산_diff,현금흐름 (Cash Flow),- 일반피처,21,0.06721483,27,-0.004722288970043289,0.005506599212887802,6,소폭 불일치,0.6052631578947368,5
22,유동비율변화_diff,안정성 (Solvency),- 일반피처,18,0.089282066,31,-0.0055818606061395605,0.0055314654026324735,13,대폭 불일치,0.618421052631579,1
23,ROE_diff,수익성 (Profitability),- 일반피처,12,0.16179165,38,-0.015385183083524516,0.006782490392585382,26,대폭 불일치,0.631578947368421,2
23,자기자본증가율,성장성 (Growth),- 일반피처,24,0.059884433,26,-0.004392323744377282,0.006004705892264298,2,일치,0.631578947368421,3
25,순이익률_ratio,수익성 (Profitability),- 일반피처,19,0.07506845,32,-0.006228342892176118,0.003648042460196782,13,대폭 불일치,0.6447368421052632,2
25,유형자산증가율_ratio,성장성 (Growth),- 일반피처,37,0.030137265,14,0.0003221272160519669,0.0035958754969395565,23,대폭 불일치,0.6447368421052632,3
27,ROA_ratio,수익성 (Profitability),- 일반피처,36,0.030720431,17,-0.0005412596310640172,0.002440573363618286,19,대폭 불일치,0.6710526315789473,2
28,금융부채비율_ratio,안정성 (Solvency),- 일반피처,33,0.037483726,21,-0.0010231555855717703,0.0035337571486198996,12,대폭 불일치,0.6842105263157894,1
29,부채비율_ratio_industry,안정성 (Solvency),- 일반피처,27,0.05291123,28,-0.004853339697236529,0.005366360898698591,1,일치,0.6973684210526316,1
30,재고자산보유기간_ratio,활동성 (Activity),- 일반피처,20,0.071480416,37,-0.012373571705950567,0.005904242444280341,17,대폭 불일치,0.7236842105263157,4
30,매출원가율_ratio,수익성 (Profitability),- 일반피처,32,0.037826158,25,-0.0040202977219186645,0.0019724319331468313,7,소폭 불일치,0.7236842105263157,2
32,유형자산비율,기타 (Other),- 일반피처,34,0.035570767,23,-0.0024808547076177467,0.00312923972135946,11,대폭 불일치,0.7236842105263158,6
33,영업현금흐름비율_ratio,현금흐름 (Cash Flow),- 일반피처,29,0.051098723,29,-0.0051550040816333775,0.004185364370660036,0,일치,0.7368421052631579,5
34,ROIC_ratio,수익성 (Profitability),- 일반피처,35,0.031349085,24,-0.0028782961206670807,0.0024973658624928303,11,대폭 불일치,0.75,2
34,유형자산회전율_ratio,활동성 (Activity),- 일반피처,23,0.06571491,36,-0.008918945117743679,0.004017111971191658,13,대폭 불일치,0.75,4
36,업력,기타 (Other),- 일반피처,22,0.066249914,39,-0.019058694022106356,0.007264048650725243,17,대폭 불일치,0.7763157894736843,6
36,종업원,기타 (Other),- 일반피처,39,0.02249556,22,-0.0015076855347690968,0.0023112174358040443,17,대폭 불일치,0.7763157894736843,6
38,판관비율_diff,수익성 (Profitability),- 일반피처,31,0.039594773,34,-0.008446883092693225,0.004108911345921287,3,일치,0.8289473684210527,2
39,현금ROE_diff,수익성 (Profitability),- 일반피처,38,0.029757185,35,-0.008696089141774412,0.003190720399574245,3,일치,0.9342105263157895,2
