Val_Year,F1,Recall,Precision,ROC_AUC,PR_AUC,Accuracy
2016,0.2283,1.0,0.1288,0.7099,0.2281,0.1932
2017,0.2287,1.0,0.1291,0.6926,0.1772,0.2242
2018,0.2353,1.0,0.1333,0.7883,0.2945,0.2692
2019,0.2922,1.0,0.1711,0.833,0.3473,0.3493
2020,0.2222,1.0,0.125,0.6651,0.1565,0.2801
2021,0.2241,1.0,0.1262,0.76,0.1962,0.3548
