회사명,회계년도,Rank,Feature,Value,SHAP_Value,Direction,abs_SHAP,base_value,pred_prob,pred_label,true_label,threshold,Method,SMOTE_Ratio
농협경제지주주식회사,2024,1,영업이익률_ratio,0.7749338192863758,0.63425064,부실기여(+),0.63425064,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,2,총자본영업이익률_diff,0.8704932540336565,0.48655903,부실기여(+),0.48655903,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,3,유형자산비율_ratio,0.271754745803649,-0.13475151,정상기여(-),0.13475151,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,4,유형자산증가율_ratio_industry,0.14125085108017038,-0.1137002,정상기여(-),0.1137002,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,5,영업CF_유동부채_diff,0.26311991633389215,0.1081071,부실기여(+),0.1081071,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,6,순이익률_ratio,0.7289714825292707,0.10366368,부실기여(+),0.10366368,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,7,자본잠식률,0.9637417746035474,0.090875015,부실기여(+),0.090875015,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,8,매출액증가율,0.20010661582180184,0.090521894,부실기여(+),0.090521894,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,9,매입채무지급기간_diff,0.30262596021646426,-0.09000656,정상기여(-),0.09000656,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,10,순운전자본대총자본_ratio_industry,0.48585787644649336,-0.071756475,정상기여(-),0.071756475,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,11,업력,12.0,-0.062351808,정상기여(-),0.062351808,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,12,매출채권회전율_diff,0.010616794354759112,-0.060272876,정상기여(-),0.060272876,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,13,투하자본회전율_ratio,0.026671621341290128,-0.0522104,정상기여(-),0.0522104,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,14,영업CF_총부채_diff,0.553299211663841,0.047272146,부실기여(+),0.047272146,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,15,장기부채의존도,0.1120703428841243,-0.04628466,정상기여(-),0.04628466,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,16,ROE_diff,0.6000752998554589,-0.042895127,정상기여(-),0.042895127,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,17,매출총이익률_diff,0.20886337287761325,0.042010747,부실기여(+),0.042010747,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,18,매출액순이익률_diff_industry,0.6346814704087382,0.0393864,부실기여(+),0.0393864,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,19,영업현금흐름비율_diff,0.587206208244582,-0.035827085,정상기여(-),0.035827085,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,20,비유동자산회전율_ratio,0.00744467332307163,0.035599478,부실기여(+),0.035599478,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,21,ROIC_diff,0.9025193855549191,0.032507554,부실기여(+),0.032507554,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,22,유동비율변화_diff,0.4624711482661975,-0.031146206,정상기여(-),0.031146206,0.309697,0.781721,1,1,0.34,ClassWeight,-
농협경제지주주식회사,2024,23,차입금의존도_ratio_industry,0.4321019755998783,-0.03085417,정상기여(-),0.03085417,0.309697,0.781721,1,1,0.34,ClassWeight,-
