산업명,연도,F1,F2,F3,F4,F5,최종점수
기타기계장비업,2015,-0.0038810424953924366,0.116790204511947,-1.3909893710388925,-9.263553810621062,26.18619925536418,3.128913047144156
기타기계장비업,2016,-0.003881893147996543,0.10935319559779405,0.2965592809846074,-16.74988865414212,31.102918269414594,2.9510120397413764
기타기계장비업,2017,-0.017521081741699217,0.15071210805754293,-8.822045840916232,-10.647081729491141,22.850370089080236,0.7028867089977411
기타기계장비업,2018,-0.014322575867968194,0.13948560501842405,7.9985462432077625,-10.005980764921588,23.442800639449274,4.312105829377181
기타기계장비업,2019,-0.01610500950445152,0.1401953989294918,0.7171185345982498,-10.20708477347032,26.88489608295165,3.5038040467009237
기타기계장비업,2020,-0.023885331185533612,0.2338175596255162,21.491946751589094,-9.004584476489221,22.49659331162988,7.038777563033946
기타기계장비업,2021,-0.015749124108946813,0.20624437677139967,-0.9577722187924902,-9.258710409368852,21.77549078160999,2.34990068122222
기타기계장비업,2022,-0.023783633270643444,0.16685154394029234,5.404545291224939,-11.170192674268868,23.15577247855108,3.50663860123536
기타기계장비업,2023,-0.019940868797878736,0.19424047494669472,-0.5294984952495145,-13.01717613675278,24.63082748182559,2.2516904911944224
기타기계장비업,2024,-0.014614676604765509,0.19034685391072542,2.6464048313154835,-6.9110225996070085,24.44637577095319,4.071498035993525
