부실확률_w,Porter5F_w,생애주기점수_w,산업충격민감도_w,기업충격민감도_w,부실확률변화_w,spearman_rho,p_value
0.75,0.05,0.05,0.05,0.05,0.05,0.39890109699128606,5.303984004252333e-69
0.7,0.05,0.1,0.05,0.05,0.05,0.3873052782937402,7.999386279465698e-65
0.7,0.05,0.05,0.05,0.1,0.05,0.38124195145985834,1.0517825111683543e-62
0.7,0.05,0.05,0.05,0.05,0.1,0.37548462371456726,9.83389231153624e-61
0.65,0.05,0.1,0.05,0.1,0.05,0.3716077297558973,1.984000569840071e-59
0.65,0.1,0.1,0.05,0.05,0.05,0.368887072886556,1.5944358924130836e-58
0.7,0.1,0.05,0.05,0.05,0.05,0.36860833405173715,1.9717064047783097e-58
0.65,0.05,0.1,0.05,0.05,0.1,0.36860675084276456,1.9740851144500087e-58
0.65,0.05,0.05,0.05,0.15,0.05,0.36839220470603595,2.3243265997692334e-58
0.6,0.05,0.1,0.05,0.15,0.05,0.36567389346537493,1.8211240876589226e-57
0.6,0.1,0.1,0.05,0.1,0.05,0.3637871107238082,7.513373043280331e-57
0.65,0.05,0.15,0.05,0.05,0.05,0.3629064745694278,1.4511013415179123e-56
0.65,0.05,0.05,0.05,0.1,0.1,0.35986163231399115,1.3905360953982905e-55
0.55,0.1,0.1,0.05,0.15,0.05,0.35741695179577915,8.384931695317875e-55
0.6,0.1,0.15,0.05,0.05,0.05,0.35722908393153974,9.62015753068602e-55
0.65,0.05,0.05,0.05,0.05,0.15,0.3557547239286459,2.819459203728778e-54
0.6,0.05,0.1,0.05,0.1,0.1,0.3554451177946051,3.5311400799972356e-54
0.6,0.05,0.15,0.05,0.1,0.05,0.3546039312440994,6.500475778981993e-54
0.6,0.1,0.1,0.05,0.05,0.1,0.353778639835424,1.180829196559863e-53
0.55,0.05,0.1,0.05,0.2,0.05,0.35344111833987746,1.5065640340409736e-53
0.65,0.1,0.05,0.05,0.1,0.05,0.35332041898279437,1.6435808961843144e-53
0.6,0.1,0.1,0.1,0.05,0.05,0.35320066526904964,1.7917693663712727e-53
0.5,0.1,0.1,0.05,0.2,0.05,0.3508435077322777,9.726039525932778e-53
0.55,0.05,0.1,0.05,0.15,0.1,0.3507852771326972,1.013924172810359e-52
0.55,0.1,0.1,0.05,0.1,0.1,0.3506383023285033,1.126149476182813e-52
0.55,0.1,0.15,0.05,0.1,0.05,0.35026265900824305,1.4723383625077587e-52
0.65,0.15,0.05,0.05,0.05,0.05,0.3490989665599806,3.369995947176204e-52
0.65,0.1,0.05,0.05,0.05,0.1,0.34824497260735865,6.174158641129983e-52
0.6,0.05,0.05,0.05,0.2,0.05,0.34762640163941055,9.5615646175918e-52
0.65,0.05,0.1,0.1,0.05,0.05,0.34656889844324107,2.0150147661410073e-51
0.5,0.05,0.1,0.05,0.25,0.05,0.34511884590684216,5.574157975245178e-51
0.6,0.05,0.1,0.05,0.05,0.15,0.3445737046462535,8.160292018425568e-51
0.6,0.1,0.05,0.05,0.15,0.05,0.3443928709799469,9.258510164740226e-51
0.6,0.05,0.05,0.05,0.15,0.1,0.34396798611649093,1.245200041746274e-50
0.55,0.05,0.1,0.05,0.1,0.15,0.342899934383036,2.6174000945726445e-50
0.6,0.05,0.15,0.05,0.05,0.1,0.34269135241349796,3.0250329810340634e-50
0.6,0.15,0.1,0.05,0.05,0.05,0.3425850829603933,3.256400987257627e-50
0.55,0.05,0.15,0.05,0.15,0.05,0.34194829717159464,5.061426969331434e-50
0.6,0.05,0.1,0.1,0.1,0.05,0.34002378767705616,1.907300304645833e-49
0.7,0.05,0.05,0.1,0.05,0.05,0.33963145461706207,2.4967395034226068e-49
0.5,0.1,0.1,0.05,0.15,0.1,0.3396292353449873,2.5005429312892932e-49
0.5,0.05,0.15,0.05,0.2,0.05,0.3394336541904265,2.859389464337474e-49
0.6,0.05,0.2,0.05,0.05,0.05,0.33924815554837623,3.246917295428971e-49
0.5,0.05,0.1,0.05,0.2,0.1,0.3392239480471607,3.301199338633047e-49
0.6,0.05,0.05,0.05,0.1,0.15,0.339144352379706,3.486125010793126e-49
