column,n_distress,n_normal,mean_distress,mean_normal,median_distress,median_normal,cohens_d,cles,direction,mw_stat,p_value_raw,p_value_fdr,significant_fdr,keep,remove_reason
종업원,192,2818,115.932292,142.739886,30.0,52.0,-0.079,0.4297,normal_high,232470.5,0.0010891944378064887,0.00137524550228092,1.0,1,
부채비율,192,2818,0.654048,0.087766,0.044092,0.009389,0.6339,0.764,distress_high,413357.0,1.5021413022600342e-34,7.737898905647388e-34,1.0,1,
총부채비율,192,2818,0.28897,0.172705,0.258346,0.167643,0.8278,0.7576,distress_high,409903.0,5.631028916552972e-33,2.0766611246993462e-32,1.0,1,
장기부채비율,192,2818,0.541269,0.075247,0.027411,0.003674,1.1074,0.726,distress_high,392809.5,8.422329797249493e-26,2.105582449312373e-25,1.0,1,
장기부채의존도,192,2818,0.193465,0.111668,0.122764,0.055767,0.5423,0.6106,distress_high,330386.0,2.72407320923945e-07,3.622437778243949e-07,1.0,1,
차입금의존도,192,2818,0.502135,0.254342,0.501038,0.179059,0.7918,0.7444,distress_high,402753.0,3.361454144217568e-30,1.0248335805541366e-29,1.0,1,
순차입금비율,192,2818,0.907999,0.12827,0.081686,0.023147,0.4602,0.7881,distress_high,426407.0,8.004634337888843e-41,1.0698871089127616e-39,1.0,1,
금융부채비율,192,2818,0.81259,0.107425,0.056602,0.00613,0.46,0.7864,distress_high,425468.0,8.131142027736988e-41,1.0698871089127616e-39,1.0,1,
자기자본비율,192,2818,0.711028,0.827292,0.741656,0.832354,-0.8278,0.2424,normal_high,131156.0,5.6485182591822214e-33,2.0766611246993462e-32,1.0,1,
유보율,192,2818,-0.623095,0.563829,0.402027,0.450146,-0.4357,0.2395,normal_high,129595.0,1.1150541876738716e-33,4.6324045566868084e-33,1.0,1,
자본잠식률,192,2818,1.308778,0.713115,0.798614,0.774978,0.4273,0.7141,distress_high,386386.0,2.6926003473788294e-23,6.17568887013493e-23,1.0,1,
유동비율,192,2818,0.021418,0.052487,0.006968,0.024402,-0.2191,0.2377,normal_high,128631.0,4.057673551479834e-34,1.84439706885447e-33,1.0,1,
당좌비율_추정,192,2818,0.019568,0.049965,0.006545,0.023775,-0.2358,0.2272,normal_high,122901.0,8.66549157108421e-37,7.174015926656827e-36,1.0,1,
현금비율,192,2818,0.029766,0.049606,0.002377,0.01711,-0.1099,0.2546,normal_high,137759.0,4.435082990516037e-30,1.3044361736811872e-29,1.0,1,
순운전자본비율,192,2818,0.444067,0.651252,0.49223,0.65142,-0.9432,0.2287,normal_high,123719.0,2.115493206541528e-36,1.5110665761010914e-35,1.0,1,
순운전자본회전율,192,2818,0.009818,0.096316,0.0,0.005162,-0.0813,0.2974,normal_high,160894.0,1.3726519641654625e-23,3.177435102234867e-23,1.0,1,
금융비용부담률,192,2818,16.51585,0.104041,0.043895,0.00462,0.3456,0.7517,distress_high,406694.0,1.0128594401635839e-31,3.2885046758557923e-31,1.0,1,
비유동비율,192,2818,0.551834,0.081977,0.055943,0.011326,1.2106,0.7954,distress_high,430372.0,7.762082799461166e-43,1.293680466576861e-41,1.0,1,
비유동장기적합률,192,2818,0.932578,0.124988,0.128635,0.068668,0.6652,0.7696,distress_high,416376.0,5.993888514983929e-36,3.4056184744226866e-35,1.0,1,
유형자산비율,192,2818,0.593592,0.448231,0.685087,0.45704,0.4425,0.626,distress_high,338693.0,4.908506174643178e-09,6.9329183257672e-09,1.0,1,
유형자산부채비율,192,2818,0.153913,0.223084,0.146663,0.162427,-0.1874,0.4504,ambiguous,243700.0,0.02130808563382796,0.02512745947385373,1.0,0,방향 불명확 (CLES 0.45~0.55)
ROA,192,2818,0.404214,0.518058,0.440049,0.513193,-0.7141,0.1901,normal_high,102829.5,5.708622047498483e-47,1.427155511874621e-45,1.0,1,
ROE,192,2818,0.72339,0.683433,0.612413,0.642845,0.0404,0.4084,normal_high,220954.5,2.0818067659514797e-05,2.7106858931659892e-05,1.0,1,
ROIC,192,2818,0.449702,2.419037,0.703309,0.728409,-0.0272,0.1933,normal_high,104573.0,4.656883011423773e-46,1.0583825025963122e-44,1.0,1,
총자본영업이익률,192,2818,0.76545,0.930739,0.847093,0.926377,-0.8105,0.1663,normal_high,89952.0,3.553131282814814e-54,2.396740192605428e-52,1.0,1,
매출총이익률,192,2818,0.553204,0.676449,0.565826,0.604351,-0.6007,0.3611,normal_high,195400.5,1.0054514997730968e-10,1.6428946074723806e-10,1.0,1,
영업이익률,192,2818,-2.708757,0.868104,0.882844,0.900402,-0.3307,0.2162,normal_high,116990.0,1.182395557365921e-39,1.2316620389228343e-38,1.0,1,
순이익률,192,2818,-5.023019,0.802957,0.812365,0.829215,-0.3432,0.1644,normal_high,88970.0,9.596616262771501e-55,1.7738534708388193e-52,1.0,1,
EBITDA마진,192,2818,-2.401353,0.784221,0.792911,0.807229,-0.3318,0.3309,normal_high,179060.0,4.150898338997118e-15,8.044376625963407e-15,1.0,1,
영업현금흐름비율,192,2818,-5.753206,0.662107,0.634879,0.645692,-0.3159,0.318,normal_high,172036.5,2.8370588253346256e-17,6.062091507125269e-17,1.0,1,
현금ROA,192,2818,0.376851,0.439017,0.366647,0.431185,-0.364,0.341,normal_high,184520.0,1.560891100948486e-13,2.8483414250884783e-13,1.0,1,
