FeatureSet,FeatureFile,N_Features,Method,SMOTE_Ratio,Model,Recall_min,Threshold_basis,Threshold,CV_Val_F1,Test_F1,Gap_F1,CV_Val_Recall,Test_Recall,Gap_Recall,CV_Val_Precision,Test_Precision,Gap_Precision,CV_Val_ROC_AUC,Test_ROC_AUC,Gap_ROC_AUC,CV_Val_PR_AUC,Test_PR_AUC,Gap_PR_AUC,CV_Val_Accuracy,Test_Accuracy,Gap_Accuracy
top55_dedup45,lasso_features_top55--43.csv,43,ClassWeight,-,LightGBM,0.9,Test,0.1,0.2935,0.3018,0.0083,0.713,0.9022,0.1891,0.1888,0.1812,-0.0076,0.8788,0.9088,0.0301,0.2354,0.2632,0.0278,0.8359,0.7992,-0.0368
