부실확률_w,Porter5F_w,생애주기점수_w,산업충격민감도_w,기업충격민감도_w,부실확률변화_w,가중치합,spearman_rho,p_value
0.6,0.05,0.05,0.1,0.15,0.05,1.0,0.230301,0.212616219
0.6,0.05,0.05,0.15,0.1,0.05,1.0,0.230301,0.212616219
0.65,0.05,0.05,0.1,0.1,0.05,1.0,0.22114,0.231880534
0.6,0.2,0.05,0.05,0.05,0.05,1.0,0.220927,0.232342055
0.55,0.05,0.05,0.1,0.2,0.05,1.0,0.220714,0.232804193
0.55,0.05,0.05,0.25,0.05,0.05,1.0,0.21901,0.236523533
0.6,0.05,0.05,0.2,0.05,0.05,1.0,0.21901,0.236523533
0.6,0.1,0.05,0.1,0.1,0.05,1.0,0.217944,0.238868215
0.6,0.15,0.05,0.05,0.1,0.05,1.0,0.217944,0.238868215
0.55,0.05,0.05,0.15,0.15,0.05,1.0,0.216879,0.241228378
0.65,0.1,0.05,0.1,0.05,0.05,1.0,0.216879,0.241228378
0.6,0.15,0.1,0.05,0.05,0.05,1.0,0.21624,0.242651914
0.65,0.05,0.05,0.15,0.05,0.05,1.0,0.216027,0.243127667
0.6,0.1,0.05,0.15,0.05,0.05,1.0,0.21347,0.248885139
0.55,0.05,0.05,0.2,0.1,0.05,1.0,0.213044,0.249853421
0.65,0.15,0.05,0.05,0.05,0.05,1.0,0.212192,0.251797453
0.65,0.05,0.05,0.1,0.05,0.1,1.0,0.21134,0.25375145
0.55,0.1,0.05,0.15,0.1,0.05,1.0,0.210701,0.25522349
0.5,0.05,0.05,0.1,0.25,0.05,1.0,0.208357,0.260669003
0.7,0.1,0.05,0.05,0.05,0.05,1.0,0.208357,0.260669003
0.65,0.1,0.05,0.05,0.05,0.1,1.0,0.208144,0.261167796
0.6,0.05,0.1,0.15,0.05,0.05,1.0,0.207505,0.26266792
0.65,0.1,0.1,0.05,0.05,0.05,1.0,0.206014,0.266190085
0.6,0.1,0.05,0.05,0.15,0.05,1.0,0.205588,0.267202045
