부실확률_w,Porter5F_w,생애주기점수_w,산업충격민감도_w,기업충격민감도_w,부실확률변화_w,가중치합,spearman_rho,p_value
0.5,0.15,0.2,0.05,0.05,0.05,1.0,0.363373,0.002928092
0.6,0.1,0.15,0.05,0.05,0.05,1.0,0.348023,0.004500024
0.55,0.1,0.2,0.05,0.05,0.05,1.0,0.345963,0.004759691
0.5,0.1,0.25,0.05,0.05,0.05,1.0,0.344657,0.004931206
0.5,0.1,0.2,0.05,0.1,0.05,1.0,0.339761,0.005623128
0.5,0.15,0.15,0.05,0.1,0.05,1.0,0.339518,0.005659697
0.55,0.15,0.15,0.05,0.05,0.05,1.0,0.334999,0.006376876
0.55,0.1,0.15,0.1,0.05,0.05,1.0,0.333825,0.006575787
0.5,0.15,0.15,0.1,0.05,0.05,1.0,0.33336,0.006656095
0.5,0.1,0.2,0.1,0.05,0.05,1.0,0.332784,0.006756714
0.5,0.15,0.15,0.05,0.05,0.1,1.0,0.329905,0.007280081
0.5,0.1,0.15,0.1,0.05,0.1,1.0,0.323503,0.008572375
0.5,0.1,0.2,0.05,0.05,0.1,1.0,0.318364,0.009750337
0.6,0.1,0.1,0.1,0.05,0.05,1.0,0.315773,0.010396071
0.55,0.1,0.15,0.05,0.1,0.05,1.0,0.310903,0.011710348
0.65,0.1,0.1,0.05,0.05,0.05,1.0,0.310235,0.011901376
0.7,0.05,0.1,0.05,0.05,0.05,1.0,0.310235,0.011901376
0.55,0.1,0.15,0.05,0.05,0.1,1.0,0.310036,0.011958913
0.5,0.1,0.15,0.15,0.05,0.05,1.0,0.30884,0.012309214
0.5,0.1,0.15,0.1,0.1,0.05,1.0,0.308175,0.012507631
0.5,0.1,0.15,0.05,0.1,0.1,1.0,0.307001,0.012864928
0.5,0.1,0.15,0.05,0.15,0.05,1.0,0.306337,0.013071051
0.65,0.05,0.1,0.1,0.05,0.05,1.0,0.305495,0.013336227
0.5,0.1,0.15,0.05,0.05,0.15,1.0,0.304853,0.013541708
0.6,0.1,0.1,0.05,0.05,0.1,1.0,0.302774,0.014225512
0.55,0.1,0.1,0.1,0.05,0.1,1.0,0.301862,0.01453458
0.55,0.1,0.1,0.05,0.15,0.05,1.0,0.301287,0.014732828
0.5,0.1,0.1,0.05,0.15,0.1,1.0,0.300356,0.015057986
0.55,0.1,0.1,0.1,0.1,0.05,1.0,0.299138,0.015493102
0.55,0.1,0.1,0.05,0.05,0.15,1.0,0.298518,0.015718734
0.6,0.1,0.1,0.05,0.1,0.05,1.0,0.298274,0.015808143
