Combined_Rank,Feature,Category,Feature_Type,SHAP_Rank,mean_abs_SHAP,Perm_Rank,Perm_Mean,Perm_Std,Rank_Diff,Consistency,Combined_Score,Category_Order
1,금융비용부담률_ratio,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),1,0.8229013665580635,2,0.1116726891172519,0.026677681356832534,1,일치,0.011627906976744186,2
2,총자본영업이익률,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),3,0.4609301246254451,3,0.06973743522407339,0.010958786902135975,0,일치,0.046511627906976744,2
2,재고자산회전율_ratio,활동성 (Activity),★ 핵심피처 (SHAP+Perm 모두 높음),5,0.3510340085569722,1,0.20126099700342806,0.024475546848160997,4,소폭 불일치,0.046511627906976744,4
4,ROA,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),4,0.3690013095998762,8,0.0358185791459874,0.014237328595390956,4,소폭 불일치,0.11627906976744187,2
5,ROIC_diff,수익성 (Profitability),★ 핵심피처 (SHAP+Perm 모두 높음),8,0.28718906916325454,6,0.03779821301198812,0.009488899745084359,2,일치,0.13953488372093023,2
6,순이익증가율_ratio,성장성 (Growth),"▲ 상호작용 (Perm 높음, SHAP 낮음)",14,0.15685902527841442,4,0.06141826930756857,0.01710604103021201,10,대폭 불일치,0.18604651162790697,3
7,현금전환주기_CCC_diff,활동성 (Activity),★ 핵심피처 (SHAP+Perm 모두 높음),12,0.22723055382531615,7,0.03724158610612232,0.012091923610153281,5,소폭 불일치,0.19767441860465118,4
8,장기부채비율_ratio,안정성 (Solvency),"▲ 상호작용 (Perm 높음, SHAP 낮음)",16,0.13225913517436405,5,0.038335755188887315,0.016748762970003016,11,대폭 불일치,0.22093023255813954,1
9,유형자산회전율_ratio,활동성 (Activity),"▲ 상호작용 (Perm 높음, SHAP 낮음)",15,0.1524834905906605,9,0.031083657739684283,0.011417853195761166,6,소폭 불일치,0.2558139534883721,4
10,자기자본회전율_ratio,활동성 (Activity),"▲ 상호작용 (Perm 높음, SHAP 낮음)",18,0.11448767909990785,10,0.02124092811017514,0.008221107017662103,8,소폭 불일치,0.3023255813953488,4
11,유형자산증가율_ratio,성장성 (Growth),"▲ 상호작용 (Perm 높음, SHAP 낮음)",19,0.10347147843028646,11,0.008835086061426327,0.005525646570613223,8,소폭 불일치,0.32558139534883723,3
