사업자등록번호,회사명,prob_2014,prob_2015,prob_2016,prob_2017,prob_2018,prob_2019,prob_2020,prob_2021,prob_2022,prob_2023,prob_2024,diff_2014_2015,diff_2015_2016,diff_2016_2017,diff_2017_2018,diff_2018_2019,diff_2019_2020,diff_2020_2021,diff_2021_2022,diff_2022_2023,diff_2023_2024,risk_score
6018103570,유한여객자동차주식회사,,,,,,0.001,0.7871,0.1266,0.3276,0.7191,0.8309,0.0,0.0,0.0,0.0,0.0,0.7861,-0.6605,0.201,0.3915,0.1118,98.94
6188100756,부산여객자동차(주),,,,,,0.0409,0.0937,0.0237,0.0456,0.2265,0.8249,0.0,0.0,0.0,0.0,0.0,0.0528,-0.07,0.0219,0.1809,0.5984,98.86
6078117112,삼성여객주식회사,0.0009,0.0036,0.0075,0.0023,0.0019,0.0045,0.1588,0.0088,0.0205,0.8035,0.8598,0.0027,0.0039,-0.0052,-0.0004,0.0026,0.1543,-0.15,0.0117,0.783,0.0563,98.38
5028103201,(주)관음교통,,,,,,,,0.0017,0.0608,0.5923,0.6723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0591,0.5315,0.08,98.21
4108618147,(주)와이에스피,0.0227,0.0044,0.0038,0.0553,0.0052,0.0589,0.0019,0.0051,0.265,0.609,0.6377,-0.0183,-0.0006,0.0515,-0.0501,0.0537,-0.057,0.0032,0.2599,0.344,0.0287,97.8
8778800392,글로넷엘엠에스(주),,,,0.0062,0.0267,0.0007,0.0017,0.0035,0.0278,0.1592,0.4929,0.0,0.0,0.0,0.0205,-0.026,0.001,0.0018,0.0243,0.1314,0.3337,97.59
6078133747,금진여객자동차주식회사,,,,,,0.0011,0.3047,0.0197,0.3224,0.3367,0.5729,0.0,0.0,0.0,0.0,0.0,0.3036,-0.285,0.3027,0.0143,0.2362,97.57
6188100168,일신여객자동차주식회사,,,,,,0.001,0.3614,0.0573,0.1292,0.3972,0.4884,0.0,0.0,0.0,0.0,0.0,0.3604,-0.3041,0.0719,0.268,0.0912,97.4
5068115897,주식회사포트랜스,,,0.0016,0.0131,0.0095,0.0983,0.0121,0.115,0.4681,0.574,0.5882,0.0,0.0,0.0115,-0.0036,0.0888,-0.0862,0.1029,0.3531,0.1059,0.0142,96.85
4168116119,서강기업주식회사,0.0033,0.001,0.0015,0.0037,0.0017,0.0049,0.0463,0.0106,0.0762,0.5674,0.572,-0.0023,0.0005,0.0022,-0.002,0.0032,0.0414,-0.0357,0.0656,0.4912,0.0046,96.29
2508602140,주식회사엠지로지스틱스,,,,,,,,0.0014,0.0703,0.0781,0.3102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689,0.0078,0.2321,95.93
2648114349,주식회사재세능원,,,,,,0.0024,,,0.3788,0.6413,0.8352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2625,0.1939,95.86
1588602219,주식회사루트,,,,,,,,,0.0004,0.6319,0.7649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6315,0.133,95.7
1138108743,세풍운수주식회사,0.009,0.0024,0.0036,0.0069,0.0028,0.0475,0.059,0.0255,0.0954,0.2067,0.2696,-0.0066,0.0012,0.0033,-0.0041,0.0447,0.0115,-0.0335,0.0699,0.1113,0.0629,95.61
3158102326,청주화물터미널주식회사,,,,,,,,,0.0004,0.1799,0.4824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1795,0.3025,94.63
1248721942,(주)동국지엘피,,,,,,0.0007,0.0096,0.0081,0.0608,0.1775,0.2028,0.0,0.0,0.0,0.0,0.0,0.0089,-0.0015,0.0527,0.1167,0.0253,94.49
1258190950,이안기업(주),,,,,,,,0.0013,0.0014,0.0214,0.2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.02,0.1787,94.16
3068104975,동건운수(주),,,,,,,,,0.0003,0.2638,0.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2635,0.0987,93.9
1018650471,와이에스엘에이전시(주),,,,,,,,0.0005,0.0012,0.0627,0.1439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0615,0.0812,93.48
6018108217,신한여객자동차주식회사,0.0014,0.0006,0.0007,0.005,0.0049,0.0003,0.1703,0.0042,0.004,0.4097,0.5968,-0.0008,0.0001,0.0043,-0.0001,-0.0046,0.17,-0.1661,-0.0002,0.4057,0.1871,92.95
1458702485,주식회사에스엘물류,,,,,,,,,0.0002,0.164,0.2543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1638,0.0903,92.81
8168801794,주식회사피코이노베이션,,,,,,,,,0.0003,0.0025,0.4315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.429,92.76
2648135247,주식회사선스코에스앤티,,,,,,,,0.0006,0.0001,0.0662,0.7569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005,0.0661,0.6907,92.75
6028158966,(주)트랜스포트코리아,,,,,,,,0.0005,0.0067,0.0214,0.0851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062,0.0147,0.0637,92.13
8688601961,주식회사엠에스엘,,,,,,,,,0.0005,0.0708,0.1534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0703,0.0826,91.25
8248701648,대한해운엘엔지주식회사,,,,,,,0.0007,0.0033,0.0061,0.0151,0.0564,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0028,0.009,0.0413,91.03
1218100285,대한싸이로주식회사,0.0009,0.0101,0.0144,0.0049,0.0237,0.0196,0.0025,0.0031,0.0094,0.0139,0.0556,0.0092,0.0043,-0.0095,0.0188,-0.0041,-0.0171,0.0006,0.0063,0.0045,0.0417,90.82
1218610342,에스엠상선경인터미널(주),,,,,,,,,0.0004,0.0902,0.1241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0898,0.0339,90.4
5038113871,신흥버스(주),,,,,,0.0005,0.0042,0.0033,0.0108,0.0428,0.0516,0.0,0.0,0.0,0.0,0.0,0.0037,-0.0009,0.0075,0.032,0.0088,90.26
6098100150,진해여객자동차주식회사,,,,,,0.0011,0.0877,0.3218,0.0266,0.4008,0.7469,0.0,0.0,0.0,0.0,0.0,0.0866,0.2341,-0.2952,0.3742,0.3461,89.36
6028145665,대한네트웍스,0.0056,0.001,0.0009,0.0024,0.018,0.0096,0.1104,0.0049,0.0011,0.0404,0.3212,-0.0046,-0.0001,0.0015,0.0156,-0.0084,0.1008,-0.1055,-0.0038,0.0393,0.2808,89.19
6038152984,(주)삼성냉장,0.0072,0.0005,0.0031,0.0013,0.0011,0.0015,0.0073,0.0679,0.0274,0.2785,0.5218,-0.0067,0.0026,-0.0018,-0.0002,0.0004,0.0058,0.0606,-0.0405,0.2511,0.2433,89.12
1398112711,성원운수,,,,,,0.0005,0.0004,0.0023,0.0013,0.0917,0.2124,0.0,0.0,0.0,0.0,0.0,-0.0001,0.0019,-0.001,0.0904,0.1207,89.11
6028139275,동아탱커(주),0.0067,0.0185,0.1546,0.1015,0.0665,0.0965,0.2022,0.0845,0.0024,0.1261,0.5602,0.0118,0.1361,-0.0531,-0.035,0.03,0.1057,-0.1177,-0.0821,0.1237,0.4341,88.95
6168100726,제주여객자동차주식회사,,,,,,0.0011,0.1376,0.1579,0.0015,0.054,0.671,0.0,0.0,0.0,0.0,0.0,0.1365,0.0203,-0.1564,0.0525,0.617,88.92
1108102167,서울매일버스(주),,,,,,0.0005,0.2587,0.4702,0.1471,0.2484,0.6359,0.0,0.0,0.0,0.0,0.0,0.2582,0.2115,-0.3231,0.1013,0.3875,88.68
1168602608,에스앤케이로지스양주신도시(주),,,,,,,,,0.0005,0.0726,0.0791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0721,0.0065,88.56
6788101437,성신엘엔에스주식회사(SungShinL&SCo.Ltd),,,,,,,,0.0004,0.0027,0.0028,0.0558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0001,0.053,88.53
6088102363,대운교통(주),0.0225,0.0006,0.0008,0.0059,0.0969,0.0691,0.0756,0.0171,0.0018,0.0261,0.4138,-0.0219,0.0002,0.0051,0.091,-0.0278,0.0065,-0.0585,-0.0153,0.0243,0.3877,88.49
2058133099,스마트홀딩스(주),,0.0025,0.5176,0.0159,0.0009,0.0003,0.0004,0.0059,0.0014,0.2582,0.2921,0.0,0.5151,-0.5017,-0.015,-0.0006,0.0001,0.0055,-0.0045,0.2568,0.0339,88.35
6178100258,동남여객자동차주식회사,0.001,0.0012,0.0039,0.0132,0.0014,0.0007,0.1761,0.4637,0.0035,0.1351,0.4919,0.0002,0.0027,0.0093,-0.0118,-0.0007,0.1754,0.2876,-0.4602,0.1316,0.3568,88.14
3468701643,주식회사퍼시픽플러스,,,,,,,,,0.0006,0.1553,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547,0.0007,88.07
6028139974,주식회사문영,0.0027,0.0035,0.4112,0.0106,0.0186,0.2426,0.0036,0.0216,0.0108,0.1802,0.2766,0.0008,0.4077,-0.4006,0.008,0.224,-0.239,0.018,-0.0108,0.1694,0.0964,88.03
2248165345,주식회사진영물류산업,,,,,,,,0.0009,0.0016,0.002,0.0389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0004,0.0369,87.93
4608800501,쌍용로지스틱스(주),,,,0.001,0.0021,0.0013,0.0013,0.0345,0.01,0.149,0.3027,0.0,0.0,0.0,0.0011,-0.0008,0.0,0.0332,-0.0245,0.139,0.1537,87.93
6188102429,(주)대진여객,0.0004,,,0.0044,0.001,0.0006,0.0154,0.0031,0.0004,0.0029,0.2675,0.0,0.0,0.0,-0.0034,-0.0004,0.0148,-0.0123,-0.0027,0.0025,0.2646,87.63
5018100915,건영화물(주),,,,,,,,,0.0002,0.0031,0.0534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0503,87.53
2158800240,서강엘앤에스,,,,,,,,,0.0003,0.0117,0.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0271,87.3
1278157622,(주)로고농업회사법인,0.2005,0.2509,0.306,0.2495,0.3759,0.0024,0.0051,0.0086,0.0008,0.0017,0.3649,0.0504,0.0551,-0.0565,0.1264,-0.3735,0.0027,0.0035,-0.0078,0.0009,0.3632,87.08
3188602349,주식회사삼일로지스,,,,,,,,,0.0004,0.0037,0.0394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0357,86.98
6168195048,(주)제이비엘로지스틱스,,,,,,,,0.0007,0.0013,0.0051,0.0193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0038,0.0142,86.98
