사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,연도_신용등급,신용등급,등급_정제,등급_순위
1058174316,엘지이노텍(주),2015,성숙기,0,100.0,0.0,0.0,48.98,23.67,46.61,2016,AA-,AA-,4
1058174316,엘지이노텍(주),2016,성숙기,0,83.22,0.0,82.37,37.4,24.16,47.86,2017,AA-,AA-,4
1058174316,엘지이노텍(주),2018,성장기,0,37.37,2.1,97.06,42.27,23.86,57.74,2019,AA-,AA-,4
1058174316,엘지이노텍(주),2019,성장기,0,87.92,3.9,93.29,49.91,24.7,48.12,2020,AA-,AA-,4
1058174316,엘지이노텍(주),2020,성숙기,0,85.73,0.8,100.0,51.59,22.68,40.54,2021,AA-,AA-,4
1058174316,엘지이노텍(주),2021,성숙기,0,46.41,1.3,92.89,44.56,12.44,46.32,2022,AA-,AA-,4
1058174316,엘지이노텍(주),2022,성숙기,0,34.49,0.0,98.58,55.32,13.21,42.25,2023,AA-,AA-,4
1058174316,엘지이노텍(주),2023,성장기,0,63.2,9.9,98.67,50.36,11.72,42.9,2024,AA-,AA-,4
1058608183,코위버(주),2015,성장기,0,100.0,0.3,0.0,55.08,3.64,47.85,2016,BBB+,BBB+,8
1058608183,코위버(주),2016,성장기,0,83.22,4.6,82.37,39.58,3.31,47.35,2017,BBB+,BBB+,8
1058608183,코위버(주),2018,성장기,0,37.37,2.1,97.06,41.54,13.37,59.57,2019,BBB+,BBB+,8
1078100237,(주)두산,2015,도입기,0,100.0,63.7,0.0,100.0,59.2,50.05,2016,A-,A-,7
1078100237,(주)두산,2016,조정기,0,83.22,28.3,82.37,20.18,58.31,46.92,2017,A,A,6
1078100237,(주)두산,2018,성장기,0,37.37,2.1,97.06,17.22,58.38,52.44,2019,A-,A-,7
1078100237,(주)두산,2019,성장기,0,87.92,3.9,93.29,41.27,59.63,47.91,2020,A,A,6
1078100237,(주)두산,2020,성장기,0,85.73,0.0,100.0,52.58,59.16,41.82,2021,BBB,BBB,9
1078100237,(주)두산,2021,성숙기,0,46.41,1.3,92.89,48.99,57.65,51.79,2022,BBB,BBB,9
1078100237,(주)두산,2022,성숙기,0,34.49,0.0,98.58,46.9,52.41,38.48,2023,BBB,BBB,9
1078100237,(주)두산,2023,성숙기,0,63.2,0.0,98.67,45.71,27.13,23.79,2024,BBB,BBB,9
1078614075,엘지전자(주),2015,성장기,0,100.0,0.3,0.0,53.7,15.64,47.96,2016,AA,AA,3
1078614075,엘지전자(주),2016,성숙기,0,83.22,0.0,82.37,39.38,15.67,47.57,2017,AA,AA,3
1078614075,엘지전자(주),2018,성장기,0,37.37,2.1,97.06,43.12,15.79,53.69,2019,AA,AA,3
1078614075,엘지전자(주),2019,성장기,0,87.92,3.9,93.29,49.99,16.58,48.2,2020,AA,AA,3
1078614075,엘지전자(주),2020,성숙기,0,85.73,0.8,100.0,51.02,16.26,41.57,2021,AA,AA,3
1078614075,엘지전자(주),2021,성숙기,0,46.41,1.3,92.89,44.96,9.26,48.44,2022,AA,AA,3
1078614075,엘지전자(주),2022,성숙기,0,34.49,0.0,98.58,51.53,8.68,41.28,2023,AA,AA,3
1078614075,엘지전자(주),2023,성장기,0,63.2,9.9,98.67,48.23,8.67,44.11,2024,AA,AA,3
1168119273,LS일렉트릭(주),2022,도입기,0,34.49,78.8,98.58,50.81,21.54,41.24,2023,AA-,AA-,4
1168119273,LS일렉트릭(주),2023,성장기,0,63.2,9.9,98.67,47.9,15.88,39.54,2024,AA-,AA-,4
1208155297,엘지디스플레이(주),2015,성숙기,0,100.0,0.0,0.0,43.63,13.01,48.39,2016,AA,AA,3
1208155297,엘지디스플레이(주),2016,성장기,0,83.22,4.6,82.37,40.67,12.62,47.29,2017,AA,AA,3
1208155297,엘지디스플레이(주),2017,성장기,0,25.13,3.5,82.97,44.61,12.74,52.63,2018,AA,AA,3
1208155297,엘지디스플레이(주),2018,성장기,0,37.37,2.1,97.06,43.54,13.48,54.3,2019,A+,A+,5
1208155297,엘지디스플레이(주),2019,성장기,0,87.92,3.9,93.29,51.66,23.28,55.39,2020,A+,A+,5
1208155297,엘지디스플레이(주),2020,성장기,0,85.73,0.0,100.0,51.8,37.05,50.76,2021,A+,A+,5
1208155297,엘지디스플레이(주),2021,성장기,0,46.41,0.0,92.89,44.82,27.18,46.5,2022,A+,A+,5
1208155297,엘지디스플레이(주),2022,성장기,0,34.49,2.6,98.58,52.49,29.3,43.33,2023,A,A,6
1208155297,엘지디스플레이(주),2023,성장기,0,63.2,9.9,98.67,48.66,41.66,53.76,2024,A+,A+,5
1238100049,가온전선(주),2015,조정기,0,100.0,21.2,0.0,48.88,22.47,47.28,2016,A,A,6
1238100049,가온전선(주),2016,조정기,0,83.22,28.3,82.37,38.98,17.51,44.28,2017,A,A,6
1238100049,가온전선(주),2018,성숙기,0,37.37,0.0,97.06,43.47,16.04,54.57,2019,A,A,6
1238100049,가온전선(주),2019,조정기,0,87.92,36.8,93.29,49.54,13.88,45.86,2020,A,A,6
1238100049,가온전선(주),2020,성장기,0,85.73,0.0,100.0,50.81,21.55,46.73,2021,A,A,6
1238100049,가온전선(주),2021,도입기,0,46.41,79.0,92.89,44.42,13.04,47.44,2022,A,A,6
1238100049,가온전선(주),2022,성장기,0,34.49,2.6,98.58,52.25,12.53,41.36,2023,A,A,6
1238100049,가온전선(주),2023,성장기,0,63.2,9.9,98.67,48.72,11.71,43.44,2024,A,A,6
1238103459,대한광통신(주),2015,조정기,1,100.0,21.2,0.0,38.39,66.12,50.29,2016,BB(AAA~D),BB,12
1248131282,삼성SDI(주),2015,성숙기,0,100.0,0.0,0.0,47.34,23.16,48.25,2016,AA,AA,3
