사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,연도_신용등급,신용등급,등급_정제,등급_순위
1018666838,(주)삼양사,2020,성장기,0,100.0,11.8,98.27,66.48,0.03,28.0,2021,AA-,AA-,4
1018666838,(주)삼양사,2021,성장기,0,55.99,12.7,98.54,77.77,0.64,22.78,2022,AA-,AA-,4
1018666838,(주)삼양사,2022,성장기,0,6.9,16.5,99.12,54.2,0.06,26.38,2023,AA-,AA-,4
1028105450,삼양식품(주),2023,성장기,0,1.12,20.6,99.45,41.71,0.12,47.71,2024,A/Postive,A,6
1048609535,씨제이제일제당(주),2017,성장기,0,68.41,0.7,90.21,44.04,0.06,22.32,2018,AA,AA,3
1048609535,씨제이제일제당(주),2018,성장기,0,0.0,5.1,90.9,54.44,0.08,27.67,2019,AA,AA,3
1048609535,씨제이제일제당(주),2019,성장기,0,13.14,12.2,94.17,33.91,0.31,23.54,2020,AA,AA,3
1048609535,씨제이제일제당(주),2020,성장기,0,100.0,11.8,98.27,61.15,0.07,27.83,2021,AA,AA,3
1048609535,씨제이제일제당(주),2021,성숙기,0,55.99,0.0,98.54,73.76,0.1,22.33,2022,AA,AA,3
1048609535,씨제이제일제당(주),2022,성숙기,0,6.9,0.0,99.12,51.21,0.08,26.86,2023,AA,AA,3
1048609535,씨제이제일제당(주),2023,성숙기,0,1.12,0.0,99.45,42.63,0.1,47.68,2024,AA,AA,3
1098114886,대상(주),2015,성장기,0,31.34,0.0,0.0,46.48,0.08,26.08,2016,A+,A+,5
1098114886,대상(주),2016,성장기,0,23.88,0.0,91.17,37.07,0.09,14.91,2017,A+,A+,5
1098114886,대상(주),2018,성숙기,0,0.0,0.0,90.9,57.15,0.06,27.67,2019,A+,A+,5
1098114886,대상(주),2019,성숙기,0,13.14,0.0,94.17,36.95,0.04,23.34,2020,AA-,AA-,4
1098114886,대상(주),2020,성숙기,0,100.0,0.0,98.27,65.33,0.03,27.99,2021,AA-,AA-,4
1098114886,대상(주),2021,성장기,0,55.99,12.7,98.54,73.82,0.15,22.4,2022,AA-,AA-,4
1098114886,대상(주),2022,도입기,0,6.9,63.7,99.12,53.28,0.2,26.91,2023,AA-,AA-,4
1098114886,대상(주),2023,성장기,0,1.12,20.6,99.45,43.76,0.03,47.58,2024,AA-,AA-,4
1108109699,사조산업(주),2017,성숙기,0,68.41,0.0,90.21,37.73,0.05,22.37,2018,A-,A-,7
1108109699,사조산업(주),2018,성장기,0,0.0,5.1,90.9,51.24,0.08,27.68,2019,A-,A-,7
1108109699,사조산업(주),2019,성장기,0,13.14,12.2,94.17,31.49,0.09,23.36,2020,A-,A-,7
1108109699,사조산업(주),2020,성장기,0,100.0,11.8,98.27,62.74,3.62,30.56,2021,A-,A-,7
1108109699,사조산업(주),2021,조정기,0,55.99,31.1,98.54,74.7,0.16,19.68,2022,A-,A-,7
1108109699,사조산업(주),2022,조정기,0,6.9,24.8,99.12,52.9,0.1,26.81,2023,A-,A-,7
1108109699,사조산업(주),2023,조정기,0,1.12,20.5,99.45,43.59,2.84,49.14,2024,A-,A-,7
1268636352,(주)선진,2019,조정기,0,13.14,32.5,94.17,35.17,0.07,23.32,2020,A-,A-,7
1268636352,(주)선진,2020,성장기,0,100.0,11.8,98.27,64.44,0.03,27.97,2021,BBB+,BBB+,8
1268636352,(주)선진,2021,성숙기,0,55.99,0.0,98.54,71.61,0.17,22.41,2022,BBB+,BBB+,8
1268636352,(주)선진,2022,성숙기,0,6.9,0.0,99.12,51.92,0.28,26.95,2023,BBB+,BBB+,8
1268636352,(주)선진,2023,성숙기,0,1.12,0.0,99.45,42.94,0.51,47.79,2024,BBB+,BBB+,8
1298130202,(주)팜스코,2015,성장기,0,31.34,0.0,0.0,46.52,0.21,26.19,2016,BBB+,BBB+,8
1298130202,(주)팜스코,2016,성장기,0,23.88,0.0,91.17,35.45,0.23,14.91,2017,BBB+,BBB+,8
1298130202,(주)팜스코,2017,성장기,0,68.41,0.7,90.21,44.58,0.05,22.23,2018,BBB+,BBB+,8
1298130202,(주)팜스코,2018,도입기,0,0.0,77.9,90.9,54.9,0.33,27.87,2019,BBB+,BBB+,8
1328100631,(주)빙그레,2015,성숙기,0,31.34,2.2,0.0,47.84,0.02,26.06,2016,AA-/STABLE,AA-,4
1328100631,(주)빙그레,2016,성숙기,0,23.88,1.3,91.17,36.6,0.02,14.91,2017,AA-/STABLE,AA-,4
1328100631,(주)빙그레,2018,성숙기,0,0.0,0.0,90.9,56.89,0.01,27.62,2019,AA-/STABLE,AA-,4
1328100631,(주)빙그레,2019,성숙기,0,13.14,0.0,94.17,36.13,0.02,23.36,2020,AA-/STABLE,AA-,4
1328100631,(주)빙그레,2020,성숙기,0,100.0,0.0,98.27,63.62,0.01,27.99,2021,AA-/STABLE,AA-,4
1328100631,(주)빙그레,2021,성숙기,0,55.99,0.0,98.54,72.79,0.3,22.53,2022,AA-/STABLE,AA-,4
1328100631,(주)빙그레,2022,성숙기,0,6.9,0.0,99.12,53.7,0.08,26.69,2023,AA-/STABLE,AA-,4
1328100631,(주)빙그레,2023,성숙기,0,1.12,0.0,99.45,43.93,0.02,47.63,2024,AA-/STABLE,AA-,4
1338122244,(주)삼립,2023,성숙기,0,1.12,0.0,99.45,44.15,0.03,47.64,2024,A+/STABLE,A+,5
1358170723,(주)마니커에프앤지,2019,성장기,0,13.14,12.2,94.17,33.72,0.01,23.33,2020,BB+,BB+,11
1358170723,(주)마니커에프앤지,2020,성장기,0,100.0,11.8,98.27,65.39,0.01,28.0,2021,BB+,BB+,11
1358170723,(주)마니커에프앤지,2021,성장기,0,55.99,12.7,98.54,75.7,1.79,23.7,2022,BB+,BB+,11
1358170723,(주)마니커에프앤지,2022,성장기,0,6.9,16.5,99.12,51.74,1.93,26.92,2023,BB+,BB+,11
1358170723,(주)마니커에프앤지,2023,성장기,0,1.12,20.6,99.45,42.92,0.17,46.74,2024,BB+,BB+,11
1388103238,(주)오뚜기,2015,성숙기,0,31.34,2.2,0.0,49.24,0.01,26.05,2016,AA,AA,3
1388103238,(주)오뚜기,2016,성숙기,0,23.88,1.3,91.17,38.52,0.02,14.92,2017,AA,AA,3
1388103238,(주)오뚜기,2017,성숙기,0,68.41,0.0,90.21,48.47,0.02,22.37,2018,AA,AA,3
1868100924,롯데웰푸드(주),2018,성숙기,0,0.0,0.0,90.9,57.63,0.36,27.85,2019,AA+,AA+,2
1868100924,롯데웰푸드(주),2019,성장기,0,13.14,12.2,94.17,36.52,0.16,23.19,2020,AA+,AA+,2
1868100924,롯데웰푸드(주),2020,성숙기,0,100.0,0.0,98.27,73.37,0.06,27.93,2021,AA,AA,3
1868100924,롯데웰푸드(주),2021,성숙기,0,55.99,0.0,98.54,86.88,0.2,22.41,2022,AA,AA,3
1868100924,롯데웰푸드(주),2022,성숙기,0,6.9,0.0,99.12,48.41,0.72,27.29,2023,AA,AA,3
1868100924,롯데웰푸드(주),2023,성숙기,0,1.12,0.0,99.45,41.14,0.08,47.33,2024,AA,AA,3
2038143193,매일홀딩스(주),2015,성장기,0,31.34,0.0,0.0,52.86,0.01,26.03,2016,A+,A+,5
2148100777,하이트진로(주),2015,성숙기,0,31.34,2.2,0.0,34.86,0.12,26.03,2016,A+,A+,5
2148100777,하이트진로(주),2016,성숙기,0,23.88,1.3,91.17,35.07,1.39,16.03,2017,A,A,6
2148100777,하이트진로(주),2017,성숙기,0,68.41,0.0,90.21,43.77,0.33,21.56,2018,A,A,6
2148100777,하이트진로(주),2018,성숙기,0,0.0,0.0,90.9,53.96,0.49,27.77,2019,A,A,6
2148100777,하이트진로(주),2019,성숙기,0,13.14,0.0,94.17,34.1,1.12,23.86,2020,A,A,6
2148100777,하이트진로(주),2020,성숙기,0,100.0,0.0,98.27,61.2,0.17,27.3,2021,A,A,6
2148100777,하이트진로(주),2021,성숙기,0,55.99,0.0,98.54,72.13,0.21,22.34,2022,A+,A+,5
2148100777,하이트진로(주),2022,성숙기,0,6.9,0.0,99.12,49.75,0.41,27.03,2023,A,A,6
2148100777,하이트진로(주),2023,성숙기,0,1.12,0.0,99.45,41.91,0.39,47.65,2024,A+,A+,5
2148107770,롯데칠성음료(주),2015,성장기,0,31.34,0.0,0.0,48.84,0.08,25.96,2016,AA+,AA+,2
2148107770,롯데칠성음료(주),2016,성장기,0,23.88,0.0,91.17,37.83,0.16,14.97,2017,AA+,AA+,2
2148107770,롯데칠성음료(주),2018,성장기,0,0.0,5.1,90.9,57.33,0.92,28.24,2019,AA+,AA+,2
2148107770,롯데칠성음료(주),2019,성장기,0,13.14,12.2,94.17,35.15,3.85,25.7,2020,AA-,AA-,4
2148107770,롯데칠성음료(주),2020,성장기,0,100.0,11.8,98.27,62.69,0.16,25.28,2021,AA,AA,3
2148107770,롯데칠성음료(주),2021,성장기,0,55.99,12.7,98.54,74.37,0.22,22.36,2022,AA,AA,3
2148107770,롯데칠성음료(주),2022,성숙기,0,6.9,0.0,99.12,54.11,0.06,26.73,2023,AA,AA,3
2148107770,롯데칠성음료(주),2023,성숙기,0,1.12,0.0,99.45,44.18,0.09,47.68,2024,AA,AA,3
3038105937,(주)팜스토리,2015,도입기,0,31.34,56.5,0.0,43.42,1.17,26.39,2016,BB+,BB+,11
3038105937,(주)팜스토리,2016,도입기,0,23.88,55.8,91.17,37.43,0.06,13.86,2017,BB+,BB+,11
3038105937,(주)팜스토리,2018,쇠퇴기,0,0.0,100.0,90.9,55.85,0.33,27.82,2019,BB+,BB+,11
3038105937,(주)팜스토리,2019,조정기,0,13.14,32.5,94.17,31.26,0.33,23.36,2020,BB+,BB+,11
3038105937,(주)팜스토리,2020,성장기,0,100.0,11.8,98.27,60.0,0.23,27.93,2021,BB+,BB+,11
3038105937,(주)팜스토리,2021,도입기,0,55.99,100.0,98.54,72.84,0.33,22.38,2022,BB+,BB+,11
3038105937,(주)팜스토리,2022,쇠퇴기,0,6.9,100.0,99.12,52.3,0.7,27.17,2023,BBB-,BBB-,10
3038105937,(주)팜스토리,2023,조정기,0,1.12,20.5,99.45,43.36,0.31,47.46,2024,BB+,BB+,11
3128149680,해태제과식품(주),2015,성숙기,0,31.34,2.2,0.0,48.75,0.1,26.04,2016,A,A,6
3128149680,해태제과식품(주),2016,성숙기,0,23.88,1.3,91.17,41.47,0.2,14.99,2017,A-,A-,7
3128149680,해태제과식품(주),2018,성숙기,0,0.0,0.0,90.9,61.39,0.29,27.79,2019,A,A,6
3128149680,해태제과식품(주),2019,성숙기,0,13.14,0.0,94.17,41.58,0.47,23.5,2020,A,A,6
3128149680,해태제과식품(주),2020,성숙기,0,100.0,0.0,98.27,67.28,0.17,27.78,2021,A,A,6
3128149680,해태제과식품(주),2021,성숙기,0,55.99,0.0,98.54,76.73,0.35,22.45,2022,A,A,6
3128149680,해태제과식품(주),2022,성장기,0,6.9,16.5,99.12,55.03,1.78,28.04,2023,A,A,6
3128149680,해태제과식품(주),2023,성숙기,0,1.12,0.0,99.45,44.65,0.2,46.83,2024,A,A,6
3158101744,(주)풀무원,2015,성숙기,0,31.34,2.2,0.0,50.02,0.15,26.02,2016,A-,A-,7
3158101744,(주)풀무원,2016,성장기,0,23.88,0.0,91.17,38.69,0.41,15.13,2017,A-,A-,7
3158101744,(주)풀무원,2018,성장기,0,0.0,5.1,90.9,59.05,0.1,27.62,2019,BBB+,BBB+,8
3158101744,(주)풀무원,2019,성장기,0,13.14,12.2,94.17,38.95,0.5,23.67,2020,A-,A-,7
3158101744,(주)풀무원,2020,성장기,0,100.0,11.8,98.27,65.9,0.48,27.99,2021,A-,A-,7
3158101744,(주)풀무원,2021,성장기,0,55.99,12.7,98.54,75.32,0.92,22.65,2022,BBB+,BBB+,8
3158101744,(주)풀무원,2022,성장기,0,6.9,16.5,99.12,53.81,3.81,29.21,2023,BBB+,BBB+,8
3158101744,(주)풀무원,2023,성장기,0,1.12,20.6,99.45,44.01,0.51,45.93,2024,BBB+,BBB+,8
6018108347,한성기업(주),2015,도입기,0,31.34,56.5,0.0,50.35,0.52,19.37,2016,B+,B+,14
6018108347,한성기업(주),2016,도입기,0,23.88,55.8,91.17,38.03,0.32,14.7,2017,BBB-,BBB-,10
6018108347,한성기업(주),2018,도입기,0,0.0,77.9,90.9,58.2,2.92,29.66,2019,B+,B+,14
6018108347,한성기업(주),2019,쇠퇴기,0,13.14,100.0,94.17,40.06,7.06,26.67,2020,B+,B+,14
