사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,연도_신용등급,신용등급,등급_정제,등급_순위
1168100755,(주)삼천리,2015,도입기,0,89.44,30.9,0.0,48.51,0.14,15.32,2016,AA+,AA+,2
1168100755,(주)삼천리,2016,성숙기,0,67.33,3.7,54.88,45.68,0.23,21.57,2017,AA+,AA+,2
1168100755,(주)삼천리,2018,성숙기,0,45.71,3.3,59.52,59.99,0.21,24.92,2019,AA+,AA+,2
1168100755,(주)삼천리,2019,성숙기,0,70.0,0.0,64.49,63.61,0.12,3.59,2020,AA+,AA+,2
1168100755,(주)삼천리,2020,성숙기,0,100.0,0.0,87.2,80.79,0.21,15.89,2021,AA+,AA+,2
1168100755,(주)삼천리,2021,성숙기,0,60.1,0.0,93.3,38.05,0.1,12.27,2022,AA+,AA+,2
1168100755,(주)삼천리,2022,성장기,0,0.0,15.4,97.61,49.22,0.04,20.79,2023,AA+,AA+,2
1168100755,(주)삼천리,2023,성숙기,0,55.11,0.0,98.86,36.57,0.05,58.65,2024,AA+,AA+,2
1208200557,한국가스공사(주),2018,성숙기,0,45.71,3.3,59.52,56.5,1.06,18.33,2019,AAA,AAA,1
1208200557,한국가스공사(주),2019,성숙기,0,70.0,0.0,64.49,59.04,1.68,4.26,2020,AAA,AAA,1
1298202760,한국지역난방공사,2018,성장기,0,45.71,0.0,59.52,59.04,0.63,24.69,2019,AAA,AAA,1
1298202760,한국지역난방공사,2019,성장기,0,70.0,16.9,64.49,58.67,6.03,8.9,2020,AAA,AAA,1
5048183652,대성에너지(주),2019,성숙기,0,70.0,0.0,64.49,62.61,0.09,3.72,2020,A+,A+,5
5048183652,대성에너지(주),2020,성숙기,0,100.0,0.0,87.2,79.64,0.03,15.76,2021,A+,A+,5
5048183652,대성에너지(주),2021,성숙기,0,60.1,0.0,93.3,36.88,0.15,12.49,2022,A+,A+,5
5048183652,대성에너지(주),2022,성숙기,0,0.0,0.0,97.61,46.75,4.67,24.71,2023,A+,A+,5
5048183652,대성에너지(주),2023,성숙기,0,55.11,0.0,98.86,34.59,0.36,55.98,2024,A+,A+,5
