사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,연도_신용등급,신용등급,등급_정제,등급_순위
1048125772,한솔홀딩스(주),2015,성숙기,0,0.0,10.5,0.0,47.95,10.4,45.78,2016,A,A,6
1048125772,한솔홀딩스(주),2016,성장기,0,25.83,0.0,84.08,52.04,7.64,45.96,2017,A-,A-,7
1048125772,한솔홀딩스(주),2018,쇠퇴기,0,80.26,100.0,88.75,58.15,16.29,13.18,2019,A-,A-,7
1048125772,한솔홀딩스(주),2019,성숙기,0,82.08,0.0,100.0,54.62,10.29,44.85,2020,A-,A-,7
1048125772,한솔홀딩스(주),2020,조정기,0,75.74,26.8,69.2,60.86,3.77,45.41,2021,A-,A-,7
1048125772,한솔홀딩스(주),2021,성숙기,0,50.36,0.0,56.61,44.11,1.32,47.84,2022,A-,A-,7
1048125772,한솔홀딩스(주),2022,조정기,0,91.71,27.1,62.13,45.71,1.01,48.75,2023,A-,A-,7
1048125772,한솔홀딩스(주),2023,성숙기,0,97.78,0.0,62.21,42.95,12.14,54.54,2024,A-,A-,7
1048126714,씨제이(주),2015,성숙기,0,0.0,10.5,0.0,46.23,0.26,47.77,2016,AA-,AA-,4
1048126714,씨제이(주),2016,성숙기,0,25.83,4.3,84.08,49.56,0.51,47.77,2017,AA-,AA-,4
1048126714,씨제이(주),2018,성장기,0,80.26,10.1,88.75,53.15,0.74,48.48,2019,AA-,AA-,4
1048126714,씨제이(주),2019,성장기,0,82.08,12.5,100.0,50.68,1.48,48.41,2020,AA-,AA-,4
1048126714,씨제이(주),2020,성장기,0,75.74,11.7,69.2,58.24,2.72,49.44,2021,AA-,AA-,4
1048126714,씨제이(주),2021,성숙기,0,50.36,0.0,56.61,41.96,0.85,48.15,2022,AA-,AA-,4
1048126714,씨제이(주),2022,성숙기,0,91.71,0.0,62.13,43.21,1.43,49.22,2023,AA-,AA-,4
1048126714,씨제이(주),2023,성숙기,0,97.78,0.0,62.21,40.37,1.18,48.61,2024,AA-,AA-,4
1068160926,(주)세아제강지주,2015,성숙기,0,0.0,10.5,0.0,47.48,0.64,48.13,2016,A+,A+,5
1068160926,(주)세아제강지주,2016,성숙기,0,25.83,4.3,84.08,49.01,0.81,47.71,2017,A+,A+,5
1068160926,(주)세아제강지주,2018,성숙기,0,80.26,0.0,88.75,53.01,1.43,48.94,2019,A+,A+,5
1068160926,(주)세아제강지주,2019,성숙기,0,82.08,0.0,100.0,52.51,1.4,48.0,2020,A+,A+,5
1068160926,(주)세아제강지주,2020,성숙기,0,75.74,0.0,69.2,55.15,0.93,48.53,2021,A+,A+,5
1068160926,(주)세아제강지주,2021,성숙기,0,50.36,0.0,56.61,40.12,0.32,48.81,2022,A+,A+,5
1068160926,(주)세아제강지주,2022,성장기,0,91.71,16.2,62.13,43.45,0.17,48.84,2023,A+,A+,5
1068160926,(주)세아제강지주,2023,성장기,0,97.78,26.3,62.21,40.67,0.08,48.69,2024,A+,A+,5
1078100955,하이트진로홀딩스(주),2015,성숙기,0,0.0,10.5,0.0,49.46,2.76,46.06,2016,A,A,6
1078100955,하이트진로홀딩스(주),2016,성숙기,0,25.83,4.3,84.08,50.28,4.5,48.55,2017,A-,A-,7
1078100955,하이트진로홀딩스(주),2018,성숙기,0,80.26,0.0,88.75,54.39,10.87,49.82,2019,A-,A-,7
1078100955,하이트진로홀딩스(주),2019,성숙기,0,82.08,0.0,100.0,51.09,11.0,48.14,2020,A-,A-,7
1078100955,하이트진로홀딩스(주),2020,성숙기,0,75.74,0.0,69.2,57.91,0.8,43.47,2021,A-,A-,7
1078100955,하이트진로홀딩스(주),2021,성숙기,0,50.36,0.0,56.61,39.87,1.31,49.39,2022,A-,A-,7
1078100955,하이트진로홀딩스(주),2022,성숙기,0,91.71,0.0,62.13,42.08,1.76,49.15,2023,A,A,6
1078100955,하이트진로홀딩스(주),2023,성장기,0,97.78,26.3,62.21,39.23,7.82,51.91,2024,A,A,6
1078134848,롯데지주(주),2015,성장기,0,0.0,0.0,0.0,51.08,0.66,48.01,2016,AA+,AA+,2
1078134848,롯데지주(주),2016,성숙기,0,25.83,4.3,84.08,49.74,0.66,47.62,2017,AA+,AA+,2
1078134848,롯데지주(주),2018,도입기,0,80.26,65.3,88.75,53.32,41.95,58.61,2019,AA+,AA+,2
1078134848,롯데지주(주),2019,조정기,0,82.08,28.7,100.0,34.24,64.6,60.47,2020,AA+,AA+,2
1078134848,롯데지주(주),2020,성장기,0,75.74,11.7,69.2,55.6,42.71,37.64,2021,AA+,AA+,2
1078134848,롯데지주(주),2022,성장기,0,91.71,16.2,62.13,41.82,11.28,46.75,2023,AA-,AA-,4
1078134848,롯데지주(주),2023,성숙기,0,97.78,0.0,62.21,38.96,23.79,55.33,2024,A+,A+,5
1088161052,(주)농심홀딩스,2015,성장기,0,0.0,0.0,0.0,52.07,0.26,47.78,2016,AA,AA,3
1088161052,(주)농심홀딩스,2016,성숙기,0,25.83,4.3,84.08,50.59,0.28,47.64,2017,AA,AA,3
1088161052,(주)농심홀딩스,2017,조정기,0,39.31,29.1,83.37,39.85,0.3,48.1,2018,AA,AA,3
1088161052,(주)농심홀딩스,2018,성숙기,0,80.26,0.0,88.75,54.47,1.06,48.68,2019,AA,AA,3
1088161052,(주)농심홀딩스,2019,성숙기,0,82.08,0.0,100.0,51.08,1.28,48.13,2020,AA,AA,3
1088161052,(주)농심홀딩스,2020,성숙기,0,75.74,0.0,69.2,59.3,0.24,48.24,2021,AA,AA,3
1168119007,(주)엘에스,2020,성장기,0,75.74,11.7,69.2,58.08,0.55,48.1,2021,A+,A+,5
1168119007,(주)엘에스,2021,성장기,0,50.36,9.5,56.61,40.43,0.41,49.05,2022,A+,A+,5
1168119007,(주)엘에스,2022,성장기,0,91.71,16.2,62.13,43.89,0.47,48.95,2023,A+,A+,5
1168119007,(주)엘에스,2023,성장기,0,97.78,26.3,62.21,41.12,0.41,48.71,2024,A+,A+,5
1208101490,한국전력기술(주),2015,성장기,0,0.0,0.0,0.0,47.63,3.41,49.82,2016,AA,AA,3
1208101490,한국전력기술(주),2016,성숙기,0,25.83,4.3,84.08,48.21,1.22,46.38,2017,AA,AA,3
1208101490,한국전력기술(주),2017,성숙기,0,39.31,0.0,83.37,34.29,0.05,47.47,2018,AA,AA,3
1208101490,한국전력기술(주),2018,성숙기,0,80.26,0.0,88.75,50.36,0.25,48.38,2019,AA,AA,3
1208101490,한국전력기술(주),2019,성숙기,0,82.08,0.0,100.0,49.37,0.02,47.89,2020,AA,AA,3
1208101490,한국전력기술(주),2021,쇠퇴기,0,50.36,100.0,56.61,39.92,0.62,49.41,2022,AA,AA,3
1208101490,한국전력기술(주),2022,조정기,0,91.71,27.1,62.13,42.66,0.4,48.8,2023,AA,AA,3
1208101490,한국전력기술(주),2023,성숙기,0,97.78,0.0,62.21,39.85,0.19,48.63,2024,AA,AA,3
1208144752,(주)비지에프,2015,성장기,0,0.0,0.0,0.0,49.39,0.09,47.87,2016,A+,A+,5
1208156184,삼성이앤에이(주),2015,쇠퇴기,0,0.0,100.0,0.0,45.03,26.34,62.83,2016,BBB+,BBB+,8
