사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,연도_신용등급,신용등급,등급_정제,등급_순위
1268104267,현대엘리베이터(주),2015,성장기,0,38.29,0.0,0.0,53.83,13.75,56.7,2016,BBB+,BBB+,8
1268104267,현대엘리베이터(주),2016,성장기,0,35.48,2.2,19.68,46.88,1.59,44.16,2017,A-,A-,7
1268104267,현대엘리베이터(주),2018,성숙기,0,56.96,0.0,92.35,49.66,16.05,53.74,2019,A-,A-,7
1268104267,현대엘리베이터(주),2019,성장기,0,44.21,2.1,100.0,53.55,3.86,42.85,2020,A-,A-,7
1268104267,현대엘리베이터(주),2020,조정기,0,100.0,22.0,62.42,62.5,2.87,50.12,2021,A-,A-,7
1288635081,(주)파인텍,2016,도입기,0,35.48,82.9,19.68,43.25,79.78,93.98,2017,B,B,15
1288635081,(주)파인텍,2017,성숙기,0,0.0,0.0,24.1,43.12,45.85,29.03,2018,B,B,15
1358148139,에이테크솔루션(주),2017,성숙기,0,0.0,0.0,24.1,46.38,72.76,63.92,2018,BBB-,BBB-,10
1398102284,(주)서연탑메탈,2015,성장기,0,38.29,0.0,0.0,51.89,20.22,61.37,2016,A-,A-,7
1398102284,(주)서연탑메탈,2016,성장기,0,35.48,2.2,19.68,42.0,24.47,53.16,2017,A-,A-,7
1398102284,(주)서연탑메탈,2018,조정기,0,56.96,38.0,92.35,46.09,72.27,80.07,2019,BBB,BBB,9
1398102284,(주)서연탑메탈,2019,조정기,0,44.21,25.7,100.0,54.27,74.46,50.66,2020,BBB,BBB,9
1398102284,(주)서연탑메탈,2020,조정기,0,100.0,22.0,62.42,60.07,1.14,10.29,2021,BBB,BBB,9
2638101759,(주)엠앤씨솔루션,2023,성숙기,0,24.44,0.0,55.25,50.57,5.57,51.68,2024,BBB,BBB,9
5288800622,에이치디건설기계(주),2018,도입기,0,56.96,75.8,92.35,49.91,4.71,46.67,2019,A-,A-,7
5288800622,에이치디건설기계(주),2019,성장기,0,44.21,2.1,100.0,51.55,1.64,47.97,2020,A-,A-,7
5288800622,에이치디건설기계(주),2020,조정기,0,100.0,22.0,62.42,63.16,16.02,58.56,2021,A-,A-,7
5288800622,에이치디건설기계(주),2021,쇠퇴기,0,25.99,100.0,38.9,58.23,5.56,42.99,2022,A-,A-,7
5288800622,에이치디건설기계(주),2022,조정기,0,44.25,26.1,54.23,39.85,0.44,44.32,2023,A-,A-,7
5288800622,에이치디건설기계(주),2023,성숙기,0,24.44,0.0,55.25,52.78,0.18,48.7,2024,A-,A-,7
6098104684,두산에너빌리티(주),2015,성장기,0,38.29,0.0,0.0,63.18,84.15,76.98,2016,A,A,6
6098104684,두산에너빌리티(주),2016,조정기,0,35.48,33.5,19.68,38.17,42.13,27.58,2017,A-,A-,7
6098104684,두산에너빌리티(주),2018,성숙기,0,56.96,0.0,92.35,41.41,42.7,47.24,2019,BBB+,BBB+,8
6098104684,두산에너빌리티(주),2019,성숙기,0,44.21,0.0,100.0,47.54,44.7,50.66,2020,BBB+,BBB+,8
6098104684,두산에너빌리티(주),2020,성숙기,0,100.0,0.0,62.42,58.9,74.19,66.83,2021,BBB,BBB,9
6098104684,두산에너빌리티(주),2021,성숙기,0,25.99,0.0,38.9,53.56,18.13,17.37,2022,BBB-,BBB-,10
6098104684,두산에너빌리티(주),2022,성숙기,0,44.25,0.0,54.23,32.97,40.68,60.35,2023,BBB,BBB,9
6098104684,두산에너빌리티(주),2023,성숙기,0,24.44,0.0,55.25,47.38,3.27,27.59,2024,BBB,BBB,9
6098140128,한화엔진(주),2015,쇠퇴기,1,38.29,100.0,0.0,52.14,83.78,55.39,2016,A,A,6
6098148213,에이치디현대마린엔진(주),2015,쇠퇴기,1,38.29,100.0,0.0,58.24,85.79,46.64,2016,CCC,CCC,18
6218122815,(주)톱텍,2019,도입기,0,44.21,58.1,100.0,81.62,76.79,82.28,2020,A-,A-,7
