사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,연도_신용등급,신용등급,등급_정제,등급_순위
1018116293,현대건설(주),2015,성장기,0,21.97,0.0,100.0,49.91,0.48,51.91,2016,AA-,AA-,4
1018116293,현대건설(주),2016,성숙기,0,0.0,10.9,0.0,49.75,0.69,50.0,2017,AA-,AA-,4
1018116293,현대건설(주),2017,성숙기,0,5.32,14.3,11.43,39.64,1.38,52.64,2018,AA-,AA-,4
1018116293,현대건설(주),2018,성숙기,0,15.77,16.0,36.52,45.02,4.85,51.17,2019,AA-,AA-,4
1018116293,현대건설(주),2019,성숙기,0,27.54,4.4,88.17,59.44,2.17,49.75,2020,AA-,AA-,4
1018116293,현대건설(주),2020,성장기,0,100.0,0.0,55.89,54.32,5.68,51.46,2021,AA-,AA-,4
1018116293,현대건설(주),2021,성장기,0,91.84,0.0,48.92,44.86,1.19,46.28,2022,AA-,AA-,4
1018116293,현대건설(주),2022,쇠퇴기,0,24.14,100.0,35.21,32.85,4.29,55.17,2023,AA-,AA-,4
1018116293,현대건설(주),2023,쇠퇴기,0,25.47,73.7,37.45,44.66,2.44,47.82,2024,AA-(안정적),AA-,4
1048118121,지에스건설(주),2015,쇠퇴기,0,21.97,100.0,100.0,49.85,31.8,43.87,2016,A+,A+,5
1048118121,지에스건설(주),2016,성장기,0,0.0,0.0,0.0,50.76,35.81,52.34,2017,A-,A-,7
1048118121,지에스건설(주),2018,성숙기,0,15.77,16.0,36.52,47.57,2.84,24.63,2019,A-,A-,7
1048118121,지에스건설(주),2019,성장기,0,27.54,0.0,88.17,59.82,4.24,52.24,2020,A-,A-,7
1048118121,지에스건설(주),2020,성장기,0,100.0,0.0,55.89,57.41,4.55,49.57,2021,A+,A+,5
1048118121,지에스건설(주),2021,성장기,0,91.84,0.0,48.92,46.75,4.64,48.94,2022,A+,A+,5
1048118121,지에스건설(주),2022,도입기,0,24.14,99.8,35.21,32.65,5.84,54.09,2023,A,A,6
1048118121,지에스건설(주),2023,성장기,0,25.47,8.5,37.45,44.58,60.18,82.99,2024,A,A,6
1048158180,(주)대우건설,2015,성장기,0,21.97,0.0,100.0,48.75,3.5,50.06,2016,A-,A-,7
1048158180,(주)대우건설,2016,성장기,0,0.0,0.0,0.0,48.94,53.66,79.61,2017,A,A,6
1048158180,(주)대우건설,2018,성장기,0,15.77,0.0,36.52,45.12,4.11,49.15,2019,A-,A-,7
1048158180,(주)대우건설,2019,쇠퇴기,0,27.54,100.0,88.17,60.58,8.54,54.1,2020,A-,A-,7
1048158180,(주)대우건설,2020,조정기,0,100.0,39.1,55.89,57.18,4.91,47.23,2021,A-,A-,7
1048158180,(주)대우건설,2021,성숙기,0,91.84,5.4,48.92,46.71,1.73,47.04,2022,A-,A-,7
1048158180,(주)대우건설,2022,쇠퇴기,0,24.14,100.0,35.21,33.87,1.13,53.09,2023,A,A,6
1048158180,(주)대우건설,2023,쇠퇴기,0,25.47,73.7,37.45,45.49,1.28,49.05,2024,A,A,6
1058174543,(주)태영건설,2015,조정기,0,21.97,57.8,100.0,48.73,24.09,39.0,2016,A,A,6
1058174543,(주)태영건설,2016,도입기,0,0.0,43.5,0.0,50.49,41.87,60.48,2017,A-(안정적),A-,7
1058174543,(주)태영건설,2017,조정기,0,5.32,50.1,11.43,41.58,4.54,29.95,2018,A,A,6
1058174543,(주)태영건설,2018,성숙기,0,15.77,16.0,36.52,50.02,3.45,48.56,2019,A-(안정적),A-,7
1058174543,(주)태영건설,2019,성장기,0,27.54,0.0,88.17,61.55,4.68,52.14,2020,A-(안정적),A-,7
1058174543,(주)태영건설,2020,성숙기,0,100.0,0.9,55.89,56.81,17.69,56.99,2021,A-(안정적),A-,7
1058174543,(주)태영건설,2021,성숙기,0,91.84,5.4,48.92,50.77,6.04,42.08,2022,A(안정적),A,6
1058174543,(주)태영건설,2022,성숙기,0,24.14,0.0,35.21,36.2,26.23,64.82,2023,C(하향검토),C,21
1058174543,(주)태영건설,2023,도입기,0,25.47,100.0,37.45,47.24,76.44,80.53,2024,A(안정적),A,6
2038158100,한전케이피에스(주),2015,성숙기,0,21.97,17.5,100.0,49.64,0.73,51.96,2016,AA,AA,3
2038158100,한전케이피에스(주),2016,성숙기,0,0.0,10.9,0.0,50.28,1.14,50.12,2017,AA,AA,3
2038158100,한전케이피에스(주),2018,성숙기,0,15.77,16.0,36.52,46.67,0.77,49.11,2019,AA,AA,3
2038158100,한전케이피에스(주),2019,성숙기,0,27.54,4.4,88.17,60.25,1.23,51.65,2020,AA,AA,3
2038158100,한전케이피에스(주),2020,성숙기,0,100.0,0.9,55.89,55.07,3.41,50.69,2021,AA,AA,3
2038158100,한전케이피에스(주),2021,성숙기,0,91.84,5.4,48.92,44.8,0.95,47.47,2022,AA,AA,3
2038158100,한전케이피에스(주),2022,조정기,0,24.14,49.6,35.21,32.7,0.93,53.41,2023,AA,AA,3
2038158100,한전케이피에스(주),2023,쇠퇴기,0,25.47,73.7,37.45,44.5,1.17,49.11,2024,AA,AA,3
2158140656,에이치엘디앤아이한라(주),2015,조정기,0,21.97,57.8,100.0,47.45,69.59,50.48,2016,BBB,BBB,9
2158140656,에이치엘디앤아이한라(주),2016,조정기,0,0.0,42.8,0.0,49.48,34.96,29.55,2017,BBB,BBB,9
2158140656,에이치엘디앤아이한라(주),2017,성장기,0,5.32,0.0,11.43,39.64,9.59,37.07,2018,BBB,BBB,9
2158140656,에이치엘디앤아이한라(주),2018,조정기,0,15.77,53.7,36.52,46.02,52.86,73.81,2019,BBB,BBB,9
2158140656,에이치엘디앤아이한라(주),2019,쇠퇴기,0,27.54,100.0,88.17,62.23,46.85,48.03,2020,BBB(긍정적),BBB,9
