사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,연도_신용등급,신용등급,등급_정제,등급_순위
2158147377,(주)신세계푸드,2019,성장기,0,25.63,26.7,35.62,62.62,6.46,51.99,2020,A+,A+,5
2158147377,(주)신세계푸드,2020,성장기,0,100.0,35.5,47.19,72.59,5.97,46.95,2021,A+,A+,5
2158147377,(주)신세계푸드,2021,성숙기,0,30.53,0.0,100.0,81.02,2.54,48.79,2022,A+,A+,5
2158147377,(주)신세계푸드,2022,성숙기,0,6.24,0.0,90.96,48.06,4.2,56.29,2023,A+,A+,5
2158147377,(주)신세계푸드,2023,성숙기,0,0.0,0.0,93.02,64.83,6.12,44.12,2024,A+,A+,5
