사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,연도_신용등급,신용등급,등급_정제,등급_순위
1048117480,아시아나항공(주),2015,성장기,1,39.34,0.0,0.0,48.38,88.87,63.79,2016,BBB+(Negative),BBB+,8
1068197118,현대글로비스(주),2015,성장기,0,39.34,0.0,0.0,46.29,7.49,42.69,2016,AA(안정적),AA,3
1068197118,현대글로비스(주),2016,성숙기,0,31.46,0.0,67.6,43.65,6.8,42.91,2017,AA(안정적),AA,3
1068197118,현대글로비스(주),2018,성숙기,0,19.66,0.0,69.34,52.34,9.67,49.24,2019,AA(안정적),AA,3
1068197118,현대글로비스(주),2019,성숙기,0,15.23,0.0,66.61,52.55,7.05,47.36,2020,AA(안정적),AA,3
1068197118,현대글로비스(주),2020,성숙기,0,100.0,0.0,74.91,36.72,5.44,40.66,2021,AA(안정적),AA,3
1068197118,현대글로비스(주),2021,성숙기,0,1.54,0.0,83.19,55.9,11.15,53.26,2022,AA(안정적),AA,3
1068197118,현대글로비스(주),2022,성숙기,0,0.0,0.0,96.82,42.65,15.05,43.63,2023,AA(안정적),AA,3
1068197118,현대글로비스(주),2023,성숙기,0,51.87,0.0,97.48,38.8,4.2,36.27,2024,AA(안정적),AA,3
1108105034,씨제이대한통운(주),2015,성숙기,0,39.34,2.5,0.0,56.33,15.91,47.79,2016,AA-,AA-,4
1108105034,씨제이대한통운(주),2016,성숙기,0,31.46,0.0,67.6,43.78,12.05,40.92,2017,AA-,AA-,4
1108105034,씨제이대한통운(주),2018,성장기,0,19.66,9.2,69.34,52.71,21.94,45.42,2019,AA-,AA-,4
1108105034,씨제이대한통운(주),2019,성장기,0,15.23,16.6,66.61,50.49,15.3,44.86,2020,AA-,AA-,4
1108105034,씨제이대한통운(주),2020,성숙기,0,100.0,0.0,74.91,38.41,10.85,38.77,2021,AA-,AA-,4
1108105034,씨제이대한통운(주),2021,성숙기,0,1.54,0.0,83.19,56.32,23.77,57.77,2022,AA-,AA-,4
1108105034,씨제이대한통운(주),2023,성숙기,0,51.87,0.0,97.48,35.63,16.38,38.4,2024,AA-,AA-,4
1208162522,흥아해운(주),2018,도입기,1,19.66,79.0,69.34,52.93,85.21,48.43,2019,B(부정적),B,15
2018102823,(주)한진,2015,성장기,0,39.34,0.0,0.0,50.06,45.95,63.61,2016,A-,A-,7
2018102823,(주)한진,2016,성장기,0,31.46,1.3,67.6,45.55,60.78,53.26,2017,BBB+,BBB+,8
2018102823,(주)한진,2017,조정기,0,40.45,19.2,66.03,39.55,75.63,54.64,2018,BBB+,BBB+,8
2018102823,(주)한진,2018,조정기,1,19.66,18.1,69.34,54.36,47.24,31.75,2019,BBB+,BBB+,8
