column,n_distress,n_normal,mean_distress,mean_normal,median_distress,median_normal,cohens_d,cles,direction,mw_stat,p_value_raw,p_value_fdr,significant_fdr,keep,remove_reason
ROA_diff,2458,16488,0.432123,0.483902,0.466035,0.509846,-0.2625,0.2987,normal_high,12106719.0,3.312303703341896e-228,1.1003585183983247e-227,1.0,1,
ROA_ratio,2458,16488,0.448999,0.4502,0.449705,0.450506,-0.314,0.2944,normal_high,11932518.0,5.760921195778564e-238,2.1714241430242282e-237,1.0,1,
ROE_diff,2458,16488,0.500849,0.423359,0.695283,0.381298,0.0052,0.487,ambiguous,19735935.0,0.0366499615923464,0.03904017647880378,1.0,0,방향 불명확 (CLES 0.45~0.55)
ROE_ratio,2458,16488,0.341901,0.337618,0.345241,0.336665,0.0075,0.5212,ambiguous,21122865.0,0.000670776048943216,0.0007733653270168844,1.0,0,방향 불명확 (CLES 0.45~0.55)
ROIC_diff,2458,16488,0.660588,0.884853,0.785985,0.807497,-0.03,0.3533,normal_high,14317648.0,2.9952368122378324e-122,5.385930414666194e-122,1.0,1,
ROIC_ratio,2458,16488,0.912167,0.91678,0.914905,0.915236,-0.0366,0.3521,normal_high,14271030.5,3.829748723482638e-124,7.01524065236072e-124,1.0,1,
총자본영업이익률_diff,2458,16488,0.649998,0.742363,0.705988,0.758235,-0.2509,0.3322,normal_high,13462464.0,2.7669144559806377e-159,6.380179216143588e-159,1.0,1,
총자본영업이익률_ratio,2458,16488,0.270695,0.279608,0.276062,0.280015,-0.2797,0.3253,normal_high,13182771.0,1.7528219526050377e-172,4.189671984275456e-172,1.0,1,
매출총이익률_diff,2458,16488,0.219632,0.301757,0.384879,0.422343,-0.0019,0.4107,normal_high,16645533.5,1.273549303372192e-46,1.8768094997063882e-46,1.0,1,
매출총이익률_ratio,2458,16488,0.251635,0.25322,0.268882,0.272685,-0.0003,0.4098,normal_high,16608829.5,1.5503772329787116e-47,2.3020752853320266e-47,1.0,1,
영업이익률_diff,2458,16488,0.430847,0.822414,0.904651,0.917776,-0.3993,0.2941,normal_high,11919918.0,1.0678057408297811e-238,4.2712229633191246e-238,1.0,1,
영업이익률_ratio,2458,16488,-0.238503,0.364735,0.491468,0.505209,-0.2797,0.2998,normal_high,12151324.0,9.308973554700837e-226,2.9910800274120717e-225,1.0,1,
순이익률_diff,2458,16488,0.04392,0.772686,0.851902,0.873797,-0.4991,0.2239,normal_high,9075743.0,0.0,0.0,1.0,1,
순이익률_ratio,2458,16488,-3.582287,0.301569,0.716592,0.783459,-0.5497,0.234,normal_high,9484525.0,0.0,0.0,1.0,1,
EBITDA마진_diff,2458,16488,0.453782,0.83741,0.918908,0.930067,-0.3972,0.3202,normal_high,12978197.5,1.7400592943047832e-182,4.487521337943915e-182,1.0,1,
EBITDA마진_ratio,2458,16488,0.105022,0.78483,0.930545,0.948493,-0.3216,0.3218,normal_high,13042465.5,2.568016344702727e-179,6.291640044521682e-179,1.0,1,
영업현금흐름비율_diff,2458,16488,0.819106,0.919738,0.976609,0.980855,-0.0999,0.2726,normal_high,11048480.5,1.0891337361215926e-290,6.670944133744755e-290,1.0,1,
영업현금흐름비율_ratio,2458,16488,0.734269,0.845505,0.932277,0.937023,-0.0627,0.2969,normal_high,12034339.5,2.9669423471505738e-232,1.0384298215027008e-231,1.0,1,
현금ROA_diff,2458,16488,0.432318,0.441931,0.450267,0.466825,-0.0576,0.3722,normal_high,15083403.5,3.0881169376151863e-93,5.043924331438137e-93,1.0,1,
현금ROA_ratio,2458,16488,0.551059,0.551771,0.566318,0.576763,-0.005,0.3791,normal_high,15365581.5,1.472391182454257e-83,2.2545989981330812e-83,1.0,1,
현금ROE_diff,2458,16488,0.614576,0.725899,0.803715,0.583089,-0.0471,0.5061,ambiguous,20509347.5,0.3308922079822164,0.33603561017883116,0.0,0,FDR 비유의
현금ROE_ratio,2458,16488,0.695633,0.762772,0.782707,0.674064,-0.0458,0.5061,ambiguous,20511337.5,0.3269889282010603,0.3338011975385824,0.0,0,FDR 비유의
매출원가율_diff,2458,16488,0.780004,0.69821,0.613845,0.577631,0.0019,0.589,distress_high,23871195.5,2.3532832061134353e-46,3.442115734315174e-46,1.0,1,
매출원가율_ratio,2458,16488,0.720466,0.591722,0.521938,0.47952,0.0025,0.5819,distress_high,23583517.0,7.605539090180355e-41,1.0724357278239927e-40,1.0,1,
판관비율_diff,2458,16488,0.586676,0.175399,0.097054,0.081791,0.5378,0.7408,distress_high,30023933.0,0.0,0.0,1.0,1,
판관비율_ratio,2458,16488,0.547575,0.104955,0.022752,0.005246,0.5085,0.7417,distress_high,30057640.0,0.0,0.0,1.0,1,
감가상각비율_diff,2458,16488,1.306156,0.352886,0.270615,0.161606,0.2195,0.7266,distress_high,29446040.5,1.0130513551871103e-288,5.366434205856044e-288,1.0,1,
감가상각비율_ratio,2458,16488,1.368289,0.234677,0.139783,0.008911,0.2174,0.7226,distress_high,29285254.0,2.2559986389056744e-279,1.052799364822648e-278,1.0,1,
총자산회전율_diff,2458,16488,0.060881,0.190315,0.037756,0.056309,-0.2263,0.3272,normal_high,13258759.5,3.8986586715046857e-169,9.206471079697812e-169,1.0,1,
총자산회전율_ratio,2458,16488,0.022644,0.130303,0.001714,0.019375,-0.2309,0.2869,normal_high,11629178.0,3.4445853250123543e-258,1.5003082748942698e-257,1.0,1,
유동자산회전율_diff,2458,16488,0.076683,0.173179,0.027567,0.054817,-0.0206,0.3704,normal_high,15010585.5,5.504473277567294e-96,9.066191280699072e-96,1.0,1,
유동자산회전율_ratio,2458,16488,0.044404,0.120117,0.001263,0.027761,-0.0208,0.3391,normal_high,13743870.0,4.2076019595831835e-148,8.773297702960679e-148,1.0,1,
비유동자산회전율_diff,2458,16488,0.019512,0.087044,0.000578,0.000743,-0.0549,0.3603,normal_high,14603998.5,3.802930916102564e-111,6.481517039618283e-111,1.0,1,
비유동자산회전율_ratio,2458,16488,0.017715,0.080658,1.1e-05,0.000172,-0.055,0.3226,normal_high,13075020.5,4.6548473992707535e-180,1.1548735319709718e-179,1.0,1,
유형자산회전율_diff,2458,16488,0.009153,0.044174,0.000844,0.000872,-0.0861,0.2955,normal_high,11977143.0,1.3211435307733674e-236,4.70807512784691e-236,1.0,1,
유형자산회전율_ratio,2458,16488,0.00801,0.040803,1e-06,1.1e-05,-0.0894,0.3477,normal_high,14090713.0,4.352449329303473e-136,8.363530083759615e-136,1.0,1,
자기자본회전율_diff,2458,16488,0.047298,0.175865,0.02997,0.035353,-0.0355,0.3388,normal_high,13730939.5,3.904155566355288e-148,8.228112806512219e-148,1.0,1,
자기자본회전율_ratio,2458,16488,0.020737,0.162347,0.0,0.007321,-0.0374,0.2971,normal_high,12040104.5,1.4634096920895193e-243,6.10272977977757e-243,1.0,1,
투하자본회전율_diff,2458,16488,0.075812,0.428571,0.052287,0.057097,-0.0338,0.3493,normal_high,14154747.0,3.063224184465421e-129,5.772999424569448e-129,1.0,1,
투하자본회전율_ratio,2458,16488,0.022907,0.328032,0.000522,0.006075,-0.0348,0.3084,normal_high,12498591.0,1.1845411061124775e-210,3.414265541147729e-210,1.0,1,
매출채권회전율_diff,2458,16488,0.488948,0.435304,0.741161,0.110181,0.116,0.4791,ambiguous,19416302.0,0.0007751829170223894,0.0008885137528443762,1.0,0,방향 불명확 (CLES 0.45~0.55)
매출채권회전율_ratio,2458,16488,0.499231,0.412846,0.726077,0.013346,0.1503,0.4787,ambiguous,19398523.0,0.0005990758940507437,0.0006947862439878448,1.0,0,방향 불명확 (CLES 0.45~0.55)
