사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화
1018146496,주식회사아우건이앤씨,2017,성숙기,0,39.31,0.0,83.37,38.48,0.44,48.15
1018146496,주식회사아우건이앤씨,2018,성장기,0,80.26,10.1,88.75,53.88,0.46,48.29
1018146496,주식회사아우건이앤씨,2019,성장기,0,82.08,12.5,100.0,51.09,0.7,48.14
1018146496,주식회사아우건이앤씨,2020,성숙기,0,75.74,0.0,69.2,58.64,0.63,48.74
1018146496,주식회사아우건이앤씨,2021,성숙기,0,50.36,0.0,56.61,41.66,4.48,51.13
1018146496,주식회사아우건이앤씨,2022,조정기,0,91.71,27.1,62.13,42.9,3.59,48.45
1018146496,주식회사아우건이앤씨,2023,성숙기,0,97.78,0.0,62.21,40.03,2.45,48.16
1018146496,주식회사아우건이앤씨,2024,성숙기,0,100.0,0.0,66.4,46.49,6.38,52.45
1018148121,국제갤러리주식회사,2015,성숙기,0,0.0,10.5,0.0,50.0,0.17,47.92
1018148121,국제갤러리주식회사,2016,성숙기,0,25.83,4.3,84.08,49.91,0.25,47.67
1018148121,국제갤러리주식회사,2017,조정기,0,39.31,29.1,83.37,73.62,77.0,88.42
1018148121,국제갤러리주식회사,2018,도입기,0,80.26,65.3,88.75,84.21,72.06,45.68
1018148121,국제갤러리주식회사,2019,성숙기,0,82.08,0.0,100.0,60.71,0.78,9.87
1018148121,국제갤러리주식회사,2020,조정기,0,75.74,26.8,69.2,64.09,0.36,48.56
1018148121,국제갤러리주식회사,2021,성장기,0,50.36,9.5,56.61,45.76,0.34,49.11
1018148121,국제갤러리주식회사,2022,성숙기,0,91.71,0.0,62.13,,0.13,48.8
1018148121,국제갤러리주식회사,2023,성장기,0,97.78,26.3,62.21,45.24,0.23,48.79
1018148121,국제갤러리주식회사,2024,도입기,0,100.0,100.0,66.4,52.33,0.42,50.42
1018149343,씨비알이코리아(주),2015,성장기,0,0.0,0.0,0.0,50.0,4.09,32.18
1018149343,씨비알이코리아(주),2016,조정기,0,25.83,33.6,84.08,51.82,0.21,45.43
1018149343,씨비알이코리아(주),2017,성숙기,0,39.31,0.0,83.37,42.46,0.16,48.07
1018149343,씨비알이코리아(주),2018,성장기,0,80.26,10.1,88.75,58.09,0.06,48.23
1018149343,씨비알이코리아(주),2019,성숙기,0,82.08,0.0,100.0,55.74,0.1,48.02
1018149343,씨비알이코리아(주),2020,성장기,0,75.74,11.7,69.2,60.54,0.11,48.78
1018149343,씨비알이코리아(주),2021,성숙기,0,50.36,0.0,56.61,43.99,0.23,49.19
1018149343,씨비알이코리아(주),2022,조정기,0,91.71,27.1,62.13,44.43,0.14,48.86
1018149343,씨비알이코리아(주),2023,성장기,0,97.78,26.3,62.21,41.47,0.04,48.69
1018149343,씨비알이코리아(주),2024,도입기,0,100.0,100.0,66.4,48.14,5.68,53.38
1018150419,주식회사엠티홀딩스,2015,성숙기,0,0.0,10.5,0.0,51.02,0.12,47.9
1018150419,주식회사엠티홀딩스,2016,조정기,0,25.83,33.6,84.08,50.57,0.15,47.64
