사업자등록번호,회사명,연도,생애주기_최종,부실라벨_ICR3년,Porter5F,생애주기점수,산업충격민감도,기업충격민감도,부실확률,부실확률변화,연도_신용등급,최종합산스코어,등급_5단계,신용등급
1018104026,동화전자공업주식회사,2015,쇠퇴기,0,100.0,100.0,0.0,50.13,74.45,48.13,2016,70.9,매우 위험,
1018104026,동화전자공업주식회사,2016,조정기,0,83.22,28.3,82.37,39.23,73.76,47.04,2017,62.9,위험,
1018104026,동화전자공업주식회사,2017,도입기,1,25.13,68.9,82.97,43.64,81.49,59.22,2018,73.3,매우 위험,
1018115921,신화인터내쇼날(주),2019,성숙기,0,87.92,0.0,93.29,49.85,30.87,48.12,2020,35.6,안정,
1018115921,신화인터내쇼날(주),2020,쇠퇴기,0,85.73,100.0,100.0,51.3,32.48,42.94,2021,56.9,위험,
1018115921,신화인터내쇼날(주),2021,성장기,0,46.41,0.0,92.89,45.18,37.06,55.85,2022,37.0,안정,
1018115921,신화인터내쇼날(주),2022,도입기,0,34.49,78.8,98.58,49.04,61.57,59.06,2023,66.6,위험,
1018115921,신화인터내쇼날(주),2023,성숙기,0,63.2,0.0,98.67,47.05,62.38,44.38,2024,51.9,중립,
1018115921,신화인터내쇼날(주),2024,성숙기,0,0.0,0.0,99.94,39.8,60.48,43.45,2025,47.4,중립,
1018119252,주식회사대경바스컴,2015,조정기,0,100.0,21.2,0.0,53.42,37.38,59.66,2016,35.5,안정,
1018119252,주식회사대경바스컴,2016,쇠퇴기,0,83.22,100.0,82.37,37.76,54.28,58.66,2017,67.1,위험,
1018119252,주식회사대경바스컴,2017,성장기,1,25.13,3.5,82.97,41.53,56.09,54.3,2018,45.9,중립,
1018139184,동화이에스주식회사,2015,조정기,0,100.0,21.2,0.0,73.02,12.35,48.68,2016,22.1,매우 안정,
1018139184,동화이에스주식회사,2016,조정기,0,83.22,28.3,82.37,36.56,12.0,47.32,2017,28.9,매우 안정,
1018139184,동화이에스주식회사,2017,조정기,0,25.13,35.3,82.97,39.21,16.62,56.26,2018,30.5,매우 안정,
1018139184,동화이에스주식회사,2018,쇠퇴기,0,37.37,100.0,97.06,38.9,12.65,50.69,2019,43.0,안정,
1018139184,동화이에스주식회사,2019,성장기,0,87.92,3.9,93.29,51.17,13.12,47.99,2020,26.7,매우 안정,
1018139184,동화이에스주식회사,2020,쇠퇴기,0,85.73,100.0,100.0,48.06,14.41,42.58,2021,46.7,중립,
1018139184,동화이에스주식회사,2021,성장기,0,46.41,0.0,92.89,49.3,25.55,60.18,2022,31.1,매우 안정,
1018139184,동화이에스주식회사,2022,쇠퇴기,0,34.49,100.0,98.58,43.52,37.67,50.3,2023,57.0,위험,
1018139184,동화이에스주식회사,2023,도입기,1,63.2,92.7,98.67,43.73,43.04,48.17,2024,59.8,위험,
1018146443,아이지기술(주),2015,성장기,0,100.0,0.3,0.0,50.13,48.81,37.63,2016,36.3,안정,
1018146443,아이지기술(주),2016,성장기,0,83.22,4.6,82.37,39.23,50.1,48.36,2017,45.3,중립,
1018146443,아이지기술(주),2017,쇠퇴기,0,25.13,100.0,82.97,50.05,55.41,57.09,2018,65.4,위험,
1018146443,아이지기술(주),2018,성장기,0,37.37,2.1,97.06,47.38,55.84,53.71,2019,47.8,중립,
1018146443,아이지기술(주),2020,조정기,0,85.73,27.8,100.0,51.48,35.74,41.57,2021,44.2,중립,
1018146443,아이지기술(주),2021,조정기,0,46.41,29.2,92.89,28.25,34.47,52.06,2022,40.4,안정,
1018152722,알엔케이블(주),2021,조정기,0,46.41,29.2,92.89,45.18,20.96,52.91,2022,33.9,안정,
1018152722,알엔케이블(주),2022,성숙기,0,34.49,0.0,98.58,50.33,23.59,43.62,2023,29.3,매우 안정,
1018152722,알엔케이블(주),2023,성장기,0,63.2,9.9,98.67,47.6,20.13,41.27,2024,30.5,매우 안정,
1018152722,알엔케이블(주),2024,성숙기,0,0.0,0.0,99.94,40.33,14.65,41.28,2025,22.1,매우 안정,
1018628697,(주)코멤텍,2019,도입기,0,87.92,83.8,93.29,49.85,67.53,48.12,2020,72.5,매우 위험,
1018628697,(주)코멤텍,2020,성장기,0,85.73,0.0,100.0,51.3,63.5,39.57,2021,53.8,중립,
1018628697,(주)코멤텍,2021,도입기,0,46.41,79.0,92.89,45.18,56.67,48.34,2022,63.3,위험,
1018628697,(주)코멤텍,2022,도입기,1,34.49,78.8,98.58,55.07,83.73,61.03,2023,79.2,매우 위험,
1018651015,아이파킹(주),2016,도입기,0,83.22,64.5,82.37,39.23,47.97,47.57,2017,56.0,위험,
1018651015,아이파킹(주),2017,도입기,0,25.13,68.9,82.97,43.64,77.78,76.87,2018,72.1,매우 위험,
1018651015,아이파킹(주),2018,도입기,1,37.37,74.9,97.06,42.38,63.1,42.02,2019,65.5,위험,
1018651714,(주)에이치제이피엔에이,2015,성숙기,0,100.0,0.0,0.0,50.13,19.63,49.11,2016,20.8,매우 안정,
1018651714,(주)에이치제이피엔에이,2016,성숙기,0,83.22,0.0,82.37,39.75,25.86,51.65,2017,31.2,매우 안정,
1018651714,(주)에이치제이피엔에이,2017,조정기,0,25.13,35.3,82.97,44.1,51.31,73.18,2018,50.7,중립,
1018651714,(주)에이치제이피엔에이,2018,조정기,0,37.37,36.1,97.06,41.32,17.17,27.41,2019,31.7,안정,
1018651714,(주)에이치제이피엔에이,2019,조정기,0,87.92,36.8,93.29,38.31,63.99,84.73,2020,62.4,위험,
1018651714,(주)에이치제이피엔에이,2020,성숙기,0,85.73,0.8,100.0,54.65,62.89,41.44,2021,53.8,중립,
1018651714,(주)에이치제이피엔에이,2021,쇠퇴기,0,46.41,100.0,92.89,42.64,63.94,53.44,2022,71.6,매우 위험,
1018651714,(주)에이치제이피엔에이,2022,성숙기,0,34.49,0.0,98.58,44.44,55.13,36.03,2023,45.9,중립,
1018651714,(주)에이치제이피엔에이,2023,쇠퇴기,0,63.2,100.0,98.67,44.98,69.78,55.39,2024,76.4,매우 위험,
1018651714,(주)에이치제이피엔에이,2024,성장기,0,0.0,11.5,99.94,39.73,52.16,33.2,2025,44.6,중립,
1018702452,에스케이넥실리스주식회사,2019,성숙기,0,87.92,0.0,93.29,49.85,46.11,48.12,2020,44.0,안정,
1018702452,에스케이넥실리스주식회사,2020,성장기,0,85.73,0.0,100.0,51.3,16.96,23.11,2021,27.3,매우 안정,
1018702452,에스케이넥실리스주식회사,2021,도입기,0,46.41,79.0,92.89,45.18,13.66,50.83,2022,39.7,안정,
1018702452,에스케이넥실리스주식회사,2022,성장기,0,34.49,2.6,98.58,56.98,44.72,63.42,2023,42.7,안정,
1018702452,에스케이넥실리스주식회사,2023,도입기,0,63.2,92.7,98.67,51.11,53.17,50.55,2024,65.9,위험,
1018702452,에스케이넥실리스주식회사,2024,도입기,0,0.0,100.0,99.94,44.9,67.01,53.73,2025,71.8,매우 위험,
1028144128,청호메카트로닉스주식회사,2015,조정기,0,100.0,21.2,0.0,54.87,59.77,58.87,2016,47.8,중립,
1028700175,(주)엠코전자,2020,도입기,0,85.73,81.3,100.0,51.3,20.91,41.57,2021,46.7,중립,
1028700175,(주)엠코전자,2021,도입기,0,46.41,79.0,92.89,45.18,21.17,53.12,2022,44.0,안정,
